player_a,player_b,color_a,color_b,condition,round_type,exec_score_a,upside_score_a,score_a,exec_score_b,upside_score_b,score_b,winner_score,loser_score,prediction,actual_winner,correct
Collin Morikawa,Xander Schauffele,Purple,Orange,Calm,Positioning,-3.49,0.98,-1.2550000000000001,-1.68,0.47,-0.605,-0.605,-1.2550000000000001,Xander Schauffele,Collin Morikawa,False
J.T. Poston,John Keefer,Purple,Orange,Calm,Positioning,-3.49,-1.87,-2.68,1.29,-1.38,-0.04499999999999993,-0.04499999999999993,-2.68,John Keefer,John Keefer,True
Alex Smalley,Bud Cauley,Orange,Yellow,Calm,Positioning,-1.68,0.47,-0.605,4.2,-3.62,0.29000000000000004,0.29000000000000004,-0.605,Bud Cauley,Bud Cauley,True
Jordan Smith,Rico Hoey,Orange,Blue,Calm,Positioning,-1.68,0.47,-0.605,4.22,3.12,3.67,3.67,-0.605,Rico Hoey,Rico Hoey,True
Patrick Rodgers,Sepp Straka,Red,Green,Calm,Positioning,-0.66,-5.95,-3.305,-3.87,0.04,-1.915,-1.915,-3.305,Sepp Straka,Sepp Straka,True
Kurt Kitayama,Keith Mitchell,Orange,Blue,Calm,Positioning,1.29,-1.38,-0.04499999999999993,4.22,3.12,3.67,3.67,-0.04499999999999993,Keith Mitchell,Keith Mitchell,True
Jacob Bridgeman,Tom Kim,Orange,Blue,Calm,Positioning,-1.68,-1.38,-1.5299999999999998,4.22,3.02,3.62,3.62,-1.5299999999999998,Tom Kim,Jacob Bridgeman,False
Cameron Young,Harris English,Green,Purple,Calm,Positioning,-3.87,1.1,-1.385,0.91,-1.87,-0.48000000000000004,-0.48000000000000004,-1.385,Harris English,Harris English,True
Michael Brennan,Mac Meissner,Yellow,Orange,Calm,Positioning,4.2,-3.62,0.29000000000000004,-1.68,0.47,-0.605,0.29000000000000004,-0.605,Michael Brennan,Mac Meissner,False
Max McGreevy,Nick Taylor,Green,Yellow,Calm,Positioning,2.46,0.04,1.25,4.2,-3.62,0.29000000000000004,1.25,0.29000000000000004,Max McGreevy,Nick Taylor,False
Rickie Fowler,Ben Griffin,Orange,Yellow,Calm,Positioning,-1.68,-1.38,-1.5299999999999998,4.2,2.57,3.385,3.385,-1.5299999999999998,Ben Griffin,Ben Griffin,True
Scottie Scheffler,Viktor Hovland,Blue,Blue,Calm,Positioning,4.22,3.02,3.62,4.22,3.12,3.67,3.67,3.62,Viktor Hovland,Viktor Hovland,True
Daniel Berger,Rasmus Hojgaard,Red,Yellow,Calm,Positioning,-5.01,0.79,-2.11,-2.28,2.57,0.14500000000000002,0.14500000000000002,-2.11,Rasmus Hojgaard,Rasmus Hojgaard,True
Ryan Fox,Sami Valimaki,Yellow,Yellow,Calm,Positioning,4.2,-3.62,0.29000000000000004,4.2,-3.62,0.29000000000000004,0.29000000000000004,0.29000000000000004,TIE,Ryan Fox,
Davis Thompson,Kristoffer Reitan,Green,Yellow,Calm,Positioning,-3.87,1.1,-1.385,-2.28,2.57,0.14500000000000002,0.14500000000000002,-1.385,Kristoffer Reitan,Kristoffer Reitan,True
Max Homa,Rasmus Neergaard-Petersen,Orange,Red,Calm,Positioning,-1.68,0.47,-0.605,-0.66,-5.95,-3.305,-0.605,-3.305,Max Homa,Max Homa,True
Michael Thorbjornsen,Jake Knapp,Yellow,Red,Calm,Positioning,4.2,2.57,3.385,-0.66,-5.95,-3.305,3.385,-3.305,Michael Thorbjornsen,Jake Knapp,False
Maverick McNealy,Matt Fitzpatrick,Orange,Orange,Calm,Positioning,-1.68,-1.38,-1.5299999999999998,-1.68,0.47,-0.605,-0.605,-1.5299999999999998,Matt Fitzpatrick,Matt Fitzpatrick,True
Michael Kim,Sam Stevens,Purple,Purple,Calm,Positioning,0.91,-1.87,-0.48000000000000004,-3.49,-1.87,-2.68,-0.48000000000000004,-2.68,Michael Kim,Michael Kim,True
Min Woo Lee,Nicolai Hojgaard,Purple,Yellow,Calm,Positioning,0.91,-1.87,-0.48000000000000004,-2.28,2.57,0.14500000000000002,0.14500000000000002,-0.48000000000000004,Nicolai Hojgaard,Nicolai Hojgaard,True
Stephan Jaeger,Akshay Bhatia,Yellow,Blue,Calm,Positioning,4.2,-3.62,0.29000000000000004,4.22,3.02,3.62,3.62,0.29000000000000004,Akshay Bhatia,Akshay Bhatia,True
Zach Bauchou,John Parry,Yellow,Yellow,Calm,Positioning,4.2,2.57,3.385,-2.28,2.57,0.14500000000000002,3.385,0.14500000000000002,Zach Bauchou,John Parry,False
Sahith Theegala,Christopher Gotterup,Blue,Yellow,Calm,Positioning,4.22,3.02,3.62,4.2,2.57,3.385,3.62,3.385,Sahith Theegala,Christopher Gotterup,False
Si Woo Kim,Hideki Matsuyama,Green,Yellow,Calm,Positioning,-3.87,1.1,-1.385,4.2,-3.62,0.29000000000000004,0.29000000000000004,-1.385,Hideki Matsuyama,Hideki Matsuyama,True
Pierceson Coody,Ryo Hisatsune,Orange,Yellow,Calm,Positioning,1.29,-1.38,-0.04499999999999993,4.2,-3.62,0.29000000000000004,0.29000000000000004,-0.04499999999999993,Ryo Hisatsune,Ryo Hisatsune,True
Michael Kim,Chris Kirk,Orange,Orange,Moderate,Positioning,5.62,5.88,5.75,6.58,5.88,6.23,6.23,5.75,Chris Kirk,Chris Kirk,True
Justin Rose,Viktor Hovland,Orange,Yellow,Moderate,Positioning,5.62,5.88,5.75,0.93,-0.67,0.13,5.75,0.13,Justin Rose,Justin Rose,True
Rory McIlroy,Scottie Scheffler,Yellow,Orange,Moderate,Positioning,-5.69,-0.72,-3.205,5.62,1.08,3.35,3.35,-3.205,Scottie Scheffler,Scottie Scheffler,True
J.T. Poston,Alex Noren,Orange,Orange,Moderate,Positioning,6.58,1.08,3.83,6.58,5.88,6.23,6.23,3.83,Alex Noren,Alex Noren,True
Patrick Cantlay,Cameron Young,Yellow,Orange,Moderate,Positioning,0.93,-0.67,0.13,5.62,1.08,3.35,3.35,0.13,Cameron Young,Patrick Cantlay,False
Collin Morikawa,Jason Day,Orange,Yellow,Moderate,Positioning,5.62,1.08,3.35,-5.69,-0.72,-3.205,3.35,-3.205,Collin Morikawa,Collin Morikawa,True
Pierceson Coody,Max McGreevy,Yellow,Blue,Moderate,Positioning,-5.69,-0.72,-3.205,-7.16,-5.7,-6.43,-3.205,-6.43,Pierceson Coody,Max McGreevy,False
Brian Harman,Patrick Rodgers,Blue,Orange,Moderate,Positioning,-7.16,-1.37,-4.265000000000001,6.58,5.88,6.23,6.23,-4.265000000000001,Patrick Rodgers,Brian Harman,False
Bud Cauley,Mackenzie Hughes,Blue,Yellow,Moderate,Positioning,-2.24,-5.7,-3.97,0.93,-0.67,0.13,0.13,-3.97,Mackenzie Hughes,Mackenzie Hughes,True
Harris English,Shane Lowry,Orange,Orange,Moderate,Positioning,5.62,5.88,5.75,-3.31,5.88,1.285,5.75,1.285,Harris English,Shane Lowry,False
Ryan Fox,Tony Finau,Blue,Orange,Moderate,Positioning,-2.24,-5.7,-3.97,6.58,5.88,6.23,6.23,-3.97,Tony Finau,Ryan Fox,False
Matt Fitzpatrick,Russell Henley,Yellow,Blue,Moderate,Positioning,3.29,-0.72,1.2850000000000001,0.61,-1.37,-0.38000000000000006,1.2850000000000001,-0.38000000000000006,Matt Fitzpatrick,Matt Fitzpatrick,True
Xander Schauffele,Tommy Fleetwood,Yellow,Yellow,Moderate,Positioning,-5.69,-0.67,-3.18,-5.69,-0.67,-3.18,-3.18,-3.18,TIE,Tommy Fleetwood,
Min Woo Lee,Nick Taylor,Orange,Blue,Moderate,Positioning,5.62,5.88,5.75,-7.16,-1.37,-4.265000000000001,5.75,-4.265000000000001,Min Woo Lee,Min Woo Lee,True
Hideki Matsuyama,Chris Gotterup,Blue,Blue,Moderate,Positioning,-2.24,-5.7,-3.97,0.61,-1.37,-0.38000000000000006,-0.38000000000000006,-3.97,Chris Gotterup,Hideki Matsuyama,False
Jordan Spieth,Keegan Bradley,Orange,Orange,Moderate,Positioning,5.62,1.08,3.35,6.58,1.08,3.83,3.83,3.35,Keegan Bradley,Jordan Spieth,False
Tom Hoge,Jacob Bridgeman,Blue,Yellow,Moderate,Positioning,-7.16,-5.7,-6.43,0.93,-0.67,0.13,0.13,-6.43,Jacob Bridgeman,Jacob Bridgeman,True
Sepp Straka,Jake Knapp,Blue,Orange,Moderate,Positioning,0.61,-1.37,-0.38000000000000006,6.58,5.88,6.23,6.23,-0.38000000000000006,Jake Knapp,Jake Knapp,True
Sam Burns,Akshay Bhatia,Orange,Yellow,Moderate,Positioning,-3.31,5.88,1.285,-5.69,-0.67,-3.18,1.285,-3.18,Sam Burns,Akshay Bhatia,False
Ryo Hisatsune,Rickie Fowler,Blue,Yellow,Moderate,Positioning,-7.16,-1.37,-4.265000000000001,0.93,-0.67,0.13,0.13,-4.265000000000001,Rickie Fowler,Rickie Fowler,True
Viktor Hovland,Ryan Gerard,Red,Orange,Calm,Positioning,-5.01,0.79,-2.11,-1.68,-1.38,-1.5299999999999998,-1.5299999999999998,-2.11,Ryan Gerard,Ryan Gerard,True
Scottie Scheffler,Matti Schmid,Purple,Yellow,Calm,Positioning,-2.78,-1.87,-2.325,4.2,-3.62,0.29000000000000004,0.29000000000000004,-2.325,Matti Schmid,Scottie Scheffler,False
Patrick Cantlay,Robert MacIntyre,Blue,Purple,Calm,Positioning,4.22,3.02,3.62,-3.49,0.98,-1.2550000000000001,3.62,-1.2550000000000001,Patrick Cantlay,Patrick Cantlay,True
Ryo Hisatsune,Brian Harman,Green,Purple,Calm,Positioning,-1.8,0.04,-0.88,-2.78,-1.87,-2.325,-0.88,-2.325,Ryo Hisatsune,Ryo Hisatsune,True
Hideki Matsuyama,Sam Stevens,Green,Yellow,Calm,Positioning,2.46,1.1,1.78,4.2,-3.62,0.29000000000000004,1.78,0.29000000000000004,Hideki Matsuyama,Sam Stevens,False
Ben Griffin,Shane Lowry,Blue,Blue,Calm,Positioning,4.22,3.02,3.62,0.27,3.02,1.645,3.62,1.645,Ben Griffin,Shane Lowry,False
Sami Valimaki,Sahith Theegala,Orange,Yellow,Calm,Positioning,1.29,0.47,0.88,-2.28,-3.62,-2.95,0.88,-2.95,Sami Valimaki,Sahith Theegala,False
Andrew Novak,Harris English,Yellow,Orange,Calm,Positioning,-2.28,-3.62,-2.95,-1.68,0.47,-0.605,-0.605,-2.95,Harris English,Harris English,True
Tom Kim,Tony Finau,Green,Yellow,Calm,Positioning,-1.8,0.04,-0.88,4.2,2.57,3.385,3.385,-0.88,Tony Finau,Tom Kim,False
Ludvig Aberg,Patrick Rodgers,Yellow,Yellow,Calm,Positioning,4.2,2.57,3.385,4.2,2.57,3.385,3.385,3.385,TIE,Ludvig Aberg,
Si Woo Kim,Cameron Young,Yellow,Yellow,Calm,Positioning,4.88,2.57,3.7249999999999996,4.88,2.57,3.7249999999999996,3.7249999999999996,3.7249999999999996,TIE,Cameron Young,
Nick Taylor,Corey Conners,Purple,Green,Calm,Positioning,-2.78,-1.87,-2.325,2.46,1.1,1.78,1.78,-2.325,Corey Conners,Push (Nick Taylor / Corey Conners),False
Rickie Fowler,Alex Noren,Blue,Blue,Calm,Positioning,4.22,3.02,3.62,4.22,3.12,3.67,3.67,3.62,Alex Noren,Alex Noren,True
Pierceson Coody,Akshay Bhatia,Green,Red,Calm,Positioning,-3.87,1.1,-1.385,0.85,-5.95,-2.5500000000000003,-1.385,-2.5500000000000003,Pierceson Coody,Akshay Bhatia,False
Matt McCarty,Taylor Pendrith,Purple,Blue,Calm,Positioning,-3.49,-1.87,-2.68,0.27,3.02,1.645,1.645,-2.68,Taylor Pendrith,Matt McCarty,False
Sepp Straka,Jake Knapp,Purple,Orange,Calm,Positioning,-3.49,0.98,-1.2550000000000001,-1.68,-1.38,-1.5299999999999998,-1.2550000000000001,-1.5299999999999998,Sepp Straka,Jake Knapp,False
Jhonattan Vegas,Collin Morikawa,Purple,Yellow,Calm,Positioning,-3.49,0.98,-1.2550000000000001,4.88,2.57,3.7249999999999996,3.7249999999999996,-1.2550000000000001,Collin Morikawa,Collin Morikawa,True
Max Homa,Jordan Spieth,Blue,Green,Calm,Positioning,5.92,3.12,4.52,-1.8,0.04,-0.88,4.52,-0.88,Max Homa,Jordan Spieth,False
Ryan Fox,Aaron Rai,Yellow,Purple,Calm,Positioning,-2.28,-3.62,-2.95,-3.49,0.98,-1.2550000000000001,-1.2550000000000001,-2.95,Aaron Rai,Aaron Rai,True
Tommy Fleetwood,Aldrich Potgieter,Red,Yellow,Calm,Positioning,0.85,-5.95,-2.5500000000000003,4.2,-3.62,0.29000000000000004,0.29000000000000004,-2.5500000000000003,Aldrich Potgieter,Aldrich Potgieter,True
Wyndham Clark,Kurt Kitayama,Green,Yellow,Calm,Positioning,-3.87,1.1,-1.385,4.2,-3.62,0.29000000000000004,0.29000000000000004,-1.385,Kurt Kitayama,Kurt Kitayama,True
Min Woo Lee,Matt Fitzpatrick,Orange,Green,Calm,Positioning,-1.68,0.47,-0.605,2.46,1.1,1.78,1.78,-0.605,Matt Fitzpatrick,Matt Fitzpatrick,True
Adam Scott,Max Greyserman,Yellow,Yellow,Calm,Positioning,4.88,2.57,3.7249999999999996,4.2,-3.62,0.29000000000000004,3.7249999999999996,0.29000000000000004,Adam Scott,Max Greyserman,False
Rory McIlroy,Xander Schauffele,Yellow,Green,Calm,Positioning,4.2,-3.62,0.29000000000000004,-1.8,0.04,-0.88,0.29000000000000004,-0.88,Rory McIlroy,Rory McIlroy,True
Marco Penge,Jacob Bridgeman,Yellow,Blue,Calm,Positioning,4.2,-3.62,0.29000000000000004,4.22,3.02,3.62,3.62,0.29000000000000004,Jacob Bridgeman,Jacob Bridgeman,True
Joel Dahmen,Zecheng Dou,Green,Green,Moderate,Positioning,6.71,6.62,6.665,6.71,6.62,6.665,6.665,6.665,TIE,Zecheng Dou,
Max Homa,Alex Smalley,Orange,Orange,Moderate,Positioning,5.62,5.88,5.75,6.58,5.88,6.23,6.23,5.75,Alex Smalley,Max Homa,False
Rasmus Hojgaard,Daniel Berger,Purple,Blue,Moderate,Positioning,-4.2,-1.06,-2.63,-7.16,-5.7,-6.43,-2.63,-6.43,Rasmus Hojgaard,Rasmus Hojgaard,True
Keith Mitchell,Rasmus Neergaard-Petersen,Yellow,Blue,Moderate,Positioning,-5.69,-0.67,-3.18,0.61,-1.37,-0.38000000000000006,-0.38000000000000006,-3.18,Rasmus Neergaard-Petersen,Keith Mitchell,False
Davis Thompson,Christiaan Bezuidenhout,Green,Purple,Moderate,Positioning,-2.01,-4.28,-3.145,-4.2,-1.06,-2.63,-2.63,-3.145,Christiaan Bezuidenhout,Christiaan Bezuidenhout,True
Ryan Gerard,Nicolai Hojgaard,Red,Purple,Moderate,Positioning,2.94,3.15,3.045,-4.2,-1.06,-2.63,3.045,-2.63,Ryan Gerard,Nicolai Hojgaard,False
Garrick Higgo,John Parry,Purple,Green,Moderate,Positioning,-4.2,-1.06,-2.63,6.71,6.62,6.665,6.665,-2.63,John Parry,Garrick Higgo,False
Brooks Koepka,Thorbjorn Olesen,Purple,Yellow,Moderate,Positioning,2.57,0.63,1.5999999999999999,0.93,-0.67,0.13,1.5999999999999999,0.13,Brooks Koepka,Thorbjorn Olesen,False
Eric Cole,Seamus Power,Green,Green,Moderate,Positioning,-2.01,-4.28,-3.145,-2.01,6.62,2.305,2.305,-3.145,Seamus Power,Eric Cole,False
Jordan Smith,Ricky Castillo,Orange,Yellow,Moderate,Positioning,5.62,5.88,5.75,-5.69,-0.67,-3.18,5.75,-3.18,Jordan Smith,Ricky Castillo,False
Kevin Roy,Billy Horschel,Purple,Yellow,Moderate,Positioning,2.57,0.63,1.5999999999999999,0.93,-0.67,0.13,1.5999999999999999,0.13,Kevin Roy,Push,
Nico Echavarria,Michael Brennan,Blue,Green,Moderate,Positioning,0.61,-5.7,-2.545,-2.01,-4.28,-3.145,-2.545,-3.145,Nico Echavarria,Nico Echavarria,True
Taylor Moore,William Mouw,Yellow,Green,Moderate,Positioning,0.93,-0.72,0.10500000000000004,6.71,6.62,6.665,6.665,0.10500000000000004,William Mouw,Taylor Moore,False
David Ford,Kristoffer Reitan,Orange,Purple,Moderate,Positioning,6.58,1.08,3.83,-4.2,-1.06,-2.63,3.83,-2.63,David Ford,Push,
Aaron Rai,Shane Lowry,Green,Purple,Moderate,Positioning,-2.01,6.62,2.305,-4.2,0.63,-1.7850000000000001,2.305,-1.7850000000000001,Aaron Rai,Shane Lowry,False
Mark Hubbard,Austin Smotherman,Green,Green,Moderate,Positioning,6.71,6.62,6.665,6.71,6.62,6.665,6.665,6.665,TIE,Push,
Lee Hodges,Sudarshan Yellamaraju,Blue,Purple,Moderate,Positioning,0.61,-1.37,-0.38000000000000006,2.57,-1.06,0.7549999999999999,0.7549999999999999,-0.38000000000000006,Sudarshan Yellamaraju,Lee Hodges,False
Alex Smalley,Rasmus Hojgaard,Orange,Purple,Moderate,Positioning,6.58,5.88,6.23,-4.2,-1.06,-2.63,6.23,-2.63,Alex Smalley,Rasmus Hojgaard,False
Brooks Koepka,Max McGreevy,Purple,Green,Moderate,Positioning,2.57,0.63,1.5999999999999999,6.71,6.62,6.665,6.665,1.5999999999999999,Max McGreevy,Brooks Koepka,False
Chan Kim,Matthieu Pavon,Blue,Blue,Moderate,Positioning,0.61,-1.37,-0.38000000000000006,-7.16,-1.37,-4.265000000000001,-0.38000000000000006,-4.265000000000001,Chan Kim,Matthieu Pavon,False
Zecheng Dou,Ricky Castillo,Green,Yellow,Moderate,Positioning,6.71,6.62,6.665,-5.69,-0.67,-3.18,6.665,-3.18,Zecheng Dou,Ricky Castillo,False
Rasmus Neergaard-Petersen,Ryan Gerard,Blue,Red,Moderate,Positioning,0.61,-1.37,-0.38000000000000006,2.94,3.15,3.045,3.045,-0.38000000000000006,Ryan Gerard,Push,
Christiaan Bezuidenhout,Daniel Brown,Purple,Orange,Moderate,Positioning,-4.2,-1.06,-2.63,6.58,5.88,6.23,6.23,-2.63,Daniel Brown,Push,
Eric Cole,Mackenzie Hughes,Green,Orange,Moderate,Positioning,-2.01,-4.28,-3.145,5.62,1.08,3.35,3.35,-3.145,Mackenzie Hughes,Push,
Austin Eckroat,Beau Hossler,Yellow,Red,Moderate,Positioning,0.93,-0.67,0.13,2.94,3.15,3.045,3.045,0.13,Beau Hossler,Beau Hossler,True
John Parry,Matt Wallace,Green,Red,Moderate,Positioning,6.71,6.62,6.665,2.94,3.15,3.045,6.665,3.045,John Parry,Matt Wallace,False
Haotong Li,Keith Mitchell,Purple,Yellow,Moderate,Positioning,-4.2,-1.06,-2.63,-5.69,-0.67,-3.18,-2.63,-3.18,Haotong Li,Keith Mitchell,False
Steven Fisk,Takumi Kanaya,Purple,Green,Moderate,Positioning,2.57,0.63,1.5999999999999999,-2.01,-4.28,-3.145,1.5999999999999999,-3.145,Steven Fisk,Takumi Kanaya,False
Kevin Roy,Max Homa,Purple,Orange,Moderate,Positioning,2.57,0.63,1.5999999999999999,5.62,5.88,5.75,5.75,1.5999999999999999,Max Homa,Push,
Adrien Saddier,Jackson Suber,Yellow,Yellow,Moderate,Positioning,0.93,-0.72,0.10500000000000004,-5.69,-0.67,-3.18,0.10500000000000004,-3.18,Adrien Saddier,Adrien Saddier,True
Thorbjorn Olesen,Daniel Berger,Yellow,Blue,Moderate,Positioning,0.93,-0.67,0.13,-7.16,-5.7,-6.43,0.13,-6.43,Thorbjorn Olesen,Thorbjorn Olesen,True
Patrick Fishburn,Zach Bauchou,Purple,Purple,Moderate,Positioning,2.57,0.63,1.5999999999999999,2.57,-1.06,0.7549999999999999,1.5999999999999999,0.7549999999999999,Patrick Fishburn,Zach Bauchou,False
Carson Young,Matti Schmid,Yellow,Green,Moderate,Positioning,-5.69,-0.67,-3.18,6.71,6.62,6.665,6.665,-3.18,Matti Schmid,Matti Schmid,True
Chad Ramey,Seamus Power,Yellow,Green,Moderate,Positioning,0.93,-0.72,0.10500000000000004,-2.01,6.62,2.305,2.305,0.10500000000000004,Seamus Power,Chad Ramey,False
Michael Brennan,Aaron Rai,Green,Green,Moderate,Positioning,-2.01,-4.28,-3.145,-2.01,6.62,2.305,2.305,-3.145,Aaron Rai,Aaron Rai,True
William Mouw,Hank Lebioda,Green,Orange,Moderate,Positioning,6.71,6.62,6.665,6.58,5.88,6.23,6.665,6.23,William Mouw,William Mouw,True
Garrick Higgo,Tom Kim,Purple,Purple,Moderate,Positioning,-4.2,-1.06,-2.63,2.57,0.63,1.5999999999999999,1.5999999999999999,-2.63,Tom Kim,Garrick Higgo,False
Shane Lowry,Nico Echavarria,Purple,Blue,Moderate,Positioning,-4.2,0.63,-1.7850000000000001,0.61,-5.7,-2.545,-1.7850000000000001,-2.545,Shane Lowry,Shane Lowry,True
Kristoffer Reitan,Joel Dahmen,Purple,Green,Moderate,Positioning,-4.2,-1.06,-2.63,6.71,6.62,6.665,6.665,-2.63,Joel Dahmen,Joel Dahmen,True
Mark Hubbard,A.J. Ewart,Green,Purple,Moderate,Positioning,6.71,6.62,6.665,2.57,0.63,1.5999999999999999,6.665,1.5999999999999999,Mark Hubbard,A.J. Ewart,False
Taylor Moore,Austin Smotherman,Yellow,Green,Moderate,Positioning,0.93,-0.72,0.10500000000000004,6.71,6.62,6.665,6.665,0.10500000000000004,Austin Smotherman,Taylor Moore,False
Wenyi Ding,Alex Fitzpatrick,Green,Green,Calm,Positioning,-1.8,0.04,-0.88,-1.8,0.04,-0.88,-0.88,-0.88,TIE,Alex Fitzpatrick,
Antoine Rozner,Patrick Reed,Purple,Yellow,Calm,Positioning,-2.78,-1.87,-2.325,4.88,2.57,3.7249999999999996,3.7249999999999996,-2.325,Patrick Reed,Patrick Reed,True
Todd Clements,Jason Scrivener,Yellow,Yellow,Calm,Positioning,-2.28,2.57,0.14500000000000002,-2.28,2.57,0.14500000000000002,0.14500000000000002,0.14500000000000002,TIE,Jason Scrivener,
Ewen Ferguson,Oliver Lindell,Yellow,Yellow,Calm,Positioning,4.88,2.57,3.7249999999999996,-2.28,2.57,0.14500000000000002,3.7249999999999996,0.14500000000000002,Ewen Ferguson,Ewen Ferguson,True
Herman Loubser,Keenan Davidse,Yellow,Yellow,Calm,Positioning,4.88,2.57,3.7249999999999996,4.2,2.57,3.385,3.7249999999999996,3.385,Herman Loubser,Keenan Davidse,False
JC Ritchie,Kiradech Aphibarnrat,Yellow,Yellow,Calm,Positioning,4.2,2.57,3.385,4.88,2.57,3.7249999999999996,3.7249999999999996,3.385,Kiradech Aphibarnrat,JC Ritchie,False
Alejandro Del Rey,Romain Langasque,Yellow,Yellow,Calm,Positioning,4.88,2.57,3.7249999999999996,-2.28,2.57,0.14500000000000002,3.7249999999999996,0.14500000000000002,Alejandro Del Rey,Romain Langasque,False
Angel Ayora,Jayden Schaper,Green,Yellow,Calm,Positioning,-1.8,0.04,-0.88,-2.28,2.57,0.14500000000000002,0.14500000000000002,-0.88,Jayden Schaper,Jayden Schaper,True
Andy Sullivan,Sam Bairstow,Yellow,Yellow,Calm,Positioning,-2.28,2.57,0.14500000000000002,4.2,2.57,3.385,3.385,0.14500000000000002,Sam Bairstow,Sam Bairstow,True
Branden Grace,Dean Burmester,Green,Yellow,Calm,Positioning,-1.8,0.04,-0.88,4.88,2.57,3.7249999999999996,3.7249999999999996,-0.88,Dean Burmester,Push,
Daniel van Tonder,Rafa Cabrera Bello,Yellow,Yellow,Calm,Positioning,4.2,2.57,3.385,-2.28,2.57,0.14500000000000002,3.385,0.14500000000000002,Daniel van Tonder,Daniel van Tonder,True
Kieron van Wyk,Joe Dean,Yellow,Yellow,Calm,Positioning,4.88,2.57,3.7249999999999996,4.2,2.57,3.385,3.7249999999999996,3.385,Kieron van Wyk,Joe Dean,False
Hennie du Plessis,Nathan Kimsey,Yellow,Yellow,Calm,Positioning,4.88,2.57,3.7249999999999996,4.2,2.57,3.385,3.7249999999999996,3.385,Hennie du Plessis,Hennie du Plessis,True
Francesco Laporta,Frederic Lacroix,Blue,Purple,Calm,Positioning,0.27,3.12,1.695,-2.78,-1.87,-2.325,1.695,-2.325,Francesco Laporta,,False
Casey Jarvis,Calum Hill,Yellow,Yellow,Calm,Positioning,4.88,2.57,3.7249999999999996,4.88,2.57,3.7249999999999996,3.7249999999999996,3.7249999999999996,TIE,Calum Hill,
Andrew Novak,Brian Harman,Yellow,Yellow,Calm,Positioning,4.2,2.57,3.385,-2.28,2.57,0.14500000000000002,3.385,0.14500000000000002,Andrew Novak,Andrew Novak,True
Taylor Pendrith,Nico Echavarria,Yellow,Yellow,Calm,Positioning,4.2,2.57,3.385,4.2,2.57,3.385,3.385,3.385,TIE,Push,
Keith Mitchell,Lucas Glover,Yellow,Yellow,Calm,Positioning,4.88,2.57,3.7249999999999996,4.88,2.57,3.7249999999999996,3.7249999999999996,3.7249999999999996,TIE,Lucas Glover,
Matt McCarty,Taylor Moore,Yellow,Blue,Calm,Positioning,-2.28,2.57,0.14500000000000002,4.22,3.12,3.67,3.67,0.14500000000000002,Taylor Moore,Matt McCarty,False
Chris Kirk,Patrick Rodgers,Yellow,Blue,Calm,Positioning,-2.28,2.57,0.14500000000000002,0.27,3.12,1.695,1.695,0.14500000000000002,Patrick Rodgers,Patrick Rodgers,True
Austin Smotherman,Tommy Fleetwood,Yellow,Yellow,Calm,Positioning,4.88,2.57,3.7249999999999996,-2.28,2.57,0.14500000000000002,3.7249999999999996,0.14500000000000002,Austin Smotherman,Tommy Fleetwood,False
Robert MacIntyre,Nicolai Hojgaard,Yellow,Green,Calm,Positioning,4.88,2.57,3.7249999999999996,-1.8,0.04,-0.88,3.7249999999999996,-0.88,Robert MacIntyre,Nicolai Hojgaard,False
Andrew Putnam,Alex Noren,Yellow,Yellow,Calm,Positioning,4.88,2.57,3.7249999999999996,-2.28,2.57,0.14500000000000002,3.7249999999999996,0.14500000000000002,Andrew Putnam,Alex Noren,False
Michael Kim,Max Greyserman,Yellow,Yellow,Calm,Positioning,4.88,2.57,3.7249999999999996,4.88,2.57,3.7249999999999996,3.7249999999999996,3.7249999999999996,TIE,Michael Kim,
Hideki Matsuyama,Viktor Hovland,Yellow,Yellow,Calm,Positioning,4.2,2.57,3.385,4.88,2.57,3.7249999999999996,3.7249999999999996,3.385,Viktor Hovland,Viktor Hovland,True
Maverick McNealy,Jacob Bridgeman,Green,Yellow,Calm,Positioning,-1.8,0.04,-0.88,4.88,2.57,3.7249999999999996,3.7249999999999996,-0.88,Jacob Bridgeman,Push,
Matt Fitzpatrick,Nick Taylor,Yellow,Yellow,Calm,Positioning,4.2,2.57,3.385,-2.28,2.57,0.14500000000000002,3.385,0.14500000000000002,Matt Fitzpatrick,Matt Fitzpatrick,True
Billy Horschel,Corey Conners,Yellow,Yellow,Calm,Positioning,4.88,2.57,3.7249999999999996,4.2,2.57,3.385,3.7249999999999996,3.385,Billy Horschel,Push,
Jordan Spieth,Jhonattan Vegas,Blue,Yellow,Calm,Positioning,0.27,3.12,1.695,4.88,2.57,3.7249999999999996,3.7249999999999996,1.695,Jhonattan Vegas,Jordan Spieth,False
Harry Hall,Kurt Kitayama,Yellow,Purple,Calm,Positioning,4.2,2.57,3.385,-2.78,-1.87,-2.325,3.385,-2.325,Harry Hall,Harry Hall,True
Ryo Hisatsune,Daniel Bennett,Yellow,Yellow,Calm,Positioning,-2.28,2.57,0.14500000000000002,4.88,2.57,3.7249999999999996,3.7249999999999996,0.14500000000000002,Daniel Bennett,Ryo Hisatsune,False
Adam Scott,Si Woo Kim,Blue,Yellow,Calm,Positioning,0.27,3.12,1.695,-2.28,2.57,0.14500000000000002,1.695,0.14500000000000002,Adam Scott,Push,
