player_a,player_b,color_a,color_b,condition,round_type,exec_score_a,upside_score_a,score_a,exec_score_b,upside_score_b,score_b,winner_score,loser_score,prediction,actual_winner,correct
Justin Rose,Patrick Rodgers,Pink,Orange,Moderate,Open,1.09,0.15,0.62,0.59,-0.57,0.010000000000000009,0.62,0.010000000000000009,Justin Rose,Justin Rose,True
Bud Cauley,Kevin Yu,Purple,Yellow,Moderate,Open,-0.99,3.38,1.1949999999999998,-0.48,-0.99,-0.735,1.1949999999999998,-0.735,Bud Cauley,Bud Cauley,True
Collin Morikawa,Ludvig Aberg,Yellow,Yellow,Moderate,Open,-0.48,-0.99,-0.735,0.35,-5.06,-2.355,-0.735,-2.355,Collin Morikawa,Collin Morikawa,True
Ryan Gerard,Garrick Higgo,Pink,Yellow,Moderate,Open,-1.07,0.45,-0.31000000000000005,-4.56,-0.99,-2.775,-0.31000000000000005,-2.775,Ryan Gerard,Ryan Gerard,True
Tom Hoge,Sahith Theegala,Orange,Orange,Moderate,Open,5.28,2.86,4.07,5.23,2.86,4.045,4.07,4.045,Tom Hoge,Tom Hoge,True
Taylor Pendrith,Rico Hoey,Orange,Brown,Moderate,Open,5.23,2.86,4.045,2.16,2.97,2.5650000000000004,4.045,2.5650000000000004,Taylor Pendrith,Rico Hoey,False
J.T. Poston,Adam Schenk,Yellow,Blue,Moderate,Open,-4.56,-0.99,-2.775,-0.51,1.41,0.44999999999999996,0.44999999999999996,-2.775,Adam Schenk,J.T. Poston,False
Christiaan Bezuidenhout,Davis Thompson,Green,Yellow,Calm,Open,-4.13,-1.59,-2.86,1.73,0.73,1.23,1.23,-2.86,Davis Thompson,Christiaan Bezuidenhout,False
Pierceson Coody,Rasmus Hojgaard,Green,Purple,Calm,Open,-4.13,-1.59,-2.86,-5.1,-2.36,-3.7299999999999995,-2.86,-3.7299999999999995,Pierceson Coody,Pierceson Coody,True
Corey Conners,Michael Thorbjornsen,Yellow,Yellow,Calm,Open,-0.39,0.48,0.044999999999999984,1.23,0.73,0.98,0.98,0.044999999999999984,Michael Thorbjornsen,Michael Thorbjornsen,True
Nicolai Hojgaard,Wyndham Clark,Purple,Green,Calm,Open,-5.1,-2.36,-3.7299999999999995,-4.13,-1.59,-2.86,-2.86,-3.7299999999999995,Wyndham Clark,Nicolai Hojgaard,False
Daniel Berger,Kurt Kitayama,Yellow,Blue,Calm,Open,1.73,0.73,1.23,-3.3,1.95,-0.6749999999999999,1.23,-0.6749999999999999,Daniel Berger,Daniel Berger,True
Jake Knapp,Chris Gotterup,Blue,Yellow,Calm,Open,1.73,-4.53,-1.4000000000000001,1.23,0.73,0.98,0.98,-1.4000000000000001,Chris Gotterup,Chris Gotterup,True
Scottie Scheffler,Sam Burns,Orange,Orange,Calm,Open,6.72,3.07,4.895,-0.1,0.29,0.09499999999999999,4.895,0.09499999999999999,Scottie Scheffler,Push,
Sahith Theegala,Sepp Straka,Orange,Green,Calm,Open,-0.1,0.29,0.09499999999999999,1.86,-2.15,-0.1449999999999999,0.09499999999999999,-0.1449999999999999,Sahith Theegala,Sahith Theegala,True
Harris English,Ben Griffin,Yellow,Purple,Calm,Open,1.73,0.48,1.105,0.49,1.64,1.065,1.105,1.065,Harris English,Harris English,True
Jordan Spieth,Nick Taylor,Orange,Green,Calm,Open,6.72,3.07,4.895,-4.13,-2.15,-3.1399999999999997,4.895,-3.1399999999999997,Jordan Spieth,Push,
Matt McCarty,Sam Stevens,Yellow,Green,Calm,Open,-0.39,0.73,0.16999999999999998,1.86,-2.15,-0.1449999999999999,0.16999999999999998,-0.1449999999999999,Matt McCarty,Sam Stevens,False
J.T. Poston,Keith Mitchell,Yellow,Purple,Calm,Open,1.23,0.73,0.98,0.49,1.64,1.065,1.065,0.98,Keith Mitchell,Keith Mitchell,True
Maverick McNealy,Viktor Hovland,Purple,Purple,Calm,Open,0.49,1.64,1.065,0.49,1.64,1.065,1.065,1.065,TIE,Maverick McNealy,
Collin Morikawa,Rickie Fowler,Yellow,Green,Calm,Open,1.73,0.73,1.23,1.86,-2.15,-0.1449999999999999,1.23,-0.1449999999999999,Collin Morikawa,Rickie Fowler,False
Xander Schauffele,Hideki Matsuyama,Yellow,Green,Calm,Open,1.73,0.73,1.23,3.29,-1.59,0.85,1.23,0.85,Xander Schauffele,Hideki Matsuyama,False
Harry Hall,Min Woo Lee,Orange,Yellow,Calm,Open,-0.1,0.29,0.09499999999999999,1.73,0.48,1.105,1.105,0.09499999999999999,Min Woo Lee,Min Woo Lee,True
Cameron Young,Si Woo Kim,Orange,Orange,Calm,Open,6.72,3.07,4.895,6.72,3.07,4.895,4.895,4.895,TIE,Si Woo Kim,
Rasmus Hojgaard,Michael Thorbjornsen,Purple,Yellow,Calm,Open,-5.1,-2.36,-3.7299999999999995,1.23,0.73,0.98,0.98,-3.7299999999999995,Michael Thorbjornsen,Michael Thorbjornsen,True
Christiaan Bezuidenhout,Max McGreevy,Green,Purple,Calm,Open,-4.13,-1.59,-2.86,-5.1,-2.36,-3.7299999999999995,-2.86,-3.7299999999999995,Christiaan Bezuidenhout,Max McGreevy,False
Pierceson Coody,Nicolai Hojgaard,Green,Purple,Calm,Open,-4.13,-1.59,-2.86,-5.1,-2.36,-3.7299999999999995,-2.86,-3.7299999999999995,Pierceson Coody,Pierceson Coody,True
Daniel Berger,Sahith Theegala,Yellow,Orange,Calm,Open,1.73,0.73,1.23,-0.1,0.29,0.09499999999999999,1.23,0.09499999999999999,Daniel Berger,Daniel Berger,True
Sam Burns,Matt Fitzpatrick,Orange,Blue,Calm,Open,-0.1,0.29,0.09499999999999999,1.73,1.95,1.8399999999999999,1.8399999999999999,0.09499999999999999,Matt Fitzpatrick,Matt Fitzpatrick,True
Ben Griffin,Scottie Scheffler,Purple,Orange,Calm,Open,0.49,1.64,1.065,6.72,3.07,4.895,4.895,1.065,Scottie Scheffler,Ben Griffin,False
Sepp Straka,Nick Taylor,Green,Green,Calm,Open,1.86,-2.15,-0.1449999999999999,-4.13,-2.15,-3.1399999999999997,-0.1449999999999999,-3.1399999999999997,Sepp Straka,Nick Taylor,False
Wyndham Clark,Jordan Spieth,Green,Orange,Calm,Open,-4.13,-1.59,-2.86,6.72,3.07,4.895,4.895,-2.86,Jordan Spieth,Jordan Spieth,True
Chris Gotterup,Harris English,Yellow,Yellow,Calm,Open,1.23,0.73,0.98,1.73,0.48,1.105,1.105,0.98,Harris English,Chris Gotterup,False
Davis Thompson,Kurt Kitayama,Yellow,Blue,Calm,Open,1.73,0.73,1.23,-3.3,1.95,-0.6749999999999999,1.23,-0.6749999999999999,Davis Thompson,Push,
Patrick Rodgers,Jacob Bridgeman,Orange,Green,Calm,Open,-0.1,3.07,1.4849999999999999,1.86,-2.15,-0.1449999999999999,1.4849999999999999,-0.1449999999999999,Patrick Rodgers,Jacob Bridgeman,False
Alex Smalley,Eric Cole,Blue,Orange,Calm,Open,1.73,1.95,1.8399999999999999,6.72,3.07,4.895,4.895,1.8399999999999999,Eric Cole,Push,
Corey Conners,Keith Mitchell,Yellow,Purple,Calm,Open,-0.39,0.48,0.044999999999999984,0.49,1.64,1.065,1.065,0.044999999999999984,Keith Mitchell,Keith Mitchell,True
Rasmus Neergaard-Petersen,Thorbjorn Olesen,Yellow,Purple,Calm,Open,-0.39,0.73,0.16999999999999998,-5.1,-2.36,-3.7299999999999995,0.16999999999999998,-3.7299999999999995,Rasmus Neergaard-Petersen,Rasmus Neergaard-Petersen,True
Mac Meissner,Kristoffer Reitan,Purple,Purple,Calm,Open,5.31,-2.36,1.4749999999999999,-5.1,-2.36,-3.7299999999999995,1.4749999999999999,-3.7299999999999995,Mac Meissner,Kristoffer Reitan,False
Sam Stevens,J.T. Poston,Green,Yellow,Calm,Open,1.86,-2.15,-0.1449999999999999,1.23,0.73,0.98,0.98,-0.1449999999999999,J.T. Poston,Sam Stevens,False
Hideki Matsuyama,Viktor Hovland,Green,Purple,Calm,Open,3.29,-1.59,0.85,0.49,1.64,1.065,1.065,0.85,Viktor Hovland,Viktor Hovland,True
Collin Morikawa,Brooks Koepka,Yellow,Yellow,Calm,Open,1.73,0.73,1.23,1.73,0.73,1.23,1.23,1.23,TIE,Collin Morikawa,
Xander Schauffele,Cameron Young,Yellow,Orange,Calm,Open,1.73,0.73,1.23,6.72,3.07,4.895,4.895,1.23,Cameron Young,Cameron Young,True
Harry Hall,Andrew Novak,Orange,Yellow,Calm,Open,-0.1,0.29,0.09499999999999999,-0.39,0.48,0.044999999999999984,0.09499999999999999,0.044999999999999984,Harry Hall,Harry Hall,True
Si Woo Kim,Maverick McNealy,Orange,Purple,Calm,Open,6.72,3.07,4.895,0.49,1.64,1.065,4.895,1.065,Si Woo Kim,Si Woo Kim,True
Rickie Fowler,Min Woo Lee,Green,Yellow,Calm,Open,1.86,-2.15,-0.1449999999999999,1.73,0.48,1.105,1.105,-0.1449999999999999,Min Woo Lee,Min Woo Lee,True
Matt McCarty,Garrick Higgo,Yellow,Blue,Calm,Open,-0.39,0.73,0.16999999999999998,-3.3,1.95,-0.6749999999999999,0.16999999999999998,-0.6749999999999999,Matt McCarty,Garrick Higgo,False
John Keefer,Haotong Li,Purple,Yellow,Calm,Open,-5.1,-2.36,-3.7299999999999995,1.73,0.48,1.105,1.105,-3.7299999999999995,Haotong Li,Haotong Li,True
Joel Girrbach,Tapio Pulkkanen,Purple,Purple,Calm,Open,5.31,1.64,3.4749999999999996,-5.1,-2.36,-3.7299999999999995,3.4749999999999996,-3.7299999999999995,Joel Girrbach,Tapio Pulkkanen,False
Nathan Kimsey,Ben Schmidt,Yellow,Green,Calm,Open,-0.39,0.73,0.16999999999999998,-4.13,-1.59,-2.86,0.16999999999999998,-2.86,Nathan Kimsey,Nathan Kimsey,True
Antoine Rozner,JC Ritchie,Orange,Green,Calm,Open,-0.1,0.29,0.09499999999999999,3.29,-2.15,0.5700000000000001,0.5700000000000001,0.09499999999999999,JC Ritchie,Antoine Rozner,False
Dan Bradbury,Joost Luiten,Yellow,Yellow,Calm,Open,1.73,0.48,1.105,-0.39,0.73,0.16999999999999998,1.105,0.16999999999999998,Dan Bradbury,Joost Luiten,False
Wenyi Ding,Alejandro Del Rey,Blue,Yellow,Calm,Open,-3.3,-4.53,-3.915,1.73,0.73,1.23,1.23,-3.915,Alejandro Del Rey,Wenyi Ding,False
Jorge Campillo,Francesco Laporta,Purple,Green,Calm,Open,-5.1,-2.36,-3.7299999999999995,-4.13,-1.59,-2.86,-2.86,-3.7299999999999995,Francesco Laporta,Francesco Laporta,True
Angel Ayora,Calum Hill,Orange,Yellow,Calm,Open,-0.1,0.29,0.09499999999999999,1.73,0.73,1.23,1.23,0.09499999999999999,Calum Hill,Angel Ayora,False
Todd Clements,Romain Langasque,Purple,Green,Calm,Open,-5.1,-2.36,-3.7299999999999995,-4.13,-1.59,-2.86,-2.86,-3.7299999999999995,Romain Langasque,Romain Langasque,True
Manuel Elvira,Ricardo Gouveia,Yellow,Blue,Calm,Open,1.73,0.73,1.23,-3.3,1.95,-0.6749999999999999,1.23,-0.6749999999999999,Manuel Elvira,Ricardo Gouveia,False
Alex Fitzpatrick,Casey Jarvis,Orange,Green,Calm,Open,-0.1,0.29,0.09499999999999999,-4.13,-2.15,-3.1399999999999997,0.09499999999999999,-3.1399999999999997,Alex Fitzpatrick,Casey Jarvis,False
Frederic Lacroix,Joakim Lagergren,Orange,Purple,Calm,Open,-0.1,0.29,0.09499999999999999,-5.1,-2.36,-3.7299999999999995,0.09499999999999999,-3.7299999999999995,Frederic Lacroix,Joakim Lagergren,False
Niklas Norgaard,Daniel van Tonder,Purple,Purple,Calm,Open,-5.1,-2.36,-3.7299999999999995,5.31,1.64,3.4749999999999996,3.4749999999999996,-3.7299999999999995,Daniel van Tonder,Daniel van Tonder,True
Thriston Lawrence,Hennie du Plessis,Yellow,Yellow,Calm,Open,-0.39,0.48,0.044999999999999984,-0.39,0.48,0.044999999999999984,0.044999999999999984,0.044999999999999984,TIE,Thriston Lawrence,
Jacob Olesen,Jacques Kruyswijk,Yellow,Yellow,Calm,Open,-0.39,0.73,0.16999999999999998,-0.39,0.48,0.044999999999999984,0.16999999999999998,0.044999999999999984,Jacob Olesen,Push,
Ewen Ferguson,Mikael Lindberg,Yellow,Blue,Calm,Open,-0.39,0.48,0.044999999999999984,-3.3,-4.53,-3.915,0.044999999999999984,-3.915,Ewen Ferguson,Mikael Lindberg,False
Freddy Schott,Guido Migliozzi,Yellow,Yellow,Calm,Open,-0.39,0.73,0.16999999999999998,1.73,0.48,1.105,1.105,0.16999999999999998,Guido Migliozzi,Freddy Schott,False
Zander Lombard,Daniel Van Tonder,Yellow,Purple,Calm,Open,1.73,0.48,1.105,5.31,1.64,3.4749999999999996,3.4749999999999996,1.105,Daniel Van Tonder,Zander Lombard,False
Alex Fitzpatrick,Jacob Olesen,Orange,Yellow,Calm,Open,-0.1,0.29,0.09499999999999999,-0.39,0.73,0.16999999999999998,0.16999999999999998,0.09499999999999999,Jacob Olesen,Push,
Niklas Norgaard,Ewen Ferguson,Purple,Yellow,Calm,Open,-5.1,-2.36,-3.7299999999999995,-0.39,0.48,0.044999999999999984,0.044999999999999984,-3.7299999999999995,Ewen Ferguson,Niklas Norgaard,False
Guido Migliozzi,Freddy Schott,Yellow,Yellow,Calm,Open,1.73,0.48,1.105,-0.39,0.73,0.16999999999999998,1.105,0.16999999999999998,Guido Migliozzi,Freddy Schott,False
Joakim Lagergren,Jacques Kruyswijk,Purple,Yellow,Calm,Open,-5.1,-2.36,-3.7299999999999995,-0.39,0.48,0.044999999999999984,0.044999999999999984,-3.7299999999999995,Jacques Kruyswijk,Joakim Lagergren,False
Thriston Lawrence,Casey Jarvis,Yellow,Green,Calm,Open,-0.39,0.48,0.044999999999999984,-4.13,-2.15,-3.1399999999999997,0.044999999999999984,-3.1399999999999997,Thriston Lawrence,Casey Jarvis,False
Doug Ghim,Garrick Higgo,Green,Purple,Calm,Open,1.86,-1.59,0.135,-5.1,-2.36,-3.7299999999999995,0.135,-3.7299999999999995,Doug Ghim,Garrick Higgo,False
Johnny Keefer,Mac Meissner,Purple,Green,Calm,Open,-5.1,-2.36,-3.7299999999999995,-4.13,3.24,-0.44499999999999984,-0.44499999999999984,-3.7299999999999995,Mac Meissner,Johnny Keefer,False
Keith Mitchell,Max McGreevy,Purple,Green,Calm,Open,0.49,-2.36,-0.9349999999999999,-4.13,-1.59,-2.86,-0.9349999999999999,-2.86,Keith Mitchell,Push,
Jordan Smith,Rico Hoey,Yellow,Purple,Calm,Open,1.73,0.48,1.105,0.49,-2.36,-0.9349999999999999,1.105,-0.9349999999999999,Jordan Smith,Jordan Smith,True
Kevin Yu,Matt Wallace,Blue,Yellow,Calm,Open,-3.3,1.95,-0.6749999999999999,1.73,0.48,1.105,1.105,-0.6749999999999999,Matt Wallace,Kevin Yu,False
Shane Lowry,Nicolai Hojgaard,Yellow,Yellow,Calm,Open,1.73,9.67,5.7,1.73,0.48,1.105,5.7,1.105,Shane Lowry,Push,
Aaron Rai,Davis Thompson,Green,Yellow,Calm,Open,1.86,-1.59,0.135,1.73,0.48,1.105,1.105,0.135,Davis Thompson,Aaron Rai,False
Nico Echavarria,Chris Kirk,Yellow,Yellow,Calm,Open,1.73,9.67,5.7,1.73,0.48,1.105,5.7,1.105,Nico Echavarria,Nico Echavarria,True
Ricky Castillo,Stephan Jaeger,Yellow,Yellow,Calm,Open,1.23,0.48,0.855,1.73,9.67,5.7,5.7,0.855,Stephan Jaeger,Ricky Castillo,False
Rasmus Neergaard-Petersen,Alex Smalley,Yellow,Yellow,Calm,Open,1.73,0.48,1.105,1.73,9.67,5.7,5.7,1.105,Alex Smalley,Rasmus Neergaard-Petersen,False
Ryan Gerard,Rasmus Hojgaard,Blue,Yellow,Calm,Open,-3.3,1.95,-0.6749999999999999,1.73,0.48,1.105,1.105,-0.6749999999999999,Rasmus Hojgaard,Rasmus Hojgaard,True
Kristoffer Reitan,Michael Brennan,Green,Yellow,Calm,Open,-4.13,-1.59,-2.86,1.73,0.48,1.105,1.105,-2.86,Michael Brennan,Kristoffer Reitan,False
Sami Valimaki,Max Homa,Yellow,Yellow,Calm,Open,1.73,9.67,5.7,1.73,0.48,1.105,5.7,1.105,Sami Valimaki,Max Homa,False
Daniel Berger,Michael Thorbjornsen,Yellow,Yellow,Calm,Open,1.73,0.48,1.105,1.23,0.48,0.855,1.105,0.855,Daniel Berger,Daniel Berger,True
Thorbjorn Olesen,Will Zalatoris,Green,Yellow,Calm,Open,-4.13,-1.59,-2.86,1.73,0.48,1.105,1.105,-2.86,Will Zalatoris,,False
John Parry,Tom Kim,Yellow,Blue,Calm,Open,1.73,0.48,1.105,-3.3,1.95,-0.6749999999999999,1.105,-0.6749999999999999,John Parry,John Parry,True
Seamus Power,Mackenzie Hughes,Purple,Yellow,Calm,Open,0.49,-2.36,-0.9349999999999999,1.23,0.48,0.855,0.855,-0.9349999999999999,Mackenzie Hughes,Seamus Power,False
Christiaan Bezuidenhout,Haotong Li,Yellow,Yellow,Calm,Open,1.73,0.48,1.105,1.73,0.48,1.105,1.105,1.105,TIE,Push,
Ewen Ferguson,Matthew Jordan,Yellow,Purple,Calm,Open,1.73,0.48,1.105,-5.1,-2.36,-3.7299999999999995,1.105,-3.7299999999999995,Ewen Ferguson,Push,
Justin Walters,Louis Albertse,Blue,Yellow,Calm,Open,-3.3,1.95,-0.6749999999999999,1.73,9.67,5.7,5.7,-0.6749999999999999,Louis Albertse,Louis Albertse,True
Angel Ayora,Antoine Rozner,Purple,Purple,Calm,Open,-5.1,-2.36,-3.7299999999999995,-5.1,-2.36,-3.7299999999999995,-3.7299999999999995,-3.7299999999999995,TIE,Angel Ayora,
Jayden Schaper,Thriston Lawrence,Yellow,Yellow,Calm,Open,1.73,0.48,1.105,1.73,0.48,1.105,1.105,1.105,TIE,Push,
Casey Jarvis,Dan Bradbury,Yellow,Yellow,Calm,Open,1.23,0.48,0.855,1.73,0.48,1.105,1.105,0.855,Dan Bradbury,Casey Jarvis,False
Joost Luiten,Jacques Kruyswijk,Green,Yellow,Calm,Open,-4.13,3.24,-0.44499999999999984,1.73,0.48,1.105,1.105,-0.44499999999999984,Jacques Kruyswijk,Joost Luiten,False
Marcus Armitage,Alejandro Del Rey,Yellow,Green,Calm,Open,1.73,0.48,1.105,1.86,-1.59,0.135,1.105,0.135,Marcus Armitage,Alejandro Del Rey,False
Dean Burmester,Hennie du Plessis,Yellow,Yellow,Calm,Open,1.23,0.48,0.855,1.73,0.48,1.105,1.105,0.855,Hennie du Plessis,Dean Burmester,False
Jorge Campillo,Martin Couvra,Yellow,Green,Calm,Open,1.73,0.48,1.105,-4.13,3.24,-0.44499999999999984,1.105,-0.44499999999999984,Jorge Campillo,Jorge Campillo,True
Jacob Olesen,Julien Guerrier,Yellow,Blue,Calm,Open,1.73,9.67,5.7,-3.3,-3.3,-3.3,5.7,-3.3,Jacob Olesen,Julien Guerrier,False
Wenyi Ding,Alex Fitzpatrick,Purple,Green,Calm,Open,0.49,-2.36,-0.9349999999999999,-4.13,-1.59,-2.86,-0.9349999999999999,-2.86,Wenyi Ding,Alex Fitzpatrick,False
Calum Hill,Frederic Lacroix,Green,Purple,Calm,Open,1.86,-1.59,0.135,-5.1,-2.36,-3.7299999999999995,0.135,-3.7299999999999995,Calum Hill,Frederic Lacroix,False
Oliver Lindell,Charl Schwartzel,Yellow,Yellow,Calm,Open,1.73,0.48,1.105,1.73,0.48,1.105,1.105,1.105,TIE,Oliver Lindell,
Patrick Reed,Branden Grace,Yellow,Green,Calm,Open,1.23,0.48,0.855,-4.13,-1.59,-2.86,0.855,-2.86,Patrick Reed,Branden Grace,False
Francesco Laporta,Nathan Kimsey,Blue,Yellow,Calm,Open,-3.3,1.95,-0.6749999999999999,1.73,9.67,5.7,5.7,-0.6749999999999999,Nathan Kimsey,Push,
JC Ritchie,Brandon Stone,Yellow,Yellow,Calm,Open,1.73,9.67,5.7,1.73,9.67,5.7,5.7,5.7,TIE,,
Jacob Olesen,Martin Couvra,Yellow,Yellow,Moderate,Open,6.13,0.97,3.55,6.13,0.97,3.55,3.55,3.55,TIE,Jacob Olesen,
JC Ritchie,Rafa Cabrera Bello,Blue,Blue,Moderate,Open,1.69,-2.54,-0.42500000000000004,-3.27,1.41,-0.93,-0.42500000000000004,-0.93,JC Ritchie,Rafa Cabrera Bello,False
Alejandro Del Rey,Julien Guerrier,Yellow,Yellow,Moderate,Open,-0.48,-0.99,-0.735,6.13,0.97,3.55,3.55,-0.735,Julien Guerrier,Push,
Patrick Reed,Alex Fitzpatrick,Blue,Blue,Moderate,Open,-0.51,1.41,0.44999999999999996,-3.27,-2.54,-2.9050000000000002,0.44999999999999996,-2.9050000000000002,Patrick Reed,Alex Fitzpatrick,False
Andy Sullivan,Jacques Kruyswijk,Blue,Green,Moderate,Open,-3.27,1.41,-0.93,-10.61,-1.77,-6.1899999999999995,-0.93,-6.1899999999999995,Andy Sullivan,Jacques Kruyswijk,False
Jayden Schaper,Hennie du Plessis,Yellow,Yellow,Moderate,Open,-0.48,0.97,0.245,-4.56,0.97,-1.795,0.245,-1.795,Jayden Schaper,Jayden Schaper,True
Richard Sterne,Deon Germishuys,Green,Yellow,Moderate,Open,2.61,-1.77,0.41999999999999993,-0.48,0.97,0.245,0.41999999999999993,0.245,Richard Sterne,Richard Sterne,True
Brandon Stone,Romain Langasque,Yellow,Yellow,Moderate,Open,6.13,0.97,3.55,-4.56,-0.99,-2.775,3.55,-2.775,Brandon Stone,Romain Langasque,False
Antoine Rozner,Marcus Armitage,Blue,Orange,Moderate,Open,-3.27,-2.54,-2.9050000000000002,5.28,7.81,6.545,6.545,-2.9050000000000002,Marcus Armitage,Marcus Armitage,True
Dan Bradbury,Johannes Veerman,Blue,Blue,Moderate,Open,-3.27,1.41,-0.93,-0.51,1.41,0.44999999999999996,0.44999999999999996,-0.93,Johannes Veerman,Dan Bradbury,False
Jason Scrivener,Joe Dean,Yellow,Yellow,Moderate,Open,-4.56,-0.99,-2.775,6.13,0.97,3.55,3.55,-2.775,Joe Dean,Joe Dean,True
Sam Bairstow,Ugo Coussaud,Yellow,Green,Moderate,Open,6.13,0.97,3.55,-10.61,-1.02,-5.8149999999999995,3.55,-5.8149999999999995,Sam Bairstow,Push,
Calum Hill,Ewen Ferguson,Yellow,Blue,Moderate,Open,-0.48,-0.99,-0.735,-3.27,-2.54,-2.9050000000000002,-0.735,-2.9050000000000002,Calum Hill,Push,
Angel Ayora,Casey Jarvis,Yellow,Blue,Moderate,Open,-4.56,0.97,-1.795,-0.51,1.41,0.44999999999999996,0.44999999999999996,-1.795,Casey Jarvis,Angel Ayora,False
Francesco Laporta,Thriston Lawrence,Purple,Yellow,Moderate,Open,3.77,3.38,3.575,-4.56,0.97,-1.795,3.575,-1.795,Francesco Laporta,Francesco Laporta,True
Kieran Vincent,Jorge Campillo,Yellow,Orange,Moderate,Open,6.13,0.97,3.55,5.23,7.81,6.52,6.52,3.55,Jorge Campillo,Kieran Vincent,False
Daniel Bennett,Joel Dahmen,Yellow,Blue,Calm,Open,-0.39,0.73,0.16999999999999998,1.73,-4.53,-1.4000000000000001,0.16999999999999998,-1.4000000000000001,Daniel Bennett,Daniel Bennett,True
Jhonattan Vegas,Tom Hoge,Yellow,Blue,Calm,Open,-0.39,0.73,0.16999999999999998,1.73,-4.53,-1.4000000000000001,0.16999999999999998,-1.4000000000000001,Jhonattan Vegas,Jhonattan Vegas,True
Ryan Fox,Billy Horschel,Yellow,Yellow,Calm,Open,1.23,0.73,0.98,-0.39,0.73,0.16999999999999998,0.98,0.16999999999999998,Ryan Fox,Ryan Fox,True
Brian Campbell,Patrick Rodgers,Blue,Blue,Calm,Open,-3.3,-4.53,-3.915,-3.3,-4.53,-3.915,-3.915,-3.915,TIE,Brian Campbell,
Matt McCarty,Max Greyserman,Yellow,Yellow,Calm,Open,1.73,0.73,1.23,1.73,0.48,1.105,1.23,1.105,Matt McCarty,Max Greyserman,False
Taylor Moore,Andrew Putnam,Yellow,Yellow,Calm,Open,1.23,0.73,0.98,-0.39,0.73,0.16999999999999998,0.98,0.16999999999999998,Taylor Moore,Taylor Moore,True
Daniel Berger,Alex Noren,Blue,Blue,Calm,Open,1.73,1.95,1.8399999999999999,-3.3,-4.53,-3.915,1.8399999999999999,-3.915,Daniel Berger,Daniel Berger,True
Min Woo Lee,Michael Thorbjornsen,Orange,Yellow,Calm,Open,-0.1,3.07,1.4849999999999999,1.73,0.48,1.105,1.4849999999999999,1.105,Min Woo Lee,Min Woo Lee,True
Harry Hall,Corey Conners,Yellow,Green,Calm,Open,1.23,0.73,0.98,1.86,-2.15,-0.1449999999999999,0.98,-0.1449999999999999,Harry Hall,Corey Conners,False
Cameron Young,Sepp Straka,Yellow,Yellow,Calm,Open,-0.39,0.48,0.044999999999999984,1.73,0.48,1.105,1.105,0.044999999999999984,Sepp Straka,Cameron Young,False
Harris English,Patrick Cantlay,Blue,Yellow,Calm,Open,1.73,-4.53,-1.4000000000000001,1.73,0.48,1.105,1.105,-1.4000000000000001,Patrick Cantlay,Harris English,False
Andrew Novak,Robert MacIntyre,Yellow,Yellow,Calm,Open,1.23,0.73,0.98,1.73,0.48,1.105,1.105,0.98,Robert MacIntyre,Robert MacIntyre,True
Brian Harman,Akshay Bhatia,Yellow,Yellow,Calm,Open,-0.39,0.48,0.044999999999999984,-0.39,0.48,0.044999999999999984,0.044999999999999984,0.044999999999999984,TIE,Akshay Bhatia,
Collin Morikawa,Justin Rose,Blue,Blue,Calm,Open,1.73,1.95,1.8399999999999999,1.73,-4.53,-1.4000000000000001,1.8399999999999999,-1.4000000000000001,Collin Morikawa,Collin Morikawa,True
Xander Schauffele,Shane Lowry,Green,Blue,Calm,Open,3.29,-1.59,0.85,1.08,-4.53,-1.725,0.85,-1.725,Xander Schauffele,Xander Schauffele,True
Scottie Scheffler,Russell Henley,Yellow,Blue,Calm,Open,-0.39,0.48,0.044999999999999984,-3.3,1.95,-0.6749999999999999,0.044999999999999984,-0.6749999999999999,Scottie Scheffler,Push,
Aldrich Potgieter,Adam Scott,Yellow,Yellow,Calm,Open,-0.39,0.73,0.16999999999999998,-0.39,0.48,0.044999999999999984,0.16999999999999998,0.044999999999999984,Aldrich Potgieter,Adam Scott,False
J.T. Poston,Keith Mitchell,Yellow,Green,Calm,Open,1.73,0.48,1.105,-4.13,-1.59,-2.86,1.105,-2.86,J.T. Poston,Keith Mitchell,False
Nicolai Hojgaard,Austin Smotherman,Blue,Orange,Calm,Open,1.73,-4.53,-1.4000000000000001,-0.1,3.07,1.4849999999999999,1.4849999999999999,-1.4000000000000001,Austin Smotherman,,False
Si Woo Kim,Bud Cauley,Yellow,Yellow,Calm,Open,-0.39,0.48,0.044999999999999984,1.23,0.73,0.98,0.98,0.044999999999999984,Bud Cauley,Bud Cauley,True
Lucas Glover,Ryo Hisatsune,Green,Yellow,Calm,Open,-4.13,-1.59,-2.86,-0.39,0.48,0.044999999999999984,0.044999999999999984,-2.86,Ryo Hisatsune,Ryo Hisatsune,True
Ryan Gerard,Jason Day,Orange,Blue,Calm,Open,6.72,3.07,4.895,1.73,-4.53,-1.4000000000000001,4.895,-1.4000000000000001,Ryan Gerard,Jason Day,False
Taylor Pendrith,Denny McCarthy,Yellow,Blue,Calm,Open,1.23,0.73,0.98,1.73,-4.53,-1.4000000000000001,0.98,-1.4000000000000001,Taylor Pendrith,Denny McCarthy,False
Kurt Kitayama,Pierceson Coody,Blue,Yellow,Calm,Open,1.73,-4.53,-1.4000000000000001,-0.39,0.73,0.16999999999999998,0.16999999999999998,-1.4000000000000001,Pierceson Coody,Kurt Kitayama,False
