condition,round_type,tithi,life_path,n,edge,roi,conf,mean_error
Moderate,Survival,27.0,1.0,101,2.9702970297029676,1.9867549668874154,HIGH,0.0794695469306931
Moderate,Survival,3.0,1.0,51,3.9215686274509833,1.9801980198019817,HIGH,-0.3366092162666666
Calm,Closing,13.0,5.0,103,-2.9126213592233023,-1.9607843137254912,HIGH,0.13108333443786413
Calm,Positioning,10.0,7.0,155,-2.5806451612903265,-1.951219512195125,HIGH,0.42727341563483867
Moderate,Open,21.0,4.0,53,3.7735849056603765,1.9417475728155336,HIGH,-0.4397268225075471
Tough,Closing,7.0,2.0,2,-50.0,-1.9230769230769231,WEAK,2.872006532
Moderate,Survival,19.0,5.0,2,-50.0,-1.9230769230769231,WEAK,3.06765821651
Moderate,Positioning,19.0,5.0,2,50.0,1.9230769230769231,WEAK,-1.43234178349
Calm,Survival,12.0,3.0,2,-50.0,-1.9230769230769231,WEAK,2.1403212677
Tough,Survival,5.0,9.0,2,50.0,1.9230769230769231,WEAK,-2.2389145176
Calm,Positioning,4.0,1.0,2,-50.0,-1.9230769230769231,WEAK,0.18443891479999996
Tough,Open,21.0,8.0,2,-50.0,-1.9230769230769231,WEAK,2.3045997294
Tough,Open,14.0,4.0,2,-50.0,-1.9230769230769231,WEAK,1.008622795944
Tough,Open,8.0,6.0,2,50.0,1.9230769230769231,WEAK,-1.1554839019999998
Tough,Open,28.0,9.0,2,-50.0,-1.9230769230769231,WEAK,1.0083034331310001
Tough,Open,15.0,9.0,2,50.0,1.9230769230769231,WEAK,-2.8113881002000003
Tough,Open,2.0,6.0,2,-50.0,-1.9230769230769231,WEAK,2.41412047904
Tough,Open,2.0,3.0,2,50.0,1.9230769230769231,WEAK,-2.90765448493
Moderate,Closing,10.0,3.0,2,50.0,1.9230769230769231,WEAK,-1.3449683659999998
Calm,Positioning,1.0,8.0,2,-50.0,-1.9230769230769231,WEAK,4.2629810853
Tough,Open,1.0,7.0,2,50.0,1.9230769230769231,WEAK,-4.2097255912
Tough,Closing,13.0,5.0,2,-50.0,-1.9230769230769231,WEAK,0.5492583643549999
Tough,Closing,19.0,8.0,2,-50.0,-1.9230769230769231,WEAK,5.064469353470001
Moderate,Open,10.0,3.0,2,50.0,1.9230769230769231,WEAK,-0.8449683659999999
Calm,Closing,10.0,9.0,2,-50.0,-1.9230769230769231,WEAK,1.073891283
Moderate,Closing,21.0,7.0,54,3.7037037037037033,1.923076923076923,HIGH,-0.1306761981711112
Moderate,Survival,4.0,2.0,211,-2.3696682464455,-1.9157088122605384,HIGH,0.33218579689620853
Calm,Positioning,8.0,1.0,268,2.2388059701492544,1.8867924528301894,HIGH,0.1430954185641792
Calm,Open,29.0,9.0,56,-3.5714285714285725,-1.8867924528301891,HIGH,0.3921146796964284
Moderate,Closing,10.0,9.0,3,-33.33333333333333,-1.8867924528301885,WEAK,2.099380618566667
Calm,Open,26.0,8.0,3,-33.33333333333333,-1.8867924528301885,WEAK,1.6007899679666668
Calm,Survival,5.0,1.0,3,33.33333333333333,1.8867924528301885,WEAK,-1.2292230466666667
Tough,Positioning,20.0,5.0,3,33.33333333333333,1.8867924528301885,WEAK,-1.1336189783
Calm,Open,24.0,2.0,3,33.33333333333333,1.8867924528301885,WEAK,-1.201020242333333
Moderate,Survival,4.0,1.0,3,-33.33333333333333,-1.8867924528301885,WEAK,-0.17830169933333329
Tough,Open,5.0,9.0,3,-33.33333333333333,-1.8867924528301885,WEAK,1.2610854824
Tough,Open,19.0,8.0,3,33.33333333333333,1.8867924528301885,WEAK,-1.602197313196667
Moderate,Survival,28.0,6.0,3,33.33333333333333,1.8867924528301885,WEAK,-1.1364873518666667
Tough,Positioning,29.0,9.0,3,33.33333333333333,1.8867924528301885,WEAK,-2.5710809580866667
Tough,Positioning,23.0,1.0,3,33.33333333333333,1.8867924528301885,WEAK,-1.6840706849333336
Calm,Positioning,8.0,6.0,3,33.33333333333333,1.8867924528301885,WEAK,-1.318450471
Tough,Survival,15.0,9.0,3,33.33333333333333,1.8867924528301885,WEAK,-1.144721433533333
Tough,Closing,2.0,5.0,3,-33.33333333333333,-1.8867924528301885,WEAK,1.9658725957666665
Tough,Closing,12.0,7.0,3,-33.33333333333333,-1.8867924528301885,WEAK,1.7214029427
Tough,Closing,14.0,1.0,3,-33.33333333333333,-1.8867924528301885,WEAK,0.8047543421666666
Tough,Closing,23.0,2.0,3,-33.33333333333333,-1.8867924528301885,WEAK,1.2741397564833334
Tough,Positioning,18.0,7.0,3,33.33333333333333,1.8867924528301885,WEAK,-1.5657706409666667
Tough,Positioning,19.0,6.0,3,-33.33333333333333,-1.8867924528301885,WEAK,1.8850593928
Calm,Survival,29.0,5.0,3,33.33333333333333,1.8867924528301885,WEAK,0.09722537203333322
Tough,Positioning,24.0,1.0,3,-33.33333333333333,-1.8867924528301885,WEAK,0.36015528498333343
Tough,Closing,19.0,7.0,3,33.33333333333333,1.8867924528301885,WEAK,-0.9459754468666667
Tough,Closing,30.0,6.0,3,33.33333333333333,1.8867924528301885,WEAK,-0.8901423648533332
Tough,Survival,8.0,5.0,3,33.33333333333333,1.8867924528301885,WEAK,-2.05464022478
Tough,Survival,23.0,2.0,3,-33.33333333333333,-1.8867924528301885,WEAK,1.6074730898166667
Calm,Closing,8.0,6.0,3,33.33333333333333,1.8867924528301885,WEAK,-1.3184504710000002
Moderate,Open,8.0,6.0,3,-33.33333333333333,-1.8867924528301885,WEAK,0.6513914359333335
Moderate,Survival,10.0,3.0,3,33.33333333333333,1.8867924528301885,WEAK,-1.3449683659999998
Tough,Survival,22.0,5.0,3,-33.33333333333333,-1.8867924528301885,WEAK,2.6394453577
Calm,Survival,24.0,2.0,3,33.33333333333333,1.8867924528301885,WEAK,-0.20102024233333315
Tough,Open,20.0,5.0,3,33.33333333333333,1.8867924528301885,WEAK,-1.4669523116333334
Moderate,Open,19.0,5.0,3,-33.33333333333333,-1.8867924528301885,WEAK,1.06765821651
Tough,Open,28.0,7.0,3,-33.33333333333333,-1.8867924528301885,WEAK,0.26042366250000004
Tough,Open,27.0,8.0,3,33.33333333333333,1.8867924528301885,WEAK,0.6274110572666666
Moderate,Survival,11.0,6.0,164,-2.4390243902439046,-1.8691588785046744,HIGH,0.2587527104423171
Moderate,Open,23.0,1.0,57,-3.508771929824561,-1.8691588785046727,HIGH,0.6593357601526315
Moderate,Survival,23.0,5.0,57,3.508771929824561,1.8691588785046727,HIGH,0.12228567336315811
Calm,Positioning,11.0,5.0,111,2.7027027027027026,1.8633540372670807,HIGH,-0.23745605696585576
Tough,Survival,9.0,5.0,4,-25.0,-1.8518518518518516,WEAK,-0.8868704317999999
Calm,Survival,30.0,4.0,4,-25.0,-1.8518518518518516,WEAK,0.3571374599999999
Tough,Open,11.0,5.0,4,25.0,1.8518518518518516,WEAK,-0.21351442561300005
Tough,Positioning,9.0,8.0,4,25.0,1.8518518518518516,WEAK,-0.10433818289999999
Tough,Survival,9.0,8.0,4,-25.0,-1.8518518518518516,WEAK,-0.99969229965
Tough,Survival,13.0,5.0,4,25.0,1.8518518518518516,WEAK,-1.55637483509
Tough,Positioning,7.0,2.0,4,-25.0,-1.8518518518518516,WEAK,1.122006532
Tough,Survival,23.0,1.0,4,25.0,1.8518518518518516,WEAK,-1.3507373516
Tough,Closing,20.0,6.0,4,-25.0,-1.8518518518518516,WEAK,0.6913851395749999
Tough,Closing,1.0,5.0,4,-25.0,-1.8518518518518516,WEAK,1.3500524296749998
Moderate,Positioning,1.0,8.0,4,-25.0,-1.8518518518518516,WEAK,0.8740149263624999
Tough,Positioning,19.0,9.0,4,-25.0,-1.8518518518518516,WEAK,0.19271589336999995
Tough,Closing,3.0,5.0,4,25.0,1.8518518518518516,WEAK,-0.39438843345
Tough,Survival,3.0,3.0,4,-25.0,-1.8518518518518516,WEAK,0.4694174378125001
Calm,Open,8.0,8.0,222,-2.2522522522522515,-1.8382352941176463,HIGH,0.24217261480765756
Calm,Positioning,12.0,5.0,114,-2.631578947368421,-1.8292682926829265,HIGH,0.22741511382543847
Moderate,Positioning,8.0,2.0,5,-20.0,-1.8181818181818183,WEAK,0.5930926049
Moderate,Positioning,4.0,3.0,5,20.0,1.8181818181818183,WEAK,-0.1800816523
Tough,Survival,25.0,1.0,5,20.0,1.8181818181818183,WEAK,-1.80273038238
Tough,Survival,20.0,7.0,5,-20.0,-1.8181818181818183,WEAK,1.3217791261399998
Moderate,Open,1.0,8.0,5,-20.0,-1.8181818181818183,WEAK,0.31168642475999997
Tough,Closing,15.0,9.0,5,-20.0,-1.8181818181818183,WEAK,1.3886118997999999
Moderate,Positioning,13.0,9.0,5,20.0,1.8181818181818183,WEAK,-0.1233148003000002
Tough,Positioning,5.0,9.0,5,20.0,1.8181818181818183,WEAK,-1.1389145176
Tough,Positioning,1.0,7.0,5,20.0,1.8181818181818183,WEAK,0.09027440880000004
Moderate,Survival,10.0,9.0,5,-20.0,-1.8181818181818183,WEAK,1.2327139518999999
Tough,Open,3.0,3.0,5,20.0,1.8181818181818183,WEAK,0.617935377618
Tough,Survival,24.0,4.0,5,20.0,1.8181818181818183,WEAK,-0.18728952941640004
Tough,Open,1.0,6.0,5,-20.0,-1.8181818181818183,WEAK,0.9464548430999999
Tough,Open,19.0,9.0,5,-20.0,-1.8181818181818183,WEAK,2.34271589337
Tough,Open,1.0,5.0,5,-20.0,-1.8181818181818183,WEAK,0.224966973
Tough,Survival,16.0,1.0,5,-20.0,-1.8181818181818183,WEAK,1.4325140537999999
Tough,Survival,18.0,9.0,5,-20.0,-1.8181818181818183,WEAK,0.940353537596
Tough,Survival,16.0,7.0,5,-20.0,-1.8181818181818183,WEAK,0.5038810217
Moderate,Open,12.0,6.0,5,-20.0,-1.8181818181818183,WEAK,0.97984242288
Tough,Closing,8.0,8.0,5,20.0,1.8181818181818183,WEAK,-0.331855599406
Tough,Positioning,30.0,9.0,5,-20.0,-1.8181818181818183,WEAK,0.2870411273999999
Tough,Closing,15.0,4.0,5,20.0,1.8181818181818183,WEAK,-0.1213934376200001
Tough,Positioning,22.0,2.0,5,20.0,1.8181818181818183,WEAK,0.1601310217
Tough,Positioning,17.0,1.0,5,19.999999999999996,1.818181818181818,WEAK,-1.393797771522
Tough,Survival,14.0,1.0,5,19.999999999999996,1.818181818181818,WEAK,-0.8650230658999998
Tough,Closing,16.0,9.0,5,-19.999999999999996,-1.818181818181818,WEAK,2.6313918877600004
Moderate,Open,24.0,2.0,5,19.999999999999996,1.818181818181818,WEAK,-1.5122449277
Calm,Positioning,19.0,1.0,61,-3.2786885245901622,-1.801801801801801,HIGH,-0.005954794770491729
Tough,Open,19.0,7.0,6,-16.666666666666668,-1.7857142857142858,WEAK,0.7624537491816664
Tough,Survival,28.0,2.0,6,-16.666666666666664,-1.7857142857142854,WEAK,1.03654306551
Tough,Survival,25.0,9.0,6,-16.666666666666664,-1.7857142857142854,WEAK,0.9122954404
Tough,Closing,14.0,3.0,6,-16.666666666666664,-1.7857142857142854,WEAK,1.6966920965566665
Tough,Closing,12.0,4.0,6,16.666666666666664,1.7857142857142854,WEAK,-1.1798748449500003
Moderate,Positioning,15.0,7.0,6,-16.666666666666664,-1.7857142857142854,WEAK,1.5475130057333335
Tough,Closing,2.0,7.0,6,-16.666666666666664,-1.7857142857142854,WEAK,1.4362123096133332
Calm,Survival,1.0,8.0,6,-16.666666666666664,-1.7857142857142854,WEAK,2.1244704342999996
Calm,Survival,4.0,1.0,6,-16.666666666666664,-1.7857142857142854,WEAK,2.517772248133334
Tough,Positioning,15.0,9.0,6,16.666666666666664,1.7857142857142854,WEAK,-0.8113881002
Calm,Open,30.0,4.0,6,16.666666666666664,1.7857142857142854,WEAK,-0.5595292066666668
Calm,Closing,5.0,4.0,63,3.1746031746031744,1.7699115044247786,HIGH,-0.08300127461904777
Calm,Open,27.0,1.0,177,2.2598870056497162,1.7621145374449327,HIGH,0.33720924622033893
Calm,Open,12.0,6.0,7,-14.285714285714285,-1.7543859649122804,WEAK,1.8540828081428573
Tough,Positioning,9.0,7.0,7,14.285714285714285,1.7543859649122804,WEAK,-5.088314720751428
Tough,Survival,1.0,6.0,7,14.285714285714285,1.7543859649122804,WEAK,-0.06726358951600009
Calm,Positioning,7.0,7.0,7,14.285714285714285,1.7543859649122804,WEAK,-0.31982477745714294
Tough,Positioning,19.0,8.0,7,-14.285714285714285,-1.7543859649122804,WEAK,0.2073264963271427
Tough,Survival,8.0,8.0,7,14.285714285714285,1.7543859649122804,WEAK,-0.6328797271285713
Tough,Closing,17.0,9.0,7,14.285714285714285,1.7543859649122804,WEAK,-0.31090412730000005
Tough,Survival,21.0,6.0,7,14.285714285714285,1.7543859649122804,WEAK,-0.46651049252571425
Moderate,Survival,15.0,7.0,7,14.285714285714285,1.7543859649122804,WEAK,-0.00010604188571407467
Tough,Open,6.0,1.0,7,14.285714285714285,1.7543859649122804,WEAK,-0.6079885219285714
Tough,Open,14.0,1.0,7,14.285714285714285,1.7543859649122804,WEAK,-0.035118462442856976
Tough,Positioning,12.0,5.0,7,-14.285714285714285,-1.7543859649122804,WEAK,-0.03143192407142882
Moderate,Closing,16.0,2.0,7,14.285714285714285,1.7543859649122804,WEAK,-0.5859433682142855
Tough,Survival,13.0,3.0,7,14.285714285714285,1.7543859649122804,WEAK,-0.22659937452857135
Calm,Survival,29.0,6.0,65,3.076923076923077,1.7391304347826086,HIGH,0.16704778530153863
Moderate,Closing,12.0,4.0,65,3.076923076923077,1.7391304347826086,HIGH,0.7000490342261539
Tough,Positioning,12.0,4.0,8,-12.5,-1.7241379310344827,WEAK,-0.06980021808750003
Tough,Positioning,29.0,8.0,8,12.5,1.7241379310344827,WEAK,-0.55163583315
Tough,Positioning,3.0,3.0,8,-12.5,-1.7241379310344827,WEAK,0.85506462143875
Tough,Positioning,8.0,7.0,8,-12.5,-1.7241379310344827,WEAK,-0.18357715467250002
Calm,Open,30.0,8.0,8,-12.5,-1.7241379310344827,WEAK,0.4053145474999999
Moderate,Positioning,2.0,3.0,8,-12.5,-1.7241379310344827,WEAK,-0.7932903473300001
Tough,Closing,26.0,9.0,8,-12.5,-1.7241379310344827,WEAK,1.0876216939762502
Tough,Survival,13.0,6.0,8,-12.5,-1.7241379310344827,WEAK,1.3038466953374999
Moderate,Positioning,29.0,9.0,8,12.5,1.7241379310344827,WEAK,-0.4460011163999998
Tough,Survival,10.0,8.0,8,-12.5,-1.7241379310344827,WEAK,-0.32535715687199984
Tough,Survival,25.0,3.0,8,-12.5,-1.7241379310344827,WEAK,0.2849988780425001
Calm,Positioning,25.0,2.0,183,-2.1857923497267784,-1.7167381974248945,HIGH,0.13973379534426214
Moderate,Open,20.0,8.0,126,-2.3809523809523836,-1.7045454545454566,HIGH,0.28486724884523806
Calm,Closing,20.0,8.0,126,2.380952380952378,1.7045454545454524,HIGH,-0.01987727310634942
Moderate,Positioning,10.0,6.0,9,-11.111111111111116,-1.694915254237289,WEAK,0.9653301902188889
Moderate,Open,25.0,2.0,186,2.150537634408603,1.6949152542372887,HIGH,0.13107195685645162
Tough,Survival,22.0,6.0,9,11.11111111111111,1.6949152542372883,WEAK,-1.3342156343644447
Tough,Positioning,1.0,5.0,9,11.11111111111111,1.6949152542372883,WEAK,-0.3303606980888886
Tough,Positioning,10.0,6.0,9,-11.11111111111111,-1.6949152542372883,WEAK,1.4213000215333333
Tough,Positioning,27.0,8.0,9,11.11111111111111,1.6949152542372883,WEAK,-0.8612846459333334
Tough,Survival,23.0,5.0,9,-11.11111111111111,-1.6949152542372883,WEAK,-0.5644363569332221
Calm,Positioning,2.0,6.0,9,11.11111111111111,1.6949152542372883,WEAK,0.1360347214904445
Tough,Survival,11.0,7.0,9,11.11111111111111,1.6949152542372883,WEAK,-1.080744962508
Tough,Open,15.0,3.0,9,11.11111111111111,1.6949152542372883,WEAK,-1.3095308860988888
Tough,Survival,3.0,6.0,9,-11.11111111111111,-1.6949152542372883,WEAK,0.983844598086889
Moderate,Survival,30.0,7.0,9,11.11111111111111,1.6949152542372883,WEAK,-0.5878068136555554
Calm,Positioning,28.0,6.0,9,11.11111111111111,1.6949152542372883,WEAK,0.798732390688889
Tough,Open,26.0,1.0,9,-11.11111111111111,-1.6949152542372883,WEAK,0.34479084535555554
Calm,Positioning,29.0,8.0,129,-2.325581395348836,-1.675977653631284,HIGH,0.08544276406201551
Moderate,Open,28.0,8.0,189,2.1164021164021163,1.6736401673640167,HIGH,0.43287151453661366
Moderate,Open,4.0,9.0,10,-10.000000000000004,-1.6666666666666672,WEAK,1.5780416532010002
Tough,Open,15.0,1.0,10,-10.000000000000004,-1.6666666666666672,WEAK,1.1019355868839997
Moderate,Closing,21.0,8.0,10,10.0,1.6666666666666665,WEAK,-0.7131816822000001
Calm,Closing,6.0,7.0,10,-10.0,-1.6666666666666665,WEAK,0.13589195600000004
Calm,Survival,18.0,9.0,71,-2.816901408450706,-1.6528925619834722,HIGH,-0.04735192018873235
Tough,Open,15.0,2.0,11,-9.090909090909093,-1.6393442622950825,WEAK,0.13997048044181806
Moderate,Closing,4.0,3.0,11,9.090909090909093,1.6393442622950825,WEAK,0.27446380224545447
Moderate,Closing,10.0,6.0,11,9.090909090909093,1.6393442622950825,WEAK,-0.144033396219091
Tough,Positioning,20.0,8.0,11,-9.090909090909092,-1.6393442622950822,WEAK,0.7386860219254546
Moderate,Open,30.0,7.0,11,9.090909090909092,1.6393442622950822,WEAK,-0.7098996504818181
Tough,Positioning,15.0,3.0,11,-9.090909090909088,-1.6393442622950816,WEAK,-0.13182222184454534
Tough,Survival,9.0,7.0,11,-9.090909090909088,-1.6393442622950816,WEAK,0.7514340735163636
Calm,Closing,23.0,4.0,73,-2.73972602739726,-1.6260162601626016,HIGH,0.7202072151657537
Tough,Open,10.0,7.0,12,-8.333333333333337,-1.6129032258064524,WEAK,-0.024585493188
Tough,Open,6.0,2.0,12,8.333333333333332,1.6129032258064513,WEAK,-0.31417668982749997
Tough,Positioning,10.0,8.0,12,8.333333333333332,1.6129032258064513,WEAK,-0.685856964364
Tough,Positioning,10.0,5.0,12,8.333333333333332,1.6129032258064513,WEAK,-0.48698913981666636
Moderate,Survival,9.0,8.0,75,2.6666666666666616,1.599999999999997,HIGH,0.2744543794336001
Tough,Positioning,3.0,6.0,13,7.6923076923076925,1.5873015873015872,WEAK,-0.8529803147752306
Tough,Open,25.0,3.0,13,7.6923076923076925,1.5873015873015872,WEAK,0.09280050433676923
Calm,Open,18.0,6.0,13,-7.6923076923076925,-1.5873015873015872,WEAK,0.690939860923077
Moderate,Survival,25.0,1.0,77,-2.5974025974025983,-1.5748031496062997,HIGH,0.2182619262545456
Tough,Positioning,13.0,2.0,14,7.142857142857142,1.5625,WEAK,0.2668013414450001
Tough,Positioning,25.0,2.0,14,7.142857142857142,1.5625,WEAK,-0.4037952495571429
Calm,Survival,5.0,4.0,79,2.5316455696202556,1.5503875968992262,HIGH,-0.22547423884810136
Moderate,Survival,21.0,6.0,79,-2.5316455696202556,-1.5503875968992262,HIGH,0.35620730415696206
Calm,Survival,18.0,6.0,15,-6.666666666666668,-1.5384615384615388,EXPLORATORY,0.6140167840000001
Tough,Positioning,11.0,7.0,15,-6.666666666666668,-1.5384615384615388,EXPLORATORY,0.8113763635330665
Calm,Positioning,28.0,9.0,15,-6.666666666666665,-1.538461538461538,EXPLORATORY,1.243992158233333
Moderate,Open,13.0,9.0,15,6.666666666666665,1.538461538461538,EXPLORATORY,-0.389981466966667
Tough,Positioning,28.0,8.0,15,-6.666666666666665,-1.538461538461538,EXPLORATORY,0.9385438546466663
Calm,Positioning,4.0,4.0,15,-6.666666666666665,-1.538461538461538,EXPLORATORY,0.35171371360666653
Calm,Survival,8.0,7.0,145,2.068965517241378,1.5384615384615377,HIGH,0.4753693229820691
Calm,Closing,20.0,6.0,146,2.054794520547948,1.5306122448979613,HIGH,0.010970671252054722
Calm,Open,15.0,4.0,212,-1.8867924528301883,-1.526717557251908,HIGH,0.4526104721045285
Moderate,Open,4.0,2.0,213,-1.8779342723004688,-1.5209125475285166,HIGH,0.22307678853708923
Calm,Positioning,8.0,2.0,16,6.25,1.5151515151515151,EXPLORATORY,0.11074767799999985
Moderate,Positioning,19.0,8.0,16,-6.25,-1.5151515151515151,EXPLORATORY,0.8773963602937498
Calm,Positioning,17.0,1.0,82,2.439024390243902,1.515151515151515,HIGH,-0.13450211385609756
Moderate,Positioning,8.0,5.0,17,-5.882352941176472,-1.4925373134328361,EXPLORATORY,0.47802538006470596
Tough,Positioning,20.0,6.0,18,-5.555555555555555,-1.4705882352941175,EXPLORATORY,1.1368069642566667
Moderate,Survival,27.0,8.0,86,-2.325581395348836,-1.4705882352941169,HIGH,0.5593119281161627
Calm,Open,23.0,1.0,87,-2.2988505747126435,-1.4598540145985401,HIGH,0.3445647027586208
Tough,Survival,4.0,2.0,19,5.263157894736842,1.4492753623188404,EXPLORATORY,0.11416952447368421
Moderate,Positioning,7.0,2.0,19,5.263157894736842,1.4492753623188404,EXPLORATORY,0.030869988173684335
Moderate,Open,7.0,1.0,89,-2.247191011235955,-1.4388489208633095,HIGH,0.14562409768876405
Moderate,Survival,13.0,9.0,20,4.999999999999999,1.4285714285714282,EXPLORATORY,0.3266851997
Calm,Open,14.0,1.0,91,-2.1978021978021984,-1.4184397163120572,HIGH,0.07853424638241771
Calm,Open,9.0,7.0,163,-1.8404907975460127,-1.4084507042253527,HIGH,0.18492895274846613
Moderate,Survival,8.0,2.0,21,-4.761904761904762,-1.408450704225352,EXPLORATORY,0.25023546204285696
Tough,Open,23.0,3.0,21,-4.761904761904762,-1.408450704225352,EXPLORATORY,0.06299323386571423
Tough,Positioning,27.0,9.0,21,-4.761904761904762,-1.408450704225352,EXPLORATORY,0.24313689729619076
Calm,Survival,5.0,2.0,235,-1.7021276595744705,-1.4035087719298267,HIGH,-0.2482396055897874
Moderate,Survival,24.0,3.0,166,1.8072289156626535,1.388888888888891,HIGH,0.2450596360228915
Tough,Positioning,13.0,4.0,22,4.545454545454547,1.3888888888888895,EXPLORATORY,0.13071832428000008
Calm,Closing,16.0,9.0,95,2.105263157894738,1.379310344827587,HIGH,-0.10087880197473682
Calm,Open,24.0,9.0,23,4.347826086956524,1.3698630136986307,EXPLORATORY,-0.2374579351739131
Calm,Positioning,15.0,9.0,23,-4.3478260869565215,-1.36986301369863,EXPLORATORY,0.07444052108695633
Tough,Survival,26.0,9.0,23,-4.3478260869565215,-1.36986301369863,EXPLORATORY,0.2886165658991304
Moderate,Positioning,25.0,2.0,97,-2.061855670103094,-1.3605442176870755,HIGH,-0.029788123757731988
Calm,Open,1.0,7.0,97,-2.061855670103091,-1.3605442176870735,HIGH,0.16568877710309288
Calm,Closing,6.0,1.0,97,2.061855670103091,1.3605442176870735,HIGH,-0.09119852618556692
Calm,Closing,27.0,9.0,318,-1.5723270440251569,-1.3586956521739126,HIGH,0.08060266412264162
Calm,Closing,3.0,1.0,24,-4.166666666666669,-1.3513513513513522,EXPLORATORY,0.7319500005666667
Moderate,Closing,19.0,8.0,24,-4.166666666666666,-1.3513513513513513,EXPLORATORY,0.26809776354999987
Moderate,Open,21.0,8.0,24,-4.1666666666666625,-1.35135135135135,EXPLORATORY,0.4118183177999999
Calm,Positioning,2.0,5.0,98,-2.040816326530609,-1.3513513513513493,HIGH,-0.4213562727755104
Calm,Positioning,4.0,3.0,25,-3.9999999999999982,-1.3333333333333326,EXPLORATORY,0.7737678970999998
Tough,Survival,27.0,9.0,27,-3.7037037037037033,-1.2987012987012985,EXPLORATORY,0.38113721666222233
Moderate,Survival,8.0,1.0,182,-1.648351648351648,-1.2931034482758617,HIGH,-0.09688167929340641
Moderate,Closing,11.0,4.0,28,3.5714285714285725,1.2820512820512824,EXPLORATORY,-0.4217425525571428
Moderate,Survival,16.0,3.0,107,-1.869158878504673,-1.2738853503184715,HIGH,0.47052060450258415
Calm,Closing,13.0,6.0,108,1.8518518518518516,1.2658227848101264,HIGH,0.011486971718518457
Moderate,Positioning,18.0,8.0,29,3.448275862068964,1.265822784810126,EXPLORATORY,-0.8785942854448275
Calm,Open,22.0,2.0,110,-1.8181818181818188,-1.2500000000000004,HIGH,0.3552749710181817
Moderate,Closing,21.0,4.0,30,3.3333333333333326,1.2499999999999998,HIGH,0.009702743750000119
Calm,Positioning,23.0,2.0,30,-3.3333333333333326,-1.2499999999999998,HIGH,-0.01634943333333337
Moderate,Positioning,16.0,3.0,30,-3.3333333333333326,-1.2499999999999998,HIGH,0.14835215625000006
Calm,Open,9.0,9.0,30,-3.3333333333333326,-1.2499999999999998,HIGH,-0.3508026421700002
Moderate,Survival,20.0,6.0,192,1.5625,1.2396694214876034,HIGH,-0.19901654277923275
Calm,Survival,27.0,7.0,31,3.2258064516129057,1.2345679012345687,HIGH,-0.1555346277548387
Calm,Open,3.0,3.0,113,-1.7699115044247788,-1.2269938650306749,HIGH,0.6578636969274337
Calm,Survival,10.0,5.0,116,1.7241379310344835,1.2048192771084343,HIGH,0.16249695833793104
Moderate,Positioning,21.0,4.0,33,-3.0303030303030303,-1.2048192771084338,HIGH,-0.17826559967878786
Calm,Open,30.0,9.0,33,-3.0303030303030303,-1.2048192771084338,HIGH,-1.1287396888181815
Moderate,Closing,14.0,2.0,33,3.0303030303030276,1.2048192771084327,HIGH,-0.554079207418182
Moderate,Positioning,3.0,5.0,33,3.0303030303030276,1.2048192771084327,HIGH,-0.3783918308030301
Calm,Positioning,17.0,8.0,202,-1.4851485148514865,-1.1904761904761916,HIGH,0.19231539371237621
Calm,Positioning,21.0,4.0,34,2.941176470588236,1.1904761904761907,HIGH,-0.10767469758823509
Moderate,Closing,8.0,9.0,34,-2.9411764705882333,-1.1904761904761896,HIGH,0.32937023816323535
Moderate,Open,26.0,9.0,206,1.4563106796116498,1.1718749999999996,HIGH,0.12762665316213595
Calm,Survival,28.0,9.0,36,-2.777777777777779,-1.1627906976744191,HIGH,0.024593539838888765
Moderate,Positioning,23.0,4.0,36,2.777777777777779,1.1627906976744191,HIGH,-0.36154348386444446
Moderate,Positioning,23.0,5.0,37,2.7027027027027026,1.1494252873563218,HIGH,0.7825462514243245
Moderate,Positioning,8.0,9.0,37,2.7027027027027026,1.1494252873563218,HIGH,0.2192075631386487
Moderate,Positioning,2.0,7.0,38,-2.631578947368424,-1.1363636363636376,HIGH,0.03926938443684208
Calm,Closing,7.0,2.0,38,-2.631578947368421,-1.1363636363636362,HIGH,0.10757979709473686
Moderate,Survival,6.0,9.0,38,2.631578947368418,1.1363636363636351,HIGH,0.060466948078947313
Tough,Positioning,23.0,3.0,40,2.500000000000002,1.111111111111112,HIGH,-1.2534472891080004
Moderate,Survival,16.0,2.0,40,-2.4999999999999964,-1.1111111111111094,HIGH,0.02398982810500021
Calm,Survival,6.0,1.0,131,1.5267175572519054,1.1049723756906056,HIGH,-0.09363358197709917
Moderate,Survival,9.0,6.0,41,-2.4390243902439046,-1.0989010989010999,HIGH,-0.7359647611414635
Moderate,Closing,3.0,5.0,42,-2.3809523809523836,-1.0869565217391315,HIGH,-0.038726348790476095
Moderate,Open,5.0,3.0,135,-1.4814814814814836,-1.0810810810810827,HIGH,0.2701969097992593
Calm,Survival,2.0,3.0,43,2.3255813953488387,1.0752688172043017,HIGH,-0.0026945668999999715
Moderate,Open,9.0,5.0,43,2.325581395348836,1.0752688172043006,HIGH,-0.42327071438372105
Calm,Positioning,22.0,6.0,44,2.2727272727272734,1.063829787234043,HIGH,0.13051946128181832
Calm,Closing,28.0,7.0,45,2.2222222222222228,1.0526315789473686,HIGH,-0.1411291552444445
Moderate,Closing,18.0,8.0,46,-2.1739130434782594,-1.041666666666666,HIGH,-0.03925356695217385
