player_a,player_b,condition,round_type,prediction,actual_winner,gap,score_a,score_b,result,correct
Rickie Fowler,Jason Day,Tough,Closing,SKIP,Rickie Fowler,-0.1999999999999993,-12.2,-12.0,SKIP,
Matt Fitzpatrick,Harris English,Tough,Closing,Matt Fitzpatrick,Matt Fitzpatrick,10.6,-1.6,-12.2,WIN,True
Harry Hall,Ryo Hisatsune,Tough,Closing,SKIP,Push,1.8000000000000007,-8.1,-9.9,PUSH,
Alex Noren,Nick Taylor,Tough,Open,Alex Noren,Nick Taylor,12.684156142365097,17.46923076923077,4.785074626865672,LOSS,False
Xander Schauffele,Russell Henley,Tough,Open,SKIP,Xander Schauffele,-3.386523902227991,3.998550724637681,7.385074626865672,SKIP,
Scottie Scheffler,Patrick Cantlay,Tough,Open,Scottie Scheffler,Patrick Cantlay,10.469230769230773,17.169230769230772,6.7,LOSS,False
Sepp Straka,Justin Rose,Tough,Open,SKIP,Sepp Straka,4.194915254237289,1.1,-3.0949152542372884,SKIP,
Si Woo Kim,Chris Gotterup,Tough,Open,SKIP,Si Woo Kim,-0.40000000000000036,12.16923076923077,12.56923076923077,SKIP,
Min Woo Lee,Wyndham Clark,Tough,Open,Wyndham Clark,Wyndham Clark,-11.143191116306253,0.10508474576271154,11.248275862068965,WIN,True
Joel Girrbach,Tapio Pulkkanen,Calm,Open,SKIP,Tapio Pulkkanen,-0.7667728237791902,-11.749999999999998,-10.983227176220808,SKIP,
Nathan Kimsey,Ben Schmidt,Calm,Open,SKIP,Nathan Kimsey,-2.847116800725047,-13.245054945054946,-10.397938144329899,SKIP,
Antoine Rozner,JC Ritchie,Calm,Open,SKIP,Antoine Rozner,-1.3632653061224431,-19.185714285714283,-17.82244897959184,SKIP,
Dan Bradbury,Joost Luiten,Calm,Open,Joost Luiten,Joost Luiten,-8.345905624004692,-15.797938144329898,-7.452032520325206,WIN,True
Wenyi Ding,Alejandro Del Rey,Calm,Open,SKIP,Wenyi Ding,0.641269841269839,-15.344444444444445,-15.985714285714284,SKIP,
Jorge Campillo,Francesco Laporta,Calm,Open,SKIP,Francesco Laporta,-4.468769344895508,-15.583227176220808,-11.1144578313253,SKIP,
Angel Ayora,Calum Hill,Calm,Open,SKIP,Angel Ayora,3.229986613119145,-11.4144578313253,-14.644444444444446,SKIP,
Todd Clements,Romain Langasque,Calm,Open,SKIP,Romain Langasque,-3.1836775536343254,-20.7864553314121,-17.602777777777774,SKIP,
Manuel Elvira,Ricardo Gouveia,Calm,Open,SKIP,Ricardo Gouveia,-1.5999999999999996,-17.297938144329898,-15.697938144329898,SKIP,
Alex Fitzpatrick,Casey Jarvis,Calm,Open,SKIP,Casey Jarvis,-3.854094375995306,-14.252032520325205,-10.397938144329899,SKIP,
Frederic Lacroix,Joakim Lagergren,Calm,Open,SKIP,Joakim Lagergren,2.6219954648526063,-13.922448979591838,-16.544444444444444,SKIP,
Niklas Norgaard,Daniel van Tonder,Calm,Open,SKIP,Daniel van Tonder,4.33922180337103,-7.883227176220808,-12.222448979591839,SKIP,
Thriston Lawrence,Hennie du Plessis,Calm,Open,Hennie du Plessis,Thriston Lawrence,-5.1318978538058975,-14.446355685131198,-9.314457831325301,LOSS,False
Jacob Olesen,Jacques Kruyswijk,Calm,Open,SKIP,Push,2.8312306551044912,-9.08322717622081,-11.9144578313253,PUSH,
Ewen Ferguson,Mikael Lindberg,Calm,Open,SKIP,Mikael Lindberg,-4.397967479674794,-14.45,-10.052032520325206,SKIP,
Freddy Schott,Guido Migliozzi,Calm,Open,Freddy Schott,Freddy Schott,8.102487109493476,-9.383227176220808,-17.485714285714284,WIN,True
J.T. Poston,Kurt Kitayama,Tough,Open,Kurt Kitayama,Kurt Kitayama,-9.642105263157895,1.6666666666666663,11.30877192982456,WIN,True
Jake Knapp,Sam Burns,Tough,Open,SKIP,Sam Burns,-1.638418079096045,3.0666666666666664,4.705084745762711,SKIP,
Nico Echavarria,Matt McCarty,Tough,Open,Nico Echavarria,Nico Echavarria,22.820954907161806,26.26923076923077,3.4482758620689653,WIN,True
Taylor Pendrith,Pierceson Coody,Tough,Open,SKIP,Pierceson Coody,2.1578947368421053,5.666666666666666,3.5087719298245608,SKIP,
Tom Hoge,Sahith Theegala,Tough,Open,SKIP,Tom Hoge,0.018390804597701038,3.4666666666666663,3.4482758620689653,SKIP,
Ben Griffin,Maverick McNealy,Tough,Open,SKIP,Maverick McNealy,-1.7985507246376806,1.1,2.8985507246376807,SKIP,
Keegan Bradley,Akshay Bhatia,Tough,Open,SKIP,Akshay Bhatia,-0.48160919540229896,2.9666666666666663,3.4482758620689653,SKIP,
Jacob Bridgeman,J.J. Spaun,Tough,Open,Jacob Bridgeman,Jacob Bridgeman,6.943191116306254,5.248275862068965,-1.6949152542372885,WIN,True
Cameron Young,Viktor Hovland,Tough,Open,SKIP,Cameron Young,-2.2714285714285705,1.3,3.5714285714285707,SKIP,
Shane Lowry,Adam Scott,Tough,Open,Adam Scott,Adam Scott,-6.484156142365098,4.285074626865672,10.76923076923077,WIN,True
Hideki Matsuyama,Collin Morikawa,Tough,Open,SKIP,Collin Morikawa,-2.348275862068965,1.1,3.4482758620689653,SKIP,
Ludvig Aberg,Rickie Fowler,Tough,Open,SKIP,Rickie Fowler,-2.0497251374312846,1.3985507246376807,3.4482758620689653,SKIP,
Tommy Fleetwood,Rory McIlroy,Tough,Open,Tommy Fleetwood,Rory McIlroy,7.508771929824561,7.508771929824561,0.0,LOSS,False
Ryan Gerard,Max Homa,Tough,Open,Max Homa,Max Homa,-6.093465978874969,-3.1949152542372885,2.8985507246376807,WIN,True
Patrick Rodgers,Sam Stevens,Tough,Open,Patrick Rodgers,Patrick Rodgers,6.699999999999999,17.46923076923077,10.76923076923077,WIN,True
Denny McCarthy,Ryan Fox,Tough,Open,SKIP,Ryan Fox,4.3517241379310345,7.8,3.4482758620689653,SKIP,
Max Greyserman,Max McGreevy,Tough,Open,Max Greyserman,Max Greyserman,17.166666666666668,17.166666666666668,0.0,WIN,True
Matt Fitzpatrick,Jason Day,Tough,Open,SKIP,Matt Fitzpatrick,4.1728778467908905,7.071428571428571,2.8985507246376807,SKIP,
Alex Noren,Ryo Hisatsune,Tough,Open,Alex Noren,Alex Noren,13.897802197802198,17.46923076923077,3.5714285714285707,WIN,True
Nick Taylor,Corey Conners,Tough,Open,SKIP,Nick Taylor,1.2763026970411113,4.785074626865672,3.5087719298245608,SKIP,
Russell Henley,Harris English,Tough,Open,Russell Henley,Russell Henley,9.07998988110296,7.385074626865672,-1.6949152542372885,WIN,True
Patrick Cantlay,Chris Gotterup,Tough,Open,SKIP,Chris Gotterup,-4.06923076923077,6.7,10.76923076923077,SKIP,
Robert MacIntyre,Justin Rose,Tough,Open,SKIP,Justin Rose,1.3,-0.39491525423728846,-1.6949152542372885,SKIP,
Scottie Scheffler,Xander Schauffele,Tough,Open,Scottie Scheffler,Xander Schauffele,14.270680044593092,17.169230769230772,2.8985507246376807,LOSS,False
Zander Lombard,Daniel Van Tonder,Calm,Open,SKIP,Zander Lombard,-1.329583540733367,-7.452032520325206,-6.122448979591839,SKIP,
Alex Fitzpatrick,Jacob Olesen,Calm,Open,Jacob Olesen,Push,-9.368805344104397,-14.252032520325205,-4.883227176220808,PUSH,
Niklas Norgaard,Ewen Ferguson,Calm,Open,SKIP,Niklas Norgaard,0.8667728237791898,-7.883227176220808,-8.749999999999998,SKIP,
Guido Migliozzi,Freddy Schott,Calm,Open,Freddy Schott,Freddy Schott,-12.602487109493476,-17.485714285714284,-4.883227176220808,WIN,True
Joakim Lagergren,Jacques Kruyswijk,Calm,Open,Jacques Kruyswijk,Joakim Lagergren,-12.929986613119144,-16.544444444444444,-3.614457831325301,LOSS,False
Thriston Lawrence,Casey Jarvis,Calm,Open,SKIP,Casey Jarvis,-2.8484175408013,-14.446355685131198,-11.597938144329898,SKIP,
Doug Ghim,Garrick Higgo,Calm,Open,Garrick Higgo,Garrick Higgo,-12.047326154879023,-9.91057401812689,2.136752136752133,WIN,True
Johnny Keefer,Mac Meissner,Calm,Open,Mac Meissner,Johnny Keefer,-5.686357039187229,-4.176923076923078,1.509433962264151,LOSS,False
Keith Mitchell,Max McGreevy,Calm,Open,Max McGreevy,Push,-6.313675213675211,-4.176923076923078,2.136752136752133,PUSH,
Jordan Smith,Rico Hoey,Calm,Open,Rico Hoey,Jordan Smith,-12.43543795896737,-14.462464985994398,-2.0270270270270285,LOSS,False
Kevin Yu,Matt Wallace,Calm,Open,Matt Wallace,Kevin Yu,-11.47300807142535,-12.98358208955224,-1.5105740181268903,LOSS,False
Shane Lowry,Nicolai Hojgaard,Calm,Open,SKIP,Push,-2.3977397935279603,-7.2105740181268905,-4.81283422459893,PUSH,
Aaron Rai,Davis Thompson,Calm,Open,Davis Thompson,Aaron Rai,-21.486656214127724,-16.51283422459893,4.973821989528795,LOSS,False
Nico Echavarria,Chris Kirk,Calm,Open,Chris Kirk,Nico Echavarria,-9.09157307339125,-6.954820936639118,2.136752136752133,LOSS,False
Ricky Castillo,Stephan Jaeger,Calm,Open,Stephan Jaeger,Ricky Castillo,-11.500849016555822,-6.527027027027028,4.973821989528795,LOSS,False
Rasmus Neergaard-Petersen,Alex Smalley,Calm,Open,SKIP,Rasmus Neergaard-Petersen,4.685390703572521,-6.954820936639118,-11.64021164021164,SKIP,
Ryan Gerard,Rasmus Hojgaard,Calm,Open,Rasmus Hojgaard,Rasmus Hojgaard,-8.17074786495331,-12.98358208955224,-4.81283422459893,WIN,True
Kristoffer Reitan,Michael Brennan,Calm,Open,Michael Brennan,Kristoffer Reitan,-15.622268186863081,-14.11283422459893,1.509433962264151,LOSS,False
Sami Valimaki,Max Homa,Calm,Open,Sami Valimaki,Max Homa,6.936286975523191,0.7738219895287948,-6.162464985994396,LOSS,False
Daniel Berger,Michael Thorbjornsen,Calm,Open,Michael Thorbjornsen,Daniel Berger,-7.783546991099863,-9.810574018126891,-2.0270270270270285,LOSS,False
Thorbjorn Olesen,Will Zalatoris,Calm,Open,SKIP,nan,-2.312714206744057,-5.5962962962962965,-3.2835820895522394,SKIP,
