player_a,player_b,condition,round_type,score_a,score_b,gap,recommendation,color_a,color_b,exec_a,exec_b,upside_a,upside_b,exec_a_bucket,exec_b_bucket,upside_a_bucket,upside_b_bucket,exec_a_roi,exec_b_roi,upside_a_roi,upside_b_roi
JC Ritchie,Brandon Stone,Calm,Open,1.9508504707498648,0.0,1.9508504707498648,SKIP,Yellow,nan,50,50,25,25,50-75,50-75,25-50,25-50,-5.978538579458352,0.0,9.880239520958082,0.0
Scottie Scheffler,Patrick Cantlay,Tough,Open,2.0129504504504516,0.06690340178065957,1.946047048669792,SKIP,Green,Blue,50,50,50,75,50-75,50-75,50-75,75-100,3.1250000000000018,-0.6535947712418311,0.9009009009009016,0.7874015748031502
J.T. Poston,Kurt Kitayama,Tough,Open,5.091911764705882,7.0023356090549775,-1.9104238443490953,SKIP,Green,Orange,50,25,75,50,50-75,25-50,75-100,50-75,3.1250000000000018,10.743801652892564,7.058823529411763,3.2608695652173907
Patrick Rodgers,Sam Stevens,Tough,Open,1.5388742561701303,0.0,1.5388742561701303,SKIP,Blue,nan,50,50,50,75,50-75,50-75,50-75,75-100,-0.6535947712418311,0.0,3.731343283582092,0.0
Alex Noren,Ryo Hisatsune,Tough,Open,1.5388742561701303,0.0,1.5388742561701303,SKIP,Blue,nan,50,50,50,50,50-75,50-75,50-75,50-75,-0.6535947712418311,0.0,3.731343283582092,0.0
Scottie Scheffler,Collin Morikawa,Moderate,Open,0.7769622730033564,0.0,0.7769622730033564,SKIP,Purple,nan,50,50,50,50,50-75,50-75,50-75,50-75,-1.803607214428857,0.0,3.35753176043557,0.0
Byeong-Hun An,Branden Grace,Moderate,Open,0.7769622730033564,0.0,0.7769622730033564,SKIP,Purple,nan,50,50,50,25,50-75,50-75,50-75,25-50,-1.803607214428857,0.0,3.35753176043557,0.0
Anirban Lahiri,Jason Kokrak,Moderate,Open,0.7769622730033564,0.0,0.7769622730033564,SKIP,Purple,nan,50,50,50,50,50-75,50-75,50-75,50-75,-1.803607214428857,0.0,3.35753176043557,0.0
Sergio Garcia,Talor Gooch,Moderate,Open,0.7769622730033564,0.0,0.7769622730033564,SKIP,Purple,nan,50,50,50,50,50-75,50-75,50-75,50-75,-1.803607214428857,0.0,3.35753176043557,0.0
Adam Scott,Harry Hall,Moderate,Open,0.7769622730033564,0.0,0.7769622730033564,SKIP,Purple,nan,50,25,50,75,50-75,25-50,50-75,75-100,-1.803607214428857,0.0,3.35753176043557,0.0
Jordan Spieth,J.J. Spaun,Moderate,Open,0.7769622730033564,0.0,0.7769622730033564,SKIP,Purple,nan,50,50,50,50,50-75,50-75,50-75,50-75,-1.803607214428857,0.0,3.35753176043557,0.0
Xander Schauffele,Cameron Young,Moderate,Open,0.7769622730033564,0.0,0.7769622730033564,SKIP,Purple,nan,50,50,50,50,50-75,50-75,50-75,50-75,-1.803607214428857,0.0,3.35753176043557,0.0
Tommy Fleetwood,Si Woo Kim,Moderate,Open,0.7769622730033564,0.0,0.7769622730033564,SKIP,Purple,nan,50,50,50,50,50-75,50-75,50-75,50-75,-1.803607214428857,0.0,3.35753176043557,0.0
Joost Luiten,Jacques Kruyswijk,Calm,Open,-0.5713454666334234,0.0,-0.5713454666334234,SKIP,Green,nan,50,50,25,50,50-75,50-75,25-50,50-75,-9.87284966342558,0.0,8.730158730158733,0.0
Jacob Olesen,Jacques Kruyswijk,Calm,Open,-6.564241027910402,-6.0129473429151385,-0.5512936849952634,SKIP,Yellow,Yellow,25,25,75,50,25-50,25-50,75-100,50-75,-5.797845048742943,-5.797845048742943,-7.33063700707786,-6.228049637087334
Jacob Bridgeman,J.J. Spaun,Tough,Open,-0.5319148936170224,0.0,-0.5319148936170224,SKIP,Yellow,nan,50,50,75,50,50-75,50-75,75-100,50-75,0.0,0.0,-1.0638297872340448,0.0
Max Greyserman,Max McGreevy,Tough,Open,-0.5319148936170224,0.0,-0.5319148936170224,SKIP,Yellow,nan,50,25,75,50,50-75,25-50,75-100,50-75,0.0,0.0,-1.0638297872340448,0.0
Freddy Schott,Guido Migliozzi,Calm,Open,-6.564241027910402,-6.103294108272843,-0.46094691963755885,SKIP,Yellow,Yellow,25,50,75,50,25-50,50-75,75-100,50-75,-5.797845048742943,-5.978538579458352,-7.33063700707786,-6.228049637087334
Dan Bradbury,Joost Luiten,Calm,Open,-6.103294108272843,-6.564241027910402,0.46094691963755885,SKIP,Yellow,Yellow,50,25,50,75,50-75,25-50,50-75,75-100,-5.978538579458352,-5.797845048742943,-6.228049637087334,-7.33063700707786
Manuel Elvira,Ricardo Gouveia,Calm,Open,-6.654587793268107,-6.2880345882637325,-0.36655320500437405,SKIP,Yellow,Blue,50,50,75,50,50-75,50-75,75-100,50-75,-5.978538579458352,-7.70901194353963,-7.33063700707786,-4.867057232987835
J.J. Spaun,Ryan Gerard,Tough,Closing,-16.925232709438497,-17.170918943328065,0.24568623388956823,SKIP,Blue,Purple,50,50,50,50,50-75,50-75,50-75,50-75,-14.43298969072165,-20.388349514563107,-19.417475728155345,-13.953488372093023
Sam Bairstow,Ugo Coussaud,Moderate,Open,-0.12067238993215401,0.0,-0.12067238993215401,SKIP,Yellow,nan,75,25,75,50,75-100,25-50,75-100,50-75,7.37704918032787,0.0,-7.618393960192178,0.0
Kieran Vincent,Jorge Campillo,Moderate,Open,-0.12067238993215401,0.0,-0.12067238993215401,SKIP,Yellow,nan,75,50,75,75,75-100,50-75,75-100,75-100,7.37704918032787,0.0,-7.618393960192178,0.0
Jacob Olesen,Martin Couvra,Moderate,Open,-0.12067238993215401,0.0,-0.12067238993215401,SKIP,Yellow,nan,75,75,75,75,75-100,75-100,75-100,75-100,7.37704918032787,0.0,-7.618393960192178,0.0
Brandon Stone,Romain Langasque,Moderate,Open,-0.12067238993215401,0.0,-0.12067238993215401,SKIP,Yellow,nan,75,25,75,50,75-100,25-50,75-100,50-75,7.37704918032787,0.0,-7.618393960192178,0.0
Ben Griffin,Maverick McNealy,Tough,Open,0.06690340178065957,0.0,0.06690340178065957,SKIP,Blue,nan,50,50,75,75,50-75,50-75,75-100,75-100,-0.6535947712418311,0.0,0.7874015748031502,0.0
Russell Henley,Harris English,Tough,Open,0.06690340178065957,0.0,0.06690340178065957,SKIP,Blue,nan,50,25,75,50,50-75,25-50,75-100,50-75,-0.6535947712418311,0.0,0.7874015748031502,0.0
Patrick Cantlay,Chris Gotterup,Tough,Open,0.06690340178065957,0.0,0.06690340178065957,SKIP,Blue,nan,50,50,75,75,50-75,50-75,75-100,75-100,-0.6535947712418311,0.0,0.7874015748031502,0.0
Tommy Fleetwood,Cameron Young,Tough,Closing,-17.118660196022457,-17.170918943328065,0.052258747305607756,SKIP,Yellow,Purple,50,50,50,50,50-75,50-75,50-75,50-75,-20.79646017699115,-20.388349514563107,-13.440860215053764,-13.953488372093023
Ugo Coussaud,Sebastian Garcia Rodriguez,Calm,Open,0.04897972911897308,0.0,0.04897972911897308,SKIP,Purple,nan,25,50,75,75,25-50,50-75,75-100,75-100,2.2049286640726304,0.0,-2.1069692058346843,0.0
Thriston Lawrence,Hennie du Plessis,Calm,Open,-6.0129473429151385,-6.0129473429151385,0.0,SKIP,Yellow,Yellow,25,25,50,50,25-50,25-50,50-75,50-75,-5.797845048742943,-5.797845048742943,-6.228049637087334,-6.228049637087334
nan,nan,nan,nan,0.0,0.0,0.0,SKIP,nan,nan,50,50,75,50,50-75,50-75,75-100,50-75,0.0,0.0,0.0,0.0
