player_a,player_b,condition,round_type,gap,prediction,actual_winner,result,correct
Ben Campbell,Anthony Kim,Calm,Positioning,4.463150493789113,SKIP,Anthony Kim,SKIP,
Ben Campbell,Anthony Kim,Calm,Positioning,4.463150493789113,SKIP,Anthony Kim,SKIP,
Ben Campbell,Anthony Kim,Calm,Positioning,4.463150493789113,SKIP,Anthony Kim,SKIP,
Si Woo Kim,Maverick McNealy,Moderate,Open,-4.433886435358994,SKIP,Si Woo Kim,SKIP,
Si Woo Kim,Maverick McNealy,Moderate,Open,-4.433886435358994,SKIP,Si Woo Kim,SKIP,
Nacho Elvira,Sean Crocker,Calm,Open,-4.427387843521263,SKIP,Nacho Elvira,SKIP,
Nacho Elvira,Sean Crocker,Calm,Open,-4.427387843521263,SKIP,Sean Crocker,SKIP,
Min Woo Lee,Matt Fitzpatrick,Calm,Positioning,-4.397569527593358,SKIP,Matt Fitzpatrick,SKIP,
Chad Ramey,Johnny Keefer,Calm,Survival,-4.386638709543484,SKIP,Chad Ramey,SKIP,
Scottie Scheffler,Xander Schauffele,Tough,Open,-4.370028272953805,SKIP,Xander Schauffele,SKIP,
Nacho Elvira,Sean Crocker,Calm,Survival,4.353678607543166,SKIP,Nacho Elvira,SKIP,
Nacho Elvira,Sean Crocker,Calm,Survival,4.353678607543166,SKIP,Sean Crocker,SKIP,
Rory McIlroy,Viktor Hovland,Calm,Open,-4.350384944342945,SKIP,Rory McIlroy,SKIP,
Rory McIlroy,Viktor Hovland,Calm,Open,-4.350384944342945,SKIP,,SKIP,
Rory McIlroy,Viktor Hovland,Calm,Open,-4.350384944342945,SKIP,Viktor Hovland,SKIP,
Rickie Fowler,Michael Kim,Calm,Open,4.350384944342945,SKIP,Rickie Fowler,SKIP,
Rickie Fowler,Michael Kim,Calm,Open,4.350384944342945,SKIP,Michael Kim,SKIP,
Rickie Fowler,Michael Kim,Calm,Open,4.350384944342945,SKIP,Michael Kim,SKIP,
Harris English,Patrick Cantlay,Calm,Open,-4.350384944342945,SKIP,Harris English,SKIP,
Harris English,Patrick Cantlay,Calm,Open,-4.350384944342945,SKIP,Patrick Cantlay,SKIP,
Harris English,Patrick Cantlay,Calm,Open,-4.350384944342945,SKIP,Harris English,SKIP,
Grant Forrest,Dan Bradbury,Calm,Open,4.337041078163558,SKIP,Dan Bradbury,SKIP,
Carlos Ortiz,Tom McKibbin,Calm,Open,4.333679426816214,SKIP,Carlos Ortiz,SKIP,
Collin Morikawa,Justin Rose,Calm,Open,4.3336794268162135,SKIP,Collin Morikawa,SKIP,
Collin Morikawa,Justin Rose,Calm,Open,4.3336794268162135,SKIP,Collin Morikawa,SKIP,
Collin Morikawa,Justin Rose,Calm,Open,4.3336794268162135,SKIP,Collin Morikawa,SKIP,
Antoine Rozner,Patrick Reed,Calm,Positioning,-4.292440704408461,SKIP,Patrick Reed,SKIP,
Antoine Rozner,Patrick Reed,Calm,Positioning,-4.292440704408461,SKIP,Patrick Reed,SKIP,
Joel Dahmen,Lee Hodges,Calm,Survival,4.255691499405761,SKIP,Joel Dahmen,SKIP,
Maverick McNealy,Jacob Bridgeman,Calm,Positioning,-4.239396046655246,SKIP,Push,PUSH,
Robert MacIntyre,Nicolai Hojgaard,Calm,Positioning,4.239396046655246,SKIP,Nicolai Hojgaard,SKIP,
Branden Grace,Dean Burmester,Calm,Positioning,-4.239396046655246,SKIP,Push,PUSH,
Branden Grace,Dean Burmester,Calm,Positioning,-4.239396046655246,SKIP,Push,PUSH,
Sadom Kaewkanjana,Mikael Lindberg,Calm,Positioning,-4.231422570207057,SKIP,Mikael Lindberg,SKIP,
Matt McCarty,Taylor Moore,Calm,Positioning,-4.231422570207057,SKIP,Matt McCarty,SKIP,
Keith Mitchell,Mackenzie Hughes,Moderate,Open,4.183733986593995,SKIP,Keith Mitchell,SKIP,
Jake Knapp,Matt Fitzpatrick,Calm,Closing,-4.171932023712527,SKIP,Jake Knapp,SKIP,
Jake Knapp,Matt Fitzpatrick,Calm,Closing,-4.171932023712527,SKIP,Jake Knapp,SKIP,
Jesper Svensson,Nathan Kimsey,Calm,Closing,4.168222123356134,SKIP,Nathan Kimsey,SKIP,
Andrew Novak,Patrick Cantlay,Moderate,Open,-4.1631351781562,SKIP,Patrick Cantlay,SKIP,
Sam Burns,Jacob Bridgeman,Moderate,Open,-4.1631351781562,SKIP,Sam Burns,SKIP,
Michael Thorbjornsen,Nico Echavarria,Moderate,Open,4.1631351781562,SKIP,Nico Echavarria,SKIP,
Ryan Gerard,Jason Day,Calm,Survival,-4.154571399200122,SKIP,Jason Day,SKIP,
Ryan Gerard,Jason Day,Calm,Survival,-4.154571399200122,SKIP,,SKIP,
Ryan Gerard,Jason Day,Calm,Survival,-4.154571399200122,SKIP,Ryan Gerard,SKIP,
Ryan Gerard,Jason Day,Calm,Survival,-4.154571399200122,SKIP,Jason Day,SKIP,
Ryan Gerard,Jason Day,Calm,Survival,-4.154571399200122,SKIP,,SKIP,
Ryan Gerard,Jason Day,Calm,Survival,-4.154571399200122,SKIP,Ryan Gerard,SKIP,
Daniel Berger,Alex Noren,Moderate,Open,-4.150151786043117,SKIP,Daniel Berger,SKIP,
Daniel Berger,Alex Noren,Moderate,Open,-4.150151786043117,SKIP,Alex Noren,SKIP,
Daniel Berger,Alex Noren,Moderate,Open,-4.150151786043117,SKIP,Daniel Berger,SKIP,
Daniel Berger,Alex Noren,Moderate,Open,-4.150151786043117,SKIP,Alex Noren,SKIP,
Max Homa,Rasmus Neergaard-Petersen,Calm,Positioning,-4.14221228587196,SKIP,Max Homa,SKIP,
Ricky Castillo,Danny Walker,Moderate,Closing,4.133524082939914,SKIP,Danny Walker,SKIP,
Maverick McNealy,Scottie Scheffler,Moderate,Closing,4.133524082939914,SKIP,Scottie Scheffler,SKIP,
Rickie Fowler,Jordan Spieth,Moderate,Closing,4.133524082939914,SKIP,Jordan Spieth,SKIP,
Brian Harman,Viktor Hovland,Moderate,Closing,-4.133524082939914,SKIP,Push,PUSH,
Brian Harman,Viktor Hovland,Moderate,Closing,-4.133524082939914,SKIP,Viktor Hovland,SKIP,
Matt McCarty,Taylor Pendrith,Calm,Positioning,-4.090457739345758,SKIP,Matt McCarty,SKIP,
Lucas Herbert,Sebastian Munoz,Calm,Positioning,4.085841351679628,SKIP,Lucas Herbert,SKIP,
Branden Grace,Lucas Herbert,Calm,Positioning,-4.085841351679628,SKIP,Lucas Herbert,SKIP,
Johannes Veerman,Grant Forrest,Calm,Positioning,4.085841351679628,SKIP,Johannes Veerman,SKIP,
Harris English,Scottie Scheffler,Calm,Positioning,3.979304439281552,SKIP,Push,PUSH,
Jordan Spieth,Jhonattan Vegas,Calm,Positioning,-3.979304439281552,SKIP,Jordan Spieth,SKIP,
Frederic Lacroix,Calum Hill,Moderate,Closing,3.972817423755857,SKIP,Frederic Lacroix,SKIP,
Wenyi Ding,Alejandro Del Rey,Calm,Open,-3.96712622181184,SKIP,Wenyi Ding,SKIP,
Carlos Ortiz,Sebastian Munoz,Calm,Open,-3.96712622181184,SKIP,Sebastian Munoz,SKIP,
Louis Oosthuizen,Sergio Garcia,Calm,Open,-3.96712622181184,SKIP,Sergio Garcia,SKIP,
Cameron Smith,Elvis Smylie,Calm,Open,-3.96712622181184,SKIP,Elvis Smylie,SKIP,
Niklas Lemke,Ivan Cantero Gutierrez,Calm,Open,3.96712622181184,SKIP,Ivan Cantero Gutierrez,SKIP,
Jayden Schaper,Julien Guerrier,Calm,Closing,3.941780812573808,SKIP,Jayden Schaper,SKIP,
Nacho Elvira,Grant Forrest,Calm,Closing,3.941780812573808,SKIP,Nacho Elvira,SKIP,
Johannes Veerman,Dylan Frittelli,Calm,Closing,3.941780812573808,SKIP,Johannes Veerman,SKIP,
Johannes Veerman,Dylan Frittelli,Calm,Closing,3.941780812573808,SKIP,Johannes Veerman,SKIP,
Jacob Olesen,Patrick Reed,Calm,Closing,-3.941780812573808,SKIP,Jacob Olesen,SKIP,
Shane Lowry,Nico Echavarria,Moderate,Positioning,-3.9373416913812007,SKIP,Shane Lowry,SKIP,
Ludvig Aberg,Rickie Fowler,Tough,Open,-3.927393913517872,SKIP,Rickie Fowler,SKIP,
Cameron Young,Viktor Hovland,Tough,Open,-3.927393913517872,SKIP,Cameron Young,SKIP,
Si Woo Kim,Chris Gotterup,Tough,Open,-3.927393913517872,SKIP,Si Woo Kim,SKIP,
Michael Kim,Alex Smalley,Moderate,Survival,-3.913387773954932,SKIP,Alex Smalley,SKIP,
Adrian Otaegui,Dylan Frittelli,Calm,Open,-3.8927996760527313,SKIP,Push,PUSH,
Adrian Otaegui,Dylan Frittelli,Calm,Open,-3.8927996760527313,SKIP,Dylan Frittelli,SKIP,
Jhonattan Vegas,Tom Hoge,Calm,Open,3.8894380247053855,SKIP,Jhonattan Vegas,SKIP,
Jhonattan Vegas,Tom Hoge,Calm,Open,3.8894380247053855,SKIP,Tom Hoge,SKIP,
Jhonattan Vegas,Tom Hoge,Calm,Open,3.8894380247053855,SKIP,Jhonattan Vegas,SKIP,
Daniel Bennett,Joel Dahmen,Calm,Open,3.8894380247053855,SKIP,Daniel Bennett,SKIP,
Daniel Bennett,Joel Dahmen,Calm,Open,3.8894380247053855,SKIP,Daniel Bennett,SKIP,
Daniel Bennett,Joel Dahmen,Calm,Open,3.8894380247053855,SKIP,Joel Dahmen,SKIP,
Kurt Kitayama,Pierceson Coody,Calm,Open,-3.8894380247053855,SKIP,Pierceson Coody,SKIP,
Kurt Kitayama,Pierceson Coody,Calm,Open,-3.8894380247053855,SKIP,Kurt Kitayama,SKIP,
Kurt Kitayama,Pierceson Coody,Calm,Open,-3.8894380247053855,SKIP,Kurt Kitayama,SKIP,
Kurt Kitayama,Pierceson Coody,Calm,Open,-3.8894380247053855,SKIP,Pierceson Coody,SKIP,
Lee Hodges,Jacob Bridgeman,Calm,Positioning,3.888217784908578,SKIP,Jacob Bridgeman,SKIP,
Adrien Saddier,Jackson Suber,Moderate,Positioning,-3.8868726318192257,SKIP,Adrien Saddier,SKIP,
Bryson DeChambeau,Tyrrell Hatton,Moderate,Open,3.86169498467563,SKIP,Bryson DeChambeau,SKIP,
Bryson DeChambeau,Tyrrell Hatton,Moderate,Open,3.86169498467563,SKIP,Bryson DeChambeau,SKIP,
Xander Schauffele,Cameron Young,Calm,Open,-3.853127019355884,SKIP,Cameron Young,SKIP,
Xander Schauffele,Cameron Young,Calm,Open,-3.853127019355884,SKIP,Cameron Young,SKIP,
Xander Schauffele,Cameron Young,Calm,Open,-3.853127019355884,SKIP,Cameron Young,SKIP,
Michael Brennan,Mac Meissner,Calm,Positioning,3.834846576962641,SKIP,Mac Meissner,SKIP,
Alex Smalley,Bud Cauley,Calm,Positioning,-3.834846576962641,SKIP,Bud Cauley,SKIP,
Bud Cauley,Mackenzie Hughes,Moderate,Positioning,-3.796695931834985,SKIP,Mackenzie Hughes,SKIP,
Talor Gooch,Byeong-Hun An,Calm,Open,3.785747393168295,SKIP,Talor Gooch,SKIP,
Lucas Glover,Ryo Hisatsune,Calm,Open,-3.776606479857678,SKIP,Ryo Hisatsune,SKIP,
Lucas Glover,Ryo Hisatsune,Calm,Open,-3.776606479857678,SKIP,Push,PUSH,
Lucas Glover,Ryo Hisatsune,Calm,Open,-3.776606479857678,SKIP,Lucas Glover,SKIP,
Sami Valimaki,Sahith Theegala,Calm,Positioning,3.769417698443712,SKIP,Sahith Theegala,SKIP,
Justin Rose,Jason Day,Moderate,Survival,-3.7413666917827415,SKIP,Justin Rose,SKIP,
Justin Rose,Jason Day,Moderate,Survival,-3.7413666917827415,SKIP,Justin Rose,SKIP,
Cameron Young,Harris English,Calm,Positioning,3.741121492455437,SKIP,Harris English,SKIP,
Collin Morikawa,Xander Schauffele,Calm,Positioning,3.6919956851237297,SKIP,Collin Morikawa,SKIP,
Bryson DeChambeau,Tyrrell Hatton,Calm,Positioning,3.689265358435212,SKIP,Bryson DeChambeau,SKIP,
Bryson DeChambeau,Tyrrell Hatton,Calm,Positioning,3.689265358435212,SKIP,Bryson DeChambeau,SKIP,
J.T. Poston,Keith Mitchell,Calm,Open,3.6862597144999736,SKIP,Keith Mitchell,SKIP,
J.T. Poston,Keith Mitchell,Calm,Open,3.6862597144999736,SKIP,Keith Mitchell,SKIP,
J.T. Poston,Keith Mitchell,Calm,Open,3.6862597144999736,SKIP,Keith Mitchell,SKIP,
J.T. Poston,Keith Mitchell,Calm,Open,3.6862597144999736,SKIP,Keith Mitchell,SKIP,
Thorbjorn Olesen,Will Zalatoris,Calm,Open,-3.6862597144999736,SKIP,,SKIP,
Kristoffer Reitan,Michael Brennan,Calm,Open,-3.6862597144999736,SKIP,Kristoffer Reitan,SKIP,
Justin Rose,Jason Day,Calm,Positioning,3.6740385190350775,SKIP,Justin Rose,SKIP,
Justin Rose,Jason Day,Calm,Positioning,3.6740385190350775,SKIP,Justin Rose,SKIP,
Ryan Gerard,Garrick Higgo,Moderate,Open,3.671328399156489,SKIP,Ryan Gerard,SKIP,
David Micheluzzi,Kazuma Kobori,Calm,Closing,-3.66613387324394,SKIP,Kazuma Kobori,SKIP,
David Micheluzzi,Sampson-Yunhe Zheng,Calm,Closing,3.66613387324394,SKIP,Sampson-Yunhe Zheng,SKIP,
Rico Hoey,Daniel Berger,Calm,Positioning,3.663787438392644,SKIP,Push,PUSH,
Rico Hoey,Daniel Berger,Calm,Positioning,3.663787438392644,SKIP,Rico Hoey,SKIP,
Kieran Vincent,Jorge Campillo,Moderate,Open,3.6611214521026527,SKIP,Kieran Vincent,SKIP,
Tom Kim,Mackenzie Hughes,Calm,Survival,3.652268112867679,SKIP,Mackenzie Hughes,SKIP,
Daniel Berger,Alex Noren,Calm,Survival,3.65041315536976,SKIP,Daniel Berger,SKIP,
Daniel Berger,Alex Noren,Calm,Survival,3.65041315536976,SKIP,Alex Noren,SKIP,
Daniel Berger,Alex Noren,Calm,Survival,3.65041315536976,SKIP,Daniel Berger,SKIP,
Daniel Berger,Alex Noren,Calm,Survival,3.65041315536976,SKIP,Alex Noren,SKIP,
Daniel Berger,Alex Noren,Calm,Survival,3.65041315536976,SKIP,Daniel Berger,SKIP,
Daniel Berger,Alex Noren,Calm,Survival,3.65041315536976,SKIP,Alex Noren,SKIP,
Daniel Berger,Alex Noren,Calm,Survival,3.65041315536976,SKIP,Daniel Berger,SKIP,
Daniel Berger,Alex Noren,Calm,Survival,3.65041315536976,SKIP,Alex Noren,SKIP,
Patrick Reed,Alex Fitzpatrick,Tough,Survival,3.64853204315722,SKIP,Alex Fitzpatrick,SKIP,
Patrick Reed,Alex Fitzpatrick,Tough,Survival,3.64853204315722,SKIP,Patrick Reed,SKIP,
Tony Finau,Seamus Power,Moderate,Closing,3.6392792006979953,SKIP,Push,PUSH,
Talor Gooch,Peter Uihlein,Calm,Positioning,3.616668861220794,SKIP,Peter Uihlein,SKIP,
Hideki Matsuyama,Xander Schauffele,Moderate,Survival,-3.601488999569913,SKIP,Xander Schauffele,SKIP,
Xander Schauffele,Cameron Young,Moderate,Open,3.590943727472835,SKIP,Cameron Young,SKIP,
Xander Schauffele,Cameron Young,Moderate,Open,3.590943727472835,SKIP,Cameron Young,SKIP,
Xander Schauffele,Cameron Young,Moderate,Open,3.590943727472835,SKIP,Cameron Young,SKIP,
Pierceson Coody,Ryo Hisatsune,Moderate,Open,3.585105195614859,SKIP,Ryo Hisatsune,SKIP,
Pierceson Coody,Ryo Hisatsune,Moderate,Open,3.585105195614859,SKIP,Ryo Hisatsune,SKIP,
Adrian Meronk,Bubba Watson,Moderate,Positioning,3.57807585537786,SKIP,Bubba Watson,SKIP,
Brian Harman,Viktor Hovland,Calm,Positioning,-3.571061918858163,SKIP,Push,PUSH,
Brian Harman,Viktor Hovland,Calm,Positioning,-3.571061918858163,SKIP,Viktor Hovland,SKIP,
Thomas Detry,Abraham Ancer,Calm,Positioning,3.5575330019279194,SKIP,Thomas Detry,SKIP,
Grant Forrest,Junghwan Lee,Calm,Survival,-3.51885167677748,SKIP,Junghwan Lee,SKIP,
Grant Forrest,Junghwan Lee,Calm,Survival,-3.51885167677748,SKIP,Grant Forrest,SKIP,
Jesper Svensson,Luke Clanton,Calm,Survival,-3.51885167677748,SKIP,Luke Clanton,SKIP,
Collin Morikawa,Ludvig Aberg,Moderate,Open,3.503861452414585,SKIP,Collin Morikawa,SKIP,
Jake Knapp,Daniel Berger,Moderate,Open,3.4959452663219777,SKIP,Jake Knapp,SKIP,
Steven Fisk,Jake Knapp,Moderate,Open,-3.4959452663219777,SKIP,Steven Fisk,SKIP,
Ryan Gerard,Patrick Cantlay,Moderate,Survival,-3.4883939353560933,SKIP,Ryan Gerard,SKIP,
Rory McIlroy,Tommy Fleetwood,Moderate,Open,3.4872045227727875,SKIP,Tommy Fleetwood,SKIP,
Patrick Rodgers,Wyndham Clark,Calm,Closing,3.4381262851089964,SKIP,Wyndham Clark,SKIP,
Quentin Debove,Jason Scrivener,Calm,Closing,3.4355426646820724,SKIP,Push,PUSH,
Justin Rose,Viktor Hovland,Moderate,Positioning,3.4265486698823464,SKIP,Justin Rose,SKIP,
Taylor Moore,Doug Ghim,Calm,Survival,-3.4048342780191883,SKIP,Taylor Moore,SKIP,
Brooks Koepka,Harris English,Moderate,Survival,-3.400457358084478,SKIP,Brooks Koepka,SKIP,
Patrick Reed,Angel Ayora,Calm,Closing,3.3538182959114087,SKIP,Patrick Reed,SKIP,
Jacob Bridgeman,Corey Conners,Moderate,Open,-3.3477930337909,SKIP,Jacob Bridgeman,SKIP,
Seamus Power,Mackenzie Hughes,Calm,Open,-3.345106242236281,SKIP,Seamus Power,SKIP,
Brooks Koepka,Max McGreevy,Moderate,Positioning,-3.3385703235040927,SKIP,Brooks Koepka,SKIP,
Mark Hubbard,A.J. Ewart,Moderate,Positioning,3.3385703235040927,SKIP,A.J. Ewart,SKIP,
Alex Smalley,Eric Cole,Calm,Open,-3.318538851887352,SKIP,Push,PUSH,
Alex Smalley,Eric Cole,Calm,Open,-3.318538851887352,SKIP,Push,PUSH,
Caleb Surratt,Laurie Canter,Calm,Open,3.318538851887352,SKIP,Laurie Canter,SKIP,
Matt Fitzpatrick,Russell Henley,Moderate,Positioning,3.3113347476726327,SKIP,Matt Fitzpatrick,SKIP,
Matt Fitzpatrick,Russell Henley,Moderate,Positioning,3.3113347476726327,SKIP,Matt Fitzpatrick,SKIP,
Lee Hodges,Sudarshan Yellamaraju,Moderate,Positioning,-3.297675495651873,SKIP,Lee Hodges,SKIP,
Si Woo Kim,Maverick McNealy,Calm,Open,3.2855808759849827,SKIP,Si Woo Kim,SKIP,
Si Woo Kim,Maverick McNealy,Calm,Open,3.2855808759849827,SKIP,Si Woo Kim,SKIP,
Ben Griffin,Scottie Scheffler,Calm,Open,-3.2855808759849827,SKIP,Ben Griffin,SKIP,
Adrian Otaegui,Jorge Campillo,Calm,Survival,-3.265447117297912,SKIP,Jorge Campillo,SKIP,
Hideki Matsuyama,Viktor Hovland,Calm,Positioning,-3.250600650616242,SKIP,Viktor Hovland,SKIP,
Hideki Matsuyama,Viktor Hovland,Calm,Positioning,-3.250600650616242,SKIP,Viktor Hovland,SKIP,
Bud Cauley,Chris Gotterup,Calm,Positioning,-3.250600650616242,SKIP,Chris Gotterup,SKIP,
Kieron van Wyk,Joe Dean,Calm,Positioning,3.250600650616242,SKIP,Joe Dean,SKIP,
Kieron van Wyk,Joe Dean,Calm,Positioning,3.250600650616242,SKIP,Joe Dean,SKIP,
Herman Loubser,Keenan Davidse,Calm,Positioning,3.250600650616242,SKIP,Keenan Davidse,SKIP,
Herman Loubser,Keenan Davidse,Calm,Positioning,3.250600650616242,SKIP,Herman Loubser,SKIP,
Herman Loubser,Keenan Davidse,Calm,Positioning,3.250600650616242,SKIP,Herman Loubser,SKIP,
Billy Horschel,Corey Conners,Calm,Positioning,3.250600650616242,SKIP,Push,PUSH,
Hennie du Plessis,Nathan Kimsey,Calm,Positioning,3.250600650616242,SKIP,Hennie du Plessis,SKIP,
Hennie du Plessis,Nathan Kimsey,Calm,Positioning,3.250600650616242,SKIP,Hennie du Plessis,SKIP,
JC Ritchie,Kiradech Aphibarnrat,Calm,Positioning,-3.250600650616242,SKIP,JC Ritchie,SKIP,
JC Ritchie,Kiradech Aphibarnrat,Calm,Positioning,-3.250600650616242,SKIP,Push,PUSH,
Mark Hubbard,Matti Schmid,Moderate,Closing,3.245950118442873,SKIP,Matti Schmid,SKIP,
Graeme McDowell,Scott Vincent,Moderate,Positioning,-3.22792435292976,SKIP,Push,PUSH,
Joaquin Niemann,Tyrrell Hatton,Moderate,Positioning,-3.22792435292976,SKIP,Tyrrell Hatton,SKIP,
Joaquin Niemann,Tyrrell Hatton,Moderate,Positioning,-3.22792435292976,SKIP,Joaquin Niemann,SKIP,
Austin Eckroat,Daniel Brown,Moderate,Closing,-3.2274096315702194,SKIP,Push,PUSH,
Eugenio Chacarra,Taichi Kho,Calm,Open,3.2253127948624147,SKIP,Eugenio Chacarra,SKIP,
Nathan Kimsey,Ben Schmidt,Calm,Open,3.2253127948624147,SKIP,Nathan Kimsey,SKIP,
Nathan Kimsey,Ben Schmidt,Calm,Open,3.2253127948624147,SKIP,Nathan Kimsey,SKIP,
Ryan Gerard,Harry Hall,Moderate,Open,3.225194009119183,SKIP,Harry Hall,SKIP,
Peter Uihlein,Scott Vincent,Calm,Positioning,3.2137102788316576,SKIP,push,PUSH,
Cameron Smith,Laurie Canter,Calm,Positioning,3.2137102788316576,SKIP,Cameron Smith,SKIP,
Bryson DeChambeau,Joaquin Niemann,Calm,Open,3.211486569002916,SKIP,Bryson DeChambeau,SKIP,
Bryson DeChambeau,Joaquin Niemann,Calm,Open,3.211486569002916,SKIP,Bryson DeChambeau,SKIP,
Andy Sullivan,Sam Bairstow,Calm,Positioning,-3.141113781617239,SKIP,Sam Bairstow,SKIP,
Andy Sullivan,Sam Bairstow,Calm,Positioning,-3.141113781617239,SKIP,Andy Sullivan,SKIP,
Matt Fitzpatrick,Nick Taylor,Calm,Positioning,3.141113781617239,SKIP,Matt Fitzpatrick,SKIP,
J.T. Poston,Kevin Roy,Calm,Positioning,3.141113781617239,SKIP,Push,PUSH,
Daniel van Tonder,Rafa Cabrera Bello,Calm,Positioning,3.141113781617239,SKIP,Daniel van Tonder,SKIP,
Daniel van Tonder,Rafa Cabrera Bello,Calm,Positioning,3.141113781617239,SKIP,Push,PUSH,
Andrew Novak,Brian Harman,Calm,Positioning,3.141113781617239,SKIP,Andrew Novak,SKIP,
Zach Bauchou,John Parry,Calm,Positioning,3.141113781617239,SKIP,John Parry,SKIP,
Ludvig Aberg,Sahith Theegala,Calm,Positioning,-3.141113781617239,SKIP,Ludvig Aberg,SKIP,
Daniel Hillier,Richard Sterne,Calm,Positioning,3.141113781617239,SKIP,Daniel Hillier,SKIP,
Christiaan Bezuidenhout,Davis Thompson,Calm,Open,-3.13496602950471,SKIP,Christiaan Bezuidenhout,SKIP,
Andy Sullivan,Jacques Kruyswijk,Moderate,Open,3.13297747576683,SKIP,Jacques Kruyswijk,SKIP,
Ludvig Aberg,Michael Thorbjornsen,Moderate,Closing,-3.084922124339412,SKIP,Ludvig Aberg,SKIP,
Xander Schauffele,Collin Morikawa,Calm,Closing,-3.07968996916984,SKIP,Xander Schauffele,SKIP,
Aaron Rai,Davis Thompson,Moderate,Survival,3.0658069357989093,SKIP,Aaron Rai,SKIP,
Aaron Rai,Davis Thompson,Moderate,Survival,3.0658069357989093,SKIP,Aaron Rai,SKIP,
Nico Echavarria,Matt McCarty,Tough,Open,3.0585829317945934,SKIP,Nico Echavarria,SKIP,
Ryan Fox,Aaron Rai,Calm,Positioning,-2.998262889778328,SKIP,Aaron Rai,SKIP,
Talor Gooch,Branden Grace,Calm,Positioning,2.99553256308981,SKIP,Branden Grace,SKIP,
Talor Gooch,Branden Grace,Calm,Positioning,2.99553256308981,SKIP,Branden Grace,SKIP,
Matt Killeen,Adri Arnaus,Calm,Open,-2.992290978699293,SKIP,Adri Arnaus,SKIP,
Calum Hill,Joost Luiten,Calm,Survival,2.989001821404642,SKIP,Push,PUSH,
Alex Smalley,Michael Brennan,Calm,Survival,-2.9792242686289,SKIP,Alex Smalley,SKIP,
Adam Scott,Harry Hall,Moderate,Open,2.9787442285409718,SKIP,Adam Scott,SKIP,
Dan Bradbury,Casey Jarvis,Moderate,Survival,2.977152982711459,SKIP,Casey Jarvis,SKIP,
Jake Knapp,Matt Fitzpatrick,Calm,Open,2.975237871284277,SKIP,Jake Knapp,SKIP,
Jake Knapp,Matt Fitzpatrick,Calm,Open,2.975237871284277,SKIP,Jake Knapp,SKIP,
Chris Kirk,Sahith Theegala,Calm,Open,2.975237871284277,SKIP,Sahith Theegala,SKIP,
Chris Kirk,Sahith Theegala,Calm,Open,2.975237871284277,SKIP,Sahith Theegala,SKIP,
Chris Kirk,Sahith Theegala,Calm,Open,2.975237871284277,SKIP,Push,PUSH,
Bernd Wiesberger,Brandon Stone,Calm,Positioning,-2.942161355143873,SKIP,Brandon Stone,SKIP,
Sean Crocker,Tobias Jonson,Calm,Positioning,-2.942161355143873,SKIP,Tobias Jonsson,SKIP,
J.T. Poston,John Keefer,Calm,Positioning,-2.936396703796936,SKIP,John Keefer,SKIP,
Michael Kim,Corey Conners,Moderate,Open,-2.930860367754799,SKIP,Corey Conners,SKIP,
Min Woo Lee,Akshay Bhatia,Calm,Closing,2.9305693977181315,SKIP,Akshay Bhatia,SKIP,
Harry Hall,Ryo Hisatsune,Tough,Open,2.9249120184807818,SKIP,Push,PUSH,
Chris Kirk,Sami Valimaki,Moderate,Open,-2.9028946623838614,SKIP,Sami Valimaki,SKIP,
Max McGreevy,Rico Hoey,Calm,Survival,2.890907112301531,SKIP,Push,PUSH,
Kota Kaneko,Angel Ayora,Calm,Positioning,2.887965072555484,SKIP,Angel Ayora,SKIP,
Dean Burmester,Victor Perez,Calm,Positioning,2.887965072555484,SKIP,Dean Burmester,SKIP,
Nathan Kimsey,Dan Bradbury,Calm,Survival,-2.857440342812362,SKIP,Push,PUSH,
Dustin Johnson,Charles Howell III,Calm,Open,-2.854758857241704,SKIP,Dustin Johnson,SKIP,
Tyrrell Hatton,Cameron Smith,Calm,Open,-2.854758857241704,SKIP,Push,PUSH,
Carlos Ortiz,Tyrrell Hatton,Calm,Open,2.854758857241704,SKIP,Tyrrell Hatton,SKIP,
Tony Finau,Alex Noren,Moderate,Survival,2.854137326768249,SKIP,Alex Noren,SKIP,
Kevin Roy,Max Homa,Moderate,Positioning,-2.8476674068027776,SKIP,Push,PUSH,
Kevin Roy,Max Homa,Moderate,Positioning,-2.8476674068027776,SKIP,Max Homa,SKIP,
Shane Lowry,Keith Mitchell,Calm,Survival,2.8149175562835547,SKIP,Shane Lowry,SKIP,
Si Woo Kim,Jake Knapp,Moderate,Survival,2.791893600157884,SKIP,Push,PUSH,
Ricky Castillo,Jordan Smith,Calm,Survival,-2.788991373237554,SKIP,Ricky Castillo,SKIP,
Marcus Armitage,Jason Scrivener,Calm,Survival,2.7686211672833414,SKIP,Jason Scrivener,SKIP,
Marcus Armitage,Jason Scrivener,Calm,Survival,2.7686211672833414,SKIP,Marcus Armitage,SKIP,
Dean Burmester,David Puig,Moderate,Positioning,2.7476344025846973,SKIP,Dean Burmester,SKIP,
Branden Grace,Jose Luis Ballester,Moderate,Positioning,-2.7476344025846973,SKIP,Branden Grace,SKIP,
Pierceson Coody,Nicolai Hojgaard,Calm,Open,-2.713205190857032,SKIP,Pierceson Coody,SKIP,
Christiaan Bezuidenhout,Max McGreevy,Calm,Open,-2.713205190857032,SKIP,Max McGreevy,SKIP,
Todd Clements,Romain Langasque,Calm,Open,2.713205190857032,SKIP,Romain Langasque,SKIP,
