player_a,player_b,condition,round_type,gap,prediction,actual_winner,result,correct
Andrew Putnam,Lee Hodges,Moderate,Closing,1.1487894775993754,SKIP,Andrew Putnam,SKIP,
Cameron Young,Matt Fitzpatrick,Moderate,Closing,1.1458895748086335,SKIP,Push,PUSH,
Rickie Fowler,Shane Lowry,Moderate,Open,-1.140100374531313,SKIP,Push,PUSH,
Peter Uihlein,Paul Casey,Moderate,Open,1.1223505262277005,SKIP,Paul Casey,SKIP,
Lucas Herbert,Cameron Smith,Moderate,Open,-1.1223505262277005,SKIP,Cameron Smith,SKIP,
Victor Perez,Dustin Johnson,Moderate,Open,1.1223505262277005,SKIP,Victor Perez,SKIP,
Alex Smalley,Ryo Hisatsune,Moderate,Open,1.1223505262277005,SKIP,Alex Smalley,SKIP,
Alex Smalley,Ryo Hisatsune,Moderate,Open,1.1223505262277005,SKIP,Ryo Hisatsune,SKIP,
Scottie Scheffler,Si Woo Kim,Moderate,Open,-1.1223505262277005,SKIP,Scottie Scheffler,SKIP,
Collin Morikawa,Daniel Berger,Moderate,Open,-1.1223505262277005,SKIP,Collin Morikawa,SKIP,
Matti Schmid,Wyndham Clark,Moderate,Closing,1.1177542648078789,SKIP,Wyndham Clark,SKIP,
Beau Hossler,Keith Mitchell,Moderate,Closing,-1.1177542648078789,SKIP,Keith Mitchell,SKIP,
Patton Kizzire,A.J. Ewart,Moderate,Closing,-1.1177542648078789,SKIP,Patton Kizzire,SKIP,
Brooks Koepka,Ben Silverman,Moderate,Closing,-1.1177542648078789,SKIP,Brooks Koepka,SKIP,
Nico Echavarria,Rory McIlroy,Moderate,Closing,-1.1177542648078789,SKIP,Rory McIlroy,SKIP,
Brooks Koepka,Daniel Berger,Moderate,Closing,-1.1177542648078789,SKIP,Brooks Koepka,SKIP,
Angel Hidalgo,Francesco Molinari,Calm,Closing,-1.0976615358018766,SKIP,Francesco Molinari,SKIP,
Tom Hoge,Jacob Bridgeman,Moderate,Positioning,-1.0960048100912336,SKIP,Jacob Bridgeman,SKIP,
Thorbjorn Olesen,Daniel Berger,Moderate,Positioning,1.0960048100912336,SKIP,Thorbjorn Olesen,SKIP,
Tom Vaillant,Kazuma Kobori,Calm,Survival,-1.0882314902452546,SKIP,Push,PUSH,
Tom Vaillant,Kazuma Kobori,Calm,Survival,-1.0882314902452546,SKIP,Kazuma Kobori,SKIP,
Nico Echavarria,Ludvig Aberg,Calm,Open,1.0851790217461037,SKIP,Ludvig Aberg,SKIP,
Nico Echavarria,Ludvig Aberg,Calm,Open,1.0851790217461037,SKIP,Ludvig Aberg,SKIP,
Nico Echavarria,Ludvig Aberg,Calm,Open,1.0851790217461037,SKIP,Nico Echavarria,SKIP,
Dean Burmester,Hennie du Plessis,Calm,Open,1.0851790217461028,SKIP,Dean Burmester,SKIP,
Casey Jarvis,Dan Bradbury,Calm,Open,1.0851790217461028,SKIP,Casey Jarvis,SKIP,
Daniel Berger,Michael Thorbjornsen,Calm,Open,-1.0851790217461028,SKIP,Daniel Berger,SKIP,
Daniel Berger,Michael Thorbjornsen,Calm,Open,-1.0851790217461028,SKIP,Push,PUSH,
Michael Kim,Sam Stevens,Calm,Positioning,-1.0762737123462855,SKIP,Michael Kim,SKIP,
David Puig,Tyrrell Hatton,Calm,Open,1.065182008470252,SKIP,Tyrrell Hatton,SKIP,
Niklas Norgaard,Ewen Ferguson,Calm,Open,-1.0634012890006463,SKIP,Niklas Norgaard,SKIP,
Joakim Lagergren,Jacques Kruyswijk,Calm,Open,-1.0634012890006463,SKIP,Joakim Lagergren,SKIP,
J.T. Poston,Alex Noren,Moderate,Positioning,1.06328047504518,SKIP,Alex Noren,SKIP,
Harris English,Lucas Glover,Moderate,Open,1.0561428782906033,SKIP,Lucas Glover,SKIP,
Herman Loubser,Keenan Davidse,Moderate,Closing,1.0486019586005026,SKIP,Keenan Davidse,SKIP,
Herman Loubser,Keenan Davidse,Moderate,Closing,1.0486019586005026,SKIP,Herman Loubser,SKIP,
Herman Loubser,Keenan Davidse,Moderate,Closing,1.0486019586005026,SKIP,Herman Loubser,SKIP,
Zach Bauchou,Stephan Jaeger,Moderate,Closing,-1.0486019586005026,SKIP,Zach Bauchuz,SKIP,
Seamus Power,Adrien Saddier,Moderate,Closing,1.0486019586005026,SKIP,Seamus Power,SKIP,
Herman Loubser,Keenan Davidse,Moderate,Closing,1.0486019586005026,SKIP,Keenan Davidse,SKIP,
Herman Loubser,Keenan Davidse,Moderate,Closing,1.0486019586005026,SKIP,Herman Loubser,SKIP,
Herman Loubser,Keenan Davidse,Moderate,Closing,1.0486019586005026,SKIP,Herman Loubser,SKIP,
Romain Langasque,JC Ritchie,Moderate,Closing,1.0486019586005026,SKIP,Romain Langasque,SKIP,
Harry Hall,Kurt Kitayama,Calm,Positioning,1.041840053792219,SKIP,Harry Hall,SKIP,
Rory McIlroy,Ryan Fox,Calm,Positioning,-1.041840053792219,SKIP,Rory McIlroy,SKIP,
Rory McIlroy,Ryan Fox,Calm,Positioning,-1.041840053792219,SKIP,Ryan Fox,SKIP,
Jayden Schaper,Thriston Lawrence,Moderate,Survival,1.0354790454029303,SKIP,Push,PUSH,
Jayden Schaper,Thriston Lawrence,Moderate,Survival,1.0354790454029303,SKIP,Thriston Lawrence,SKIP,
Caleb Surratt,Richard T. Lee,Calm,Open,1.0022026990759445,SKIP,Push,PUSH,
Taylor Moore,Andrew Putnam,Calm,Open,0.9948322563883992,SKIP,Taylor Moore,SKIP,
Taylor Moore,Andrew Putnam,Calm,Open,0.9948322563883992,SKIP,Andrew Putnam,SKIP,
Taylor Moore,Andrew Putnam,Calm,Open,0.9948322563883992,SKIP,Taylor Moore,SKIP,
Ryan Fox,Billy Horschel,Calm,Open,0.9948322563883992,SKIP,Ryan Fox,SKIP,
Ryan Fox,Billy Horschel,Calm,Open,0.9948322563883992,SKIP,Billy Horschel,SKIP,
Ryan Fox,Billy Horschel,Calm,Open,0.9948322563883992,SKIP,Ryan Fox,SKIP,
Tom Kim,Tony Finau,Calm,Positioning,-0.9887953960390043,SKIP,Tom Kim,SKIP,
Doug Ghim,Adam Hadwin,Calm,Survival,-0.9818044315242958,SKIP,Doug Ghim,SKIP,
Bryson DeChambeau,Joaquin Niemann,Calm,Open,-0.9748352431125475,SKIP,Bryson DeChambeau,SKIP,
Bryson DeChambeau,Joaquin Niemann,Calm,Open,-0.9748352431125475,SKIP,Bryson DeChambeau,SKIP,
Tom McKibbin,Abraham Ancer,Calm,Open,0.9748352431125475,SKIP,Push,PUSH,
Jon Rahm,Bryson DeChambeau,Calm,Open,0.9748352431125475,SKIP,Bryson DeChambeau,SKIP,
Jon Rahm,Bryson DeChambeau,Calm,Open,0.9748352431125475,SKIP,Push,PUSH,
Jon Rahm,Bryson DeChambeau,Calm,Open,0.9748352431125475,SKIP,Bryson DeChambeau,SKIP,
Sergio Garcia,Abraham Ancer,Calm,Open,0.9748352431125475,SKIP,Abraham Ancer,SKIP,
Ewen Ferguson,Matthew Jordan,Calm,Open,0.9730545236429418,SKIP,Push,PUSH,
John Keefer,Haotong Li,Calm,Open,-0.9730545236429418,SKIP,Haotong Li,SKIP,
Brandon Robinson Thompson,Adrian Otaegui,Calm,Closing,-0.970873786407767,SKIP,Adrian Otaegui,SKIP,
Marc Leishman,Elvis Smylie,Calm,Open,0.9702522090828783,SKIP,Marc Leishman,SKIP,
Aaron Rai,Shane Lowry,Calm,Survival,-0.9670221343521056,SKIP,Shane Lowry,SKIP,
Aaron Rai,Shane Lowry,Calm,Survival,-0.9670221343521056,SKIP,Shane Lowry,SKIP,
Freddy Schott,Jason Scrivener,Moderate,Survival,-0.9470672828875782,SKIP,Freddy Schott,SKIP,
Jayden Schaper,Hennie du Plessis,Moderate,Open,-0.9469673933931908,SKIP,Jayden Schaper,SKIP,
Jayden Schaper,Hennie du Plessis,Moderate,Open,-0.9469673933931908,SKIP,Jayden Schaper,SKIP,
Johannes Veerman,Dylan Frittelli,Moderate,Survival,-0.9401054304879412,SKIP,Johannes Veerman,SKIP,
Johannes Veerman,Dylan Frittelli,Moderate,Survival,-0.9401054304879412,SKIP,Johannes Veerman,SKIP,
Nicolai Hojgaard,Austin Smotherman,Calm,Open,0.9326258109574804,SKIP,,SKIP,
Nicolai Hojgaard,Austin Smotherman,Calm,Open,0.9326258109574804,SKIP,Nicolai Hojgaard,SKIP,
Nicolai Hojgaard,Austin Smotherman,Calm,Open,0.9326258109574804,SKIP,Nicolai Hojgaard,SKIP,
Taylor Pendrith,Christiaan Bezuidenhout,Moderate,Survival,-0.9171086748399048,SKIP,Taylor Pendrith,SKIP,
Dean Burmester,Jose Luis Ballester,Calm,Open,0.895020980649802,SKIP,Push,PUSH,
Dean Burmester,Jose Luis Ballester,Calm,Open,0.895020980649802,SKIP,Push,PUSH,
Romain Langasque,Junghwan Lee,Calm,Positioning,0.8926852218187682,SKIP,Junghwan Lee,SKIP,
Cameron Adam,Jason Scrivener,Calm,Positioning,0.8926852218187682,SKIP,Jason Scrivener,SKIP,
Wyndham Clark,Kurt Kitayama,Calm,Positioning,-0.8926852218187682,SKIP,Kurt Kitayama,SKIP,
Si Woo Kim,Hideki Matsuyama,Calm,Positioning,-0.8926852218187682,SKIP,Hideki Matsuyama,SKIP,
Si Woo Kim,Hideki Matsuyama,Calm,Positioning,-0.8926852218187682,SKIP,Push,PUSH,
Keith Mitchell,Tommy Fleetwood,Moderate,Closing,0.8875739644970411,SKIP,Tommy Fleetwood,SKIP,
Collin Morikawa,Rickie Fowler,Calm,Open,-0.8778891480716062,SKIP,Rickie Fowler,SKIP,
Collin Morikawa,Rickie Fowler,Calm,Open,-0.8778891480716062,SKIP,Collin Morikawa,SKIP,
MJ Viljoen,Calum Hill,Tough,Positioning,0.872830872830872,SKIP,Calum Hill,SKIP,
Angel Ayora,Casey Jarvis,Moderate,Open,-0.8633557875177935,SKIP,Angel Ayora,SKIP,
Doug Ghim,Garrick Higgo,Calm,Open,-0.860480799672878,SKIP,Garrick Higgo,SKIP,
Calum Hill,Frederic Lacroix,Calm,Open,-0.860480799672878,SKIP,Frederic Lacroix,SKIP,
Keith Mitchell,Sam Stevens,Moderate,Open,-0.8253563252974099,SKIP,Sam Stevens,SKIP,
Kazuma Kobori,Paul Waring,Calm,Positioning,0.82530400288951,SKIP,Kazuma Kobori,SKIP,
Branden Grace,Alejandro Del Rey,Tough,Positioning,-0.8244545915778776,SKIP,Branden Grace,SKIP,
Scott Vincent,Brendan Steele,Calm,Positioning,0.798960137311564,SKIP,push,PUSH,
Niklas Norgaard,Mikael Lindberg,Calm,Closing,-0.7973488038193377,SKIP,Niklas Norgaard,SKIP,
Ben Griffin,Sepp Straka,Calm,Closing,0.7973488038193377,SKIP,Ben Griffin,SKIP,
Matt McCarty,Sam Stevens,Calm,Open,-0.7875423827139016,SKIP,Sam Stevens,SKIP,
Manuel Elvira,Ben Schmidt,Calm,Survival,0.7854910395944135,SKIP,Manuel Elvira,SKIP,
Maximilian Steinlechner,Hugo Townsend,Tough,Survival,-0.7816051664436103,SKIP,Maximilian Steinlechner,SKIP,
Maverick McNealy,Austin Smotherman,Calm,Positioning,-0.7711548086653836,SKIP,Austin Smotherman,SKIP,
Patrick Reed,Alex Fitzpatrick,Moderate,Open,-0.7554512466961949,SKIP,Alex Fitzpatrick,SKIP,
Patrick Reed,Alex Fitzpatrick,Moderate,Open,-0.7554512466961949,SKIP,Patrick Reed,SKIP,
Nicolai Hojgaard,Chris Kirk,Moderate,Closing,0.752603768911019,SKIP,Push,PUSH,
Nicolai Hojgaard,Chris Kirk,Moderate,Closing,0.752603768911019,SKIP,Push,PUSH,
Pierceson Coody,Akshay Bhatia,Calm,Positioning,0.7512074318077535,SKIP,Akshay Bhatia,SKIP,
Davis Thompson,Kristoffer Reitan,Calm,Positioning,-0.747104003291339,SKIP,Kristoffer Reitan,SKIP,
Brooks Koepka,J.J. Spaun,Calm,Open,0.7463400059161494,SKIP,Brooks Koepka,SKIP,
Daniel Berger,Ricky Castillo,Moderate,Survival,-0.6965003351982091,SKIP,Push,PUSH,
Jacob Bridgeman,Ben Griffin,Moderate,Survival,0.6965003351982091,SKIP,Jacob Bridgeman,SKIP,
Pierceson Coody,Max McGreevy,Moderate,Positioning,0.6952546302541416,SKIP,Max McGreevy,SKIP,
William Mouw,Hank Lebioda,Moderate,Positioning,0.6940938099744853,SKIP,William Mouw,SKIP,
Andrew Novak,Harris English,Calm,Positioning,0.6937327953454018,SKIP,Harris English,SKIP,
Brandon Stone,Romain Langasque,Tough,Positioning,-0.680283244874885,SKIP,Romain Langasque,SKIP,
Brandon Stone,Romain Langasque,Tough,Positioning,-0.680283244874885,SKIP,Romain Langasque,SKIP,
Brandon Stone,Romain Langasque,Tough,Positioning,-0.680283244874885,SKIP,Romain Langasque,SKIP,
Hideki Matsuyama,Viktor Hovland,Calm,Open,-0.6722456989340824,SKIP,Viktor Hovland,SKIP,
Hideki Matsuyama,Viktor Hovland,Calm,Open,-0.6722456989340824,SKIP,Viktor Hovland,SKIP,
Daniel Berger,Rasmus Hojgaard,Calm,Positioning,0.6682548753028341,SKIP,Rasmus Hojgaard,SKIP,
Joost Luiten,Joel Girrbach,Calm,Survival,0.661411333965118,SKIP,Joost Luiten,SKIP,
Joost Luiten,Joel Girrbach,Calm,Survival,0.661411333965118,SKIP,Joost Luiten,SKIP,
Brian Campbell,Patrick Rodgers,Calm,Survival,0.661411333965118,SKIP,Brian Campbell,SKIP,
Brian Campbell,Patrick Rodgers,Calm,Survival,0.661411333965118,SKIP,Patrick Rodgers,SKIP,
Brian Campbell,Patrick Rodgers,Calm,Survival,0.661411333965118,SKIP,Patrick Rodgers,SKIP,
Tobias Jonsson,Nathan Kimsey,Calm,Survival,-0.661411333965118,SKIP,Tobias Jonsson,SKIP,
Tobias Jonsson,Nathan Kimsey,Calm,Survival,-0.661411333965118,SKIP,Nathan Kimsey,SKIP,
Brian Campbell,Patrick Rodgers,Calm,Survival,0.661411333965118,SKIP,Brian Campbell,SKIP,
Brian Campbell,Patrick Rodgers,Calm,Survival,0.661411333965118,SKIP,Patrick Rodgers,SKIP,
Brian Campbell,Patrick Rodgers,Calm,Survival,0.661411333965118,SKIP,Patrick Rodgers,SKIP,
Ashun Wu,Francesco Molinari,Calm,Open,-0.6559932405584448,SKIP,Ashun Wu,SKIP,
Ashun Wu,Francesco Molinari,Calm,Open,-0.6559932405584448,SKIP,Francesco Molinari,SKIP,
Jack Senior,Felix Mory,Calm,Open,0.6559932405584448,SKIP,Jack Senior,SKIP,
Joel Dahmen,Ricky Castillo,Moderate,Closing,-0.6472057646121394,SKIP,Push,PUSH,
Sahith Theegala,Christopher Gotterup,Calm,Positioning,-0.6435952484168439,SKIP,Christopher Gotterup,SKIP,
Mikael Lindberg,Martin Couvra,Calm,Open,-0.641640450352968,SKIP,Martin Couvra,SKIP,
Darius van Driel,Freddy Schott,Calm,Open,-0.641640450352968,SKIP,Darius van Driel,SKIP,
Darius van Driel,Freddy Schott,Calm,Open,-0.641640450352968,SKIP,Darius van Driel,SKIP,
Aaron Rai,Matt McCarty,Moderate,Open,0.6317511657268553,SKIP,Matt McCarty,SKIP,
Pierceson Coody,Ryo Hisatsune,Calm,Positioning,-0.6211362981309836,SKIP,Ryo Hisatsune,SKIP,
Pierceson Coody,Ryo Hisatsune,Calm,Positioning,-0.6211362981309836,SKIP,Ryo Hisatsune,SKIP,
Jason Kokrak,Charl Schwartzel,Calm,Positioning,-0.6211362981309836,SKIP,Jason Kokrak,SKIP,
Tommy Fleetwood,Rory McIlroy,Tough,Open,-0.6193568856507214,SKIP,Rory McIlroy,SKIP,
Tony Finau,Robert MacIntyre,Calm,Positioning,0.6104824639330577,SKIP,Robert MacIntyre,SKIP,
Patrick Cantlay,Chris Gotterup,Tough,Open,0.5988182953976819,SKIP,Chris Gotterup,SKIP,
Mac Meissner,Michael Kim,Calm,Closing,-0.5879625166623994,SKIP,Push,PUSH,
Frederic Lacroix,Nathan Kimsey,Calm,Closing,0.5879625166623994,SKIP,Frederic Lacroix,SKIP,
Joakim Lagergren,David Micheluzzi,Calm,Closing,0.5871129226880041,SKIP,David Micheluzzi,SKIP,
Brooks Koepka,Thorbjorn Olesen,Moderate,Positioning,0.578881263079569,SKIP,Thorbjorn Olesen,SKIP,
Kevin Roy,Billy Horschel,Moderate,Positioning,0.578881263079569,SKIP,Push,PUSH,
Haotong Li,Thorbjorn Olesen,Calm,Survival,0.5726568524776283,SKIP,Thorbjorn Olesen,SKIP,
Nicolai Hojgaard,John Keefer,Calm,Survival,0.5726568524776283,SKIP,Nicolai Hojgaard,SKIP,
Brian Harman,Rickie Fowler,Moderate,Open,-0.572191450683365,SKIP,Brian Harman,SKIP,
Hideki Matsuyama,Chris Gotterup,Moderate,Positioning,-0.5687715789052255,SKIP,Hideki Matsuyama,SKIP,
Hideki Matsuyama,Sam Stevens,Calm,Positioning,0.5627229506307173,SKIP,Sam Stevens,SKIP,
Elvis Smylie,Branden Grace,Calm,Open,-0.5512936849952634,SKIP,Branden Grace,SKIP,
Bud Cauley,Michael Kim,Calm,Open,-0.5512936849952634,SKIP,Bud Cauley,SKIP,
Nicolai Hojgaard,Sahith Theegala,Calm,Open,0.5512936849952634,SKIP,Nicolai Hojgaard,SKIP,
Matt McCarty,Max Greyserman,Calm,Open,-0.5512936849952634,SKIP,Max Greyserman,SKIP,
Matt McCarty,Max Greyserman,Calm,Open,-0.5512936849952634,SKIP,Matt McCarty,SKIP,
Matt McCarty,Max Greyserman,Calm,Open,-0.5512936849952634,SKIP,Matt McCarty,SKIP,
Jacob Olesen,Jacques Kruyswijk,Calm,Open,-0.5512936849952634,SKIP,Push,PUSH,
Jacob Olesen,Jacques Kruyswijk,Calm,Open,-0.5512936849952634,SKIP,Jacques Kruyswijk,SKIP,
Sebastian Munoz,Joaquin Niemann,Calm,Open,-0.5512936849952634,SKIP,Joaquin Niemann,SKIP,
Sebastian Munoz,Joaquin Niemann,Calm,Open,-0.5512936849952634,SKIP,Joaquin Niemann,SKIP,
Aldrich Potgieter,Adam Scott,Calm,Open,-0.5512936849952634,SKIP,Adam Scott,SKIP,
Aldrich Potgieter,Adam Scott,Calm,Open,-0.5512936849952634,SKIP,Adam Scott,SKIP,
Aldrich Potgieter,Adam Scott,Calm,Open,-0.5512936849952634,SKIP,Adam Scott,SKIP,
Jorge Campillo,Adrian Otaegui,Calm,Open,-0.5345881674685318,SKIP,Jorge Campillo,SKIP,
Chris Gotterup,Harris English,Calm,Open,0.5338853367508403,SKIP,Chris Gotterup,SKIP,
Andrew Novak,Robert MacIntyre,Calm,Open,0.5338853367508403,SKIP,Robert MacIntyre,SKIP,
Andrew Novak,Robert MacIntyre,Calm,Open,0.5338853367508403,SKIP,Robert MacIntyre,SKIP,
Andrew Novak,Robert MacIntyre,Calm,Open,0.5338853367508403,SKIP,Andrew Novak,SKIP,
Mac Meissner,Matt Wallace,Calm,Survival,0.5304641238273948,SKIP,Matt Wallace,SKIP,
Jorge Campillo,Francesco Laporta,Calm,Survival,0.5304641238273948,SKIP,Francesco Laporta,SKIP,
Jorge Campillo,Francesco Laporta,Calm,Survival,0.5304641238273948,SKIP,Francesco Laporta,SKIP,
Ashun Wu,Francesco Molinari,Calm,Survival,0.5304641238273948,SKIP,Ashun Wu,SKIP,
Ashun Wu,Francesco Molinari,Calm,Survival,0.5304641238273948,SKIP,Francesco Molinari,SKIP,
Sean Crocker,Francesco Molinari,Calm,Survival,0.5304641238273948,SKIP,Sean Crocker,SKIP,
Kiradech Aphibarnrat,Rikuya Hoshino,Tough,Positioning,-0.5263243005933598,SKIP,push,PUSH,
Jon Rahm,Bryson DeChambeau,Calm,Open,0.5176328783752027,SKIP,Bryson DeChambeau,SKIP,
Jon Rahm,Bryson DeChambeau,Calm,Open,0.5176328783752027,SKIP,Push,PUSH,
Jon Rahm,Bryson DeChambeau,Calm,Open,0.5176328783752027,SKIP,Bryson DeChambeau,SKIP,
J.T. Poston,Keith Mitchell,Calm,Open,0.5176328783752027,SKIP,Keith Mitchell,SKIP,
J.T. Poston,Keith Mitchell,Calm,Open,0.5176328783752027,SKIP,Keith Mitchell,SKIP,
J.T. Poston,Keith Mitchell,Calm,Open,0.5176328783752027,SKIP,Keith Mitchell,SKIP,
J.T. Poston,Keith Mitchell,Calm,Open,0.5176328783752027,SKIP,Keith Mitchell,SKIP,
Rasmus Neergaard-Petersen,Thorbjorn Olesen,Calm,Open,0.5121076040053829,SKIP,Rasmus Neergaard-Petersen,SKIP,
Patrick Fishburn,Zach Bauchou,Moderate,Positioning,0.5091301203574559,SKIP,Zach Bauchou,SKIP,
Rickie Fowler,Sam Stevens,Calm,Closing,0.5057981504685878,SKIP,Rickie Fowler,SKIP,
Hennie du Plessis,Dylan Frittelli,Calm,Closing,0.5036545274648112,SKIP,Hennie du Plessis,SKIP,
Elvis Smylie,Marc Leishman,Moderate,Positioning,-0.4841605745799651,SKIP,Elvis Smylie,SKIP,
Cameron Smith,Marc Leishman,Calm,Positioning,-0.4782854062920723,SKIP,Cameron Smith,SKIP,
Taylor Pendrith,Sam Stevens,Calm,Positioning,-0.4782854062920723,SKIP,Push,PUSH,
Daniel Rodrigues,Matthew Jordan,Calm,Positioning,-0.4755550796035543,SKIP,Daniel Rodrigues,SKIP,
Frederic Lacroix,Jacques Kruyswijk,Calm,Positioning,0.4755550796035543,SKIP,Frederic Lacroix,SKIP,
Jordan Spieth,Matt McCarty,Tough,Open,-0.4740761942803213,SKIP,Push,PUSH,
Alex Noren,Ryo Hisatsune,Tough,Open,-0.4740761942803213,SKIP,Alex Noren,SKIP,
Ben Griffin,Tommy Fleetwood,Calm,Open,0.4712527605675554,SKIP,Ben Griffin,SKIP,
Ben Griffin,Tommy Fleetwood,Calm,Open,0.4712527605675554,SKIP,Tommy Fleetwood,SKIP,
Ben Griffin,Tommy Fleetwood,Calm,Open,0.4712527605675554,SKIP,Ben Griffin,SKIP,
Dan Bradbury,Joost Luiten,Calm,Open,0.4609469196375588,SKIP,Joost Luiten,SKIP,
Dan Bradbury,Joost Luiten,Calm,Open,0.4609469196375588,SKIP,Dan Bradbury,SKIP,
Guido Migliozzi,Freddy Schott,Calm,Open,0.4609469196375588,SKIP,Freddy Schott,SKIP,
Freddy Schott,Guido Migliozzi,Calm,Open,-0.4609469196375588,SKIP,Freddy Schott,SKIP,
Freddy Schott,Guido Migliozzi,Calm,Open,-0.4609469196375588,SKIP,Guido Migliozzi,SKIP,
Marcus Armitage,Jason Scrivener,Calm,Open,0.4609469196375588,SKIP,Jason Scrivener,SKIP,
Marcus Armitage,Jason Scrivener,Calm,Open,0.4609469196375588,SKIP,Marcus Armitage,SKIP,
Angel Ayora,Oliver Lindell,Calm,Open,0.4609469196375588,SKIP,Oliver Lindell,SKIP,
Adrien Dumont De Chassart,Jordan Smith,Calm,Survival,0.4535728962646228,SKIP,Push,PUSH,
Jayden Schaper,Adri Arnaus,Calm,Positioning,0.4529469274367472,SKIP,push,PUSH,
Harry Hall,Keegan Bradley,Moderate,Open,0.4461343900373062,SKIP,Harry Hall,SKIP,
J.T. Poston,Sahith Theegala,Moderate,Open,-0.4461343900373062,SKIP,Sahith Theegala,SKIP,
Si Woo Kim,Bud Cauley,Calm,Open,-0.4435385713931357,SKIP,Bud Cauley,SKIP,
Si Woo Kim,Bud Cauley,Calm,Open,-0.4435385713931357,SKIP,Bud Cauley,SKIP,
Si Woo Kim,Bud Cauley,Calm,Open,-0.4435385713931357,SKIP,Push,PUSH,
Corey Conners,Michael Thorbjornsen,Calm,Open,-0.4435385713931357,SKIP,Michael Thorbjornsen,SKIP,
Daniel Berger,Thorbjorn Olesen,Calm,Survival,0.4293440236217556,SKIP,Thorbjorn Olesen,SKIP,
JC Ritchie,Rafa Cabrera Bello,Moderate,Open,0.4249493421752035,SKIP,Rafa Cabrera Bello,SKIP,
Emiliano Grillo,Michael Kim,Moderate,Open,-0.416932666036101,SKIP,Michael Kim,SKIP,
Justin Thomas,Corey Conners,Moderate,Closing,-0.3961857086883564,SKIP,Corey Conners,SKIP,
Sahith Theegala,Austin Smotherman,Moderate,Closing,0.3961857086883564,SKIP,Sahith Theegala,SKIP,
Matt Wallace,Michael Brennan,Moderate,Closing,0.3961857086883564,SKIP,Matt Wallace,SKIP,
Rico Hoey,Daniel Berger,Moderate,Closing,-0.3950806281677712,SKIP,Push,PUSH,
Rico Hoey,Daniel Berger,Moderate,Closing,-0.3950806281677712,SKIP,Rico Hoey,SKIP,
Manuel Elvira,Ricardo Gouveia,Calm,Open,-0.366553205004374,SKIP,Ricardo Gouveia,SKIP,
Manuel Elvira,Ricardo Gouveia,Calm,Open,-0.366553205004374,SKIP,Ricardo Gouveia,SKIP,
Wenyi Ding,Yanhan Zhou,Calm,Open,-0.366553205004374,SKIP,Wenyi Ding,SKIP,
Wenyi Ding,Yanhan Zhou,Calm,Open,-0.366553205004374,SKIP,Yanhan Zhou,SKIP,
Daniel Berger,Kurt Kitayama,Calm,Open,-0.366553205004374,SKIP,Daniel Berger,SKIP,
Davis Thompson,Kurt Kitayama,Calm,Open,-0.366553205004374,SKIP,Push,PUSH,
Taylor Moore,Alex Noren,Moderate,Closing,-0.3651504958968599,SKIP,Alex Noren,SKIP,
Rickie Fowler,Min Woo Lee,Calm,Open,0.3265954630763428,SKIP,Min Woo Lee,SKIP,
Patrick Cantlay,Michael Brennan,Calm,Positioning,0.3264393823664284,SKIP,Patrick Cantlay,SKIP,
Francesco Laporta,Frederic Lacroix,Calm,Positioning,0.3131362651269087,SKIP,,SKIP,
Francesco Laporta,Frederic Lacroix,Calm,Positioning,0.3131362651269087,SKIP,Frederic Lacroix,SKIP,
Sergio Garcia,Peter Uihlein,Calm,Open,0.3103430047007052,SKIP,Push,PUSH,
Daniel van Tonder,Nacho Elvira,Calm,Positioning,-0.307365708909318,SKIP,Nacho Elvira,SKIP,
Akshay Bhatia,Robert MacIntyre,Moderate,Survival,-0.3058488219000972,SKIP,Akshay Bhatia,SKIP,
Jacob Bridgeman,Keith Mitchell,Calm,Closing,-0.29155065335075,SKIP,Push,PUSH,
Michael Thorbjornsen,Maverick McNealy,Calm,Closing,0.29155065335075,SKIP,Maverick McNealy,SKIP,
Abraham Ancer,Laurie Canter,Calm,Positioning,0.2773135750347215,SKIP,Abraham Ancer,SKIP,
Matt McCarty,Garrick Higgo,Calm,Open,-0.2762064396466694,SKIP,Garrick Higgo,SKIP,
Scottie Scheffler,Russell Henley,Calm,Open,0.2750872453485939,SKIP,Push,PUSH,
Scottie Scheffler,Russell Henley,Calm,Open,0.2750872453485939,SKIP,Scottie Scheffler,SKIP,
Scottie Scheffler,Russell Henley,Calm,Open,0.2750872453485939,SKIP,Russell Henley,SKIP,
Jordan Spieth,Sam Stevens,Calm,Open,0.2750872453485939,SKIP,Jordan Spieth,SKIP,
Jordan Spieth,Sam Stevens,Calm,Open,0.2750872453485939,SKIP,,SKIP,
Jordan Spieth,Sam Stevens,Calm,Open,0.2750872453485939,SKIP,Jordan Spieth,SKIP,
Frederic Lacroix,Martin Couvra,Calm,Open,-0.2750872453485939,SKIP,Martin Couvra,SKIP,
Frederic Lacroix,Martin Couvra,Calm,Open,-0.2750872453485939,SKIP,Martin Couvra,SKIP,
Jordan Spieth,Nick Taylor,Moderate,Open,0.2707512572027948,SKIP,Jordan Spieth,SKIP,
Jordan Spieth,Nick Taylor,Moderate,Open,0.2707512572027948,SKIP,Push,PUSH,
Darius van Driel,David Ravetto,Tough,Survival,-0.2664002664002671,SKIP,David Ravetto,SKIP,
Thomas Detry,Thomas Pieters,Calm,Open,0.2533805302968339,SKIP,Push,PUSH,
