player_a,player_b,score_a,score_b,prediction,actual_winner,correct
Sean Crocker,Francesco Molinari,-1.835,-1.5350000000000001,Francesco Molinari,Sean Crocker,False
Nathan Kimsey,Dan Bradbury,-1.835,-0.10999999999999999,Dan Bradbury,Push,
Thriston Lawrence,Martin Couvra,-0.77,-1.835,Thriston Lawrence,Thriston Lawrence,True
Wenyi Ding,Eugenio Chacarra,-2.5949999999999998,-0.10999999999999999,Eugenio Chacarra,Wenyi Ding,False
Calum Hill,Joost Luiten,-2.5949999999999998,-1.835,Joost Luiten,Push,
Abraham Ancer,Laurie Canter,-2.68,-0.605,Laurie Canter,Abraham Ancer,False
Yosuke Asaji,John Catlin,-0.605,-0.605,John Catlin,Yosuke Asaji,False
Dean Burmester,Victor Perez,1.695,-0.04499999999999993,Dean Burmester,Dean Burmester,True
Ben Campbell,Anthony Kim,-0.04499999999999993,-1.5299999999999998,Ben Campbell,Anthony Kim,False
Bryson DeChambeau,Tyrrell Hatton,0.14500000000000002,-0.605,Bryson DeChambeau,Bryson DeChambeau,True
Talor Gooch,Peter Uihlein,3.385,-0.04499999999999993,Talor Gooch,Peter Uihlein,False
Branden Grace,Lucas Herbert,0.29000000000000004,3.67,Lucas Herbert,Lucas Herbert,True
Charles Howell III,Jason Kokrak,-1.5299999999999998,-0.04499999999999993,Jason Kokrak,Jason Kokrak,True
Dustin Johnson,Miguel Tabuena,-0.605,1.695,Miguel Tabuena,Dustin Johnson,False
Sebastian Munoz,Thomas Detry,0.29000000000000004,0.29000000000000004,Thomas Detry,Thomas Detry,True
Jon Rahm,Joaquin Niemann,0.14500000000000002,-1.5299999999999998,Jon Rahm,Jon Rahm,True
Cameron Smith,Marc Leishman,-0.04499999999999993,-1.2550000000000001,Cameron Smith,Cameron Smith,True
Elvis Smylie,Thomas Pieters,1.695,1.695,Thomas Pieters,Thomas Pieters,True
Scott Vincent,Brendan Steele,-0.605,-0.48000000000000004,Brendan Steele,push,
Jon Rahm,Bryson DeChambeau,0.14500000000000002,0.14500000000000002,Bryson DeChambeau,Bryson DeChambeau,True
Ben Campbell,Anthony Kim,-0.04499999999999993,-1.5299999999999998,Ben Campbell,Anthony Kim,False
Talor Gooch,Branden Grace,3.385,0.29000000000000004,Talor Gooch,Branden Grace,False
Lucas Herbert,Sebastian Munoz,3.67,0.29000000000000004,Lucas Herbert,Lucas Herbert,True
Peter Uihlein,Scott Vincent,-0.04499999999999993,-0.605,Peter Uihlein,push,
Joaquin Niemann,Tyrrell Hatton,-1.5299999999999998,-0.605,Tyrrell Hatton,Tyrrell Hatton,True
Thomas Detry,Abraham Ancer,0.29000000000000004,-2.68,Thomas Detry,Thomas Detry,True
Marc Leishman,Brendan Steele,-1.2550000000000001,-0.48000000000000004,Brendan Steele,Brendan Steele,True
Cameron Smith,Laurie Canter,-0.04499999999999993,-0.605,Cameron Smith,Cameron Smith,True
Charles Howell III,John Catlin,-1.5299999999999998,-0.605,John Catlin,Charles Howell III,False
Jason Kokrak,Charl Schwartzel,-0.04499999999999993,0.29000000000000004,Charl Schwartzel,Jason Kokrak,False
Dustin Johnson,Dean Burmester,-0.605,1.695,Dean Burmester,Dean Burmester,True
Wade Ormsby,Miguel Tabuena,-0.48000000000000004,1.695,Miguel Tabuena,push,
Victor Perez,Ben Schmidt,-0.04499999999999993,-1.5299999999999998,Victor Perez,Victor Perez,True
Matthew Wolff,Graeme McDowell,3.62,-1.5299999999999998,Matthew Wolff,Matthew Wolff,True
Ryan Peake,Sebastian Soderberg,0.29000000000000004,1.25,Sebastian Soderberg,Sebastian Soderberg,True
Romain Langasque,Junghwan Lee,0.29000000000000004,-1.385,Romain Langasque,Junghwan Lee,False
Niklas Norgaard,Pablo Larrazabal,-3.305,-1.915,Pablo Larrazabal,Niklas Norgaard,False
Clement Charmasson,Sam Bairstow,0.14500000000000002,3.62,Sam Bairstow,Sam Bairstow,True
Bernd Wiesberger,Brandon Stone,-0.605,-1.385,Bernd Wiesberger,Brandon Stone,False
Olihan Guillamoundeguy,Renato Paratore,-1.5299999999999998,1.695,Renato Paratore,Oihan Guillamoundeguy,False
Adrian Otaegui,Taehoon Ok,0.135,3.62,Taehoon Ok,push,
Benjamin Follett-Smith,Nathan Kimsey,1.25,-0.605,Benjamin Follett-Smith,Benjamin Follett-Smith,True
Jayden Schaper,Adri Arnaus,-3.305,0.14500000000000002,Adri Arnaus,push,
Tom Vaillant,Francesco Laporta,-0.605,-0.605,Francesco Laporta,push,
Antoine Rozner,Calum Hill,-0.04499999999999993,-1.5299999999999998,Antoine Rozner,push,
Marcus Armitage,Julien Guerrier,-0.48000000000000004,3.62,Julien Guerrier,Marcus Armitage,False
Andy Sullivan,Padraig Harrington,-1.2550000000000001,0.29000000000000004,Padraig Harrington,Padraig Harrington,True
Frederic Lacroix,Jacques Kruyswijk,0.14500000000000002,-0.04499999999999993,Frederic Lacroix,Frederic Lacroix,True
Sean Crocker,Tobias Jonson,-0.605,-1.385,Sean Crocker,Tobias Jonsson,False
Daniel van Tonder,Nacho Elvira,0.29000000000000004,-3.305,Daniel van Tonder,Nacho Elvira,False
Adam Blomme,Dylan Frittelli,-3.305,3.62,Dylan Frittelli,Dylan Frittelli,True
Daniel Rodrigues,Matthew Jordan,-0.04499999999999993,0.14500000000000002,Matthew Jordan,Daniel Rodrigues,False
Dan Bradbury,Marcus Kinhult,-1.2550000000000001,-5.48,Dan Bradbury,Dan Bradbury,True
Cameron Adam,Jason Scrivener,0.29000000000000004,-1.385,Cameron Adam,Jason Scrivener,False
Todd Clements,Kiradech Aphibarnrat,-1.2550000000000001,-0.48000000000000004,Kiradech Aphibarnrat,Todd Clements,False
Oliver Lindell,Guido Migliozzi,-1.2550000000000001,-0.48000000000000004,Guido Migliozzi,Oliver Lindell,False
Sadom Kaewkanjana,Mikael Lindberg,0.14500000000000002,3.67,Mikael Lindberg,Mikael Lindberg,True
Hugo Townsend,Quentin Debove,-0.605,-0.605,Quentin Debove,Quentin Debove,True
Jesper Svensson,Rafa Cabrera Bello,-1.2550000000000001,-1.2550000000000001,Rafa Cabrera Bello,Rafa Cabrera Bello,True
Johannes Veerman,Grant Forrest,3.67,0.29000000000000004,Johannes Veerman,Johannes Veerman,True
Gregorio De Leo,Hennie du Plessis,1.25,-0.04499999999999993,Gregorio De Leo,Gregorio De Leo,True
Kazuma Kobori,Paul Waring,0.135,3.67,Paul Waring,Kazuma Kobori,False
David Micheluzzi,Jacob Olesen,0.345,3.62,Jacob Olesen,Jacob Skov Olesen,False
Kota Kaneko,Angel Ayora,1.695,-0.04499999999999993,Kota Kaneko,Angel Ayora,False
Ewen Ferguson,Matt Wallace,-0.48000000000000004,-3.305,Ewen Ferguson,push,
Daniel Hillier,Richard Sterne,3.385,0.14500000000000002,Daniel Hillier,Daniel Hillier,True
Joakim Lagergren,Patrick Reed,-0.605,-5.48,Joakim Lagergren,Patrick Reed,False
Collin Morikawa,Xander Schauffele,-1.2550000000000001,-0.605,Xander Schauffele,Collin Morikawa,False
J.T. Poston,John Keefer,-2.68,-0.04499999999999993,John Keefer,John Keefer,True
Alex Smalley,Bud Cauley,-0.605,0.29000000000000004,Bud Cauley,Bud Cauley,True
Jordan Smith,Rico Hoey,-0.605,3.67,Rico Hoey,Rico Hoey,True
Patrick Rodgers,Sepp Straka,-3.305,-1.915,Sepp Straka,Sepp Straka,True
Kurt Kitayama,Keith Mitchell,-0.04499999999999993,3.67,Keith Mitchell,Keith Mitchell,True
Jacob Bridgeman,Tom Kim,-1.5299999999999998,3.62,Tom Kim,Jacob Bridgeman,False
Cameron Young,Harris English,-1.385,-0.48000000000000004,Harris English,Harris English,True
Michael Brennan,Mac Meissner,0.29000000000000004,-0.605,Michael Brennan,Mac Meissner,False
Max McGreevy,Nick Taylor,1.25,0.29000000000000004,Max McGreevy,Nick Taylor,False
Rickie Fowler,Ben Griffin,-1.5299999999999998,3.385,Ben Griffin,Ben Griffin,True
Scottie Scheffler,Viktor Hovland,3.62,3.67,Viktor Hovland,Viktor Hovland,True
Daniel Berger,Rasmus Hojgaard,-2.11,0.14500000000000002,Rasmus Hojgaard,Rasmus Hojgaard,True
Ryan Fox,Sami Valimaki,0.29000000000000004,0.29000000000000004,Sami Valimaki,Ryan Fox,False
Davis Thompson,Kristoffer Reitan,-1.385,0.14500000000000002,Kristoffer Reitan,Kristoffer Reitan,True
Max Homa,Rasmus Neergaard-Petersen,-0.605,-3.305,Max Homa,Max Homa,True
Michael Thorbjornsen,Jake Knapp,3.385,-3.305,Michael Thorbjornsen,Jake Knapp,False
Maverick McNealy,Matt Fitzpatrick,-1.5299999999999998,-0.605,Matt Fitzpatrick,Matt Fitzpatrick,True
Michael Kim,Sam Stevens,-0.48000000000000004,-2.68,Michael Kim,Michael Kim,True
Min Woo Lee,Nicolai Hojgaard,-0.48000000000000004,0.14500000000000002,Nicolai Hojgaard,Nicolai Hojgaard,True
Stephan Jaeger,Akshay Bhatia,0.29000000000000004,3.62,Akshay Bhatia,Akshay Bhatia,True
Zach Bauchou,John Parry,3.385,0.14500000000000002,Zach Bauchou,John Parry,False
Sahith Theegala,Christopher Gotterup,3.62,3.385,Sahith Theegala,Christopher Gotterup,False
Si Woo Kim,Hideki Matsuyama,-1.385,0.29000000000000004,Hideki Matsuyama,Hideki Matsuyama,True
Pierceson Coody,Ryo Hisatsune,-0.04499999999999993,0.29000000000000004,Ryo Hisatsune,Ryo Hisatsune,True
Michael Kim,Chris Kirk,5.75,6.23,Chris Kirk,Chris Kirk,True
Justin Rose,Viktor Hovland,5.75,0.13,Justin Rose,Justin Rose,True
Rory McIlroy,Scottie Scheffler,-3.205,3.35,Scottie Scheffler,Scottie Scheffler,True
J.T. Poston,Alex Noren,3.83,6.23,Alex Noren,Alex Noren,True
Patrick Cantlay,Cameron Young,0.13,3.35,Cameron Young,Patrick Cantlay,False
Collin Morikawa,Jason Day,3.35,-3.205,Collin Morikawa,Collin Morikawa,True
Pierceson Coody,Max McGreevy,-3.205,-6.43,Pierceson Coody,Max McGreevy,False
Brian Harman,Patrick Rodgers,-4.265000000000001,6.23,Patrick Rodgers,Brian Harman,False
Bud Cauley,Mackenzie Hughes,-3.97,0.13,Mackenzie Hughes,Mackenzie Hughes,True
Harris English,Shane Lowry,5.75,1.285,Harris English,Shane Lowry,False
Ryan Fox,Tony Finau,-3.97,6.23,Tony Finau,Ryan Fox,False
Matt Fitzpatrick,Russell Henley,1.2850000000000001,-0.38000000000000006,Matt Fitzpatrick,Matt Fitzpatrick,True
Xander Schauffele,Tommy Fleetwood,-3.18,-3.18,Tommy Fleetwood,Tommy Fleetwood,True
Min Woo Lee,Nick Taylor,5.75,-4.265000000000001,Min Woo Lee,Min Woo Lee,True
Hideki Matsuyama,Chris Gotterup,-3.97,-0.38000000000000006,Chris Gotterup,Hideki Matsuyama,False
Jordan Spieth,Keegan Bradley,3.35,3.83,Keegan Bradley,Jordan Spieth,False
Tom Hoge,Jacob Bridgeman,-6.43,0.13,Jacob Bridgeman,Jacob Bridgeman,True
Sepp Straka,Jake Knapp,-0.38000000000000006,6.23,Jake Knapp,Jake Knapp,True
Sam Burns,Akshay Bhatia,1.285,-3.18,Sam Burns,Akshay Bhatia,False
Ryo Hisatsune,Rickie Fowler,-4.265000000000001,0.13,Rickie Fowler,Rickie Fowler,True
Viktor Hovland,Ryan Gerard,-2.11,-1.5299999999999998,Ryan Gerard,Ryan Gerard,True
Scottie Scheffler,Matti Schmid,-2.325,0.29000000000000004,Matti Schmid,Scottie Scheffler,False
Patrick Cantlay,Robert MacIntyre,3.62,-1.2550000000000001,Patrick Cantlay,Patrick Cantlay,True
Ryo Hisatsune,Brian Harman,-0.88,-2.325,Ryo Hisatsune,Ryo Hisatsune,True
Hideki Matsuyama,Sam Stevens,1.78,0.29000000000000004,Hideki Matsuyama,Sam Stevens,False
Ben Griffin,Shane Lowry,3.62,1.645,Ben Griffin,Shane Lowry,False
Sami Valimaki,Sahith Theegala,0.88,-2.95,Sami Valimaki,Sahith Theegala,False
Andrew Novak,Harris English,-2.95,-0.605,Harris English,Harris English,True
Tom Kim,Tony Finau,-0.88,3.385,Tony Finau,Tom Kim,False
Ludvig Aberg,Patrick Rodgers,3.385,3.385,Patrick Rodgers,Ludvig Aberg,False
Si Woo Kim,Cameron Young,3.7249999999999996,3.7249999999999996,Cameron Young,Cameron Young,True
Nick Taylor,Corey Conners,-2.325,1.78,Corey Conners,Push (Nick Taylor / Corey Conners),False
Rickie Fowler,Alex Noren,3.62,3.67,Alex Noren,Alex Noren,True
Pierceson Coody,Akshay Bhatia,-1.385,-2.5500000000000003,Pierceson Coody,Akshay Bhatia,False
Matt McCarty,Taylor Pendrith,-2.68,1.645,Taylor Pendrith,Matt McCarty,False
Sepp Straka,Jake Knapp,-1.2550000000000001,-1.5299999999999998,Sepp Straka,Jake Knapp,False
Jhonattan Vegas,Collin Morikawa,-1.2550000000000001,3.7249999999999996,Collin Morikawa,Collin Morikawa,True
Max Homa,Jordan Spieth,4.52,-0.88,Max Homa,Jordan Spieth,False
Ryan Fox,Aaron Rai,-2.95,-1.2550000000000001,Aaron Rai,Aaron Rai,True
Tommy Fleetwood,Aldrich Potgieter,-2.5500000000000003,0.29000000000000004,Aldrich Potgieter,Aldrich Potgieter,True
Wyndham Clark,Kurt Kitayama,-1.385,0.29000000000000004,Kurt Kitayama,Kurt Kitayama,True
Min Woo Lee,Matt Fitzpatrick,-0.605,1.78,Matt Fitzpatrick,Matt Fitzpatrick,True
Adam Scott,Max Greyserman,3.7249999999999996,0.29000000000000004,Adam Scott,Max Greyserman,False
Rory McIlroy,Xander Schauffele,0.29000000000000004,-0.88,Rory McIlroy,Rory McIlroy,True
Marco Penge,Jacob Bridgeman,0.29000000000000004,3.62,Jacob Bridgeman,Jacob Bridgeman,True
Joel Dahmen,Zecheng Dou,6.665,6.665,Zecheng Dou,Zecheng Dou,True
Max Homa,Alex Smalley,5.75,6.23,Alex Smalley,Max Homa,False
Rasmus Hojgaard,Daniel Berger,-2.63,-6.43,Rasmus Hojgaard,Rasmus Hojgaard,True
Keith Mitchell,Rasmus Neergaard-Petersen,-3.18,-0.38000000000000006,Rasmus Neergaard-Petersen,Keith Mitchell,False
Davis Thompson,Christiaan Bezuidenhout,-3.145,-2.63,Christiaan Bezuidenhout,Christiaan Bezuidenhout,True
Ryan Gerard,Nicolai Hojgaard,3.045,-2.63,Ryan Gerard,Nicolai Hojgaard,False
Garrick Higgo,John Parry,-2.63,6.665,John Parry,Garrick Higgo,False
Brooks Koepka,Thorbjorn Olesen,1.5999999999999999,0.13,Brooks Koepka,Thorbjorn Olesen,False
Eric Cole,Seamus Power,-3.145,2.305,Seamus Power,Eric Cole,False
Jordan Smith,Ricky Castillo,5.75,-3.18,Jordan Smith,Ricky Castillo,False
Kevin Roy,Billy Horschel,1.5999999999999999,0.13,Kevin Roy,Push,
Nico Echavarria,Michael Brennan,-2.545,-3.145,Nico Echavarria,Nico Echavarria,True
Taylor Moore,William Mouw,0.10500000000000004,6.665,William Mouw,Taylor Moore,False
David Ford,Kristoffer Reitan,3.83,-2.63,David Ford,Push,
Aaron Rai,Shane Lowry,2.305,-1.7850000000000001,Aaron Rai,Shane Lowry,False
Mark Hubbard,Austin Smotherman,6.665,6.665,Austin Smotherman,Push,
Lee Hodges,Sudarshan Yellamaraju,-0.38000000000000006,0.7549999999999999,Sudarshan Yellamaraju,Lee Hodges,False
Alex Smalley,Rasmus Hojgaard,6.23,-2.63,Alex Smalley,Rasmus Hojgaard,False
Brooks Koepka,Max McGreevy,1.5999999999999999,6.665,Max McGreevy,Brooks Koepka,False
Chan Kim,Matthieu Pavon,-0.38000000000000006,-4.265000000000001,Chan Kim,Matthieu Pavon,False
Zecheng Dou,Ricky Castillo,6.665,-3.18,Zecheng Dou,Ricky Castillo,False
Rasmus Neergaard-Petersen,Ryan Gerard,-0.38000000000000006,3.045,Ryan Gerard,Push,
Christiaan Bezuidenhout,Daniel Brown,-2.63,6.23,Daniel Brown,Push,
Eric Cole,Mackenzie Hughes,-3.145,3.35,Mackenzie Hughes,Push,
Austin Eckroat,Beau Hossler,0.13,3.045,Beau Hossler,Beau Hossler,True
John Parry,Matt Wallace,6.665,3.045,John Parry,Matt Wallace,False
Haotong Li,Keith Mitchell,-2.63,-3.18,Haotong Li,Keith Mitchell,False
Steven Fisk,Takumi Kanaya,1.5999999999999999,-3.145,Steven Fisk,Takumi Kanaya,False
Kevin Roy,Max Homa,1.5999999999999999,5.75,Max Homa,Push,
Adrien Saddier,Jackson Suber,0.10500000000000004,-3.18,Adrien Saddier,Adrien Saddier,True
Thorbjorn Olesen,Daniel Berger,0.13,-6.43,Thorbjorn Olesen,Thorbjorn Olesen,True
Patrick Fishburn,Zach Bauchou,1.5999999999999999,0.7549999999999999,Patrick Fishburn,Zach Bauchou,False
Carson Young,Matti Schmid,-3.18,6.665,Matti Schmid,Matti Schmid,True
Chad Ramey,Seamus Power,0.10500000000000004,2.305,Seamus Power,Chad Ramey,False
Michael Brennan,Aaron Rai,-3.145,2.305,Aaron Rai,Aaron Rai,True
William Mouw,Hank Lebioda,6.665,6.23,William Mouw,William Mouw,True
Garrick Higgo,Tom Kim,-2.63,1.5999999999999999,Tom Kim,Garrick Higgo,False
Shane Lowry,Nico Echavarria,-1.7850000000000001,-2.545,Shane Lowry,Shane Lowry,True
Kristoffer Reitan,Joel Dahmen,-2.63,6.665,Joel Dahmen,Joel Dahmen,True
Mark Hubbard,A.J. Ewart,6.665,1.5999999999999999,Mark Hubbard,A.J. Ewart,False
Taylor Moore,Austin Smotherman,0.10500000000000004,6.665,Austin Smotherman,Taylor Moore,False
Wenyi Ding,Alex Fitzpatrick,-0.88,-0.88,Alex Fitzpatrick,Alex Fitzpatrick,True
Antoine Rozner,Patrick Reed,-2.325,3.7249999999999996,Patrick Reed,Patrick Reed,True
Todd Clements,Jason Scrivener,0.14500000000000002,0.14500000000000002,Jason Scrivener,Jason Scrivener,True
Ewen Ferguson,Oliver Lindell,3.7249999999999996,0.14500000000000002,Ewen Ferguson,Ewen Ferguson,True
Herman Loubser,Keenan Davidse,3.7249999999999996,3.385,Herman Loubser,Keenan Davidse,False
JC Ritchie,Kiradech Aphibarnrat,3.385,3.7249999999999996,Kiradech Aphibarnrat,JC Ritchie,False
Alejandro Del Rey,Romain Langasque,3.7249999999999996,0.14500000000000002,Alejandro Del Rey,Romain Langasque,False
Angel Ayora,Jayden Schaper,-0.88,0.14500000000000002,Jayden Schaper,Jayden Schaper,True
Andy Sullivan,Sam Bairstow,0.14500000000000002,3.385,Sam Bairstow,Sam Bairstow,True
Branden Grace,Dean Burmester,-0.88,3.7249999999999996,Dean Burmester,Push,
Daniel van Tonder,Rafa Cabrera Bello,3.385,0.14500000000000002,Daniel van Tonder,Daniel van Tonder,True
Kieron van Wyk,Joe Dean,3.7249999999999996,3.385,Kieron van Wyk,Joe Dean,False
Hennie du Plessis,Nathan Kimsey,3.7249999999999996,3.385,Hennie du Plessis,Hennie du Plessis,True
Francesco Laporta,Frederic Lacroix,1.695,-2.325,Francesco Laporta,,
Casey Jarvis,Calum Hill,3.7249999999999996,3.7249999999999996,Calum Hill,Calum Hill,True
Andrew Novak,Brian Harman,3.385,0.14500000000000002,Andrew Novak,Andrew Novak,True
Taylor Pendrith,Nico Echavarria,3.385,3.385,Nico Echavarria,Push,
Keith Mitchell,Lucas Glover,3.7249999999999996,3.7249999999999996,Lucas Glover,Lucas Glover,True
Matt McCarty,Taylor Moore,0.14500000000000002,3.67,Taylor Moore,Matt McCarty,False
Chris Kirk,Patrick Rodgers,0.14500000000000002,1.695,Patrick Rodgers,Patrick Rodgers,True
Austin Smotherman,Tommy Fleetwood,3.7249999999999996,0.14500000000000002,Austin Smotherman,Tommy Fleetwood,False
Robert MacIntyre,Nicolai Hojgaard,3.7249999999999996,-0.88,Robert MacIntyre,Nicolai Hojgaard,False
Andrew Putnam,Alex Noren,3.7249999999999996,0.14500000000000002,Andrew Putnam,Alex Noren,False
Michael Kim,Max Greyserman,3.7249999999999996,3.7249999999999996,Max Greyserman,Michael Kim,False
Hideki Matsuyama,Viktor Hovland,3.385,3.7249999999999996,Viktor Hovland,Viktor Hovland,True
Maverick McNealy,Jacob Bridgeman,-0.88,3.7249999999999996,Jacob Bridgeman,Push,
Matt Fitzpatrick,Nick Taylor,3.385,0.14500000000000002,Matt Fitzpatrick,Matt Fitzpatrick,True
Billy Horschel,Corey Conners,3.7249999999999996,3.385,Billy Horschel,Push,
Jordan Spieth,Jhonattan Vegas,1.695,3.7249999999999996,Jhonattan Vegas,Jordan Spieth,False
Harry Hall,Kurt Kitayama,3.385,-2.325,Harry Hall,Harry Hall,True
Ryo Hisatsune,Daniel Bennett,0.14500000000000002,3.7249999999999996,Daniel Bennett,Ryo Hisatsune,False
Adam Scott,Si Woo Kim,1.695,0.14500000000000002,Adam Scott,Push,
Harris English,Scottie Scheffler,3.7249999999999996,1.695,Harris English,Push,
Michael Thorbjornsen,Sepp Straka,3.7249999999999996,3.7249999999999996,Sepp Straka,Sepp Straka,True
Min Woo Lee,Cameron Young,3.7249999999999996,0.14500000000000002,Min Woo Lee,Cameron Young,False
Rory McIlroy,Ryan Fox,-2.325,3.385,Ryan Fox,Ryan Fox,True
Bud Cauley,Chris Gotterup,3.385,3.7249999999999996,Chris Gotterup,Chris Gotterup,True
Xander Schauffele,Russell Henley,0.14500000000000002,-0.88,Xander Schauffele,Russell Henley,False
Collin Morikawa,Rickie Fowler,0.14500000000000002,3.7249999999999996,Rickie Fowler,Collin Morikawa,False
Ludvig Aberg,Sahith Theegala,0.14500000000000002,3.385,Sahith Theegala,Ludvig Aberg,False
Daniel Berger,Akshay Bhatia,0.14500000000000002,0.14500000000000002,Akshay Bhatia,Akshay Bhatia,True
Dean Burmester,David Puig,1.31,2.62,David Puig,Dean Burmester,False
Thomas Detry,Richard Bland,0.20999999999999996,-3.18,Thomas Detry,Thomas Detry,True
Sergio Garcia,Tom McKibbin,-3.18,-3.18,Tom McKibbin,Sergio Garcia,False
Branden Grace,Jose Luis Ballester,2.62,1.31,Branden Grace,Branden Grace,True
Lucas Herbert,Talor Gooch,0.13,0.13,Talor Gooch,Lucas Herbert,False
Anirban Lahiri,Laurie Canter,0.13,0.13,Laurie Canter,Anirban Lahiri,False
Graeme McDowell,Scott Vincent,-0.38000000000000006,0.13,Scott Vincent,Push,
Adrian Meronk,Bubba Watson,1.31,-4.265000000000001,Adrian Meronk,Bubba Watson,False
Joaquin Niemann,Tyrrell Hatton,-0.38000000000000006,0.13,Tyrrell Hatton,Joaquin Niemann,False
Carlos Ortiz,Jon Rahm,0.20999999999999996,-3.18,Carlos Ortiz,Jon Rahm,False
Elvis Smylie,Marc Leishman,-3.18,1.31,Marc Leishman,Elvis Smylie,False
Matthew Wolff,Harold Varner III,0.13,1.31,Harold Varner III,Harold Varner III,True
Patrick Cantlay,Michael Brennan,-1.385,0.9450000000000001,Michael Brennan,Patrick Cantlay,False
Danny Walker,Kristoffer Reitan,1.78,0.88,Danny Walker,Danny Walker,True
Rico Hoey,Daniel Berger,-2.11,-2.95,Rico Hoey,Push,
Zach Bauchou,Eric Cole,3.62,-2.95,Zach Bauchou,Zach Bauchou,True
Stephan Jaeger,Steven Fisk,1.695,-2.95,Stephan Jaeger,Stephan Jaeger,True
J.T. Poston,Kevin Roy,0.29000000000000004,-2.95,J.T. Poston,Push,
Si Woo Kim,Scottie Scheffler,-2.95,0.9450000000000001,Scottie Scheffler,Scottie Scheffler,True
Sudarshan Yellamaraju,Ricky Castillo,0.29000000000000004,3.62,Ricky Castillo,Sudarshan Yellamaraju,False
Nico Echavarria,Takumi Kanaya,-0.04499999999999993,-2.95,Nico Echavarria,Nico Echavarria,True
Joe Highsmith,Rory McIlroy,3.67,-2.95,Joe Highsmith,Joe Highsmith,True
Nicolai Hojgaard,Chris Kirk,-2.95,3.385,Chris Kirk,Push,
Tony Finau,Robert MacIntyre,-1.915,-1.2550000000000001,Robert MacIntyre,Robert MacIntyre,True
Max McGreevy,Bud Cauley,0.88,-0.48000000000000004,Max McGreevy,Max McGreevy,True
Sam Burns,Chris Gotterup,0.14500000000000002,0.29000000000000004,Chris Gotterup,Chris Gotterup,True
Adam Scott,Nick Taylor,-2.95,0.9450000000000001,Nick Taylor,Nick Taylor,True
Taylor Pendrith,Sam Stevens,-0.04499999999999993,-1.2550000000000001,Taylor Pendrith,Push,
Matti Schmid,Max Homa,-2.95,0.9450000000000001,Max Homa,Max Homa,True
J.J. Spaun,Wyndham Clark,1.78,1.78,Wyndham Clark,J.J. Spaun,False
Taylor Moore,Keegan Bradley,0.14500000000000002,-1.2550000000000001,Taylor Moore,Keegan Bradley,False
Akshay Bhatia,Brooks Koepka,1.645,1.645,Brooks Koepka,Brooks Koepka,True
Min Woo Lee,Alex Noren,1.645,3.385,Alex Noren,Min Woo Lee,False
Rickie Fowler,Hideki Matsuyama,-1.2550000000000001,1.25,Hideki Matsuyama,Rickie Fowler,False
Ryan Gerard,Andrew Putnam,3.385,1.645,Ryan Gerard,Push,
Jordan Spieth,William Mouw,-2.95,3.385,William Mouw,William Mouw,True
Chad Ramey,Sahith Theegala,0.14500000000000002,1.695,Sahith Theegala,Sahith Theegala,True
Justin Rose,Jason Day,1.645,-2.95,Justin Rose,Justin Rose,True
Alex Smalley,Ryo Hisatsune,1.695,-2.95,Alex Smalley,Ryo Hisatsune,False
Patrick Rodgers,Keith Mitchell,-1.915,-2.11,Patrick Rodgers,Keith Mitchell,False
Russell Henley,Matt Fitzpatrick,-1.2550000000000001,0.14500000000000002,Matt Fitzpatrick,Matt Fitzpatrick,True
Brian Harman,Viktor Hovland,0.9450000000000001,3.62,Viktor Hovland,Push,
Michael Thorbjornsen,Tommy Fleetwood,-1.385,1.645,Tommy Fleetwood,Michael Thorbjornsen,False
Maverick McNealy,Austin Smotherman,-1.2550000000000001,0.88,Austin Smotherman,Austin Smotherman,True
Lee Hodges,Jacob Bridgeman,3.385,-1.385,Lee Hodges,Jacob Bridgeman,False
Justin Thomas,Sepp Straka,0.14500000000000002,-1.2550000000000001,Justin Thomas,Sepp Straka,False
Cameron Young,Corey Conners,-2.95,1.25,Corey Conners,Cameron Young,False
Ludvig Aberg,Xander Schauffele,-1.915,0.9450000000000001,Xander Schauffele,Ludvig Aberg,False
Matthew Jordan,Sean Crocker,0.635,-0.375,Matthew Jordan,Matthew Jordan,True
Niklas Norgaard,Mikael Lindberg,6.285,2.605,Niklas Norgaard,Niklas Norgaard,True
Jayden Schaper,Julien Guerrier,1.2349999999999999,-5.68,Jayden Schaper,Jayden Schaper,True
Frederic Lacroix,Marcus Armitage,0.635,4.625,Marcus Armitage,Frederic Lacroix,False
Benjamin Follett-Smith,Cameron Adam,4.625,1.5150000000000001,Benjamin Follett-Smith,Benjamin Follett-Smith,True
Jesper Svensson,Nathan Kimsey,1.5150000000000001,-5.68,Jesper Svensson,Nathan Kimsey,False
Nacho Elvira,Grant Forrest,1.2349999999999999,-5.68,Nacho Elvira,Nacho Elvira,True
Paul Waring,Jason Scrivener,-3.7199999999999998,-1.7799999999999998,Jason Scrivener,Jason Scrivener,True
Ewen Ferguson,Matt Wallace,4.21,1.2349999999999999,Ewen Ferguson,Matt Wallace,False
Calum Hill,Hennie du Plessis,-3.7199999999999998,-3.84,Calum Hill,Calum Hill,True
Johannes Veerman,Dylan Frittelli,1.2349999999999999,-5.68,Johannes Veerman,Johannes Veerman,True
David Micheluzzi,Kazuma Kobori,-3.7199999999999998,-0.375,Kazuma Kobori,Kazuma Kobori,True
Antoine Rozner,Dan Bradbury,0.635,6.37,Dan Bradbury,Dan Bradbury,True
