player_a,player_b,player_c,condition,round_type,color_a,color_b,color_c,exec_a,exec_b,exec_c,upside_a,upside_b,upside_c,score_a,score_b,score_c,best_player,best_vs_second,filter_0pct,filter_0.5pct,filter_1pct,filter_2pct,filter_5pct,filter_8pct,actual_winner,result_type,win_indicator,pl
Sami Valimaki,Lucas Glover,Matt Fitzpatrick,Moderate,Open,Yellow,Purple,Purple,25,56,25,75.0,86.0,75.0,-7.868072983664332,-3.86307923363812,-2.201781955537615,C,1.6612972781005046,True,True,True,False,False,False,,2WAY_PUSH_WIN,1,50.0
Sami Valimaki,Lucas Glover,Matt Fitzpatrick,Moderate,Open,Yellow,Purple,Purple,25,56,25,75.0,86.0,75.0,-7.868072983664332,-3.86307923363812,-2.201781955537615,C,1.6612972781005046,True,True,True,False,False,False,,2WAY_PUSH_WIN,1,50.0
Sami Valimaki,Lucas Glover,Matt Fitzpatrick,Moderate,Open,Yellow,Purple,Purple,25,56,25,75.0,86.0,75.0,-7.868072983664332,-3.86307923363812,-2.201781955537615,C,1.6612972781005046,True,True,True,False,False,False,,2WAY_PUSH_WIN,1,45.45454545454545
Sami Valimaki,Lucas Glover,Matt Fitzpatrick,Moderate,Open,Yellow,Purple,Purple,25,56,25,75.0,86.0,75.0,-7.868072983664332,-3.86307923363812,-2.201781955537615,C,1.6612972781005046,True,True,True,False,False,False,,2WAY_PUSH_WIN,1,45.45454545454545
Bud Cauley,Vince Whaley,Chandler Phillips,Moderate,Open,Purple,Blue,Purple,25,31,50,75.0,46.0,75.0,-2.201781955537615,-13.99490841106625,-3.86307923363812,A,1.6612972781005046,True,True,True,False,False,False,Bud Cauley,WIN,1,130.0
Bud Cauley,Vince Whaley,Chandler Phillips,Moderate,Open,Purple,Blue,Purple,25,31,50,75.0,46.0,75.0,-2.201781955537615,-13.99490841106625,-3.86307923363812,A,1.6612972781005046,True,True,True,False,False,False,Bud Cauley,WIN,1,130.0
Bud Cauley,Vince Whaley,Chandler Phillips,Moderate,Open,Purple,Blue,Purple,25,31,50,75.0,46.0,75.0,-2.201781955537615,-13.99490841106625,-3.86307923363812,A,1.6612972781005046,True,True,True,False,False,False,Bud Cauley,WIN,1,105.0
Bud Cauley,Vince Whaley,Chandler Phillips,Moderate,Open,Purple,Blue,Purple,25,31,50,75.0,46.0,75.0,-2.201781955537615,-13.99490841106625,-3.86307923363812,A,1.6612972781005046,True,True,True,False,False,False,Bud Cauley,WIN,1,105.0
Sami Valimaki,Lucas Glover,Matt Fitzpatrick,Moderate,Open,Yellow,Purple,Purple,25,56,25,75.0,86.0,75.0,-7.868072983664332,-3.86307923363812,-2.201781955537615,C,1.6612972781005046,True,True,True,False,False,False,,2WAY_PUSH_WIN,1,50.0
Sami Valimaki,Lucas Glover,Matt Fitzpatrick,Moderate,Open,Yellow,Purple,Purple,25,56,25,75.0,86.0,75.0,-7.868072983664332,-3.86307923363812,-2.201781955537615,C,1.6612972781005046,True,True,True,False,False,False,,2WAY_PUSH_WIN,1,50.0
Sami Valimaki,Lucas Glover,Matt Fitzpatrick,Moderate,Open,Yellow,Purple,Purple,25,56,25,75.0,86.0,75.0,-7.868072983664332,-3.86307923363812,-2.201781955537615,C,1.6612972781005046,True,True,True,False,False,False,,2WAY_PUSH_WIN,1,45.45454545454545
Sami Valimaki,Lucas Glover,Matt Fitzpatrick,Moderate,Open,Yellow,Purple,Purple,25,56,25,75.0,86.0,75.0,-7.868072983664332,-3.86307923363812,-2.201781955537615,C,1.6612972781005046,True,True,True,False,False,False,,2WAY_PUSH_WIN,1,45.45454545454545
Lee Westwood,Jon Rahm,Charl Schwartzel,Calm,Open,Yellow,Blue,Yellow,50,59,75,75.0,85.0,50.0,-6.654587793268107,-10.621714015079949,-5.01811508652674,C,1.6364727067413662,True,True,True,False,False,False,Jon Rahm,LOSS,0,-100.0
Kris Ventura,Kensei Hirata,Adrien Saddier,Calm,Open,Purple,Yellow,Yellow,75,79,50,50.0,65.0,75.0,-8.363221328763021,-5.01811508652674,-6.654587793268107,B,1.6364727067413662,True,True,True,False,False,False,,2WAY_PUSH_LOSS,0,-100.0
Rocco Repetto Taylor,Connor McKinney,Mohit Mediratta,Calm,Open,Yellow,Green,Green,50,73,50,50.0,69.0,75.0,-6.103294108272843,-9.789553822772817,-7.629423036380654,A,1.526128928107811,True,True,True,False,False,False,Rocco Repetto Taylor,WIN,1,86.95652173913044
Hugo Townsend,Tapio Pulkkanen,Ryggs Johnston,Calm,Open,Green,Purple,Yellow,25,73,50,75.0,69.0,50.0,-4.599156562439124,-7.076348631915785,-6.103294108272843,A,1.5041375458337187,True,True,True,False,False,False,Ryggs Johnston,LOSS,0,-100.0
Nick Dunlap,Rico Hoey,Chandler Blanchet,Calm,Open,Yellow,Blue,Blue,50,34,50,75.0,40.0,75.0,-6.654587793268107,-5.169521856763286,-10.621714015079949,B,1.4850659365048209,True,True,True,False,False,False,Chandler Blanchet,LOSS,0,-100.0
Michael Hollick,Ivan Cantero Gutierrez,Eddie Pepperell,Calm,Open,Green,Green,Purple,50,57,75,50.0,66.0,50.0,-9.789553822772817,-9.789553822772817,-8.363221328763021,C,1.4263324940097952,True,True,True,False,False,False,Michael Hollick,LOSS,0,-100.0
Manuel Elvira,Thanda Mavundla,Scott Jamieson,Moderate,Open,Yellow,Yellow,Purple,50,79,75,50.0,78.0,75.0,-8.127067722374239,-0.120672389932154,1.2858286206805567,C,1.4065010106127107,True,True,True,False,False,False,Scott Jamieson,WIN,1,125.0
Eddie Pepperell,Darren Fichardt,Kyle Barker,Moderate,Open,Green,Blue,Yellow,50,49,25,50.0,56.0,50.0,-3.1430222114709085,-4.54196252675938,-7.18010032898105,A,1.3989403152884714,True,True,True,False,False,False,Darren Fichardt,LOSS,0,-100.0
Patrick Fishburn,Zach Bauchou,Sudarshan Yellamaraju,Calm,Open,Blue,Green,Yellow,50,75,75,50.0,69.0,50.0,-6.2880345882637325,-7.936829431588663,-5.01811508652674,C,1.2699195017369922,True,True,True,False,False,False,Sudarshan Yellamaraju,WIN,1,175.0
Merrick Bremner,Lyle Rowe,Kieron van Wyk,Calm,Open,Blue,Yellow,Purple,50,75,75,50.0,69.0,50.0,-6.2880345882637325,-5.01811508652674,-8.363221328763021,B,1.2699195017369922,True,True,True,False,False,False,,2WAY_PUSH_WIN,1,72.5
Adam Svensson,Michael Kim,Bud Cauley,Calm,Open,Yellow,Yellow,Yellow,75,71,50,50.0,65.0,75.0,-5.01811508652674,-6.103294108272843,-6.654587793268107,A,1.0851790217461028,True,True,True,False,False,False,Bud Cauley,LOSS,0,-100.0
Tom Kim,Michael Thorbjornsen,Rasmus Hojgaard,Calm,Open,Blue,Yellow,Yellow,50,75,50,50.0,69.0,50.0,-6.2880345882637325,-5.01811508652674,-6.103294108272843,B,1.0851790217461028,True,True,True,False,False,False,Rasmus Hojgaard,LOSS,0,-100.0
Stephen Ferreira,Ricardo Gouveia,Maximilian Steinlechner,Calm,Open,Yellow,Blue,Yellow,75,70,50,50.0,70.0,50.0,-5.01811508652674,-6.2880345882637325,-6.103294108272843,A,1.0851790217461028,True,True,True,False,False,False,Maximilian Steinlechner,LOSS,0,-100.0
Brandon Robinson Thompson,Pablo Larrazabal,Luis Carrera,Calm,Open,Yellow,Green,Yellow,75,75,50,50.0,69.0,50.0,-5.01811508652674,-7.936829431588663,-6.103294108272843,A,1.0851790217461028,True,True,True,False,False,False,Luis Carrera,LOSS,0,-100.0
Nick Bachem,Jens Dantorp,Daniel Cronje,Calm,Open,Yellow,Yellow,Yellow,75,70,50,50.0,70.0,50.0,-5.01811508652674,-6.103294108272843,-6.103294108272843,A,1.0851790217461028,True,True,True,False,False,False,Daniel Cronje,LOSS,0,-100.0
Casey Jarvis,Jayden Schaper,Angel Ayora,Calm,Open,Yellow,Yellow,Purple,75,57,50,50.0,66.0,50.0,-5.01811508652674,-6.103294108272843,-7.076348631915785,A,1.0851790217461028,True,True,True,False,False,False,,2WAY_PUSH_WIN,1,112.5
Emiliano Grillo,Kevin Roy,Danny Walker,Calm,Open,Yellow,Yellow,Yellow,75,70,50,50.0,70.0,50.0,-5.01811508652674,-6.103294108272843,-6.103294108272843,A,1.0851790217461028,True,True,True,False,False,False,Kevin Roy,LOSS,0,-100.0
Connor Syme,Alejandro Del Rey,Brandon Robinson Thompson,Calm,Open,Blue,Yellow,Green,50,51,50,75.0,82.0,75.0,-10.621714015079949,-6.654587793268107,-7.629423036380654,B,0.9748352431125475,True,True,False,False,False,False,,2WAY_PUSH_LOSS,0,-100.0
Robin Williams,Alex Fitzpatrick,Frederic Lacroix,Calm,Open,Yellow,Green,Purple,50,57,50,50.0,57.0,50.0,-6.103294108272843,-9.789553822772817,-7.076348631915785,A,0.9730545236429418,True,True,False,False,False,False,,2WAY_PUSH_WIN,1,137.5
Jimmy Stanger,Neal Shipley,Jeffrey Kang,Calm,Open,Green,Purple,Yellow,75,57,50,50.0,57.0,50.0,-7.936829431588663,-7.076348631915785,-6.103294108272843,C,0.9730545236429418,True,True,False,False,False,False,Jimmy Stanger,LOSS,0,-100.0
Zecheng Dou,David Ford,Justin Hicks,Calm,Open,Purple,Yellow,Purple,50,57,75,50.0,57.0,50.0,-7.076348631915785,-6.103294108272843,-8.363221328763021,B,0.9730545236429418,True,True,False,False,False,False,,2WAY_PUSH_WIN,1,55.00000000000001
Mutahi Kibugu,Filippo Celli,David Law,Calm,Open,Yellow,Purple,Orange,50,73,25,50.0,69.0,50.0,-6.103294108272843,-7.076348631915785,-13.47647287232165,A,0.9730545236429418,True,True,False,False,False,False,David Law,LOSS,0,-100.0
Jeff Winther,Adam Blomme,Celestin Nsazuwera,Calm,Open,Blue,Purple,Purple,25,73,50,50.0,69.0,50.0,-6.119999625799575,-7.076348631915785,-7.076348631915785,A,0.95634900611621,True,True,False,False,False,False,Celestin Nsazuwera,LOSS,0,-100.0
Mackenzie Hughes,Denny McCarthy,Austin Smotherman,Calm,Open,Blue,Blue,Yellow,25,71,50,25.0,65.0,50.0,-5.169521856763286,-6.2880345882637325,-6.103294108272843,A,0.9337722515095574,True,True,False,False,False,False,Denny McCarthy,LOSS,0,-100.0
Paul Peterson,Paul Waring,Blades Brown,Calm,Open,Purple,Blue,Yellow,75,34,50,50.0,40.0,50.0,-8.363221328763021,-5.169521856763286,-6.103294108272843,B,0.9337722515095574,True,True,False,False,False,False,Paul Peterson,LOSS,0,-100.0
Ewen Ferguson,Robin Williams,Rikuya Hoshino,Moderate,Open,Blue,Yellow,Yellow,25,47,25,75.0,87.0,50.0,-6.249265949450344,-7.868072983664332,-7.18010032898105,A,0.9308343795307064,True,True,False,False,False,False,Ewen Ferguson,WIN,1,120.0
Kota Kaneko,Musliwalo Nethunzwi,Kieran Vincent,Moderate,Open,Yellow,Orange,Yellow,25,47,75,75.0,87.0,75.0,-7.868072983664332,0.7982740021574942,-0.120672389932154,B,0.9189463920896482,True,True,False,False,False,False,Kieran Vincent,LOSS,0,-100.0
Wilco Nienaber,Hennie du Plessis,Julien Guerrier,Moderate,Open,Orange,Yellow,Yellow,25,47,75,75.0,87.0,75.0,0.7982740021574942,-7.868072983664332,-0.120672389932154,A,0.9189463920896482,True,True,False,False,False,False,Hennie du Plessis,LOSS,0,-100.0
Joe Dean,Jonathan Broomhead,Brandon Robinson Thompson,Moderate,Open,Yellow,Yellow,Purple,75,57,50,75.0,93.0,50.0,-0.120672389932154,-8.815040377057523,0.7769622730033564,C,0.8976346629355104,True,True,False,False,False,False,Brandon Robinson Thompson,WIN,1,160.0
Casey Jarvis,Calum Hill,Thriston Lawrence,Moderate,Open,Blue,Yellow,Yellow,50,60,25,50.0,73.0,75.0,-7.004717196146538,-8.127067722374239,-7.868072983664332,A,0.8633557875177935,True,True,False,False,False,False,,2WAY_PUSH_WIN,1,65.0
Jackson Suber,Johnny Keefer,Blades Brown,Calm,Open,Green,Purple,Green,75,57,50,50.0,57.0,50.0,-7.936829431588663,-7.076348631915785,-9.789553822772817,B,0.860480799672878,True,True,False,False,False,False,Jackson Suber,LOSS,0,-100.0
Lucas Herbert,Thomas Pieters,Richard T. Lee,Calm,Open,Yellow,Blue,Blue,25,34,75,50.0,40.0,50.0,-6.0129473429151385,-5.169521856763286,-7.105496807348787,B,0.8434254861518529,True,True,False,False,False,False,,2WAY_PUSH_WIN,1,81.0
Jacob Bridgeman,Wyndham Clark,Jordan Spieth,Calm,Open,Blue,Blue,Yellow,25,71,25,25.0,65.0,50.0,-5.169521856763286,-6.2880345882637325,-6.0129473429151385,A,0.8434254861518529,True,True,False,False,False,False,Jacob Bridgeman,WIN,1,130.0
Matthieu Pavon,Eric Cole,Kevin Roy,Calm,Open,Blue,Yellow,Yellow,25,49,25,25.0,57.0,50.0,-5.169521856763286,-6.0129473429151385,-6.0129473429151385,A,0.8434254861518529,True,True,False,False,False,False,Matthieu Pavon,WIN,1,240.0
Steven Fisk,William Mouw,Joe Highsmith,Moderate,Open,Green,Green,Yellow,50,61,50,50.0,78.0,75.0,-3.1430222114709085,-3.976915936331122,-8.815040377057523,A,0.8338937248602134,True,True,False,False,False,False,William Mouw,LOSS,0,-100.0
Oliver Bekker,Antoine Rozner,Richard Sterne,Calm,Open,Green,Purple,Blue,50,57,50,50.0,57.0,50.0,-9.789553822772817,-7.076348631915785,-6.2880345882637325,C,0.7883140436520524,True,True,False,False,False,False,Antoine Rozner,LOSS,0,-100.0
Allen John,Wil Enfer,Cameron Adam,Calm,Open,Purple,Yellow,Blue,75,57,50,50.0,66.0,25.0,-8.363221328763021,-6.103294108272843,-5.3375568192274425,C,0.7657372890454006,True,True,False,False,False,False,Allen John,LOSS,0,-100.0
Ivan Cantero Gutierrez,MJ Viljoen,Richie Ramsay,Moderate,Open,Orange,Blue,Yellow,50,49,50,75.0,56.0,50.0,-3.781793842034807,-4.54196252675938,-8.127067722374239,A,0.7601686847245732,True,True,False,False,False,False,Richie Ramsay,LOSS,0,-100.0
Sean Crocker,Martin Rohwer,Jacques Blaauw,Moderate,Open,Green,Green,Blue,75,57,50,75.0,93.0,75.0,-4.7298850574712645,-3.976915936331122,-8.712020618837501,B,0.7529691211401426,True,True,False,False,False,False,Sean Crocker,LOSS,0,-100.0
Adam Schenk,Kevin Yu,Webb Simpson,Calm,Open,Blue,Green,Yellow,50,49,25,75.0,57.0,50.0,-10.621714015079949,-6.759287348831288,-6.0129473429151385,C,0.7463400059161494,True,True,False,False,False,False,Webb Simpson,WIN,1,187.0
Mackenzie Hughes,Eric Cole,Rico Hoey,Moderate,Open,Purple,Green,#ERROR!,50,53,50,75.0,68.0,75.0,-3.86307923363812,-3.1430222114709085,0.0,C,3.1430222114709085,True,True,True,True,False,False,Eric Cole,WIN,1,200.0
Mackenzie Hughes,Eric Cole,Rico Hoey,Moderate,Open,Purple,Green,Yellow,50,53,50,75.0,68.0,75.0,-3.86307923363812,-3.1430222114709085,-8.815040377057523,B,0.7200570221672109,True,True,False,False,False,False,Eric Cole,WIN,1,200.0
Mackenzie Hughes,Eric Cole,Rico Hoey,Moderate,Open,Purple,Green,#ERROR!,50,53,50,75.0,68.0,75.0,-3.86307923363812,-3.1430222114709085,0.0,C,3.1430222114709085,True,True,True,True,False,False,Eric Cole,WIN,1,187.0
Mackenzie Hughes,Eric Cole,Rico Hoey,Moderate,Open,Purple,Green,Yellow,50,53,50,75.0,68.0,75.0,-3.86307923363812,-3.1430222114709085,-8.815040377057523,B,0.7200570221672109,True,True,False,False,False,False,Eric Cole,WIN,1,187.0
Max Homa,Daniel Berger,Michael Thorbjornsen,Moderate,Open,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0,-3.1430222114709085,-8.127067722374239,-3.86307923363812,A,0.7200570221672109,True,True,False,False,False,False,Max Homa,WIN,1,220.00000000000003
Max Homa,Daniel Berger,Michael Thorbjornsen,Moderate,Open,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0,-3.1430222114709085,-8.127067722374239,-3.86307923363812,A,0.7200570221672109,True,True,False,False,False,False,Max Homa,WIN,1,220.00000000000003
Max Homa,Daniel Berger,Michael Thorbjornsen,Moderate,Open,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0,-3.1430222114709085,-8.127067722374239,-3.86307923363812,A,0.7200570221672109,True,True,False,False,False,False,Max Homa,WIN,1,210.0
Max Homa,Daniel Berger,Michael Thorbjornsen,Moderate,Open,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0,-3.1430222114709085,-8.127067722374239,-3.86307923363812,A,0.7200570221672109,True,True,False,False,False,False,Max Homa,WIN,1,210.0
Akshay Bhatia,Brooks Koepka,Tony Finau,Moderate,Open,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0,-3.1430222114709085,-8.127067722374239,-3.86307923363812,A,0.7200570221672109,True,True,False,False,False,False,Tony Finau,LOSS,0,-100.0
Akshay Bhatia,Brooks Koepka,Tony Finau,Moderate,Open,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0,-3.1430222114709085,-8.127067722374239,-3.86307923363812,A,0.7200570221672109,True,True,False,False,False,False,Tony Finau,LOSS,0,-100.0
Akshay Bhatia,Brooks Koepka,Tony Finau,Moderate,Open,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0,-3.1430222114709085,-8.127067722374239,-3.86307923363812,A,0.7200570221672109,True,True,False,False,False,False,Tony Finau,LOSS,0,-100.0
Akshay Bhatia,Brooks Koepka,Tony Finau,Moderate,Open,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0,-3.1430222114709085,-8.127067722374239,-3.86307923363812,A,0.7200570221672109,True,True,False,False,False,False,Tony Finau,LOSS,0,-100.0
Max Homa,Daniel Berger,Michael Thorbjornsen,Moderate,Open,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0,-3.1430222114709085,-8.127067722374239,-3.86307923363812,A,0.7200570221672109,True,True,False,False,False,False,Max Homa,WIN,1,220.00000000000003
Max Homa,Daniel Berger,Michael Thorbjornsen,Moderate,Open,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0,-3.1430222114709085,-8.127067722374239,-3.86307923363812,A,0.7200570221672109,True,True,False,False,False,False,Max Homa,WIN,1,220.00000000000003
Max Homa,Daniel Berger,Michael Thorbjornsen,Moderate,Open,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0,-3.1430222114709085,-8.127067722374239,-3.86307923363812,A,0.7200570221672109,True,True,False,False,False,False,Max Homa,WIN,1,210.0
Max Homa,Daniel Berger,Michael Thorbjornsen,Moderate,Open,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0,-3.1430222114709085,-8.127067722374239,-3.86307923363812,A,0.7200570221672109,True,True,False,False,False,False,Max Homa,WIN,1,210.0
Akshay Bhatia,Brooks Koepka,Tony Finau,Moderate,Open,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0,-3.1430222114709085,-8.127067722374239,-3.86307923363812,A,0.7200570221672109,True,True,False,False,False,False,Tony Finau,LOSS,0,-100.0
Akshay Bhatia,Brooks Koepka,Tony Finau,Moderate,Open,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0,-3.1430222114709085,-8.127067722374239,-3.86307923363812,A,0.7200570221672109,True,True,False,False,False,False,Tony Finau,LOSS,0,-100.0
Akshay Bhatia,Brooks Koepka,Tony Finau,Moderate,Open,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0,-3.1430222114709085,-8.127067722374239,-3.86307923363812,A,0.7200570221672109,True,True,False,False,False,False,Tony Finau,LOSS,0,-100.0
Akshay Bhatia,Brooks Koepka,Tony Finau,Moderate,Open,Green,Yellow,Purple,50,53,50,50.0,68.0,75.0,-3.1430222114709085,-8.127067722374239,-3.86307923363812,A,0.7200570221672109,True,True,False,False,False,False,Tony Finau,LOSS,0,-100.0
Michael Brennan,Harris English,J.T. Poston,Moderate,Open,Yellow,Yellow,Yellow,50,31,50,50.0,46.0,75.0,-8.127067722374239,-13.935419213444783,-8.815040377057523,A,0.6879726546832838,True,True,False,False,False,False,Michael Brennan,WIN,1,225.0
Michael Brennan,Harris English,J.T. Poston,Moderate,Open,Yellow,Yellow,Yellow,50,31,50,50.0,46.0,75.0,-8.127067722374239,-13.935419213444783,-8.815040377057523,A,0.6879726546832838,True,True,False,False,False,False,Michael Brennan,WIN,1,225.0
Michael Brennan,Harris English,J.T. Poston,Moderate,Open,Yellow,Yellow,Yellow,50,31,50,50.0,46.0,75.0,-8.127067722374239,-13.935419213444783,-8.815040377057523,A,0.6879726546832838,True,True,False,False,False,False,Michael Brennan,WIN,1,210.0
Michael Brennan,Harris English,J.T. Poston,Moderate,Open,Yellow,Yellow,Yellow,50,31,50,50.0,46.0,75.0,-8.127067722374239,-13.935419213444783,-8.815040377057523,A,0.6879726546832838,True,True,False,False,False,False,Michael Brennan,WIN,1,210.0
Michael Brennan,Harris English,J.T. Poston,Moderate,Open,Yellow,Yellow,Yellow,50,31,50,50.0,46.0,75.0,-8.127067722374239,-13.935419213444783,-8.815040377057523,A,0.6879726546832838,True,True,False,False,False,False,Michael Brennan,WIN,1,225.0
Michael Brennan,Harris English,J.T. Poston,Moderate,Open,Yellow,Yellow,Yellow,50,31,50,50.0,46.0,75.0,-8.127067722374239,-13.935419213444783,-8.815040377057523,A,0.6879726546832838,True,True,False,False,False,False,Michael Brennan,WIN,1,225.0
Michael Brennan,Harris English,J.T. Poston,Moderate,Open,Yellow,Yellow,Yellow,50,31,50,50.0,46.0,75.0,-8.127067722374239,-13.935419213444783,-8.815040377057523,A,0.6879726546832838,True,True,False,False,False,False,Michael Brennan,WIN,1,210.0
Michael Brennan,Harris English,J.T. Poston,Moderate,Open,Yellow,Yellow,Yellow,50,31,50,50.0,46.0,75.0,-8.127067722374239,-13.935419213444783,-8.815040377057523,A,0.6879726546832838,True,True,False,False,False,False,Michael Brennan,WIN,1,210.0
John Lejirma,Fabrizio Zanotti,Andreas Halvorsen,Calm,Open,Green,Purple,Yellow,25,55,50,50.0,62.0,50.0,-6.759287348831288,-7.076348631915785,-6.103294108272843,C,0.6559932405584448,True,True,False,False,False,False,Andreas Halvorsen,WIN,1,80.0
Elvis Smylie,Anthony Kim,Sergio Garcia,Calm,Open,Yellow,Yellow,Blue,50,49,50,75.0,57.0,75.0,-6.654587793268107,-6.0129473429151385,-10.621714015079949,B,0.641640450352968,True,True,False,False,False,False,Sergio Garcia,LOSS,0,-100.0
Bubba Watson,Abraham Ancer,Graeme McDowell,Calm,Open,Yellow,Yellow,Green,50,49,25,75.0,57.0,50.0,-6.654587793268107,-6.0129473429151385,-6.759287348831288,B,0.641640450352968,True,True,False,False,False,False,Abraham Ancer,WIN,1,130.0
Jeremy Paul,A.J. Ewart,Gordon Sargent,Calm,Open,Yellow,Yellow,Yellow,50,49,50,75.0,57.0,75.0,-6.654587793268107,-6.0129473429151385,-6.654587793268107,B,0.641640450352968,True,True,False,False,False,False,A.J. Ewart,WIN,1,162.0
CJ Wangai,Renato Paratore,Mikael Lindberg,Calm,Open,Yellow,Yellow,Blue,50,40,50,75.0,52.0,75.0,-6.654587793268107,-6.0129473429151385,-10.621714015079949,B,0.641640450352968,True,True,False,False,False,False,Mikael Lindberg,LOSS,0,-100.0
Collin Morikawa,Tommy Fleetwood,Rory McIlroy,Tough,Open,Yellow,Yellow,Orange,50,55,25,50.0,62.0,50.0,6.382978723404256,6.382978723404256,7.0023356090549775,C,0.6193568856507214,True,True,False,False,False,False,Rory McIlroy,WIN,1,145.0
Rory McIlroy,Tommy Fleetwood,Collin Morikawa,Tough,Open,Orange,Yellow,Yellow,25,55,50,50.0,62.0,50.0,7.0023356090549775,6.382978723404256,6.382978723404256,A,0.6193568856507214,True,True,False,False,False,False,Rory McIlroy,WIN,1,150.0
Rocco Repetto Taylor,Alex Fitzpatrick,Mark Maart,Moderate,Open,Green,Blue,Yellow,25,47,25,50.0,87.0,50.0,-6.841046277665997,-6.249265949450344,-7.18010032898105,B,0.5917803282156537,True,True,False,False,False,False,,2WAY_PUSH_WIN,1,26.595744680851062
Altin van der Merwe,Quim Vidal,Gerhard Pepler,Moderate,Open,Green,Blue,Yellow,25,47,25,50.0,87.0,50.0,-6.841046277665997,-6.249265949450344,-7.18010032898105,B,0.5917803282156537,True,True,False,False,False,False,Quim Vidal,WIN,1,170.0
Andrew Novak,Karl Vilips,Sungjae Im,Calm,Open,Yellow,Blue,Yellow,50,59,50,75.0,85.0,50.0,-6.654587793268107,-10.621714015079949,-6.103294108272843,C,0.5512936849952634,True,True,False,False,False,False,Sungjae Im,WIN,1,140.0
Benjamin Follett-Smith,James Morrison,Euan Walker,Calm,Open,Yellow,Blue,Yellow,25,51,25,50.0,82.0,75.0,-6.0129473429151385,-10.621714015079949,-6.564241027910402,A,0.5512936849952634,True,True,False,False,False,False,,2WAY_PUSH_WIN,1,68.5
Yanhan Zhou,Yuvraj Sandhu,Anthony Quayle,Calm,Open,Blue,Purple,Yellow,25,73,50,50.0,69.0,75.0,-6.119999625799575,-7.076348631915785,-6.654587793268107,A,0.5345881674685318,True,True,False,False,False,False,Yuvraj Sandhu,LOSS,0,-100.0
Rikuya Hoshino,Joost Luiten,Darius van Driel,Calm,Open,Purple,Yellow,Green,50,48,50,50.0,78.0,75.0,-7.076348631915785,-6.564241027910402,-7.629423036380654,B,0.5121076040053829,True,True,False,False,False,False,Joost Luiten,WIN,1,130.0
Jacques Kruyswijk,Yuto Katsuragawa,Alejandro Del Rey,Moderate,Open,Green,Yellow,Yellow,25,49,50,75.0,56.0,50.0,-7.67494000252621,-7.18010032898105,-8.127067722374239,B,0.4948396735451599,True,False,False,False,False,False,Jacques Kruyswijk,LOSS,0,-100.0
Luke Brown,Marcus Armitage,Keelan van Wyk,Moderate,Open,Yellow,Orange,Purple,75,47,75,75.0,87.0,75.0,-0.120672389932154,0.7982740021574942,1.2858286206805567,C,0.4875546185230625,True,False,False,False,False,False,Marcus Armitage,LOSS,0,-100.0
Andrew Novak,Nick Taylor,Wyndham Clark,Moderate,Open,Green,Yellow,Yellow,25,53,25,75.0,68.0,25.0,-7.67494000252621,-8.127067722374239,-13.935419213444783,A,0.4521277198480291,True,False,False,False,False,False,Wyndham Clark,LOSS,0,-100.0
JC Ritchie,Ryggs Johnston,Deon Germishuys,Moderate,Open,Blue,Blue,Yellow,75,49,50,75.0,56.0,75.0,-4.117013184584176,-4.54196252675938,-8.815040377057523,A,0.4249493421752035,True,False,False,False,False,False,Ryggs Johnston,LOSS,0,-100.0
Michael Karanga,Manuel Elvira,Sebastian Soderberg,Calm,Open,Orange,Yellow,Purple,25,51,50,50.0,82.0,50.0,-13.47647287232165,-6.654587793268107,-7.076348631915785,B,0.4217608386476783,True,False,False,False,False,False,Sebastian Soderberg,LOSS,0,-100.0
Richard Sterne,Marcel Schneider,David Micheluzzi,Calm,Open,Green,Yellow,Purple,50,51,50,50.0,82.0,50.0,-9.789553822772817,-6.654587793268107,-7.076348631915785,B,0.4217608386476783,True,False,False,False,False,False,,2WAY_PUSH_WIN,1,81.0
Brendon Todd,Kevin Streelman,Vince Whaley,Calm,Open,Yellow,Blue,Green,75,52,50,50.0,45.0,50.0,-5.01811508652674,-5.3375568192274425,-9.789553822772817,A,0.3194417327007022,True,False,False,False,False,False,Kevin Streelman,LOSS,0,-100.0
Jorge Campillo,George Coetzee,Yurav Premall,Calm,Open,Yellow,Yellow,Blue,50,75,50,50.0,69.0,25.0,-6.103294108272843,-5.01811508652674,-5.3375568192274425,B,0.3194417327007022,True,False,False,False,False,False,Jorge Campillo,LOSS,0,-100.0
Julien Guerrier,Andy Sullivan,Dean Burmester,Calm,Open,Blue,Yellow,Yellow,50,70,75,25.0,70.0,50.0,-5.3375568192274425,-6.103294108272843,-5.01811508652674,C,0.3194417327007022,True,False,False,False,False,False,Dean Burmester,WIN,1,125.0
