player_a,player_b,condition,round_type,score_a,score_b,winner_score,loser_score,difference,prediction,actual_winner,correct
Nico Echavarria,Taylor Moore,Moderate,Closing,-3.753,4.714499999999999,4.714499999999999,-3.753,8.4675,Taylor Moore,Taylor Moore,True
Shane Lowry,Austin Smotherman,Moderate,Closing,-3.753,4.071,4.071,-3.753,7.824,Austin Smotherman,Push,
Darius Van Driel,Rikuya Hoshino,Moderate,Closing,-1.1075,-1.1075,-1.1075,-1.1075,0.0,Rikuya Hoshino,Push,
Herman Loubser,Keenan Davidse,Moderate,Closing,-1.1075,-3.753,-1.1075,-3.753,2.6455,Herman Loubser,Herman Loubser,True
Kiradech Aphibarnrat,Johannes Veerman,Moderate,Closing,4.071,-1.1075,4.071,-1.1075,5.1785,Kiradech Aphibarnrat,Johannes Veerman,False
Romain Langasque,JC Ritchie,Moderate,Closing,-1.1075,-3.753,-1.1075,-3.753,2.6455,Romain Langasque,Romain Langasque,True
Sam Bairstow,Rafa Cabrera Bello,Moderate,Closing,4.714499999999999,-1.1075,4.714499999999999,-1.1075,5.821999999999999,Sam Bairstow,Rafa Cabrera Bello,False
Jayden Schaper,Dean Burmester,Moderate,Closing,-1.1075,-1.1075,-1.1075,-1.1075,0.0,Dean Burmester,Push,
Andy Sullivan,Alejandro Del Rey,Moderate,Closing,-1.1075,-1.1075,-1.1075,-1.1075,0.0,Alejandro Del Rey,Alejandro Del Rey,True
Adrian Otaegui,Joe Dean,Moderate,Closing,4.831,4.831,4.831,4.831,0.0,Joe Dean,Adrian Otaegui,False
Branden Grace,Angel Ayora,Moderate,Closing,13.190999999999999,4.071,13.190999999999999,4.071,9.12,Branden Grace,Angel Ayora,False
Daniel Van Tonder,Kieron Van Wyk,Moderate,Closing,4.831,-1.1075,4.831,-1.1075,5.9385,Daniel Van Tonder,Daniel Van Tonder,True
Frederic Lacroix,Calum Hill,Moderate,Closing,13.190999999999999,0.04699999999999993,13.190999999999999,0.04699999999999993,13.143999999999998,Frederic Lacroix,Frederic Lacroix,True
Nathan Kimsey,Francesco Laporta,Moderate,Closing,-3.753,-7.0685,-3.753,-7.0685,3.3155,Nathan Kimsey,Francesco Laporta,False
Hennie Du Plessis,Casey Jarvis,Moderate,Closing,3.7460000000000004,-1.1075,3.7460000000000004,-1.1075,4.8535,Hennie Du Plessis,Casey Jarvis,False
Alex Smalley,Max McGreevy,Moderate,Closing,4.714499999999999,13.190999999999999,13.190999999999999,4.714499999999999,8.4765,Max McGreevy,Max McGreevy,True
David Ford,John Parry,Moderate,Closing,2.9014999999999995,4.071,4.071,2.9014999999999995,1.1695000000000002,John Parry,David Ford,False
Haotong Li,Christiaan Bezuidenhout,Moderate,Closing,4.071,4.071,4.071,4.071,0.0,Christiaan Bezuidenhout,Haotong Li,False
Seamus Power,Adrien Saddier,Moderate,Closing,-1.1075,-3.753,-1.1075,-3.753,2.6455,Seamus Power,Seamus Power,True
Matt Wallace,Michael Brennan,Moderate,Closing,2.346,-1.1075,2.346,-1.1075,3.4535,Matt Wallace,Matt Wallace,True
Patrick Fishburn,Ben Silverman,Moderate,Closing,0.04699999999999993,-1.1075,0.04699999999999993,-1.1075,1.1544999999999999,Patrick Fishburn,Patrick Fishburn,True
Austin Eckroat,Daniel Brown,Moderate,Closing,-3.6725000000000003,4.714499999999999,4.714499999999999,-3.6725000000000003,8.387,Daniel Brown,Push,
Jordan Smith,Mackenzie Hughes,Moderate,Closing,2.7775,2.7775,2.7775,2.7775,0.0,Mackenzie Hughes,Push,
Eric Cole,Garrick Higgo,Moderate,Closing,-1.1075,13.190999999999999,13.190999999999999,-1.1075,14.298499999999999,Garrick Higgo,Eric Cole,False
Brooks Koepka,Daniel Berger,Moderate,Closing,-7.0685,-1.1075,-1.1075,-7.0685,5.961,Daniel Berger,Brooks Koepka,False
Rasmus Neergaard-Petersen,Ryan Gerard,Moderate,Closing,-7.0685,-7.0685,-7.0685,-7.0685,0.0,Ryan Gerard,Ryan Gerard,True
Nicolai Hojgaard,Rasmus Hojgaard,Moderate,Closing,4.071,4.071,4.071,4.071,0.0,Rasmus Hojgaard,Nicolai Hojgaard,False
Zach Bauchou,Chad Ramey,Moderate,Closing,-1.1075,4.714499999999999,4.714499999999999,-1.1075,5.821999999999999,Chad Ramey,Push,
Kevin Roy,Max Homa,Moderate,Closing,-1.1075,2.7775,2.7775,-1.1075,3.885,Max Homa,Max Homa,True
Lee Hodges,Steven Fisk,Moderate,Closing,-1.1075,-1.1075,-1.1075,-1.1075,0.0,Steven Fisk,Steven Fisk,True
Sudarshan Yellamaraju,Adrien Dumont De Chassart,Moderate,Closing,-1.1075,-1.1075,-1.1075,-1.1075,0.0,Adrien Dumont De Chassart,Sudarshan Yellamaraju,False
Thorbjorn Olesen,Kristoffer Reitan,Moderate,Closing,4.071,13.190999999999999,13.190999999999999,4.071,9.12,Kristoffer Reitan,Kristoffer Reitan,True
Mark Hubbard,Matti Schmid,Moderate,Closing,4.071,-3.6725000000000003,4.071,-3.6725000000000003,7.7435,Mark Hubbard,Matti Schmid,False
Aaron Rai,Keith Mitchell,Moderate,Closing,-1.1075,-1.1075,-1.1075,-1.1075,0.0,Keith Mitchell,Keith Mitchell,True
Takumi Kanaya,William Mouw,Moderate,Closing,-1.1075,-1.1075,-1.1075,-1.1075,0.0,William Mouw,William Mouw,True
Zecheng Dou,Beau Hossler,Moderate,Closing,4.071,-7.0685,4.071,-7.0685,11.1395,Zecheng Dou,Zecheng Dou,True
Patton Kizzire,A.J. Ewart,Moderate,Closing,-7.0685,-1.1075,-1.1075,-7.0685,5.961,A.J. Ewart,Patton Kizzire,False
Joel Dahmen,Ricky Castillo,Moderate,Closing,4.071,0.04699999999999993,4.071,0.04699999999999993,4.024,Joel Dahmen,Push,
Nico Echavarria,Shane Lowry,Moderate,Closing,-3.753,-3.753,-3.753,-3.753,0.0,Shane Lowry,Nico Echavarria,False
Ricky Castillo,Danny Walker,Moderate,Closing,4.092,-3.6725000000000003,4.092,-3.6725000000000003,7.7645,Ricky Castillo,Danny Walker,False
Steven Fisk,Kristoffer Reitan,Moderate,Closing,-3.6725000000000003,-1.1075,-1.1075,-3.6725000000000003,2.5650000000000004,Kristoffer Reitan,Steven Fisk,False
Rico Hoey,Daniel Berger,Moderate,Closing,4.092,3.7460000000000004,4.092,3.7460000000000004,0.3459999999999992,Rico Hoey,Rico Hoey,True
Tony Finau,Seamus Power,Moderate,Closing,-1.0270000000000001,-3.753,-1.0270000000000001,-3.753,2.726,Tony Finau,Push,
Hideki Matsuyama,Michael Brennan,Moderate,Closing,-1.1075,-3.6725000000000003,-1.1075,-3.6725000000000003,2.5650000000000004,Hideki Matsuyama,Hideki Matsuyama,True
Rickie Fowler,Jordan Spieth,Moderate,Closing,4.092,-3.6725000000000003,4.092,-3.6725000000000003,7.7645,Rickie Fowler,Jordan Spieth,False
Nico Echavarria,Rory McIlroy,Moderate,Closing,-7.0685,-1.1075,-1.1075,-7.0685,5.961,Rory McIlroy,Rory McIlroy,True
Eric Cole,Kevin Roy,Moderate,Closing,-3.6725000000000003,-3.6725000000000003,-3.6725000000000003,-3.6725000000000003,0.0,Kevin Roy,Eric Cole,False
Bud Cauley,Sam Stevens,Moderate,Closing,-7.0685,-3.753,-3.753,-7.0685,3.3155,Sam Stevens,Bud Cauley,False
Nicolai Hojgaard,Chris Kirk,Moderate,Closing,-1.1075,-1.038,-1.038,-1.1075,0.0694999999999999,Chris Kirk,Push,
Patrick Cantlay,J.T. Poston,Moderate,Closing,4.092,-3.753,4.092,-3.753,7.845,Patrick Cantlay,Patrick Cantlay,True
Andrew Putnam,Lee Hodges,Moderate,Closing,2.346,-1.038,2.346,-1.038,3.3840000000000003,Andrew Putnam,Andrew Putnam,True
Taylor Moore,Alex Noren,Moderate,Closing,-7.0685,-1.038,-1.038,-7.0685,6.0305,Alex Noren,Alex Noren,True
Adam Scott,Taylor Pendrith,Moderate,Closing,-3.6725000000000003,-7.0685,-3.6725000000000003,-7.0685,3.396,Adam Scott,Taylor Pendrith,False
Zach Bauchou,Stephan Jaeger,Moderate,Closing,-3.753,-1.1075,-1.1075,-3.753,2.6455,Stephan Jaeger,Zach Bauchuz,False
Ryan Gerard,Chad Ramey,Moderate,Closing,0.9645,-7.0685,0.9645,-7.0685,8.033,Ryan Gerard,Push,
Matti Schmid,Wyndham Clark,Moderate,Closing,-1.1075,-7.0685,-1.1075,-7.0685,5.961,Matti Schmid,Wyndham Clark,False
Max McGreevy,Nick Taylor,Moderate,Closing,-1.1075,-3.6725000000000003,-1.1075,-3.6725000000000003,2.5650000000000004,Max McGreevy,Nick Taylor,False
Sam Burns,Max Homa,Moderate,Closing,-7.0685,13.190999999999999,13.190999999999999,-7.0685,20.2595,Max Homa,Max Homa,True
Si Woo Kim,Joe Highsmith,Moderate,Closing,-3.6725000000000003,-1.038,-1.038,-3.6725000000000003,2.6345,Joe Highsmith,Joe Highsmith,True
Keith Mitchell,Tommy Fleetwood,Moderate,Closing,4.092,4.071,4.092,4.071,0.020999999999999908,Keith Mitchell,Tommy Fleetwood,False
Min Woo Lee,Jason Day,Moderate,Closing,-1.1075,-1.1075,-1.1075,-1.1075,0.0,Jason Day,Min Woo Lee,False
Chris Gotterup,Akshay Bhatia,Moderate,Closing,-3.753,4.071,4.071,-3.753,7.824,Akshay Bhatia,Akshay Bhatia,True
Maverick McNealy,Scottie Scheffler,Moderate,Closing,4.092,-3.6725000000000003,4.092,-3.6725000000000003,7.7645,Maverick McNealy,Scottie Scheffler,False
Alex Smalley,Patrick Rodgers,Moderate,Closing,2.346,-1.0270000000000001,2.346,-1.0270000000000001,3.373,Alex Smalley,Patrick Rodgers,False
Keegan Bradley,Brooks Koepka,Moderate,Closing,4.831,-3.6725000000000003,4.831,-3.6725000000000003,8.5035,Keegan Bradley,Brooks Koepka,False
Sudarshan Yellamaraju,J.J. Spaun,Moderate,Closing,-3.753,-3.6725000000000003,-3.6725000000000003,-3.753,0.0804999999999998,J.J. Spaun,Sudarshan Yellamaraju,False
Ryo Hisatsune,Russell Henley,Moderate,Closing,4.071,-3.753,4.071,-3.753,7.824,Ryo Hisatsune,Push,
William Mouw,Justin Rose,Moderate,Closing,-1.0270000000000001,-1.1075,-1.0270000000000001,-1.1075,0.0804999999999998,William Mouw,Justin Rose,False
Jacob Bridgeman,Sepp Straka,Moderate,Closing,4.092,-3.753,4.092,-3.753,7.845,Jacob Bridgeman,Sepp Straka,False
Sahith Theegala,Austin Smotherman,Moderate,Closing,2.346,-1.1075,2.346,-1.1075,3.4535,Sahith Theegala,Sahith Theegala,True
Xander Schauffele,Robert MacIntyre,Moderate,Closing,4.071,-3.753,4.071,-3.753,7.824,Xander Schauffele,Push,
Justin Thomas,Corey Conners,Moderate,Closing,-1.1075,2.346,2.346,-1.1075,3.4535,Corey Conners,Corey Conners,True
Brian Harman,Viktor Hovland,Moderate,Closing,-3.6725000000000003,4.092,4.092,-3.6725000000000003,7.7645,Viktor Hovland,Viktor Hovland,True
Cameron Young,Matt Fitzpatrick,Moderate,Closing,-3.6725000000000003,2.346,2.346,-3.6725000000000003,6.0185,Matt Fitzpatrick,Push,
Ludvig Aberg,Michael Thorbjornsen,Moderate,Closing,-1.0270000000000001,4.092,4.092,-1.0270000000000001,5.119,Michael Thorbjornsen,Ludvig Aberg,False
Aaron Cockerill,David Law,Calm,Closing,8.242,-1.8424999999999998,8.242,-1.8424999999999998,10.0845,Aaron Cockerill,David Law,False
Jason Scrivener,Darius van Driel,Calm,Closing,2.3244999999999996,-1.399,2.3244999999999996,-1.399,3.7234999999999996,Jason Scrivener,Darius van Driel,False
Angel Hidalgo,Francesco Molinari,Calm,Closing,-1.8424999999999998,0.018000000000000016,0.018000000000000016,-1.8424999999999998,1.8604999999999998,Francesco Molinari,Francesco Molinari,True
David Micheluzzi,Sampson-Yunhe Zheng,Calm,Closing,0.08550000000000002,-3.909,0.08550000000000002,-3.909,3.9945,David Micheluzzi,Sampson-Yunhe Zheng,False
Dan Bradbury,Martin Couvra,Calm,Closing,-2.014,0.9074999999999999,0.9074999999999999,-2.014,2.9214999999999995,Martin Couvra,Martin Couvra,True
Brandon Robinson Thompson,Adrian Otaegui,Calm,Closing,-8.392499999999998,-6.457,-6.457,-8.392499999999998,1.9354999999999984,Adrian Otaegui,Adrian Otaegui,True
Taehoon Ok,Ross Fisher,Calm,Closing,2.0465,6.0375,6.0375,2.0465,3.9909999999999997,Ross Fisher,Taehoon Ok,False
Eddie Pepperell,Sean Crocker,Calm,Closing,-8.392499999999998,-0.11799999999999994,-0.11799999999999994,-8.392499999999998,8.274499999999998,Sean Crocker,Eddie Pepperell,False
Taehoon Ok,Bowen Xiao,Calm,Closing,2.0465,-0.11799999999999994,2.0465,-0.11799999999999994,2.1645,Taehoon Ok,Taehoon Ok,True
Oliver Lindell,Wenyi Ding,Calm,Closing,2.3244999999999996,-1.399,2.3244999999999996,-1.399,3.7234999999999996,Oliver Lindell,Oliver Lindell,True
Marcus Armitage,Yuto Katsuragawa,Calm,Closing,-1.8424999999999998,2.0465,2.0465,-1.8424999999999998,3.889,Yuto Katsuragawa,Marcus Armitage,False
Jorge Campillo,Thriston Lawrence,Calm,Closing,0.08550000000000002,0.018000000000000016,0.08550000000000002,0.018000000000000016,0.0675,Jorge Campillo,Jorge Campillo,True
Dylan Frittelli,Jordan Gumberg,Calm,Closing,0.9074999999999999,-1.8424999999999998,0.9074999999999999,-1.8424999999999998,2.7499999999999996,Dylan Frittelli,Jordan Gumberg,False
