player_a,player_b,condition,round_type,score_a,score_b,winner_score,loser_score,difference,prediction,actual_winner,correct
Albin Bergstrom,Andreas Halvorsen,Calm,Open,0.33799999999999997,0.33799999999999997,0.33799999999999997,0.33799999999999997,0.0,Andreas Halvorsen,Albin Bergstrom,False
Pablo Larrazabal,Angel Ayora,Calm,Open,-4.0995,0.9175,0.9175,-4.0995,5.0169999999999995,Angel Ayora,Angel Ayora,True
Thriston Lawrence,Zhao Jin,Calm,Open,0.9175,0.11250000000000027,0.9175,0.11250000000000027,0.8049999999999997,Thriston Lawrence,Thriston Lawrence,True
Oliver Lindell,Jorge Campillo,Calm,Open,0.33799999999999997,1.0799999999999998,1.0799999999999998,0.33799999999999997,0.7419999999999999,Jorge Campillo,Jorge Campillo,True
Eugenio Chacarra,Taichi Kho,Calm,Open,0.33799999999999997,-2.479,0.33799999999999997,-2.479,2.817,Eugenio Chacarra,Eugenio Chacarra,True
Calum Hill,Brandon Robinson Thompson,Calm,Open,-2.843,-2.843,-2.843,-2.843,0.0,Brandon Robinson Thompson,Calum Hill,False
Frederic Lacroix,Martin Couvra,Calm,Open,0.11250000000000027,0.17550000000000002,0.17550000000000002,0.11250000000000027,0.06299999999999975,Martin Couvra,Martin Couvra,True
Wenyi Ding,Yanhan Zhou,Calm,Open,1.0799999999999998,0.11250000000000027,1.0799999999999998,0.11250000000000027,0.9674999999999996,Wenyi Ding,Wenyi Ding,True
Grant Forrest,Junghwan Lee,Calm,Open,0.3244999999999998,2.9245,2.9245,0.3244999999999998,2.6000000000000005,Junghwan Lee,Junghwan Lee,True
Joost Luiten,Joel Girrbach,Calm,Open,0.11799999999999988,0.11799999999999988,0.11799999999999988,0.11799999999999988,0.0,Joel Girrbach,Joost Luiten,False
Dan Bradbury,Niklas Norgaard,Calm,Open,0.33799999999999997,1.0799999999999998,1.0799999999999998,0.33799999999999997,0.7419999999999999,Niklas Norgaard,Dan Bradbury,False
Nacho Elvira,Sean Crocker,Calm,Open,1.0799999999999998,0.3244999999999998,1.0799999999999998,0.3244999999999998,0.7555000000000001,Nacho Elvira,Nacho Elvira,True
Jeong Weon Ko,Taehoon Ok,Calm,Open,1.0799999999999998,-0.246,1.0799999999999998,-0.246,1.3259999999999998,Jeong Weon Ko,Taehoon Ok,False
Ugo Coussaud,Sebastian Garcia Rodriguez,Calm,Open,2.9245,1.0799999999999998,2.9245,1.0799999999999998,1.8445000000000003,Ugo Coussaud,Sebastian Garcia Rodriguez,False
Cameron Adam,Matthew Baldwin,Calm,Open,0.3244999999999998,0.11799999999999988,0.3244999999999998,0.11799999999999988,0.2064999999999999,Cameron Adam,Matthew Baldwin,False
Marcus Armitage,Jason Scrivener,Calm,Open,0.9175,0.33799999999999997,0.9175,0.33799999999999997,0.5795,Marcus Armitage,Jason Scrivener,False
Niklas Lemke,Ivan Cantero Gutierrez,Calm,Open,1.0799999999999998,-4.0995,1.0799999999999998,-4.0995,5.1795,Niklas Lemke,Ivan Cantero Gutierrez,False
Kiradech Aphibarnrat,Shubhankar Sharma,Calm,Open,0.9175,-0.246,0.9175,-0.246,1.1635,Kiradech Aphibarnrat,Shubhankar Sharma,False
Oihan Guillamoundeguy,Rocco Repetto Taylor,Calm,Open,1.0799999999999998,-0.246,1.0799999999999998,-0.246,1.3259999999999998,Oihan Guillamoundeguy,Rocco Repetto Taylor,False
Andy Sullivan,Rafa Cabrera Bello,Calm,Open,0.33799999999999997,0.33799999999999997,0.33799999999999997,0.33799999999999997,0.0,Rafa Cabrera Bello,Rafa Cabrera Bello,True
Adrian Otaegui,Dylan Frittelli,Calm,Open,1.873,0.3244999999999998,1.873,0.3244999999999998,1.5485000000000002,Adrian Otaegui,Push,
Jordan Gumberg,David Law,Calm,Open,0.11250000000000027,0.11250000000000027,0.11250000000000027,0.11250000000000027,0.0,David Law,Jordan Gumberg,False
Tom Vaillant,Kazuma Kobori,Calm,Open,0.3244999999999998,-2.5020000000000002,0.3244999999999998,-2.5020000000000002,2.8265000000000002,Tom Vaillant,Push,
Aaron Cockerill,Stefano Mazzoli,Calm,Open,1.0799999999999998,2.9245,2.9245,1.0799999999999998,1.8445000000000003,Stefano Mazzoli,Aaron Cockerill,False
Matt Killeen,Adri Arnaus,Calm,Open,-4.0995,-2.843,-2.843,-4.0995,1.2565,Adri Arnaus,Adri Arnaus,True
Jack Senior,Felix Mory,Calm,Open,0.9175,0.11799999999999988,0.9175,0.11799999999999988,0.7995000000000001,Jack Senior,Jack Senior,True
Maximilian Steinlechner,Joshua Berry,Calm,Open,0.33799999999999997,1.0799999999999998,1.0799999999999998,0.33799999999999997,0.7419999999999999,Joshua Berry,Maximilian Steinlechner,False
Nathan Kimsey,Niklas Norgaard,Calm,Open,0.11799999999999988,1.0799999999999998,1.0799999999999998,0.11799999999999988,0.962,Niklas Norgaard,Nathan Kimsey,False
Angel Ayora,Oliver Lindell,Calm,Open,0.9175,0.33799999999999997,0.9175,0.33799999999999997,0.5795,Angel Ayora,Oliver Lindell,False
Jorge Campillo,Adrian Otaegui,Calm,Open,1.0799999999999998,1.873,1.873,1.0799999999999998,0.7930000000000001,Adrian Otaegui,Jorge Campillo,False
Thriston Lawrence,Frederic Lacroix,Calm,Open,0.9175,0.11250000000000027,0.9175,0.11250000000000027,0.8049999999999997,Thriston Lawrence,Thriston Lawrence,True
Wenyi Ding,Eugenio Chacarra,Calm,Open,1.0799999999999998,0.33799999999999997,1.0799999999999998,0.33799999999999997,0.7419999999999999,Wenyi Ding,Wenyi Ding,True
Mikael Lindberg,Martin Couvra,Calm,Open,1.0799999999999998,0.17550000000000002,1.0799999999999998,0.17550000000000002,0.9044999999999999,Mikael Lindberg,Martin Couvra,False
Grant Forrest,Dan Bradbury,Calm,Open,0.3244999999999998,0.33799999999999997,0.33799999999999997,0.3244999999999998,0.013500000000000179,Dan Bradbury,Dan Bradbury,True
Joost Luiten,Sean Crocker,Calm,Open,0.11799999999999988,0.3244999999999998,0.3244999999999998,0.11799999999999988,0.2064999999999999,Sean Crocker,Joost Luiten,False
Jose Luis Ballester,Sergio Garcia,Calm,Open,-1.5395,-4.0995,-1.5395,-4.0995,2.5599999999999996,Jose Luis Ballester,Sergio Garcia,False
Bryson DeChambeau,Joaquin Niemann,Calm,Open,4.3475,0.17550000000000002,4.3475,0.17550000000000002,4.172,Bryson DeChambeau,Bryson DeChambeau,True
Talor Gooch,Dustin Johnson,Calm,Open,1.873,-1.3625,1.873,-1.3625,3.2355,Talor Gooch,Talor Gooch,True
Tyrrell Hatton,Thomas Pieters,Calm,Open,0.7424999999999999,-1.5395,0.7424999999999999,-1.5395,2.282,Tyrrell Hatton,Thomas Pieters,False
Marc Leishman,Louis Oosthuizen,Calm,Open,0.11250000000000027,0.11250000000000027,0.11250000000000027,0.11250000000000027,0.0,Louis Oosthuizen,Louis Oosthuizen,True
Sebastian Munoz,Thomas Detry,Calm,Open,0.11250000000000027,0.9175,0.9175,0.11250000000000027,0.8049999999999997,Thomas Detry,Thomas Detry,True
Carlos Ortiz,Tom McKibbin,Calm,Open,0.11250000000000027,-4.0995,0.11250000000000027,-4.0995,4.212,Carlos Ortiz,Carlos Ortiz,True
David Puig,Dean Burmester,Calm,Open,0.11250000000000027,3.2575000000000003,3.2575000000000003,0.11250000000000027,3.145,Dean Burmester,David Puig,False
Cameron Smith,Lucas Herbert,Calm,Open,-4.0995,0.17550000000000002,0.17550000000000002,-4.0995,4.275,Lucas Herbert,Cameron Smith,False
Elvis Smylie,Branden Grace,Calm,Open,1.0799999999999998,0.9175,1.0799999999999998,0.9175,0.16249999999999987,Elvis Smylie,Branden Grace,False
Caleb Surratt,Richard T. Lee,Calm,Open,0.9175,1.6455000000000002,1.6455000000000002,0.9175,0.7280000000000002,Richard T. Lee,Push,
Ricky Castillo,Alex Smalley,Calm,Open,6.149,-4.0995,6.149,-4.0995,10.2485,Ricky Castillo,Push,
Austin Smotherman,Christiaan Bezuidenhout,Calm,Open,0.9175,0.9175,0.9175,0.9175,0.0,Christiaan Bezuidenhout,Christiann Bezuidenhout,False
Matt Wallace,Matti Schmid,Calm,Open,-1.3625,0.9175,0.9175,-1.3625,2.2800000000000002,Matti Schmid,Push,
Keegan Bradley,Aaron Rai,Calm,Open,1.6179999999999999,6.149,6.149,1.6179999999999999,4.531000000000001,Aaron Rai,Aaron Rai,True
Patrick Cantlay,Corey Conners,Calm,Open,6.149,-4.0995,6.149,-4.0995,10.2485,Patrick Cantlay,Corey Conners,False
Brooks Koepka,J.J. Spaun,Calm,Open,0.17550000000000002,0.11799999999999988,0.17550000000000002,0.11799999999999988,0.057500000000000134,Brooks Koepka,Brooks Koepka,True
Xander Schauffele,Viktor Hovland,Calm,Open,1.873,6.149,6.149,1.873,4.276,Viktor Hovland,Xander Schauffele,False
Davis Thompson,Matt McCarty,Calm,Open,0.17550000000000002,-0.38250000000000006,0.17550000000000002,-0.38250000000000006,0.558,Davis Thompson,Davis Thompson,True
Eric Cole,Kevin Roy,Calm,Open,0.17550000000000002,0.17550000000000002,0.17550000000000002,0.17550000000000002,0.0,Kevin Roy,Push,
Doug Ghim,Austin Eckroat,Calm,Open,6.149,0.11250000000000027,6.149,0.11250000000000027,6.0365,Doug Ghim,Doug Ghim,True
Jordan Spieth,Rasmus Hojgaard,Calm,Open,0.17550000000000002,0.9175,0.9175,0.17550000000000002,0.742,Rasmus Hojgaard,Jordan Spieth,False
Bud Cauley,Michael Kim,Calm,Open,1.0799999999999998,0.9175,1.0799999999999998,0.9175,0.16249999999999987,Bud Cauley,Bud Cauley,True
Nicolai Hojgaard,Sahith Theegala,Calm,Open,0.9175,1.0799999999999998,1.0799999999999998,0.9175,0.16249999999999987,Sahith Theegala,Nicolai Hojgaard,False
Jacob Bridgeman,Justin Thomas,Calm,Open,-1.5395,1.0799999999999998,1.0799999999999998,-1.5395,2.6195,Justin Thomas,Jacob Bridgeman,False
Ben Griffin,Wyndham Clark,Calm,Open,6.149,0.11250000000000027,6.149,0.11250000000000027,6.0365,Ben Griffin,Push,
Tony Finau,Jordan Smith,Calm,Open,-1.3625,1.873,1.873,-1.3625,3.2355,Jordan Smith,Push,
Kiradech Aphibarnrat,Oihan Guillamoundeguy,Calm,Survival,-1.4525000000000001,0.009500000000000008,0.009500000000000008,-1.4525000000000001,1.4620000000000002,Oihan Guillamoundeguy,Oihan Guillamoundeguy,True
Manuel Elvira,Ricardo Gouveia,Calm,Survival,0.009500000000000008,-0.7895000000000001,0.009500000000000008,-0.7895000000000001,0.7990000000000002,Manuel Elvira,Ricardo Gouveia,False
Alex Fitzpatrick,Casey Jarvis,Calm,Survival,-1.4525000000000001,0.009500000000000008,0.009500000000000008,-1.4525000000000001,1.4620000000000002,Casey Jarvis,Casey Jarvis,True
Frederic Lacroix,Joakim Lagergren,Calm,Survival,-1.4525000000000001,-1.4525000000000001,-1.4525000000000001,-1.4525000000000001,0.0,Joakim Lagergren,Frederic Lacroix,False
Niklas Norgaard,Daniel van Tonder,Calm,Survival,0.009500000000000008,-0.7895000000000001,0.009500000000000008,-0.7895000000000001,0.7990000000000002,Niklas Norgaard,Daniel van Tonder,False
Jacques Kruyswijk,Jacob Olesen,Calm,Survival,-0.7895000000000001,-0.8420000000000001,-0.7895000000000001,-0.8420000000000001,0.05249999999999999,Jacques Kruyswijk,Jacob Olesen,False
Thriston Lawrence,Hennie du Plessis,Calm,Survival,-0.8420000000000001,-0.7895000000000001,-0.7895000000000001,-0.8420000000000001,0.05249999999999999,Hennie du Plessis,Hennie du Plessis,True
Freddy Schott,Guido Migliozzi,Calm,Survival,-0.8420000000000001,-1.8425,-0.8420000000000001,-1.8425,1.0005,Freddy Schott,Guido Migliozzi,False
Mikael Lindberg,Sebastian Soderberg,Calm,Survival,0.009500000000000008,0.009500000000000008,0.009500000000000008,0.009500000000000008,0.0,Sebastian Soderberg,Push,
Nathan Kimsey,Ben Schmidt,Calm,Survival,-0.8420000000000001,-0.8420000000000001,-0.8420000000000001,-0.8420000000000001,0.0,Ben Schmidt,Nathan Kimsey,False
Niklas Lemke,David Law,Calm,Survival,-1.8425,-0.17600000000000005,-0.17600000000000005,-1.8425,1.6665,David Law,David Law,True
Dan Bradbury,Joost Luiten,Calm,Survival,-1.4525000000000001,-0.8420000000000001,-0.8420000000000001,-1.4525000000000001,0.6105,Joost Luiten,Dan Bradbury,False
Ryggs Johnston,Jason Scrivener,Calm,Survival,-1.4525000000000001,-0.8420000000000001,-0.8420000000000001,-1.4525000000000001,0.6105,Jason Scrivener,Ryggs Johnston,False
Jorge Campillo,Francesco Laporta,Calm,Survival,-1.8425,-1.4525000000000001,-1.4525000000000001,-1.8425,0.3899999999999999,Francesco Laporta,Francesco Laporta,True
Angel Ayora,Calum Hill,Calm,Survival,-1.4525000000000001,0.009500000000000008,0.009500000000000008,-1.4525000000000001,1.4620000000000002,Calum Hill,Angel Ayora,False
Antoine Rozner,Wenyi Ding,Calm,Survival,-0.17600000000000005,0.009500000000000008,0.009500000000000008,-0.17600000000000005,0.18550000000000005,Wenyi Ding,Antoine Rozner,False
Angel Ayora,Antoine Rozner,Moderate,Survival,-3.3665,-3.3665,-3.3665,-3.3665,0.0,Antoine Rozner,Antoine Rozner,True
Jayden Schaper,Thriston Lawrence,Moderate,Survival,0.5509999999999999,-3.3665,0.5509999999999999,-3.3665,3.9174999999999995,Jayden Schaper,Thriston Lawrence,False
Freddy Schott,Jason Scrivener,Moderate,Survival,-0.269,2.5685000000000002,2.5685000000000002,-0.269,2.8375000000000004,Jason Scrivener,Freddy Schott,False
Johannes Veerman,Dylan Frittelli,Moderate,Survival,3.1759999999999997,-0.269,3.1759999999999997,-0.269,3.445,Johannes Veerman,Johannes Veerman,True
Dan Bradbury,Casey Jarvis,Moderate,Survival,7.661000000000001,6.224500000000001,7.661000000000001,6.224500000000001,1.4365000000000006,Dan Bradbury,Casey Jarvis,False
Eddie Pepperell,Adrian Otaegui,Moderate,Survival,-1.059,-5.202,-1.059,-5.202,4.143,Eddie Pepperell,Eddie Pepperell,True
Kiradech Aphibarnrat,Michael Hollick,Moderate,Survival,5.1865000000000006,2.677,5.1865000000000006,2.677,2.5095000000000005,Kiradech Aphibarnrat,Kiradech Aphibarnrat,True
Marcus Armitage,Alejandro Del Rey,Moderate,Survival,2.677,2.0485,2.677,2.0485,0.6284999999999998,Marcus Armitage,Alejandro Del Rey,False
Alex Smalley,Eric Cole,Calm,Survival,2.1510000000000002,-0.29100000000000015,2.1510000000000002,-0.29100000000000015,2.442,Alex Smalley,Push,
Gary Woodland,David Lipsky,Calm,Survival,3.5894999999999997,-2.0795,3.5894999999999997,-2.0795,5.669,Gary Woodland,Gary Woodland,True
Daniel Berger,Thorbjorn Olesen,Calm,Survival,-1.9615,0.3,0.3,-1.9615,2.2615,Thorbjorn Olesen,Thorbjorn Olesen,True
Rasmus Hojgaard,Michael Thorbjornsen,Calm,Survival,3.5894999999999997,-0.3800000000000001,3.5894999999999997,-0.3800000000000001,3.9695,Rasmus Hojgaard,Michael Thorbjornsen,False
Christiaan Bezuidenhout,Seamus Power,Calm,Survival,3.5894999999999997,-0.3800000000000001,3.5894999999999997,-0.3800000000000001,3.9695,Christiaan Bezuidenhout,Seamus Power,False
Jesper Svensson,Luke Clanton,Calm,Survival,0.009500000000000008,-0.3800000000000001,0.009500000000000008,-0.3800000000000001,0.3895000000000001,Jesper Svensson,Luke Clanton,False
Rasmus Neergaard-Petersen,David Ford,Calm,Survival,-1.4525000000000001,0.3730000000000002,0.3730000000000002,-1.4525000000000001,1.8255000000000003,David Ford,Push,
John Parry,Chan Kim,Calm,Survival,3.5894999999999997,-1.4525000000000001,3.5894999999999997,-1.4525000000000001,5.042,John Parry,John Parry,True
Doug Ghim,Adam Hadwin,Calm,Survival,2.364,0.3,2.364,0.3,2.064,Doug Ghim,Doug Ghim,True
Aaron Rai,Shane Lowry,Calm,Survival,3.1085,-2.0795,3.1085,-2.0795,5.188,Aaron Rai,Shane Lowry,False
Kevin Yu,Nico Echavarria,Calm,Survival,-0.29100000000000015,-1.8425,-0.29100000000000015,-1.8425,1.5514999999999999,Kevin Yu,Nico Echavarria,False
Nicolai Hojgaard,Keith Mitchell,Calm,Survival,3.5894999999999997,-0.3800000000000001,3.5894999999999997,-0.3800000000000001,3.9695,Nicolai Hojgaard,Nicolai Hojgaard,True
Stephan Jaeger,Davis Thompson,Calm,Survival,0.009500000000000008,7.135,7.135,0.009500000000000008,7.1255,Davis Thompson,Davis Thompson,True
Chad Ramey,Johnny Keefer,Calm,Survival,0.009500000000000008,0.3,0.3,0.009500000000000008,0.2905,Johnny Keefer,Chad Ramey,False
Adrien Dumont De Chassart,Jordan Smith,Calm,Survival,-0.29100000000000015,2.3575000000000004,2.3575000000000004,-0.29100000000000015,2.6485000000000003,Jordan Smith,Push,
Alex Smalley,Michael Brennan,Calm,Survival,2.1510000000000002,0.4715,2.1510000000000002,0.4715,1.6795000000000002,Alex Smalley,Alex Smalley,True
Eric Cole,Gary Woodland,Calm,Survival,-0.29100000000000015,3.5894999999999997,3.5894999999999997,-0.29100000000000015,3.8804999999999996,Gary Woodland,Eric Cole,False
Kevin Roy,Emiliano Grillo,Calm,Survival,7.135,-1.5715,7.135,-1.5715,8.7065,Kevin Roy,Emiliano Grillo,False
Dylan Wu,Matti Schmid,Calm,Survival,1.9499999999999997,0.3,1.9499999999999997,0.3,1.6499999999999997,Dylan Wu,Dylan Wu,True
Ryan Gerard,Rasmus Hojgaard,Calm,Survival,1.3415,3.5894999999999997,3.5894999999999997,1.3415,2.2479999999999998,Rasmus Hojgaard,Ryan Gerard,False
Max Homa,Sami Valimaki,Calm,Survival,2.3575000000000004,0.009500000000000008,2.3575000000000004,0.009500000000000008,2.3480000000000003,Max Homa,Max Homa,True
Daniel Berger,Michael Thorbjornsen,Calm,Survival,-1.9615,-0.3800000000000001,-0.3800000000000001,-1.9615,1.5815,Michael Thorbjornsen,Push,
Haotong Li,Thorbjorn Olesen,Calm,Survival,3.5894999999999997,0.3,3.5894999999999997,0.3,3.2895,Haotong Li,Thorbjorn Olesen,False
Tom Kim,Mackenzie Hughes,Calm,Survival,-0.29100000000000015,0.03049999999999997,0.03049999999999997,-0.29100000000000015,0.3215000000000001,Mackenzie Hughes,Mackenzie Hughes,True
Christiaan Bezuidenhout,Kristoffer Reitan,Calm,Survival,3.5894999999999997,3.5894999999999997,3.5894999999999997,3.5894999999999997,0.0,Kristoffer Reitan,Push,
Seamus Power,Kris Ventura,Calm,Survival,-0.3800000000000001,1.3415,1.3415,-0.3800000000000001,1.7215,Kris Ventura,Seamus Power,False
Daniel Brown,Jesper Svensson,Calm,Survival,2.1510000000000002,0.009500000000000008,2.1510000000000002,0.009500000000000008,2.1415,Daniel Brown,Daniel Brown,True
John Parry,David Ford,Calm,Survival,3.5894999999999997,0.3730000000000002,3.5894999999999997,0.3730000000000002,3.2164999999999995,John Parry,Push,
Austin Eckroat,Beau Hossler,Calm,Survival,0.3,1.3415,1.3415,0.3,1.0414999999999999,Beau Hossler,Austin Eckroat,False
Taylor Moore,Doug Ghim,Calm,Survival,0.009500000000000008,2.364,2.364,0.009500000000000008,2.3545,Doug Ghim,Taylor Moore,False
Joel Dahmen,Lee Hodges,Calm,Survival,0.3,-1.4525000000000001,0.3,-1.4525000000000001,1.7525000000000002,Joel Dahmen,Joel Dahmen,True
Max McGreevy,Rico Hoey,Calm,Survival,-1.6945,-0.3800000000000001,-0.3800000000000001,-1.6945,1.3144999999999998,Rico Hoey,Push,
Mac Meissner,Matt Wallace,Calm,Survival,-1.8425,-1.4525000000000001,-1.4525000000000001,-1.8425,0.3899999999999999,Matt Wallace,Matt Wallace,True
Shane Lowry,Keith Mitchell,Calm,Survival,-2.0795,-0.3800000000000001,-0.3800000000000001,-2.0795,1.6994999999999998,Keith Mitchell,Shane Lowry,False
Aaron Rai,Nico Echavarria,Calm,Survival,3.1085,-1.8425,3.1085,-1.8425,4.951,Aaron Rai,Aaron Rai,True
Garrick Higgo,Kevin Yu,Calm,Survival,0.3,-0.29100000000000015,0.3,-0.29100000000000015,0.5910000000000002,Garrick Higgo,Garrick Higgo,True
Davis Thompson,Chris Kirk,Calm,Survival,7.135,-1.4525000000000001,7.135,-1.4525000000000001,8.5875,Davis Thompson,Davis Thompson,True
Stephan Jaeger,S.H. Kim,Calm,Survival,0.009500000000000008,-1.4525000000000001,0.009500000000000008,-1.4525000000000001,1.4620000000000002,Stephan Jaeger,S.H. Kim,False
Nicolai Hojgaard,John Keefer,Calm,Survival,3.5894999999999997,0.3,3.5894999999999997,0.3,3.2895,Nicolai Hojgaard,Nicolai Hojgaard,True
Ricky Castillo,Jordan Smith,Calm,Survival,-0.3800000000000001,2.3575000000000004,2.3575000000000004,-0.3800000000000001,2.7375000000000007,Jordan Smith,Ricky Castillo,False
Nicolai Hojgaard,Keith Mitchell,Moderate,Survival,-0.318,-0.669,-0.318,-0.669,0.35100000000000003,Nicolai Hojgaard,Keith Mitchell,False
Michael Kim,Alex Smalley,Moderate,Survival,-2.4965,0.5509999999999999,0.5509999999999999,-2.4965,3.0475000000000003,Alex Smalley,Alex Smalley,True
Taylor Moore,Ryo Hisatsune,Moderate,Survival,-3.7654999999999994,-0.269,-0.269,-3.7654999999999994,3.4964999999999993,Ryo Hisatsune,Ryo Hisatsune,True
Jacob Bridgeman,Ben Griffin,Moderate,Survival,-0.669,0.6420000000000001,0.6420000000000001,-0.669,1.3110000000000002,Ben Griffin,Jacob Bridgeman,False
Kurt Kitayama,Harry Hall,Moderate,Survival,7.661000000000001,-3.7654999999999994,7.661000000000001,-3.7654999999999994,11.4265,Kurt Kitayama,Harry Hall,False
Adam Scott,Wyndham Clark,Moderate,Survival,-5.202,2.5685000000000002,2.5685000000000002,-5.202,7.7705,Wyndham Clark,Wyndham Clark,True
Hideki Matsuyama,Xander Schauffele,Moderate,Survival,2.234,6.6775,6.6775,2.234,4.4435,Xander Schauffele,Xander Schauffele,True
Corey Conners,Min Woo Lee,Moderate,Survival,2.234,-2.4965,2.234,-2.4965,4.7305,Corey Conners,Corey Conners,True
Aaron Rai,Davis Thompson,Moderate,Survival,2.754,-0.269,2.754,-0.269,3.023,Aaron Rai,Aaron Rai,True
Justin Rose,Jason Day,Moderate,Survival,-2.4965,-0.318,-0.318,-2.4965,2.1785,Jason Day,Justin Rose,False
Cameron Young,Chris Gotterup,Moderate,Survival,-5.202,0.6420000000000001,0.6420000000000001,-5.202,5.844,Chris Gotterup,Cameron Young,False
Daniel Berger,Ricky Castillo,Moderate,Survival,0.6420000000000001,-0.669,0.6420000000000001,-0.669,1.3110000000000002,Daniel Berger,Push,
Taylor Pendrith,Christiaan Bezuidenhout,Moderate,Survival,-3.7654999999999994,-2.4965,-2.4965,-3.7654999999999994,1.2689999999999992,Christiaan Bezuidenhout,Taylor Pendrith,False
Tony Finau,Alex Noren,Moderate,Survival,3.1759999999999997,-1.06,3.1759999999999997,-1.06,4.236,Tony Finau,Alex Noren,False
Akshay Bhatia,Robert MacIntyre,Moderate,Survival,-0.669,-0.269,-0.269,-0.669,0.4,Robert MacIntyre,Akshay Bhatia,False
Ryan Gerard,Patrick Cantlay,Moderate,Survival,-1.06,-0.669,-0.669,-1.06,0.391,Patrick Cantlay,Ryan Gerard,False
Brooks Koepka,Harris English,Moderate,Survival,-5.202,-2.4965,-2.4965,-5.202,2.7055,Harris English,Brooks Koepka,False
Tommy Fleetwood,Ludvig Aberg,Moderate,Survival,0.6420000000000001,3.1759999999999997,3.1759999999999997,0.6420000000000001,2.534,Ludvig Aberg,Ludvig Aberg,True
Brian Harman,Michael Brennan,Moderate,Survival,6.6775,6.6775,6.6775,6.6775,0.0,Michael Brennan,Brian Harman,False
Maverick McNealy,Justin Thomas,Moderate,Survival,0.6420000000000001,0.5509999999999999,0.6420000000000001,0.5509999999999999,0.09100000000000019,Maverick McNealy,Justin Thomas,False
Matt Fitzpatrick,Russell Henley,Moderate,Survival,0.5509999999999999,6.6775,6.6775,0.5509999999999999,6.1265,Russell Henley,Matt Fitzpatrick,False
Si Woo Kim,Jake Knapp,Moderate,Survival,0.6420000000000001,-1.06,0.6420000000000001,-1.06,1.7020000000000002,Si Woo Kim,Push,
Nicolai Hojgaard,Austin Smotherman,Calm,Survival,-1.9615,2.3575000000000004,2.3575000000000004,-1.9615,4.319000000000001,Austin Smotherman,Nicolai Hojgaard,False
Si Woo Kim,Bud Cauley,Calm,Survival,5.736500000000001,0.009500000000000008,5.736500000000001,0.009500000000000008,5.727000000000001,Si Woo Kim,Bud Cauley,False
Lucas Glover,Ryo Hisatsune,Calm,Survival,-0.8420000000000001,5.736500000000001,5.736500000000001,-0.8420000000000001,6.578500000000002,Ryo Hisatsune,Push,
Ryan Gerard,Jason Day,Calm,Survival,-1.8425,-1.9615,-1.8425,-1.9615,0.119,Ryan Gerard,,False
Taylor Pendrith,Denny McCarthy,Calm,Survival,0.009500000000000008,2.3575000000000004,2.3575000000000004,0.009500000000000008,2.3480000000000003,Denny McCarthy,Denny McCarthy,True
Kurt Kitayama,Pierceson Coody,Calm,Survival,2.3575000000000004,-1.9615,2.3575000000000004,-1.9615,4.319000000000001,Kurt Kitayama,Kurt Kitayama,True
Jordan Spieth,Sam Stevens,Calm,Survival,1.1584999999999996,-1.4525000000000001,1.1584999999999996,-1.4525000000000001,2.6109999999999998,Jordan Spieth,,False
Sam Burns,Sungjae Im,Calm,Survival,-2.0795,2.3575000000000004,2.3575000000000004,-2.0795,4.437,Sungjae Im,,False
J.J. Spaun,Nick Taylor,Calm,Survival,2.4225000000000003,-2.7285000000000004,2.4225000000000003,-2.7285000000000004,5.151000000000001,J.J. Spaun,Push,
Keegan Bradley,Maverick McNealy,Calm,Survival,-1.4525000000000001,-0.8420000000000001,-0.8420000000000001,-1.4525000000000001,0.6105,Maverick McNealy,Keegan Bradley,False
Ben Griffin,Tommy Fleetwood,Calm,Survival,-1.4525000000000001,5.736500000000001,5.736500000000001,-1.4525000000000001,7.189000000000002,Tommy Fleetwood,Tommy Fleetwood,True
Nico Echavarria,Ludvig Aberg,Calm,Survival,0.009500000000000008,0.009500000000000008,0.009500000000000008,0.009500000000000008,0.0,Ludvig Aberg,Ludvig Aberg,True
Jacob Bridgeman,Chris Gotterup,Calm,Survival,-0.8420000000000001,-0.8420000000000001,-0.8420000000000001,-0.8420000000000001,0.0,Chris Gotterup,Chris Gotterup,True
Justin Thomas,Hideki Matsuyama,Calm,Survival,0.009500000000000008,0.009500000000000008,0.009500000000000008,0.009500000000000008,0.0,Hideki Matsuyama,Hideki Matsuyama,True
Rory McIlroy,Viktor Hovland,Calm,Survival,2.3575000000000004,-0.8420000000000001,2.3575000000000004,-0.8420000000000001,3.1995000000000005,Rory McIlroy,,False
Rickie Fowler,Michael Kim,Calm,Survival,-0.8420000000000001,-1.9615,-0.8420000000000001,-1.9615,1.1195,Rickie Fowler,Michael Kim,False
Chris Kirk,Sahith Theegala,Calm,Survival,-1.8425,-2.0795,-1.8425,-2.0795,0.23699999999999988,Chris Kirk,Sahith Theegala,False
Daniel Bennett,Joel Dahmen,Calm,Survival,0.4715,-1.9615,0.4715,-1.9615,2.433,Daniel Bennett,Daniel Bennett,True
Jhonattan Vegas,Tom Hoge,Calm,Survival,0.4715,-1.9615,0.4715,-1.9615,2.433,Jhonattan Vegas,Tom Hoge,False
Ryan Fox,Billy Horschel,Calm,Survival,0.009500000000000008,0.4715,0.4715,0.009500000000000008,0.46199999999999997,Billy Horschel,Billy Horschel,True
Brian Campbell,Patrick Rodgers,Calm,Survival,-1.8425,0.009500000000000008,0.009500000000000008,-1.8425,1.852,Patrick Rodgers,Patrick Rodgers,True
