player_a,player_b,condition,round_type,score_a,score_b,gap,recommendation,color_a,color_b,exec_a,exec_b,upside_a,upside_b,exec_a_bucket,exec_b_bucket,upside_a_bucket,upside_b_bucket,exec_a_roi,exec_b_roi,upside_a_roi,upside_b_roi
Francesco Laporta,Frederic Lacroix,Calm,Positioning,0.7551441286381053,0.4420078635111966,0.31313626512690873,SKIP,Blue,Purple,50,75,50,50,50-75,75-100,50-75,50-75,-0.8835341365461855,6.87830687830688,2.393822393822396,-5.994291151284487
Sergio Garcia,Peter Uihlein,Calm,Open,-5.7766986451965,-6.0870416498972055,0.3103430047007052,SKIP,Green,Purple,75,75,75,75,75-100,75-100,75-100,75-100,-6.167400881057271,-10.067114093959727,-5.385996409335728,-2.1069692058346843
Daniel van Tonder,Nacho Elvira,Calm,Positioning,-1.5116846457863946,-1.2043189368770766,-0.307365708909318,SKIP,Yellow,Red,25,50,75,50,25-50,50-75,75-100,50-75,2.1602160216021598,1.1627906976744196,-5.183585313174949,-3.5714285714285725
Akshay Bhatia,Robert MacIntyre,Moderate,Survival,-0.8196049504139011,-0.5137561285138039,-0.3058488219000972,SKIP,Red,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,0.4016064257028097,0.3915984336062609,-2.040816326530612,-1.4191106906338689
Jacob Bridgeman,Keith Mitchell,Calm,Closing,-0.4901960784313734,-0.19864542508062344,-0.29155065335075,SKIP,Blue,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,0.0,1.7551755175517585,-0.9803921568627468,-2.1524663677130054
Michael Thorbjornsen,Maverick McNealy,Calm,Closing,-0.19864542508062344,-0.4901960784313734,0.29155065335075,SKIP,Yellow,Blue,50,50,50,50,50-75,50-75,50-75,50-75,1.7551755175517585,0.0,-2.1524663677130054,-0.9803921568627468
Abraham Ancer,Laurie Canter,Calm,Positioning,-5.069217647714314,-5.346531222749036,0.27731357503472154,SKIP,Purple,Orange,25,25,50,75,25-50,25-50,50-75,75-100,-4.144144144144142,-7.737397420867527,-5.994291151284487,-2.955665024630544
Matt McCarty,Garrick Higgo,Calm,Open,-6.564241027910402,-6.2880345882637325,-0.27620643964666947,SKIP,Yellow,Blue,25,50,75,50,25-50,50-75,75-100,50-75,-5.797845048742943,-7.70901194353963,-7.33063700707786,-4.867057232987835
Scottie Scheffler,Russell Henley,Calm,Open,-6.0129473429151385,-6.2880345882637325,0.27508724534859397,SKIP,Yellow,Blue,25,50,50,50,25-50,50-75,50-75,50-75,-5.797845048742943,-7.70901194353963,-6.228049637087334,-4.867057232987835
Jordan Spieth,Sam Stevens,Calm,Open,-6.0129473429151385,-6.2880345882637325,0.27508724534859397,SKIP,Yellow,Blue,25,50,50,50,25-50,50-75,50-75,50-75,-5.797845048742943,-7.70901194353963,-6.228049637087334,-4.867057232987835
Frederic Lacroix,Martin Couvra,Calm,Open,-6.2880345882637325,-6.0129473429151385,-0.27508724534859397,SKIP,Blue,Yellow,50,25,50,50,50-75,25-50,50-75,50-75,-7.70901194353963,-5.797845048742943,-4.867057232987835,-6.228049637087334
Jordan Spieth,Nick Taylor,Moderate,Open,-6.733965938943744,-7.004717196146538,0.2707512572027948,SKIP,Orange,Blue,50,50,50,50,50-75,50-75,50-75,50-75,-8.674698795180722,-9.557661927330177,-4.793233082706765,-4.451772464962899
Darius van Driel,David Ravetto,Tough,Survival,-4.827315541601257,-4.56091527520099,-0.26640026640026715,SKIP,Blue,Blue,50,50,50,75,50-75,50-75,50-75,75-100,-3.061224489795919,-3.061224489795919,-6.593406593406595,-6.0606060606060606
Thomas Detry,Thomas Pieters,Calm,Open,-6.654587793268107,-6.9079683235649405,0.25338053029683394,SKIP,Yellow,Red,50,25,75,50,50-75,25-50,75-100,50-75,-5.978538579458352,-4.3689320388349495,-7.33063700707786,-9.44700460829493
Thomas Detry,Thomas Pieters,Calm,Open,-6.654587793268107,-6.9079683235649405,0.25338053029683394,SKIP,Yellow,Red,50,25,75,50,50-75,25-50,75-100,50-75,-5.978538579458352,-4.3689320388349495,-7.33063700707786,-9.44700460829493
Justin Walters,Antoine Rozner,Tough,Positioning,7.001340682258305,6.748996477430984,0.25234420482732123,SKIP,Orange,Yellow,25,50,75,50,25-50,50-75,75-100,50-75,5.839416058394161,8.626198083067095,8.16326530612245,4.871794871794871
Paul Waring,Jason Scrivener,Calm,Closing,-0.4901960784313734,-0.25960486986950615,-0.23059120856186727,SKIP,Blue,Yellow,50,25,50,75,50-75,25-50,50-75,75-100,0.0,-2.363636363636365,-0.9803921568627468,1.8444266238973528
Jayden Schaper,Cameron Adam,Calm,Closing,1.5733597599422287,1.7998010707245555,-0.22644131078232688,SKIP,Purple,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,0.1194743130227045,1.7551755175517585,3.027245206861753,1.8444266238973528
Taehoon Ok,Bowen Xiao,Calm,Closing,1.5733597599422287,1.3618204898446855,0.21153927009754314,SKIP,Purple,Purple,50,50,50,75,50-75,50-75,50-75,75-100,0.1194743130227045,0.1194743130227045,3.027245206861753,2.6041666666666665
Harry Hall,Corey Conners,Calm,Open,-5.569408771522003,-5.7766986451965,0.20728987367449747,SKIP,Yellow,Green,75,75,75,75,75-100,75-100,75-100,75-100,-3.808180535966146,-6.167400881057271,-7.33063700707786,-5.385996409335728
Sam Stevens,J.T. Poston,Calm,Open,-5.7766986451965,-5.569408771522003,-0.20728987367449747,SKIP,Green,Yellow,75,75,75,75,75-100,75-100,75-100,75-100,-6.167400881057271,-3.808180535966146,-5.385996409335728,-7.33063700707786
Michael Kim,Chris Kirk,Moderate,Positioning,4.3482808651347975,4.145089971861627,0.2031908932731703,SKIP,Orange,Orange,25,50,75,75,25-50,50-75,75-100,75-100,5.393258426966292,4.986876640419951,3.303303303303303,3.303303303303303
Jordan Spieth,Keegan Bradley,Moderate,Positioning,5.411561340179977,5.208370446906807,0.2031908932731703,SKIP,Orange,Orange,25,50,50,50,25-50,50-75,50-75,50-75,5.393258426966292,4.986876640419951,5.429864253393662,5.429864253393662
Max Homa,Alex Smalley,Moderate,Positioning,4.3482808651347975,4.145089971861627,0.2031908932731703,SKIP,Orange,Orange,25,50,75,75,25-50,50-75,75-100,75-100,5.393258426966292,4.986876640419951,3.303303303303303,3.303303303303303
Keegan Bradley,Maverick McNealy,Calm,Open,-6.2880345882637325,-6.103294108272843,-0.18474047999088938,SKIP,Blue,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-7.70901194353963,-5.978538579458352,-4.867057232987835,-6.228049637087334
Thriston Lawrence,Frederic Lacroix,Calm,Open,-6.103294108272843,-6.2880345882637325,0.18474047999088938,SKIP,Yellow,Blue,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,-7.70901194353963,-6.228049637087334,-4.867057232987835
Sebastian Munoz,Thomas Detry,Calm,Open,-6.2880345882637325,-6.103294108272843,-0.18474047999088938,SKIP,Blue,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-7.70901194353963,-5.978538579458352,-4.867057232987835,-6.228049637087334
Kevin Yu,Matt Wallace,Calm,Open,-6.2880345882637325,-6.103294108272843,-0.18474047999088938,SKIP,Blue,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-7.70901194353963,-5.978538579458352,-4.867057232987835,-6.228049637087334
John Parry,Tom Kim,Calm,Open,-6.103294108272843,-6.2880345882637325,0.18474047999088938,SKIP,Yellow,Blue,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,-7.70901194353963,-6.228049637087334,-4.867057232987835
Thriston Lawrence,Zhao Jin,Calm,Open,-6.103294108272843,-6.2880345882637325,0.18474047999088938,SKIP,Yellow,Blue,50,50,50,50,50-75,50-75,50-75,50-75,-5.978538579458352,-7.70901194353963,-6.228049637087334,-4.867057232987835
Ryan Gerard,Rasmus Hojgaard,Calm,Open,-6.2880345882637325,-6.103294108272843,-0.18474047999088938,SKIP,Blue,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-7.70901194353963,-5.978538579458352,-4.867057232987835,-6.228049637087334
J.T. Poston,Adam Schenk,Moderate,Open,-7.18010032898105,-7.004717196146538,-0.17538313283451146,SKIP,Yellow,Blue,25,50,50,50,25-50,50-75,50-75,50-75,-8.117752007136486,-9.557661927330177,-6.2424486508256125,-4.451772464962899
Patrick Rodgers,Sepp Straka,Calm,Positioning,-1.2043189368770766,-1.0440530736922482,-0.16026586318482838,SKIP,Red,Green,50,25,50,50,50-75,25-50,50-75,50-75,1.1627906976744196,-2.5462962962962967,-3.5714285714285725,0.4581901489118001
Niklas Norgaard,Pablo Larrazabal,Calm,Positioning,-1.2043189368770766,-1.0440530736922482,-0.16026586318482838,SKIP,Red,Green,50,25,50,50,50-75,25-50,50-75,50-75,1.1627906976744196,-2.5462962962962967,-3.5714285714285725,0.4581901489118001
Tyrrell Hatton,Thomas Pieters,Calm,Open,-5.01811508652674,-5.169521856763286,0.15140677023654536,SKIP,Yellow,Blue,75,25,50,25,75-100,25-50,50-75,25-50,-3.808180535966146,-7.372942018611314,-6.228049637087334,-2.966101694915256
Sam Burns,Chris Gotterup,Calm,Positioning,-1.6572658643138238,-1.5116846457863946,-0.14558121852742922,SKIP,Yellow,Yellow,50,25,50,75,50-75,25-50,50-75,75-100,-4.122011541632319,2.1602160216021598,0.8074798130046713,-5.183585313174949
Andy Sullivan,Padraig Harrington,Calm,Positioning,-1.654535537625306,-1.5116846457863946,-0.1428508918389113,SKIP,Purple,Yellow,25,25,75,75,25-50,25-50,75-100,75-100,-4.144144144144142,2.1602160216021598,0.8350730688935301,-5.183585313174949
Oihan Guillamoundeguy,Rocco Repetto Taylor,Calm,Survival,-6.063967088811809,-6.195528567404089,0.13156147859228007,SKIP,Blue,Yellow,25,25,25,50,25-50,25-50,25-50,50-75,-3.432282003710577,-2.763819095477388,-8.695652173913041,-9.627238039330791
Wenyi Ding,Eugenio Chacarra,Calm,Survival,-6.063967088811809,-6.195528567404089,0.13156147859228007,SKIP,Blue,Yellow,25,25,25,50,25-50,25-50,25-50,50-75,-3.432282003710577,-2.763819095477388,-8.695652173913041,-9.627238039330791
Matt McCarty,Max Greyserman,Calm,Survival,-9.71438024418157,-9.583433034043846,-0.13094721013772315,SKIP,Yellow,Blue,50,50,75,50,50-75,50-75,75-100,50-75,-12.22155328115593,-11.74142480211082,-7.207207207207206,-7.425441265976872
Alex Fitzpatrick,Casey Jarvis,Calm,Survival,-9.583433034043846,-9.71438024418157,0.13094721013772315,SKIP,Blue,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,-11.74142480211082,-12.22155328115593,-7.425441265976872,-7.207207207207206
Stephan Jaeger,S.H. Kim,Calm,Survival,-9.71438024418157,-9.583433034043846,-0.13094721013772315,SKIP,Yellow,Blue,50,50,75,50,50-75,50-75,75-100,50-75,-12.22155328115593,-11.74142480211082,-7.207207207207206,-7.425441265976872
Angel Ayora,Calum Hill,Calm,Survival,-9.583433034043846,-9.71438024418157,0.13094721013772315,SKIP,Blue,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,-11.74142480211082,-12.22155328115593,-7.425441265976872,-7.207207207207206
Kiradech Aphibarnrat,Oihan Guillamoundeguy,Calm,Survival,-9.583433034043846,-9.71438024418157,0.13094721013772315,SKIP,Blue,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,-11.74142480211082,-12.22155328115593,-7.425441265976872,-7.207207207207206
Matt McCarty,Max Greyserman,Calm,Survival,-9.71438024418157,-9.583433034043846,-0.13094721013772315,SKIP,Yellow,Blue,50,50,75,50,50-75,50-75,75-100,50-75,-12.22155328115593,-11.74142480211082,-7.207207207207206,-7.425441265976872
Sepp Straka,Shane Lowry,Moderate,Open,-6.841046277665997,-6.733965938943744,-0.10708033872225364,SKIP,Green,Orange,25,50,50,50,25-50,50-75,50-75,50-75,-9.890109890109889,-8.674698795180722,-3.791982665222105,-4.793233082706765
Denny McCarthy,Andrew Novak,Moderate,Open,-6.841046277665997,-6.733965938943744,-0.10708033872225364,SKIP,Green,Orange,25,50,50,50,25-50,50-75,50-75,50-75,-9.890109890109889,-8.674698795180722,-3.791982665222105,-4.793233082706765
Sam Burns,Sepp Straka,Moderate,Open,-6.733965938943744,-6.841046277665997,0.10708033872225364,SKIP,Orange,Green,50,25,50,50,50-75,25-50,50-75,50-75,-8.674698795180722,-9.890109890109889,-4.793233082706765,-3.791982665222105
Denny McCarthy,Stephan Jaeger,Moderate,Open,-6.841046277665997,-6.733965938943744,-0.10708033872225364,SKIP,Green,Orange,25,50,50,50,25-50,50-75,50-75,50-75,-9.890109890109889,-8.674698795180722,-3.791982665222105,-4.793233082706765
Xander Schauffele,Hideki Matsuyama,Calm,Open,-6.654587793268107,-6.759287348831288,0.10469955556318133,SKIP,Yellow,Green,50,25,75,50,50-75,25-50,75-100,50-75,-5.978538579458352,-3.812316715542521,-7.33063700707786,-9.706257982120055
Nathan Kimsey,Niklas Norgaard,Calm,Open,-6.759287348831288,-6.654587793268107,-0.10469955556318133,SKIP,Green,Yellow,25,50,50,75,25-50,50-75,50-75,75-100,-3.812316715542521,-5.978538579458352,-9.706257982120055,-7.33063700707786
Cameron Young,Sepp Straka,Calm,Open,-6.0129473429151385,-6.103294108272843,0.09034676535770458,SKIP,Yellow,Yellow,25,50,50,50,25-50,50-75,50-75,50-75,-5.797845048742943,-5.978538579458352,-6.228049637087334,-6.228049637087334
Maximilian Steinlechner,Joshua Berry,Calm,Open,-6.564241027910402,-6.654587793268107,0.09034676535770458,SKIP,Yellow,Yellow,25,50,75,75,25-50,50-75,75-100,75-100,-5.797845048742943,-5.978538579458352,-7.33063700707786,-7.33063700707786
Dan Bradbury,Niklas Norgaard,Calm,Open,-6.564241027910402,-6.654587793268107,0.09034676535770458,SKIP,Yellow,Yellow,25,50,75,75,25-50,50-75,75-100,75-100,-5.797845048742943,-5.978538579458352,-7.33063700707786,-7.33063700707786
Oliver Lindell,Jorge Campillo,Calm,Open,-6.564241027910402,-6.654587793268107,0.09034676535770458,SKIP,Yellow,Yellow,25,50,75,75,25-50,50-75,75-100,75-100,-5.797845048742943,-5.978538579458352,-7.33063700707786,-7.33063700707786
Jordan Spieth,Rasmus Hojgaard,Calm,Open,-6.0129473429151385,-6.103294108272843,0.09034676535770458,SKIP,Yellow,Yellow,25,50,50,50,25-50,50-75,50-75,50-75,-5.797845048742943,-5.978538579458352,-6.228049637087334,-6.228049637087334
Thomas Pieters,Anthony Kim,Calm,Open,-6.103294108272843,-6.0129473429151385,-0.09034676535770458,SKIP,Yellow,Yellow,50,25,50,50,50-75,25-50,50-75,50-75,-5.978538579458352,-5.797845048742943,-6.228049637087334,-6.228049637087334
Wenyi Ding,Eugenio Chacarra,Calm,Open,-6.654587793268107,-6.564241027910402,-0.09034676535770458,SKIP,Yellow,Yellow,50,25,75,75,50-75,25-50,75-100,75-100,-5.978538579458352,-5.797845048742943,-7.33063700707786,-7.33063700707786
Daniel Bennett,Joel Dahmen,Calm,Survival,-4.985513151342297,-4.89839751101633,-0.08711564032596719,SKIP,Yellow,Blue,25,25,75,75,25-50,25-50,75-100,75-100,-2.763819095477388,-3.432282003710577,-7.207207207207206,-6.364513018322082
Jhonattan Vegas,Tom Hoge,Calm,Survival,-4.985513151342297,-4.89839751101633,-0.08711564032596719,SKIP,Yellow,Blue,25,25,75,75,25-50,25-50,75-100,75-100,-2.763819095477388,-3.432282003710577,-7.207207207207206,-6.364513018322082
Daniel Bennett,Joel Dahmen,Calm,Survival,-4.985513151342297,-4.89839751101633,-0.08711564032596719,SKIP,Yellow,Blue,25,25,75,75,25-50,25-50,75-100,75-100,-2.763819095477388,-3.432282003710577,-7.207207207207206,-6.364513018322082
Jhonattan Vegas,Tom Hoge,Calm,Survival,-4.985513151342297,-4.89839751101633,-0.08711564032596719,SKIP,Yellow,Blue,25,25,75,75,25-50,25-50,75-100,75-100,-2.763819095477388,-3.432282003710577,-7.207207207207206,-6.364513018322082
Rasmus Hojgaard,Pierceson Coody,Calm,Closing,-1.7804585359691798,-1.864766525166768,0.0843079891975882,SKIP,Yellow,Blue,75,75,50,50,75-100,75-100,50-75,50-75,-1.4084507042253542,-2.749140893470789,-2.1524663677130054,-0.9803921568627468
Ewen Ferguson,Paul Waring,Calm,Closing,-0.4087254413212148,-0.4901960784313734,0.08147063711015862,SKIP,Green,Blue,75,50,50,50,75-100,50-75,50-75,50-75,1.6853932584269662,0.0,-2.502844141069396,-0.9803921568627468
Cameron Smith,Lucas Herbert,Calm,Open,-6.0870416498972055,-6.0129473429151385,-0.07409430698206698,SKIP,Purple,Yellow,75,25,75,50,75-100,25-50,75-100,50-75,-10.067114093959727,-5.797845048742943,-2.1069692058346843,-6.228049637087334
Corey Conners,Keith Mitchell,Calm,Open,-6.0129473429151385,-6.0870416498972055,0.07409430698206698,SKIP,Yellow,Purple,25,75,50,75,25-50,75-100,50-75,75-100,-5.797845048742943,-10.067114093959727,-6.228049637087334,-2.1069692058346843
Nathan Kimsey,Francesco Laporta,Moderate,Closing,-3.1180986898085585,-3.1872509960159348,0.06915230620737622,SKIP,Yellow,Blue,50,50,50,75,50-75,50-75,50-75,75-100,-3.3215547703180195,0.0,-2.914642609299098,-6.3745019920318695
Bud Cauley,Sam Stevens,Moderate,Closing,-3.1872509960159348,-3.1180986898085585,-0.06915230620737622,SKIP,Blue,Yellow,50,50,75,50,50-75,50-75,75-100,50-75,0.0,-3.3215547703180195,-6.3745019920318695,-2.914642609299098
Danny Walker,Kristoffer Reitan,Calm,Positioning,-0.9489616951556773,-0.8833807289599224,-0.06558096619575493,SKIP,Green,Orange,50,50,75,75,50-75,50-75,75-100,75-100,0.3645200486026747,1.1889035667106993,-2.2624434389140293,-2.955665024630544
Tommy Fleetwood,Ludvig Aberg,Moderate,Survival,-1.5161052856121102,-1.4538615590017452,-0.062243726610365036,SKIP,Blue,Blue,50,25,75,50,50-75,25-50,75-100,50-75,-2.161383285302594,0.6868131868131864,-0.8708272859216265,-3.594536304816677
Daniel Hillier,Oliver Lindell,Calm,Closing,-0.19864542508062344,-0.25960486986950615,0.06095944478888271,SKIP,Yellow,Yellow,50,25,50,75,50-75,25-50,50-75,75-100,1.7551755175517585,-2.363636363636365,-2.1524663677130054,1.8444266238973528
Jason Scrivener,Darius van Driel,Calm,Closing,-0.19864542508062344,-0.25960486986950615,0.06095944478888271,SKIP,Yellow,Yellow,50,25,50,75,50-75,25-50,50-75,75-100,1.7551755175517585,-2.363636363636365,-2.1524663677130054,1.8444266238973528
J.T. Poston,Davis Thompson,Calm,Closing,-0.19864542508062344,-0.25960486986950615,0.06095944478888271,SKIP,Yellow,Yellow,50,25,50,75,50-75,25-50,50-75,75-100,1.7551755175517585,-2.363636363636365,-2.1524663677130054,1.8444266238973528
Oliver Lindell,Wenyi Ding,Calm,Closing,-0.19864542508062344,-0.25960486986950615,0.06095944478888271,SKIP,Yellow,Yellow,50,25,50,75,50-75,25-50,50-75,75-100,1.7551755175517585,-2.363636363636365,-2.1524663677130054,1.8444266238973528
Patrick Rodgers,Keith Mitchell,Calm,Positioning,-1.0440530736922482,-0.9890109890109897,-0.055042084681258485,SKIP,Green,Red,25,25,50,75,25-50,25-50,50-75,75-100,-2.5462962962962967,-4.285714285714287,0.4581901489118001,2.307692307692308
Ryo Hisatsune,Brian Harman,Calm,Positioning,0.49505252126441124,0.4420078635111966,0.05304465775321465,SKIP,Green,Purple,75,75,50,50,75-100,75-100,50-75,50-75,0.5319148936170224,6.87830687830688,0.4581901489118001,-5.994291151284487
John Parry,David Ford,Calm,Survival,-4.755084682160457,-4.782308016116424,0.0272233339559671,SKIP,Green,Orange,75,75,75,75,75-100,75-100,75-100,75-100,-9.154929577464786,-6.521739130434785,-0.3552397868561283,-3.042876901798063
Sam Burns,Sungjae Im,Calm,Survival,-3.3806110111205347,-3.4065371941665354,0.025926183046000695,SKIP,Purple,Orange,50,25,75,75,50-75,25-50,75-100,75-100,-4.400345125107849,-3.770197486535008,-2.360876897133221,-3.042876901798063
Sam Burns,Sungjae Im,Calm,Survival,-3.3806110111205347,-3.4065371941665354,0.025926183046000695,SKIP,Purple,Orange,50,25,75,75,50-75,25-50,75-100,75-100,-4.400345125107849,-3.770197486535008,-2.360876897133221,-3.042876901798063
Harris English,Ben Griffin,Calm,Open,-6.103294108272843,-6.0870416498972055,-0.016252458375637602,SKIP,Yellow,Purple,50,75,50,75,50-75,75-100,50-75,75-100,-5.978538579458352,-10.067114093959727,-6.228049637087334,-2.1069692058346843
Russell Henley,Matt Fitzpatrick,Calm,Positioning,-1.654535537625306,-1.6572658643138238,0.0027303266885179145,SKIP,Purple,Yellow,25,50,75,50,25-50,50-75,75-100,50-75,-4.144144144144142,-4.122011541632319,0.8350730688935301,0.8074798130046713
Justin Thomas,Sepp Straka,Calm,Positioning,-1.6572658643138238,-1.654535537625306,-0.0027303266885179145,SKIP,Yellow,Purple,50,25,50,75,50-75,25-50,50-75,75-100,-4.122011541632319,-4.144144144144142,0.8074798130046713,0.8350730688935301
Taylor Moore,Keegan Bradley,Calm,Positioning,-1.6572658643138238,-1.654535537625306,-0.0027303266885179145,SKIP,Yellow,Purple,50,25,50,75,50-75,25-50,50-75,75-100,-4.122011541632319,-4.144144144144142,0.8074798130046713,0.8350730688935301
J.T. Poston,Keith Mitchell,Calm,Survival,-10.924395660243361,-10.924395660243361,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-12.22155328115593,-12.22155328115593,-9.627238039330791,-9.627238039330791
Thriston Lawrence,Hennie du Plessis,Calm,Open,-6.0129473429151385,-6.0129473429151385,0.0,SKIP,Yellow,Yellow,25,25,50,50,25-50,25-50,50-75,50-75,-5.797845048742943,-5.797845048742943,-6.228049637087334,-6.228049637087334
Brian Campbell,Patrick Rodgers,Calm,Open,-10.621714015079947,-10.621714015079947,0.0,SKIP,Blue,Blue,50,50,75,75,50-75,50-75,75-100,75-100,-7.70901194353963,-7.70901194353963,-13.534416086620263,-13.534416086620263
Christiaan Bezuidenhout,Thorbjorn Olesen,Moderate,Open,-13.935419213444785,-13.935419213444785,0.0,SKIP,Yellow,Yellow,25,25,25,25,25-50,25-50,25-50,25-50,-8.117752007136486,-8.117752007136486,-19.753086419753085,-19.753086419753085
Brian Harman,Michael Brennan,Moderate,Survival,8.260674795682009,8.260674795682009,0.0,SKIP,Purple,Purple,50,50,75,75,50-75,50-75,75-100,75-100,6.463878326996201,6.463878326996201,10.057471264367818,10.057471264367818
Aaron Rai,Keegan Bradley,Moderate,Open,-8.815040377057523,-8.815040377057523,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-10.011686793922866,-10.011686793922866,-7.618393960192178,-7.618393960192178
Harold Varner III,Jose Luis Ballester,Moderate,Open,-3.1430222114709085,-3.1430222114709085,0.0,SKIP,Green,Green,50,50,50,50,50-75,50-75,50-75,50-75,-2.4940617577197126,-2.4940617577197126,-3.791982665222105,-3.791982665222105
Ben Griffin,Maverick McNealy,Tough,Open,0.06690340178065957,0.06690340178065957,0.0,SKIP,Blue,Blue,50,50,75,75,50-75,50-75,75-100,75-100,-0.6535947712418311,-0.6535947712418311,0.7874015748031502,0.7874015748031502
Mark Hubbard,Austin Smotherman,Moderate,Positioning,4.8391837818361125,4.8391837818361125,0.0,SKIP,Green,Green,50,50,50,50,50-75,50-75,50-75,50-75,3.917050691244242,3.917050691244242,5.761316872427982,5.761316872427982
Jacob Bridgeman,Chris Gotterup,Calm,Survival,-10.924395660243361,-10.924395660243361,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-12.22155328115593,-12.22155328115593,-9.627238039330791,-9.627238039330791
Nico Echavarria,Ludvig Aberg,Calm,Survival,-9.71438024418157,-9.71438024418157,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-12.22155328115593,-12.22155328115593,-7.207207207207206,-7.207207207207206
Elvis Smylie,Abraham Ancer,Moderate,Open,-3.1430222114709085,-3.1430222114709085,0.0,SKIP,Green,Green,50,50,50,50,50-75,50-75,50-75,50-75,-2.4940617577197126,-2.4940617577197126,-3.791982665222105,-3.791982665222105
Anirban Lahiri,Jason Kokrak,Moderate,Open,0.7769622730033564,0.7769622730033564,0.0,SKIP,Purple,Purple,50,50,50,50,50-75,50-75,50-75,50-75,-1.803607214428857,-1.803607214428857,3.35753176043557,3.35753176043557
Sergio Garcia,Talor Gooch,Moderate,Open,0.7769622730033564,0.7769622730033564,0.0,SKIP,Purple,Purple,50,50,50,50,50-75,50-75,50-75,50-75,-1.803607214428857,-1.803607214428857,3.35753176043557,3.35753176043557
Dean Burmester,Thomas Pieters,Moderate,Open,-8.127067722374239,-8.127067722374239,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-10.011686793922866,-10.011686793922866,-6.2424486508256125,-6.2424486508256125
Justin Thomas,Hideki Matsuyama,Calm,Survival,-9.71438024418157,-9.71438024418157,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-12.22155328115593,-12.22155328115593,-7.207207207207206,-7.207207207207206
Andy Sullivan,Rafa Cabrera Bello,Calm,Survival,-6.195528567404089,-6.195528567404089,0.0,SKIP,Yellow,Yellow,25,25,50,50,25-50,25-50,50-75,50-75,-2.763819095477388,-2.763819095477388,-9.627238039330791,-9.627238039330791
Tommy Fleetwood,Si Woo Kim,Moderate,Open,0.7769622730033564,0.7769622730033564,0.0,SKIP,Purple,Purple,50,50,50,50,50-75,50-75,50-75,50-75,-1.803607214428857,-1.803607214428857,3.35753176043557,3.35753176043557
Patrick Cantlay,Maverick McNealy,Moderate,Open,-8.815040377057523,-8.815040377057523,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-10.011686793922866,-10.011686793922866,-7.618393960192178,-7.618393960192178
Sepp Straka,Chris Gotterup,Moderate,Open,-8.815040377057523,-8.815040377057523,0.0,SKIP,Yellow,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-10.011686793922866,-10.011686793922866,-7.618393960192178,-7.618393960192178
Xander Schauffele,Cameron Young,Moderate,Open,0.7769622730033564,0.7769622730033564,0.0,SKIP,Purple,Purple,50,50,50,50,50-75,50-75,50-75,50-75,-1.803607214428857,-1.803607214428857,3.35753176043557,3.35753176043557
Jordan Spieth,J.J. Spaun,Moderate,Open,0.7769622730033564,0.7769622730033564,0.0,SKIP,Purple,Purple,50,50,50,50,50-75,50-75,50-75,50-75,-1.803607214428857,-1.803607214428857,3.35753176043557,3.35753176043557
J.J. Spaun,Wyndham Clark,Calm,Positioning,-0.9489616951556773,-0.9489616951556773,0.0,SKIP,Green,Green,50,50,75,75,50-75,50-75,75-100,75-100,0.3645200486026747,0.3645200486026747,-2.2624434389140293,-2.2624434389140293
Brian Harman,Akshay Bhatia,Calm,Open,-6.0129473429151385,-6.0129473429151385,0.0,SKIP,Yellow,Yellow,25,25,50,50,25-50,25-50,50-75,50-75,-5.797845048742943,-5.797845048742943,-6.228049637087334,-6.228049637087334
Jacob Bridgeman,Chris Gotterup,Calm,Survival,-10.924395660243361,-10.924395660243361,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-12.22155328115593,-12.22155328115593,-9.627238039330791,-9.627238039330791
J.T. Poston,Keith Mitchell,Calm,Survival,-10.924395660243361,-10.924395660243361,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-12.22155328115593,-12.22155328115593,-9.627238039330791,-9.627238039330791
Daniel Berger,Akshay Bhatia,Calm,Positioning,-1.6572658643138238,-1.6572658643138238,0.0,SKIP,Yellow,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-4.122011541632319,-4.122011541632319,0.8074798130046713,0.8074798130046713
