player_a,player_b,condition,round_type,score_a,score_b,gap,recommendation,color_a,color_b,exec_a,exec_b,upside_a,upside_b,exec_a_bucket,exec_b_bucket,upside_a_bucket,upside_b_bucket,exec_a_roi,exec_b_roi,upside_a_roi,upside_b_roi
Nathan Kimsey,Dan Bradbury,Calm,Survival,-9.052968910216451,-6.195528567404089,-2.857440342812362,SKIP,Blue,Yellow,50,25,75,50,50-75,25-50,75-100,50-75,-11.74142480211082,-2.763819095477388,-6.364513018322082,-9.627238039330791
Dustin Johnson,Charles Howell III,Calm,Open,-13.47647287232165,-10.621714015079947,-2.8547588572417038,SKIP,Orange,Blue,25,50,50,75,25-50,50-75,50-75,75-100,-15.048183839881396,-7.70901194353963,-11.904761904761903,-13.534416086620263
Tyrrell Hatton,Cameron Smith,Calm,Open,-13.47647287232165,-10.621714015079947,-2.8547588572417038,SKIP,Orange,Blue,25,50,50,75,25-50,50-75,50-75,75-100,-15.048183839881396,-7.70901194353963,-11.904761904761903,-13.534416086620263
Carlos Ortiz,Tyrrell Hatton,Calm,Open,-10.621714015079947,-13.47647287232165,2.8547588572417038,SKIP,Blue,Orange,50,25,75,50,50-75,25-50,75-100,50-75,-7.70901194353963,-15.048183839881396,-13.534416086620263,-11.904761904761903
Tony Finau,Alex Noren,Moderate,Survival,-1.4538615590017452,-4.307998885769995,2.8541373267682495,SKIP,Blue,Orange,25,25,50,50,25-50,25-50,50-75,50-75,0.6868131868131864,-2.421307506053267,-3.594536304816677,-6.194690265486722
Kevin Roy,Max Homa,Moderate,Positioning,1.5006134583320199,4.3482808651347975,-2.8476674068027776,SKIP,Purple,Orange,25,25,75,75,25-50,25-50,75-100,75-100,6.766917293233078,5.393258426966292,-3.7656903765690384,3.303303303303303
Shane Lowry,Keith Mitchell,Calm,Survival,-3.3806110111205347,-6.195528567404089,2.8149175562835547,SKIP,Purple,Yellow,50,25,75,50,50-75,25-50,75-100,50-75,-4.400345125107849,-2.763819095477388,-2.360876897133221,-9.627238039330791
Si Woo Kim,Jake Knapp,Moderate,Survival,-1.5161052856121102,-4.307998885769995,2.7918936001578842,SKIP,Blue,Orange,50,25,75,50,50-75,25-50,75-100,50-75,-2.161383285302594,-2.421307506053267,-0.8708272859216265,-6.194690265486722
Ricky Castillo,Jordan Smith,Calm,Survival,-6.195528567404089,-3.4065371941665354,-2.788991373237554,SKIP,Yellow,Orange,25,25,50,75,25-50,25-50,50-75,75-100,-2.763819095477388,-3.770197486535008,-9.627238039330791,-3.042876901798063
Marcus Armitage,Jason Scrivener,Calm,Survival,-3.426907400120748,-6.195528567404089,2.7686211672833414,SKIP,Green,Yellow,50,25,50,50,50-75,25-50,50-75,50-75,-2.2594142259414247,-2.763819095477388,-4.594400574300071,-9.627238039330791
Dean Burmester,David Puig,Moderate,Positioning,3.148953995823483,0.40131959323878563,2.7476344025846973,SKIP,Yellow,Green,75,75,50,50,75-100,75-100,50-75,50-75,3.623188405797096,-4.958677685950411,2.6747195858498705,5.761316872427982
Branden Grace,Jose Luis Ballester,Moderate,Positioning,0.40131959323878563,3.148953995823483,-2.7476344025846973,SKIP,Green,Yellow,75,75,50,50,75-100,75-100,50-75,50-75,-4.958677685950411,3.623188405797096,5.761316872427982,2.6747195858498705
Pierceson Coody,Nicolai Hojgaard,Calm,Open,-9.789553822772817,-7.076348631915785,-2.713205190857032,SKIP,Green,Purple,50,50,50,50,50-75,50-75,50-75,50-75,-9.87284966342558,-7.493368700265252,-9.706257982120055,-6.6593285635663175
Christiaan Bezuidenhout,Max McGreevy,Calm,Open,-9.789553822772817,-7.076348631915785,-2.713205190857032,SKIP,Green,Purple,50,50,50,50,50-75,50-75,50-75,50-75,-9.87284966342558,-7.493368700265252,-9.706257982120055,-6.6593285635663175
Todd Clements,Romain Langasque,Calm,Open,-7.076348631915785,-9.789553822772817,2.713205190857032,SKIP,Purple,Green,50,50,50,50,50-75,50-75,50-75,50-75,-7.493368700265252,-9.87284966342558,-6.6593285635663175,-9.706257982120055
Pierceson Coody,Rasmus Hojgaard,Calm,Open,-9.789553822772817,-7.076348631915785,-2.713205190857032,SKIP,Green,Purple,50,50,50,50,50-75,50-75,50-75,50-75,-9.87284966342558,-7.493368700265252,-9.706257982120055,-6.6593285635663175
Nicolai Hojgaard,Wyndham Clark,Calm,Open,-7.076348631915785,-9.789553822772817,2.713205190857032,SKIP,Purple,Green,50,50,50,50,50-75,50-75,50-75,50-75,-7.493368700265252,-9.87284966342558,-6.6593285635663175,-9.706257982120055
Jorge Campillo,Francesco Laporta,Calm,Open,-7.076348631915785,-9.789553822772817,2.713205190857032,SKIP,Purple,Green,50,50,50,50,50-75,50-75,50-75,50-75,-7.493368700265252,-9.87284966342558,-6.6593285635663175,-9.706257982120055
Michael Thorbjornsen,Jake Knapp,Calm,Positioning,1.4838479173034156,-1.2043189368770766,2.6881668541804924,SKIP,Yellow,Red,25,50,50,50,25-50,50-75,50-75,50-75,2.1602160216021598,1.1627906976744196,0.8074798130046713,-3.5714285714285725
David Micheluzzi,Jacob Olesen,Calm,Positioning,3.5260290556900724,0.8402526688865717,2.685776386803501,SKIP,Brown,Blue,50,25,50,75,50-75,25-50,50-75,75-100,1.6949152542372876,2.7544910179640705,5.357142857142857,-1.073985680190927
Adam Scott,Taylor Pendrith,Moderate,Closing,-0.5274214477110658,-3.1872509960159348,2.659829548304869,SKIP,Yellow,Blue,25,50,50,75,25-50,50-75,50-75,75-100,1.8597997138769664,0.0,-2.914642609299098,-6.3745019920318695
Aaron Cockerill,Stefano Mazzoli,Calm,Survival,-3.5621421058782268,-6.195528567404089,2.6333864615258626,SKIP,Yellow,Yellow,25,25,25,50,25-50,25-50,25-50,50-75,-2.763819095477388,-2.763819095477388,-4.360465116279065,-9.627238039330791
Ugo Coussaud,Sebastian Garcia Rodriguez,Calm,Survival,-6.195528567404089,-3.5621421058782268,-2.6333864615258626,SKIP,Yellow,Yellow,25,25,50,25,25-50,25-50,50-75,25-50,-2.763819095477388,-2.763819095477388,-9.627238039330791,-4.360465116279065
Zander Lombard,James Morrison,Calm,Survival,-6.195528567404089,-3.5621421058782268,-2.6333864615258626,SKIP,Yellow,Yellow,25,25,50,25,25-50,25-50,50-75,25-50,-2.763819095477388,-2.763819095477388,-9.627238039330791,-4.360465116279065
Ryan Fox,Patrick Rodgers,Moderate,Open,-7.004717196146538,-9.636860601327605,2.6321434051810666,SKIP,Blue,Orange,50,0,50,25,50-75,0-25,50-75,25-50,-9.557661927330177,1.5384615384615388,-4.451772464962899,-20.81218274111675
Joe Highsmith,Alex Smalley,Moderate,Open,-9.636860601327605,-7.004717196146538,-2.6321434051810666,SKIP,Orange,Blue,0,50,25,50,0-25,50-75,25-50,50-75,1.5384615384615388,-9.557661927330177,-20.81218274111675,-4.451772464962899
Sudarshan Yellamaraju,J.J. Spaun,Moderate,Closing,-3.1180986898085585,-0.5274214477110658,-2.5906772420974926,SKIP,Yellow,Yellow,50,25,50,50,50-75,25-50,50-75,50-75,-3.3215547703180195,1.8597997138769664,-2.914642609299098,-2.914642609299098
William Mouw,Justin Rose,Moderate,Closing,0.5211805108894368,-2.069496731208056,2.5906772420974926,SKIP,Yellow,Yellow,25,50,75,75,25-50,50-75,75-100,75-100,1.8597997138769664,-3.3215547703180195,-0.8174386920980927,-0.8174386920980927
Taehoon Ok,Ross Fisher,Calm,Closing,1.5733597599422287,-0.9959942288999611,2.56935398884219,SKIP,Purple,Green,50,50,50,50,50-75,50-75,50-75,50-75,0.1194743130227045,0.5108556832694735,3.027245206861753,-2.502844141069396
Adrian Otaegui,Taehoon Ok,Calm,Positioning,3.399460708782743,0.8402526688865717,2.5592080398961716,SKIP,Pink,Blue,25,25,75,75,25-50,25-50,75-100,75-100,3.409090909090909,2.7544910179640705,3.389830508474577,-1.073985680190927
Gregorio De Leo,Hennie du Plessis,Calm,Positioning,0.4113550987572374,-2.132820943917378,2.5441760426746156,SKIP,Green,Orange,50,50,50,50,50-75,50-75,50-75,50-75,0.3645200486026747,1.1889035667106993,0.4581901489118001,-5.454545454545456
Nico Echavarria,Takumi Kanaya,Calm,Positioning,-2.132820943917378,-4.652798427403634,2.519977483486256,SKIP,Orange,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,1.1889035667106993,-4.122011541632319,-5.454545454545456,-5.183585313174949
Brian Harman,Akshay Bhatia,Calm,Survival,-6.063967088811809,-3.5621421058782268,-2.5018249829335826,SKIP,Blue,Yellow,25,25,25,25,25-50,25-50,25-50,25-50,-3.432282003710577,-2.763819095477388,-8.695652173913041,-4.360465116279065
Brian Harman,Akshay Bhatia,Calm,Survival,-6.063967088811809,-3.5621421058782268,-2.5018249829335826,SKIP,Blue,Yellow,25,25,25,25,25-50,25-50,25-50,25-50,-3.432282003710577,-2.763819095477388,-8.695652173913041,-4.360465116279065
Mikael Lindberg,Eddie Pepperell,Calm,Survival,-3.5621421058782268,-6.063967088811809,2.5018249829335826,SKIP,Yellow,Blue,25,25,25,25,25-50,25-50,25-50,25-50,-2.763819095477388,-3.432282003710577,-4.360465116279065,-8.695652173913041
Clement Charmasson,Sam Bairstow,Calm,Positioning,-1.6572658643138238,0.8402526688865717,-2.4975185332003953,SKIP,Yellow,Blue,50,25,50,75,50-75,25-50,50-75,75-100,-4.122011541632319,2.7544910179640705,0.8074798130046713,-1.073985680190927
Patrick Cantlay,Robert MacIntyre,Calm,Positioning,0.8402526688865717,-1.654535537625306,2.4947882065118776,SKIP,Blue,Purple,25,25,75,75,25-50,25-50,75-100,75-100,2.7544910179640705,-4.144144144144142,-1.073985680190927,0.8350730688935301
Jacob Olesen,Joakim Lagergren,Calm,Closing,-2.368421052631579,0.09691684425663061,-2.46533789688821,SKIP,Blue,Orange,50,25,75,75,50-75,25-50,75-100,75-100,0.0,-2.7842227378190247,-4.736842105263158,2.978056426332286
J.J. Spaun,Ben Griffin,Moderate,Open,-7.004717196146538,-4.54196252675938,-2.4627546693871585,SKIP,Blue,Blue,50,25,50,50,50-75,25-50,50-75,50-75,-9.557661927330177,-4.6321525885558605,-4.451772464962899,-4.451772464962899
Dan Bradbury,Johannes Veerman,Moderate,Open,-4.54196252675938,-7.004717196146538,2.4627546693871585,SKIP,Blue,Blue,25,50,50,50,25-50,50-75,50-75,50-75,-4.6321525885558605,-9.557661927330177,-4.451772464962899,-4.451772464962899
Pierceson Coody,J.J. Spaun,Moderate,Open,-4.54196252675938,-7.004717196146538,2.4627546693871585,SKIP,Blue,Blue,25,50,50,50,25-50,50-75,50-75,50-75,-4.6321525885558605,-9.557661927330177,-4.451772464962899,-4.451772464962899
Min Woo Lee,Alex Noren,Calm,Positioning,-0.9787599083685563,1.4838479173034156,-2.462607825671972,SKIP,Blue,Yellow,50,25,75,50,50-75,25-50,75-100,50-75,-0.8835341365461855,2.1602160216021598,-1.073985680190927,0.8074798130046713
Ryan Gerard,Andrew Putnam,Calm,Positioning,1.4838479173034156,-0.9787599083685563,2.462607825671972,SKIP,Yellow,Blue,25,50,50,75,25-50,50-75,50-75,75-100,2.1602160216021598,-0.8835341365461855,0.8074798130046713,-1.073985680190927
Keegan Bradley,Alex Noren,Moderate,Open,-7.18010032898105,-9.636860601327605,2.456760272346555,SKIP,Yellow,Orange,25,0,50,25,25-50,0-25,50-75,25-50,-8.117752007136486,1.5384615384615388,-6.2424486508256125,-20.81218274111675
Adam Scott,Si Woo Kim,Calm,Positioning,0.7551441286381053,-1.6572658643138238,2.412409992951929,SKIP,Blue,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-0.8835341365461855,-4.122011541632319,2.393822393822396,0.8074798130046713
Chad Ramey,Sahith Theegala,Calm,Positioning,-1.6572658643138238,0.7551441286381053,-2.412409992951929,SKIP,Yellow,Blue,50,50,50,50,50-75,50-75,50-75,50-75,-4.122011541632319,-0.8835341365461855,0.8074798130046713,2.393822393822396
Chris Kirk,Patrick Rodgers,Calm,Positioning,-1.6572658643138238,0.7551441286381053,-2.412409992951929,SKIP,Yellow,Blue,50,50,50,50,50-75,50-75,50-75,50-75,-4.122011541632319,-0.8835341365461855,0.8074798130046713,2.393822393822396
Sepp Straka,Justin Rose,Tough,Open,-0.5319148936170224,1.8589011546758027,-2.390816048292825,SKIP,Yellow,Green,50,25,75,50,50-75,25-50,75-100,50-75,0.0,2.816901408450704,-1.0638297872340448,0.9009009009009016
Steven Fisk,Takumi Kanaya,Moderate,Positioning,1.5006134583320199,-0.8841886269070751,2.384802085239095,SKIP,Purple,Green,25,25,75,75,25-50,25-50,75-100,75-100,6.766917293233078,3.571428571428571,-3.7656903765690384,-5.339805825242721
Garrick Higgo,Kevin Yu,Calm,Survival,-5.327741534638085,-2.9529642979019126,-2.374777236736173,SKIP,Yellow,Purple,75,25,75,75,75-100,25-50,75-100,75-100,-3.448275862068965,-3.5450516986706044,-7.207207207207206,-2.360876897133221
Sudarshan Yellamaraju,Ricky Castillo,Calm,Positioning,-1.5116846457863946,0.8402526688865717,-2.3519373146729663,SKIP,Yellow,Blue,25,25,75,75,25-50,25-50,75-100,75-100,2.1602160216021598,2.7544910179640705,-5.183585313174949,-1.073985680190927
Stephan Jaeger,Akshay Bhatia,Calm,Positioning,-1.5116846457863946,0.8402526688865717,-2.3519373146729663,SKIP,Yellow,Blue,25,25,75,75,25-50,25-50,75-100,75-100,2.1602160216021598,2.7544910179640705,-5.183585313174949,-1.073985680190927
Marco Penge,Jacob Bridgeman,Calm,Positioning,-1.5116846457863946,0.8402526688865717,-2.3519373146729663,SKIP,Yellow,Blue,25,25,75,75,25-50,25-50,75-100,75-100,2.1602160216021598,2.7544910179640705,-5.183585313174949,-1.073985680190927
Kiradech Aphibarnrat,Michael Hollick,Moderate,Survival,3.0950339747253466,0.7894066717596123,2.305627302965734,SKIP,Purple,Green,75,75,75,75,75-100,75-100,75-100,75-100,-3.867403314917125,1.298701298701299,10.057471264367818,0.2801120448179258
Si Woo Kim,Joe Highsmith,Moderate,Closing,-0.5274214477110658,-2.822100500119075,2.294679052408009,SKIP,Yellow,Green,25,25,50,75,25-50,25-50,50-75,75-100,1.8597997138769664,-3.619909502262445,-2.914642609299098,-2.024291497975705
Bud Cauley,Rico Hoey,Calm,Closing,1.7998010707245555,-0.4901960784313734,2.289997149155929,SKIP,Yellow,Blue,50,50,75,50,50-75,50-75,75-100,50-75,1.7551755175517585,0.0,1.8444266238973528,-0.9803921568627468
Grant Forrest,Junghwan Lee,Calm,Open,-2.2271999497468435,0.04897972911897308,-2.276179678865817,SKIP,Purple,Purple,25,25,50,75,25-50,25-50,50-75,75-100,2.2049286640726304,2.2049286640726304,-6.6593285635663175,-2.1069692058346843
Dan Bradbury,Marcus Kinhult,Calm,Positioning,-1.654535537625306,-3.9285714285714297,2.2740358909461236,SKIP,Purple,Red,25,25,75,50,25-50,25-50,75-100,50-75,-4.144144144144142,-4.285714285714287,0.8350730688935301,-3.5714285714285725
Matt Wallace,Matti Schmid,Calm,Open,-8.363221328763021,-6.103294108272843,-2.2599272204901784,SKIP,Purple,Yellow,75,50,50,50,75-100,50-75,50-75,50-75,-10.067114093959727,-5.978538579458352,-6.6593285635663175,-6.228049637087334
Jordan Smith,Rico Hoey,Calm,Open,-6.103294108272843,-8.363221328763021,2.2599272204901784,SKIP,Yellow,Purple,50,75,50,50,50-75,75-100,50-75,50-75,-5.978538579458352,-10.067114093959727,-6.228049637087334,-6.6593285635663175
Tony Finau,Jordan Smith,Calm,Open,-8.363221328763021,-6.119999625799575,-2.2432217029634467,SKIP,Purple,Blue,75,25,50,50,75-100,25-50,50-75,50-75,-10.067114093959727,-7.372942018611314,-6.6593285635663175,-4.867057232987835
Talor Gooch,Dustin Johnson,Calm,Open,-6.119999625799575,-8.363221328763021,2.2432217029634467,SKIP,Blue,Purple,25,75,50,50,25-50,75-100,50-75,50-75,-7.372942018611314,-10.067114093959727,-4.867057232987835,-6.6593285635663175
Nicolai Hojgaard,Keith Mitchell,Moderate,Survival,-3.0499808772318264,-0.8196049504139011,-2.230375926817925,SKIP,Yellow,Red,25,50,75,75,25-50,50-75,75-100,75-100,-4.680851063829784,0.4016064257028097,-1.4191106906338689,-2.040816326530612
Matthew Wolff,Harold Varner III,Moderate,Positioning,0.9217321952524509,3.148953995823483,-2.227221800571032,SKIP,Yellow,Yellow,50,75,50,50,50-75,75-100,50-75,50-75,-0.8312551953449688,3.623188405797096,2.6747195858498705,2.6747195858498705
Alex Smalley,Patrick Rodgers,Moderate,Closing,-1.6733110225196994,0.5211805108894368,-2.194491533409136,SKIP,Orange,Yellow,50,25,75,75,50-75,25-50,75-100,75-100,-1.6706443914081146,1.8597997138769664,-1.6759776536312845,-0.8174386920980927
Wyndham Clark,Sahith Theegala,Moderate,Open,-4.54196252675938,-6.733965938943744,2.1920034121843637,SKIP,Blue,Orange,25,50,50,50,25-50,50-75,50-75,50-75,-4.6321525885558605,-8.674698795180722,-4.451772464962899,-4.793233082706765
Keegan Bradley,Aaron Rai,Calm,Open,4.227464332036318,2.0411972361075694,2.1862670959287485,SKIP,Purple,Yellow,25,25,25,25,25-50,25-50,25-50,25-50,2.2049286640726304,-5.797845048742943,6.250000000000004,9.880239520958082
Carson Young,Matti Schmid,Moderate,Positioning,2.664793421243518,4.8391837818361125,-2.1743903605925947,SKIP,Yellow,Green,25,50,50,50,25-50,50-75,50-75,50-75,2.654867256637165,3.917050691244242,2.6747195858498705,5.761316872427982
Zecheng Dou,Ricky Castillo,Moderate,Positioning,4.8391837818361125,2.664793421243518,2.1743903605925947,SKIP,Green,Yellow,50,25,50,50,50-75,25-50,50-75,50-75,3.917050691244242,2.654867256637165,5.761316872427982,2.6747195858498705
Christopher Gotterup,Sahith Theegala,Calm,Closing,-0.19864542508062344,-2.368421052631579,2.1697756275509557,SKIP,Yellow,Blue,50,50,50,75,50-75,50-75,50-75,75-100,1.7551755175517585,0.0,-2.1524663677130054,-4.736842105263158
Xander Schauffele,Russell Henley,Calm,Positioning,-1.6572658643138238,0.49505252126441124,-2.1523183855782353,SKIP,Yellow,Green,50,75,50,50,50-75,75-100,50-75,50-75,-4.122011541632319,0.5319148936170224,0.8074798130046713,0.4581901489118001
Angel Ayora,Jayden Schaper,Calm,Positioning,0.49505252126441124,-1.6572658643138238,2.1523183855782353,SKIP,Green,Yellow,75,50,50,50,75-100,50-75,50-75,50-75,0.5319148936170224,-4.122011541632319,0.4581901489118001,0.8074798130046713
Matthieu Pavon,Sudarshan Yellamaraju,Moderate,Closing,-4.221541816961662,-2.069496731208056,-2.152045085753606,SKIP,Purple,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,1.0989010989011003,-3.3215547703180195,-9.541984732824424,-0.8174386920980927
Kevin Roy,Max Homa,Moderate,Closing,-2.069496731208056,-4.221541816961662,2.152045085753606,SKIP,Yellow,Purple,50,50,75,75,50-75,50-75,75-100,75-100,-3.3215547703180195,1.0989010989011003,-0.8174386920980927,-9.541984732824424
Niklas Lemke,David Law,Calm,Survival,-9.052968910216451,-11.163432636574253,2.1104637263578017,SKIP,Blue,Orange,50,50,75,50,50-75,50-75,75-100,50-75,-11.74142480211082,-12.88659793814433,-6.364513018322082,-9.440267335004176
Grant Forrest,Rafa Cabrera Bello,Calm,Closing,-2.368421052631579,-0.25960486986950615,-2.108816182762073,SKIP,Blue,Yellow,50,25,75,75,50-75,25-50,75-100,75-100,0.0,-2.363636363636365,-4.736842105263158,1.8444266238973528
Dan Bradbury,Martin Couvra,Calm,Closing,-0.27669195092062626,1.7998010707245555,-2.076493021645182,SKIP,Orange,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,3.3738191632928465,1.7551755175517585,-3.927203065134099,1.8444266238973528
Mackenzie Hughes,Stephan Jaeger,Calm,Closing,-0.27669195092062626,1.7998010707245555,-2.076493021645182,SKIP,Orange,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,3.3738191632928465,1.7551755175517585,-3.927203065134099,1.8444266238973528
Jacob Bridgeman,J.J. Spaun,Tough,Open,-0.5319148936170224,1.5388742561701303,-2.070789149787153,SKIP,Yellow,Blue,50,50,75,50,50-75,50-75,75-100,50-75,0.0,-0.6535947712418311,-1.0638297872340448,3.731343283582092
Patrick Rodgers,Sam Stevens,Tough,Open,1.5388742561701303,-0.5319148936170224,2.070789149787153,SKIP,Blue,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,-0.6535947712418311,0.0,3.731343283582092,-1.0638297872340448
Rickie Fowler,Hideki Matsuyama,Calm,Positioning,-1.654535537625306,0.4113550987572374,-2.0658906363825436,SKIP,Purple,Green,25,50,75,50,25-50,50-75,75-100,50-75,-4.144144144144142,0.3645200486026747,0.8350730688935301,0.4581901489118001
Denny McCarthy,Ryan Fox,Tough,Open,7.0023356090549775,4.937862468931233,2.064473140123744,SKIP,Orange,Green,25,25,50,75,25-50,25-50,50-75,75-100,10.743801652892564,2.816901408450704,3.2608695652173907,7.058823529411763
Ryan Fox,Kevin Roy,Calm,Closing,1.7998010707245555,-0.25960486986950615,2.0594059405940617,SKIP,Yellow,Yellow,50,25,75,75,50-75,25-50,75-100,75-100,1.7551755175517585,-2.363636363636365,1.8444266238973528,1.8444266238973528
Si Woo Kim,Hideki Matsuyama,Calm,Closing,-0.25960486986950615,1.7998010707245555,-2.0594059405940617,SKIP,Yellow,Yellow,25,50,75,75,25-50,50-75,75-100,75-100,-2.363636363636365,1.7551755175517585,1.8444266238973528,1.8444266238973528
Oihan Guillamoundeguy,Rocco Repetto Taylor,Calm,Open,-6.654587793268107,-4.599156562439124,-2.055431230828982,SKIP,Yellow,Green,50,25,75,75,50-75,25-50,75-100,75-100,-5.978538579458352,-3.812316715542521,-7.33063700707786,-5.385996409335728
Jeong Weon Ko,Taehoon Ok,Calm,Open,-6.654587793268107,-4.599156562439124,-2.055431230828982,SKIP,Yellow,Green,50,25,75,75,50-75,25-50,75-100,75-100,-5.978538579458352,-3.812316715542521,-7.33063700707786,-5.385996409335728
Zander Lombard,James Morrison,Calm,Open,-4.599156562439124,-6.654587793268107,2.055431230828982,SKIP,Green,Yellow,25,50,75,75,25-50,50-75,75-100,75-100,-3.812316715542521,-5.978538579458352,-5.385996409335728,-7.33063700707786
Adam Blomme,Dylan Frittelli,Calm,Positioning,-1.2043189368770766,0.8402526688865717,-2.0445716057636485,SKIP,Red,Blue,50,25,50,75,50-75,25-50,50-75,75-100,1.1627906976744196,2.7544910179640705,-3.5714285714285725,-1.073985680190927
Rory McIlroy,Xander Schauffele,Calm,Positioning,-1.5116846457863946,0.49505252126441124,-2.006737167050806,SKIP,Yellow,Green,25,75,75,50,25-50,75-100,75-100,50-75,2.1602160216021598,0.5319148936170224,-5.183585313174949,0.4581901489118001
Talor Gooch,Caleb Surratt,Calm,Open,-4.800168953049968,-2.801460773912223,-1.9987081791377452,SKIP,Purple,Orange,50,50,75,75,50-75,50-75,75-100,75-100,-7.493368700265252,2.121504339440694,-2.1069692058346843,-7.72442588726514
Ewen Ferguson,Matt Wallace,Calm,Closing,-0.4087254413212148,1.5733597599422287,-1.9820852012634433,SKIP,Green,Purple,75,50,50,50,75-100,50-75,50-75,50-75,1.6853932584269662,0.1194743130227045,-2.502844141069396,3.027245206861753
Max McGreevy,Rasmus Neergaard-Petersen,Calm,Closing,-0.4087254413212148,1.5733597599422287,-1.9820852012634433,SKIP,Green,Purple,75,50,50,50,75-100,50-75,50-75,50-75,1.6853932584269662,0.1194743130227045,-2.502844141069396,3.027245206861753
Chris Gotterup,Patrick Cantlay,Moderate,Open,-4.54196252675938,-2.5708307607875436,-1.9711317659718364,SKIP,Blue,Red,25,25,50,50,25-50,25-50,50-75,50-75,-4.6321525885558605,-7.079646017699115,-4.451772464962899,1.937984496124028
Rickie Fowler,Wyndham Clark,Moderate,Open,-2.5708307607875436,-4.54196252675938,1.9711317659718364,SKIP,Red,Blue,25,25,50,50,25-50,25-50,50-75,50-75,-7.079646017699115,-4.6321525885558605,1.937984496124028,-4.451772464962899
Scottie Scheffler,Matti Schmid,Calm,Positioning,0.4420078635111966,-1.5116846457863946,1.9536925092975912,SKIP,Purple,Yellow,75,25,50,75,75-100,25-50,50-75,75-100,6.87830687830688,2.1602160216021598,-5.994291151284487,-5.183585313174949
Scottie Scheffler,Patrick Cantlay,Tough,Open,2.0129504504504516,0.06690340178065957,1.946047048669792,SKIP,Green,Blue,50,50,50,75,50-75,50-75,50-75,75-100,3.1250000000000018,-0.6535947712418311,0.9009009009009016,0.7874015748031502
Tom Kim,Alex Smalley,Calm,Closing,5.120121576615903,3.175937794812566,1.9441837818033365,SKIP,Green,Orange,25,50,75,75,25-50,50-75,75-100,75-100,-2.1857923497267757,3.3738191632928465,12.426035502958582,2.978056426332286
Rory McIlroy,Hideki Matsuyama,Tough,Open,7.0023356090549775,5.071533382245045,1.9308022268099325,SKIP,Orange,Yellow,25,25,50,75,25-50,25-50,50-75,75-100,10.743801652892564,11.206896551724135,3.2608695652173907,-1.0638297872340448
Taylor Pendrith,Pierceson Coody,Tough,Open,5.071533382245045,7.0023356090549775,-1.9308022268099325,SKIP,Yellow,Orange,25,25,75,50,25-50,25-50,75-100,50-75,11.206896551724135,10.743801652892564,-1.0638297872340448,3.2608695652173907
Davis Thompson,Matt McCarty,Calm,Open,-6.0129473429151385,-7.936829431588663,1.9238820886735244,SKIP,Yellow,Green,25,75,50,50,25-50,75-100,50-75,50-75,-5.797845048742943,-6.167400881057271,-6.228049637087334,-9.706257982120055
Ryan Peake,Sebastian Soderberg,Calm,Positioning,-1.5116846457863946,0.4113550987572374,-1.923039744543632,SKIP,Yellow,Green,25,50,75,50,25-50,50-75,75-100,50-75,2.1602160216021598,0.3645200486026747,-5.183585313174949,0.4581901489118001
Max McGreevy,Nick Taylor,Calm,Positioning,0.4113550987572374,-1.5116846457863946,1.923039744543632,SKIP,Green,Yellow,50,25,50,75,50-75,25-50,50-75,75-100,0.3645200486026747,2.1602160216021598,0.4581901489118001,-5.183585313174949
Adam Scott,Nick Taylor,Calm,Positioning,-4.652798427403634,-2.7308092499715912,-1.9219891774320428,SKIP,Yellow,Purple,50,50,75,75,50-75,50-75,75-100,75-100,-4.122011541632319,-6.296691568836713,-5.183585313174949,0.8350730688935301
Si Woo Kim,Scottie Scheffler,Calm,Positioning,-4.652798427403634,-2.7308092499715912,-1.9219891774320428,SKIP,Yellow,Purple,50,50,75,75,50-75,50-75,75-100,75-100,-4.122011541632319,-6.296691568836713,-5.183585313174949,0.8350730688935301
Matti Schmid,Max Homa,Calm,Positioning,-4.652798427403634,-2.7308092499715912,-1.9219891774320428,SKIP,Yellow,Purple,50,50,75,75,50-75,50-75,75-100,75-100,-4.122011541632319,-6.296691568836713,-5.183585313174949,0.8350730688935301
J.T. Poston,Kurt Kitayama,Tough,Open,5.091911764705882,7.0023356090549775,-1.9104238443490953,SKIP,Green,Orange,50,25,75,50,50-75,25-50,75-100,50-75,3.1250000000000018,10.743801652892564,7.058823529411763,3.2608695652173907
Akshay Bhatia,Viktor Hovland,Moderate,Open,3.4996956786366398,1.6129032258064513,1.8867924528301885,SKIP,Brown,Brown,50,25,50,50,50-75,25-50,50-75,50-75,3.773584905660377,0.0,3.2258064516129026,3.2258064516129026
Calum Hill,Ewen Ferguson,Moderate,Open,-8.127067722374239,-6.2492659494503435,-1.8778017729238954,SKIP,Yellow,Blue,50,25,50,75,50-75,25-50,50-75,75-100,-10.011686793922866,-4.6321525885558605,-6.2424486508256125,-7.866379310344826
Kristoffer Reitan,Max Homa,Calm,Closing,-1.7804585359691798,0.09691684425663061,-1.8773753802258104,SKIP,Yellow,Orange,75,25,50,75,75-100,25-50,50-75,75-100,-1.4084507042253542,-2.7842227378190247,-2.1524663677130054,2.978056426332286
