player_id,player_name,resid_n,resid_mean,resid_sd,adj_sd,reliability
PLY_0635,Cristobal Del Solar,71,1.5017092018197185,3.8334872378728955,3.7840682919371575,STRONG
PLY_0458,Paul Peterson,70,2.603227876285714,3.42283002836588,3.496114055822889,STRONG
PLY_0906,Jonas Blixt,69,3.042976571188406,4.245685958281204,4.070359946647277,STRONG
PLY_0062,Niklas Norgaard,67,2.1111471211373134,3.4730134865622855,3.533043373158252,STRONG
PLY_0113,Dustin Johnson,66,0.23001585204090916,3.4440047538196623,3.5137251807164063,STRONG
PLY_0537,Norman Xiong,66,-0.006410956272727246,2.8456246392031486,3.1023388519175534,STRONG
PLY_0596,Taylor Dickson,66,1.623749147438788,3.4765652961159876,3.53611055354513,STRONG
PLY_0501,Ryan McCormick,64,1.7201190610451562,3.8398191043676047,3.784699215704298,STRONG
PLY_0904,Brian Gay,64,0.24587346460625004,3.400222780972184,3.4853995912648625,STRONG
PLY_1172,Tom Whitney,64,1.6184634221,3.1831706724791466,3.3376194322908797,STRONG
PLY_0307,Ricky Barnes,64,4.112845337928125,5.40063070864718,4.847379456915923,STRONG
PLY_0251,Dean Burmester,63,-0.0007771075126983555,3.2499982003056753,3.384550432429407,STRONG
PLY_0160,Jordan Smith,63,0.07421074365079358,3.1721056997744963,3.331784544972802,STRONG
PLY_0303,Ben Crane,63,1.7087646183603176,4.638944058994438,4.325449239928247,STRONG
PLY_0517,Mason Andersen,63,1.8296475674985715,3.231469755274462,3.3719989051501975,STRONG
PLY_0516,Braden Thornberry,62,0.7212034564516129,2.2311042058424357,2.6993670039011772,STRONG
PLY_0788,David Ford,62,-0.0819745254258065,3.3598602324001603,3.4600504131031222,STRONG
PLY_0265,Cameron Tringale,62,0.17068722357758068,3.1975121390093513,3.350641915383229,STRONG
PLY_0693,Matthew Riedel,61,1.8807307465737704,3.428603196373755,3.507231852477762,STRONG
PLY_0917,Parker Coody,61,1.512183916557377,3.235887001414286,3.3780484690433927,STRONG
PLY_0117,Marc Leishman,61,0.19433543013442622,3.1184640903084513,3.2993364077526683,STRONG
PLY_0655,Kevin Velo,61,1.8145335762557375,3.2210968893233662,3.3681342180813476,STRONG
PLY_0101,Abraham Ancer,60,0.19224222029183333,2.7454229000049737,3.05265197329973,STRONG
PLY_0110,Bryson DeChambeau,60,0.22862267726666655,3.466040259304291,3.533063546165941,STRONG
