player_a,player_b,color_a,color_b,condition,round_type,exec_ratio_a,upside_ratio_a,score_a,exec_ratio_b,upside_ratio_b,score_b,winner_score,loser_score,prediction,actual_winner,correct
Bryson DeChambeau,Tyrrell Hatton,Yellow,Orange,Calm,Positioning,0.5276,0.5760000000000001,0.5518000000000001,0.5335,0.5550999999999999,0.5443,0.5518000000000001,0.5443,Bryson DeChambeau,Bryson DeChambeau,True
Talor Gooch,Peter Uihlein,Yellow,Orange,Calm,Positioning,0.5924,0.5760000000000001,0.5842,0.5632,0.5366,0.5499,0.5842,0.5499,Talor Gooch,Peter Uihlein,False
Branden Grace,Lucas Herbert,Yellow,Blue,Calm,Positioning,0.5924,0.5142,0.5533,0.5926,0.5816,0.5871,0.5871,0.5533,Lucas Herbert,Lucas Herbert,True
Charles Howell III,Jason Kokrak,Orange,Orange,Calm,Positioning,0.5335,0.5366,0.53505,0.5632,0.5366,0.5499,0.5499,0.53505,Jason Kokrak,Jason Kokrak,True
Dustin Johnson,Miguel Tabuena,Orange,Blue,Calm,Positioning,0.5335,0.5550999999999999,0.5443,0.5529999999999999,0.5816,0.5672999999999999,0.5672999999999999,0.5443,Miguel Tabuena,Dustin Johnson,False
Sebastian Munoz,Thomas Detry,Yellow,Yellow,Calm,Positioning,0.5924,0.5142,0.5533,0.5924,0.5142,0.5533,0.5533,0.5533,TIE,Thomas Detry,
Jon Rahm,Joaquin Niemann,Yellow,Orange,Calm,Positioning,0.5276,0.5760000000000001,0.5518000000000001,0.5335,0.5366,0.53505,0.5518000000000001,0.53505,Jon Rahm,Jon Rahm,True
Cameron Smith,Marc Leishman,Orange,Purple,Calm,Positioning,0.5632,0.5366,0.5499,0.5155,0.5602,0.5378499999999999,0.5499,0.5378499999999999,Cameron Smith,Cameron Smith,True
Elvis Smylie,Thomas Pieters,Blue,Blue,Calm,Positioning,0.5529999999999999,0.5816,0.5672999999999999,0.5529999999999999,0.5816,0.5672999999999999,0.5672999999999999,0.5672999999999999,TIE,Thomas Pieters,
Scott Vincent,Brendan Steele,Orange,Purple,Calm,Positioning,0.5335,0.5550999999999999,0.5443,0.5595,0.5316,0.54555,0.54555,0.5443,Brendan Steele,push,False
Jon Rahm,Bryson DeChambeau,Yellow,Yellow,Calm,Positioning,0.5276,0.5760000000000001,0.5518000000000001,0.5276,0.5760000000000001,0.5518000000000001,0.5518000000000001,0.5518000000000001,TIE,Bryson DeChambeau,
Ben Campbell,Anthony Kim,Orange,Orange,Calm,Positioning,0.5632,0.5366,0.5499,0.5335,0.5366,0.53505,0.5499,0.53505,Ben Campbell,Anthony Kim,False
Talor Gooch,Branden Grace,Yellow,Yellow,Calm,Positioning,0.5924,0.5760000000000001,0.5842,0.5924,0.5142,0.5533,0.5842,0.5533,Talor Gooch,Branden Grace,False
Lucas Herbert,Sebastian Munoz,Blue,Yellow,Calm,Positioning,0.5926,0.5816,0.5871,0.5924,0.5142,0.5533,0.5871,0.5533,Lucas Herbert,Lucas Herbert,True
Peter Uihlein,Scott Vincent,Orange,Orange,Calm,Positioning,0.5632,0.5366,0.5499,0.5335,0.5550999999999999,0.5443,0.5499,0.5443,Peter Uihlein,push,False
Joaquin Niemann,Tyrrell Hatton,Orange,Orange,Calm,Positioning,0.5335,0.5366,0.53505,0.5335,0.5550999999999999,0.5443,0.5443,0.53505,Tyrrell Hatton,Tyrrell Hatton,True
Thomas Detry,Abraham Ancer,Yellow,Purple,Calm,Positioning,0.5924,0.5142,0.5533,0.5155,0.5316,0.52355,0.5533,0.52355,Thomas Detry,Thomas Detry,True
Marc Leishman,Brendan Steele,Purple,Purple,Calm,Positioning,0.5155,0.5602,0.5378499999999999,0.5595,0.5316,0.54555,0.54555,0.5378499999999999,Brendan Steele,Brendan Steele,True
Cameron Smith,Laurie Canter,Orange,Orange,Calm,Positioning,0.5632,0.5366,0.5499,0.5335,0.5550999999999999,0.5443,0.5499,0.5443,Cameron Smith,Cameron Smith,True
Charles Howell III,John Catlin,Orange,Orange,Calm,Positioning,0.5335,0.5366,0.53505,0.5335,0.5550999999999999,0.5443,0.5443,0.53505,John Catlin,Charles Howell III,False
Jason Kokrak,Charl Schwartzel,Orange,Yellow,Calm,Positioning,0.5632,0.5366,0.5499,0.5924,0.5142,0.5533,0.5533,0.5499,Charl Schwartzel,Jason Kokrak,False
Dustin Johnson,Dean Burmester,Orange,Blue,Calm,Positioning,0.5335,0.5550999999999999,0.5443,0.5529999999999999,0.5816,0.5672999999999999,0.5672999999999999,0.5443,Dean Burmester,Dean Burmester,True
Wade Ormsby,Miguel Tabuena,Purple,Blue,Calm,Positioning,0.5595,0.5316,0.54555,0.5529999999999999,0.5816,0.5672999999999999,0.5672999999999999,0.54555,Miguel Tabuena,push,False
Victor Perez,Ben Schmidt,Orange,Orange,Calm,Positioning,0.5632,0.5366,0.5499,0.5335,0.5366,0.53505,0.5499,0.53505,Victor Perez,Victor Perez,True
Matthew Wolff,Graeme McDowell,Blue,Orange,Calm,Positioning,0.5926,0.5806,0.5866,0.5335,0.5366,0.53505,0.5866,0.53505,Matthew Wolff,Matthew Wolff,True
Ryan Peake,Sebastian Soderberg,Yellow,Green,Calm,Positioning,0.5924,0.5142,0.5533,0.575,0.5508,0.5629,0.5629,0.5533,Sebastian Soderberg,Sebastian Soderberg,True
Romain Langasque,Junghwan Lee,Yellow,Green,Calm,Positioning,0.5924,0.5142,0.5533,0.5115999999999999,0.5614,0.5365,0.5533,0.5365,Romain Langasque,Junghwan Lee,False
Niklas Norgaard,Pablo Larrazabal,Red,Green,Calm,Positioning,0.5367999999999999,0.49090000000000006,0.51385,0.5115999999999999,0.5508,0.5311999999999999,0.5311999999999999,0.51385,Pablo Larrazabal,Niklas Norgaard,False
Clement Charmasson,Sam Bairstow,Yellow,Blue,Calm,Positioning,0.5276,0.5760000000000001,0.5518000000000001,0.5926,0.5806,0.5866,0.5866,0.5518000000000001,Sam Bairstow,Sam Bairstow,True
Bernd Wiesberger,Brandon Stone,Orange,Green,Calm,Positioning,0.5335,0.5550999999999999,0.5443,0.5115999999999999,0.5614,0.5365,0.5443,0.5365,Bernd Wiesberger,Brandon Stone,False
Olihan Guillamoundeguy,Renato Paratore,Orange,Blue,Calm,Positioning,0.5335,0.5366,0.53505,0.5529999999999999,0.5816,0.5672999999999999,0.5672999999999999,0.53505,Renato Paratore,Oihan Guillamoundeguy,False
Adrian Otaegui,Taehoon Ok,Pink,Blue,Calm,Positioning,0.5789,0.5,0.53945,0.5926,0.5806,0.5866,0.5866,0.53945,Taehoon Ok,push,False
Benjamin Follett-Smith,Nathan Kimsey,Green,Orange,Calm,Positioning,0.575,0.5508,0.5629,0.5335,0.5550999999999999,0.5443,0.5629,0.5443,Benjamin Follett-Smith,Benjamin Follett-Smith,True
Jayden Schaper,Adri Arnaus,Red,Yellow,Calm,Positioning,0.5367999999999999,0.49090000000000006,0.51385,0.5276,0.5760000000000001,0.5518000000000001,0.5518000000000001,0.51385,Adri Arnaus,push,False
Tom Vaillant,Francesco Laporta,Orange,Orange,Calm,Positioning,0.5335,0.5550999999999999,0.5443,0.5335,0.5550999999999999,0.5443,0.5443,0.5443,TIE,push,
Antoine Rozner,Calum Hill,Orange,Orange,Calm,Positioning,0.5632,0.5366,0.5499,0.5335,0.5366,0.53505,0.5499,0.53505,Antoine Rozner,push,False
Marcus Armitage,Julien Guerrier,Purple,Blue,Calm,Positioning,0.5595,0.5316,0.54555,0.5926,0.5806,0.5866,0.5866,0.54555,Julien Guerrier,Marcus Armitage,False
Andy Sullivan,Padraig Harrington,Purple,Yellow,Calm,Positioning,0.5155,0.5602,0.5378499999999999,0.5924,0.5142,0.5533,0.5533,0.5378499999999999,Padraig Harrington,Padraig Harrington,True
Frederic Lacroix,Jacques Kruyswijk,Yellow,Orange,Calm,Positioning,0.5276,0.5760000000000001,0.5518000000000001,0.5632,0.5366,0.5499,0.5518000000000001,0.5499,Frederic Lacroix,Frederic Lacroix,True
Sean Crocker,Tobias Jonson,Orange,Green,Calm,Positioning,0.5335,0.5550999999999999,0.5443,0.5115999999999999,0.5614,0.5365,0.5443,0.5365,Sean Crocker,Tobias Jonsson,False
Daniel van Tonder,Nacho Elvira,Yellow,Red,Calm,Positioning,0.5924,0.5142,0.5533,0.5367999999999999,0.49090000000000006,0.51385,0.5533,0.51385,Daniel van Tonder,Nacho Elvira,False
Adam Blomme,Dylan Frittelli,Red,Blue,Calm,Positioning,0.5367999999999999,0.49090000000000006,0.51385,0.5926,0.5806,0.5866,0.5866,0.51385,Dylan Frittelli,Dylan Frittelli,True
Daniel Rodrigues,Matthew Jordan,Orange,Yellow,Calm,Positioning,0.5632,0.5366,0.5499,0.5276,0.5760000000000001,0.5518000000000001,0.5518000000000001,0.5499,Matthew Jordan,Daniel Rodrigues,False
Dan Bradbury,Marcus Kinhult,Purple,Red,Calm,Positioning,0.5155,0.5602,0.5378499999999999,0.39130000000000004,0.49090000000000006,0.44110000000000005,0.5378499999999999,0.44110000000000005,Dan Bradbury,Dan Bradbury,True
Cameron Adam,Jason Scrivener,Yellow,Green,Calm,Positioning,0.5924,0.5142,0.5533,0.5115999999999999,0.5614,0.5365,0.5533,0.5365,Cameron Adam,Jason Scrivener,False
Todd Clements,Kiradech Aphibarnrat,Purple,Purple,Calm,Positioning,0.5155,0.5602,0.5378499999999999,0.5595,0.5316,0.54555,0.54555,0.5378499999999999,Kiradech Aphibarnrat,Todd Clements,False
Oliver Lindell,Guido Migliozzi,Purple,Purple,Calm,Positioning,0.5155,0.5602,0.5378499999999999,0.5595,0.5316,0.54555,0.54555,0.5378499999999999,Guido Migliozzi,Oliver Lindell,False
Sadom Kaewkanjana,Mikael Lindberg,Yellow,Blue,Calm,Positioning,0.5276,0.5760000000000001,0.5518000000000001,0.5926,0.5816,0.5871,0.5871,0.5518000000000001,Mikael Lindberg,Mikael Lindberg,True
Hugo Townsend,Quentin Debove,Orange,Orange,Calm,Positioning,0.5335,0.5550999999999999,0.5443,0.5335,0.5550999999999999,0.5443,0.5443,0.5443,TIE,Quentin Debove,
Jesper Svensson,Rafa Cabrera Bello,Purple,Purple,Calm,Positioning,0.5155,0.5602,0.5378499999999999,0.5155,0.5602,0.5378499999999999,0.5378499999999999,0.5378499999999999,TIE,Rafa Cabrera Bello,
Johannes Veerman,Grant Forrest,Blue,Yellow,Calm,Positioning,0.5926,0.5816,0.5871,0.5924,0.5142,0.5533,0.5871,0.5533,Johannes Veerman,Johannes Veerman,True
Gregorio De Leo,Hennie du Plessis,Green,Orange,Calm,Positioning,0.575,0.5508,0.5629,0.5632,0.5366,0.5499,0.5629,0.5499,Gregorio De Leo,Gregorio De Leo,True
Kazuma Kobori,Paul Waring,Pink,Blue,Calm,Positioning,0.5789,0.5,0.53945,0.5926,0.5816,0.5871,0.5871,0.53945,Paul Waring,Kazuma Kobori,False
David Micheluzzi,Jacob Olesen,Brown,Blue,Calm,Positioning,0.5,1.0,0.75,0.5926,0.5806,0.5866,0.75,0.5866,David Micheluzzi,Jacob Skov Olesen,False
Kota Kaneko,Angel Ayora,Blue,Orange,Calm,Positioning,0.5529999999999999,0.5816,0.5672999999999999,0.5632,0.5366,0.5499,0.5672999999999999,0.5499,Kota Kaneko,Angel Ayora,False
Ewen Ferguson,Matt Wallace,Purple,Red,Calm,Positioning,0.5595,0.5316,0.54555,0.5367999999999999,0.49090000000000006,0.51385,0.54555,0.51385,Ewen Ferguson,push,False
Daniel Hillier,Richard Sterne,Yellow,Yellow,Calm,Positioning,0.5924,0.5760000000000001,0.5842,0.5276,0.5760000000000001,0.5518000000000001,0.5842,0.5518000000000001,Daniel Hillier,Daniel Hillier,True
Joakim Lagergren,Patrick Reed,Orange,Red,Calm,Positioning,0.5335,0.5550999999999999,0.5443,0.39130000000000004,0.49090000000000006,0.44110000000000005,0.5443,0.44110000000000005,Joakim Lagergren,Patrick Reed,False
Collin Morikawa,Xander Schauffele,Purple,Orange,Calm,Positioning,0.5155,0.5602,0.5378499999999999,0.5335,0.5550999999999999,0.5443,0.5443,0.5378499999999999,Xander Schauffele,Collin Morikawa,False
J.T. Poston,John Keefer,Purple,Orange,Calm,Positioning,0.5155,0.5316,0.52355,0.5632,0.5366,0.5499,0.5499,0.52355,John Keefer,John Keefer,True
Alex Smalley,Bud Cauley,Orange,Yellow,Calm,Positioning,0.5335,0.5550999999999999,0.5443,0.5924,0.5142,0.5533,0.5533,0.5443,Bud Cauley,Bud Cauley,True
Jordan Smith,Rico Hoey,Orange,Blue,Calm,Positioning,0.5335,0.5550999999999999,0.5443,0.5926,0.5816,0.5871,0.5871,0.5443,Rico Hoey,Rico Hoey,True
Patrick Rodgers,Sepp Straka,Red,Green,Calm,Positioning,0.5367999999999999,0.49090000000000006,0.51385,0.5115999999999999,0.5508,0.5311999999999999,0.5311999999999999,0.51385,Sepp Straka,Sepp Straka,True
Kurt Kitayama,Keith Mitchell,Orange,Blue,Calm,Positioning,0.5632,0.5366,0.5499,0.5926,0.5816,0.5871,0.5871,0.5499,Keith Mitchell,Keith Mitchell,True
Jacob Bridgeman,Tom Kim,Orange,Blue,Calm,Positioning,0.5335,0.5366,0.53505,0.5926,0.5806,0.5866,0.5866,0.53505,Tom Kim,Jacob Bridgeman,False
Cameron Young,Harris English,Green,Purple,Calm,Positioning,0.5115999999999999,0.5614,0.5365,0.5595,0.5316,0.54555,0.54555,0.5365,Harris English,Harris English,True
Michael Brennan,Mac Meissner,Yellow,Orange,Calm,Positioning,0.5924,0.5142,0.5533,0.5335,0.5550999999999999,0.5443,0.5533,0.5443,Michael Brennan,Mac Meissner,False
Max McGreevy,Nick Taylor,Green,Yellow,Calm,Positioning,0.575,0.5508,0.5629,0.5924,0.5142,0.5533,0.5629,0.5533,Max McGreevy,Nick Taylor,False
Rickie Fowler,Ben Griffin,Orange,Yellow,Calm,Positioning,0.5335,0.5366,0.53505,0.5924,0.5760000000000001,0.5842,0.5842,0.53505,Ben Griffin,Ben Griffin,True
Scottie Scheffler,Viktor Hovland,Blue,Blue,Calm,Positioning,0.5926,0.5806,0.5866,0.5926,0.5816,0.5871,0.5871,0.5866,Viktor Hovland,Viktor Hovland,True
Daniel Berger,Rasmus Hojgaard,Red,Yellow,Calm,Positioning,0.39130000000000004,0.5789,0.4851,0.5276,0.5760000000000001,0.5518000000000001,0.5518000000000001,0.4851,Rasmus Hojgaard,Rasmus Hojgaard,True
Ryan Fox,Sami Valimaki,Yellow,Yellow,Calm,Positioning,0.5924,0.5142,0.5533,0.5924,0.5142,0.5533,0.5533,0.5533,TIE,Ryan Fox,
Davis Thompson,Kristoffer Reitan,Green,Yellow,Calm,Positioning,0.5115999999999999,0.5614,0.5365,0.5276,0.5760000000000001,0.5518000000000001,0.5518000000000001,0.5365,Kristoffer Reitan,Kristoffer Reitan,True
Max Homa,Rasmus Neergaard-Petersen,Orange,Red,Calm,Positioning,0.5335,0.5550999999999999,0.5443,0.5367999999999999,0.49090000000000006,0.51385,0.5443,0.51385,Max Homa,Max Homa,True
Michael Thorbjornsen,Jake Knapp,Yellow,Red,Calm,Positioning,0.5924,0.5760000000000001,0.5842,0.5367999999999999,0.49090000000000006,0.51385,0.5842,0.51385,Michael Thorbjornsen,Jake Knapp,False
Maverick McNealy,Matt Fitzpatrick,Orange,Orange,Calm,Positioning,0.5335,0.5366,0.53505,0.5335,0.5550999999999999,0.5443,0.5443,0.53505,Matt Fitzpatrick,Matt Fitzpatrick,True
Michael Kim,Sam Stevens,Purple,Purple,Calm,Positioning,0.5595,0.5316,0.54555,0.5155,0.5316,0.52355,0.54555,0.52355,Michael Kim,Michael Kim,True
Min Woo Lee,Nicolai Hojgaard,Purple,Yellow,Calm,Positioning,0.5595,0.5316,0.54555,0.5276,0.5760000000000001,0.5518000000000001,0.5518000000000001,0.54555,Nicolai Hojgaard,Nicolai Hojgaard,True
Stephan Jaeger,Akshay Bhatia,Yellow,Blue,Calm,Positioning,0.5924,0.5142,0.5533,0.5926,0.5806,0.5866,0.5866,0.5533,Akshay Bhatia,Akshay Bhatia,True
Zach Bauchou,John Parry,Yellow,Yellow,Calm,Positioning,0.5924,0.5760000000000001,0.5842,0.5276,0.5760000000000001,0.5518000000000001,0.5842,0.5518000000000001,Zach Bauchou,John Parry,False
Sahith Theegala,Christopher Gotterup,Blue,Yellow,Calm,Positioning,0.5926,0.5806,0.5866,0.5924,0.5760000000000001,0.5842,0.5866,0.5842,Sahith Theegala,Christopher Gotterup,False
Si Woo Kim,Hideki Matsuyama,Green,Yellow,Calm,Positioning,0.5115999999999999,0.5614,0.5365,0.5924,0.5142,0.5533,0.5533,0.5365,Hideki Matsuyama,Hideki Matsuyama,True
Pierceson Coody,Ryo Hisatsune,Orange,Yellow,Calm,Positioning,0.5632,0.5366,0.5499,0.5924,0.5142,0.5533,0.5533,0.5499,Ryo Hisatsune,Ryo Hisatsune,True
Michael Kim,Chris Kirk,Orange,Orange,Moderate,Positioning,0.4974,0.5,0.49870000000000003,0.5069,0.5,0.50345,0.50345,0.49870000000000003,Chris Kirk,Chris Kirk,True
Justin Rose,Viktor Hovland,Orange,Yellow,Moderate,Positioning,0.4974,0.5,0.49870000000000003,0.45049999999999996,0.43450000000000005,0.4425,0.49870000000000003,0.4425,Justin Rose,Justin Rose,True
Rory McIlroy,Scottie Scheffler,Yellow,Orange,Moderate,Positioning,0.3843,0.434,0.40915,0.4974,0.452,0.4747,0.4747,0.40915,Scottie Scheffler,Scottie Scheffler,True
J.T. Poston,Alex Noren,Orange,Orange,Moderate,Positioning,0.5069,0.452,0.47945000000000004,0.5069,0.5,0.50345,0.50345,0.47945000000000004,Alex Noren,Alex Noren,True
Patrick Cantlay,Cameron Young,Yellow,Orange,Moderate,Positioning,0.45049999999999996,0.43450000000000005,0.4425,0.4974,0.452,0.4747,0.4747,0.4425,Cameron Young,Patrick Cantlay,False
Collin Morikawa,Jason Day,Orange,Yellow,Moderate,Positioning,0.4974,0.452,0.4747,0.3843,0.434,0.40915,0.4747,0.40915,Collin Morikawa,Collin Morikawa,True
Pierceson Coody,Max McGreevy,Yellow,Blue,Moderate,Positioning,0.3843,0.434,0.40915,0.3696,0.38420000000000004,0.3769,0.40915,0.3769,Pierceson Coody,Max McGreevy,False
Brian Harman,Patrick Rodgers,Blue,Orange,Moderate,Positioning,0.3696,0.4275,0.39854999999999996,0.5069,0.5,0.50345,0.50345,0.39854999999999996,Patrick Rodgers,Brian Harman,False
Bud Cauley,Mackenzie Hughes,Blue,Yellow,Moderate,Positioning,0.3529,0.38420000000000004,0.36855000000000004,0.45049999999999996,0.43450000000000005,0.4425,0.4425,0.36855000000000004,Mackenzie Hughes,Mackenzie Hughes,True
Harris English,Shane Lowry,Orange,Orange,Moderate,Positioning,0.4974,0.5,0.49870000000000003,0.15380000000000002,0.5,0.3269,0.49870000000000003,0.3269,Harris English,Shane Lowry,False
Ryan Fox,Tony Finau,Blue,Orange,Moderate,Positioning,0.3529,0.38420000000000004,0.36855000000000004,0.5069,0.5,0.50345,0.50345,0.36855000000000004,Tony Finau,Ryan Fox,False
Matt Fitzpatrick,Russell Henley,Yellow,Blue,Moderate,Positioning,0.47409999999999997,0.434,0.45404999999999995,0.4473,0.4275,0.4374,0.45404999999999995,0.4374,Matt Fitzpatrick,Matt Fitzpatrick,True
Xander Schauffele,Tommy Fleetwood,Yellow,Yellow,Moderate,Positioning,0.3843,0.43450000000000005,0.4094,0.3843,0.43450000000000005,0.4094,0.4094,0.4094,TIE,Tommy Fleetwood,
Min Woo Lee,Nick Taylor,Orange,Blue,Moderate,Positioning,0.4974,0.5,0.49870000000000003,0.3696,0.4275,0.39854999999999996,0.49870000000000003,0.39854999999999996,Min Woo Lee,Min Woo Lee,True
Hideki Matsuyama,Chris Gotterup,Blue,Blue,Moderate,Positioning,0.3529,0.38420000000000004,0.36855000000000004,0.4473,0.4275,0.4374,0.4374,0.36855000000000004,Chris Gotterup,Hideki Matsuyama,False
Jordan Spieth,Keegan Bradley,Orange,Orange,Moderate,Positioning,0.4974,0.452,0.4747,0.5069,0.452,0.47945000000000004,0.47945000000000004,0.4747,Keegan Bradley,Jordan Spieth,False
Tom Hoge,Jacob Bridgeman,Blue,Yellow,Moderate,Positioning,0.3696,0.38420000000000004,0.3769,0.45049999999999996,0.43450000000000005,0.4425,0.4425,0.3769,Jacob Bridgeman,Jacob Bridgeman,True
Sepp Straka,Jake Knapp,Blue,Orange,Moderate,Positioning,0.4473,0.4275,0.4374,0.5069,0.5,0.50345,0.50345,0.4374,Jake Knapp,Jake Knapp,True
Sam Burns,Akshay Bhatia,Orange,Yellow,Moderate,Positioning,0.15380000000000002,0.5,0.3269,0.3843,0.43450000000000005,0.4094,0.4094,0.3269,Akshay Bhatia,Akshay Bhatia,True
Ryo Hisatsune,Rickie Fowler,Blue,Yellow,Moderate,Positioning,0.3696,0.4275,0.39854999999999996,0.45049999999999996,0.43450000000000005,0.4425,0.4425,0.39854999999999996,Rickie Fowler,Rickie Fowler,True
Viktor Hovland,Ryan Gerard,Red,Orange,Calm,Positioning,0.39130000000000004,0.5789,0.4851,0.5335,0.5366,0.53505,0.53505,0.4851,Ryan Gerard,Ryan Gerard,True
Scottie Scheffler,Matti Schmid,Purple,Yellow,Calm,Positioning,0.47369999999999995,0.5316,0.5026499999999999,0.5924,0.5142,0.5533,0.5533,0.5026499999999999,Matti Schmid,Scottie Scheffler,False
Patrick Cantlay,Robert MacIntyre,Blue,Purple,Calm,Positioning,0.5926,0.5806,0.5866,0.5155,0.5602,0.5378499999999999,0.5866,0.5378499999999999,Patrick Cantlay,Patrick Cantlay,True
Ryo Hisatsune,Brian Harman,Green,Purple,Calm,Positioning,0.507,0.5508,0.5288999999999999,0.47369999999999995,0.5316,0.5026499999999999,0.5288999999999999,0.5026499999999999,Ryo Hisatsune,Ryo Hisatsune,True
Hideki Matsuyama,Sam Stevens,Green,Yellow,Calm,Positioning,0.575,0.5614,0.5682,0.5924,0.5142,0.5533,0.5682,0.5533,Hideki Matsuyama,Sam Stevens,False
Ben Griffin,Shane Lowry,Blue,Blue,Calm,Positioning,0.5926,0.5806,0.5866,0.5529999999999999,0.5806,0.5668,0.5866,0.5668,Ben Griffin,Shane Lowry,False
Sami Valimaki,Sahith Theegala,Orange,Yellow,Calm,Positioning,0.5632,0.5550999999999999,0.55915,0.5276,0.5142,0.5208999999999999,0.55915,0.5208999999999999,Sami Valimaki,Sahith Theegala,False
Andrew Novak,Harris English,Yellow,Orange,Calm,Positioning,0.5276,0.5142,0.5208999999999999,0.5335,0.5550999999999999,0.5443,0.5443,0.5208999999999999,Harris English,Harris English,True
Tom Kim,Tony Finau,Green,Yellow,Calm,Positioning,0.507,0.5508,0.5288999999999999,0.5924,0.5760000000000001,0.5842,0.5842,0.5288999999999999,Tony Finau,Tom Kim,False
Ludvig Aberg,Patrick Rodgers,Yellow,Yellow,Calm,Positioning,0.5924,0.5760000000000001,0.5842,0.5924,0.5760000000000001,0.5842,0.5842,0.5842,TIE,Ludvig Aberg,
Si Woo Kim,Cameron Young,Yellow,Yellow,Calm,Positioning,0.5991,0.5760000000000001,0.58755,0.5991,0.5760000000000001,0.58755,0.58755,0.58755,TIE,Cameron Young,
Nick Taylor,Corey Conners,Purple,Green,Calm,Positioning,0.47369999999999995,0.5316,0.5026499999999999,0.575,0.5614,0.5682,0.5682,0.5026499999999999,Corey Conners,Push (Nick Taylor / Corey Conners),False
Rickie Fowler,Alex Noren,Blue,Blue,Calm,Positioning,0.5926,0.5806,0.5866,0.5926,0.5816,0.5871,0.5871,0.5866,Alex Noren,Alex Noren,True
Pierceson Coody,Akshay Bhatia,Green,Red,Calm,Positioning,0.5115999999999999,0.5614,0.5365,0.6364,0.49090000000000006,0.56365,0.56365,0.5365,Akshay Bhatia,Akshay Bhatia,True
Matt McCarty,Taylor Pendrith,Purple,Blue,Calm,Positioning,0.5155,0.5316,0.52355,0.5529999999999999,0.5806,0.5668,0.5668,0.52355,Taylor Pendrith,Matt McCarty,False
Sepp Straka,Jake Knapp,Purple,Orange,Calm,Positioning,0.5155,0.5602,0.5378499999999999,0.5335,0.5366,0.53505,0.5378499999999999,0.53505,Sepp Straka,Jake Knapp,False
Jhonattan Vegas,Collin Morikawa,Purple,Yellow,Calm,Positioning,0.5155,0.5602,0.5378499999999999,0.5991,0.5760000000000001,0.58755,0.58755,0.5378499999999999,Collin Morikawa,Collin Morikawa,True
Max Homa,Jordan Spieth,Blue,Green,Calm,Positioning,0.6095,0.5816,0.59555,0.507,0.5508,0.5288999999999999,0.59555,0.5288999999999999,Max Homa,Jordan Spieth,False
Ryan Fox,Aaron Rai,Yellow,Purple,Calm,Positioning,0.5276,0.5142,0.5208999999999999,0.5155,0.5602,0.5378499999999999,0.5378499999999999,0.5208999999999999,Aaron Rai,Aaron Rai,True
Tommy Fleetwood,Aldrich Potgieter,Red,Yellow,Calm,Positioning,0.6364,0.49090000000000006,0.56365,0.5924,0.5142,0.5533,0.56365,0.5533,Tommy Fleetwood,Aldrich Potgieter,False
Wyndham Clark,Kurt Kitayama,Green,Yellow,Calm,Positioning,0.5115999999999999,0.5614,0.5365,0.5924,0.5142,0.5533,0.5533,0.5365,Kurt Kitayama,Kurt Kitayama,True
Min Woo Lee,Matt Fitzpatrick,Orange,Green,Calm,Positioning,0.5335,0.5550999999999999,0.5443,0.575,0.5614,0.5682,0.5682,0.5443,Matt Fitzpatrick,Matt Fitzpatrick,True
Adam Scott,Max Greyserman,Yellow,Yellow,Calm,Positioning,0.5991,0.5760000000000001,0.58755,0.5924,0.5142,0.5533,0.58755,0.5533,Adam Scott,Max Greyserman,False
Rory McIlroy,Xander Schauffele,Yellow,Green,Calm,Positioning,0.5924,0.5142,0.5533,0.507,0.5508,0.5288999999999999,0.5533,0.5288999999999999,Rory McIlroy,Rory McIlroy,True
Marco Penge,Jacob Bridgeman,Yellow,Blue,Calm,Positioning,0.5924,0.5142,0.5533,0.5926,0.5806,0.5866,0.5866,0.5533,Jacob Bridgeman,Jacob Bridgeman,True
Joel Dahmen,Zecheng Dou,Green,Green,Moderate,Positioning,0.5083,0.5074000000000001,0.50785,0.5083,0.5074000000000001,0.50785,0.50785,0.50785,TIE,Zecheng Dou,
Max Homa,Alex Smalley,Orange,Orange,Moderate,Positioning,0.4974,0.5,0.49870000000000003,0.5069,0.5,0.50345,0.50345,0.49870000000000003,Alex Smalley,Max Homa,False
Rasmus Hojgaard,Daniel Berger,Purple,Blue,Moderate,Positioning,0.3992,0.43060000000000004,0.41490000000000005,0.3696,0.38420000000000004,0.3769,0.41490000000000005,0.3769,Rasmus Hojgaard,Rasmus Hojgaard,True
Keith Mitchell,Rasmus Neergaard-Petersen,Yellow,Blue,Moderate,Positioning,0.3843,0.43450000000000005,0.4094,0.4473,0.4275,0.4374,0.4374,0.4094,Rasmus Neergaard-Petersen,Keith Mitchell,False
Davis Thompson,Christiaan Bezuidenhout,Green,Purple,Moderate,Positioning,0.3947,0.3421,0.3684,0.3992,0.43060000000000004,0.41490000000000005,0.41490000000000005,0.3684,Christiaan Bezuidenhout,Christiaan Bezuidenhout,True
Ryan Gerard,Nicolai Hojgaard,Red,Purple,Moderate,Positioning,0.5625,0.5476,0.55505,0.3992,0.43060000000000004,0.41490000000000005,0.55505,0.41490000000000005,Ryan Gerard,Nicolai Hojgaard,False
Garrick Higgo,John Parry,Purple,Green,Moderate,Positioning,0.3992,0.43060000000000004,0.41490000000000005,0.5083,0.5074000000000001,0.50785,0.50785,0.41490000000000005,John Parry,Garrick Higgo,False
Brooks Koepka,Thorbjorn Olesen,Purple,Yellow,Moderate,Positioning,0.4946,0.4545,0.47455,0.45049999999999996,0.43450000000000005,0.4425,0.47455,0.4425,Brooks Koepka,Thorbjorn Olesen,False
