player_a,player_b,color_a,color_b,condition,round_type,exec_ratio_a,upside_ratio_a,score_a,exec_ratio_b,upside_ratio_b,score_b,winner_score,loser_score,prediction,actual_winner,correct
Patrick Cantlay,Maverick McNealy,Yellow,Yellow,Moderate,Open,0.5408,0.5554,0.5481,0.5408,0.5554,0.5481,0.5481,0.5481,TIE,Maverick McNealy,
Ludvig Aberg,Russell Henley,Purple,Yellow,Moderate,Open,0.5357999999999999,0.47240000000000004,0.5041,0.5408,0.5554,0.5481,0.5481,0.5041,Russell Henley,Russell Henley,True
Tommy Fleetwood,Si Woo Kim,Purple,Purple,Moderate,Open,0.5357999999999999,0.5794,0.5576,0.5357999999999999,0.5794,0.5576,0.5576,0.5576,TIE,Tommy Fleetwood,
Scottie Scheffler,Collin Morikawa,Purple,Yellow,Moderate,Open,0.5357999999999999,0.5794,0.5576,0.5408,0.5357999999999999,0.5383,0.5576,0.5383,Scottie Scheffler,Scottie Scheffler,True
Harris English,Robert MacIntyre,Yellow,Green,Moderate,Open,0.5,0.4382,0.46909999999999996,0.5718,0.528,0.5499,0.5499,0.46909999999999996,Robert MacIntyre,Robert MacIntyre,True
Matt Fitzpatrick,Jake Knapp,Purple,Yellow,Moderate,Open,0.5832999999999999,0.47240000000000004,0.5278499999999999,0.5408,0.5554,0.5481,0.5481,0.5278499999999999,Jake Knapp,Matt Fitzpatrick,False
Jacob Bridgeman,Pierceson Coody,Yellow,Yellow,Moderate,Open,0.5408,0.5554,0.5481,0.5,0.4382,0.46909999999999996,0.5481,0.46909999999999996,Jacob Bridgeman,Jacob Bridgeman,True
Ryan Fox,Alex Smalley,Purple,Green,Moderate,Open,0.5832999999999999,0.47240000000000004,0.5278499999999999,0.4396,0.528,0.4838,0.5278499999999999,0.4838,Ryan Fox,Alex Smalley,False
Kurt Kitayama,Ben Griffin,Blue,Yellow,Moderate,Open,0.5129,0.3889,0.4509,0.5408,0.5554,0.5481,0.5481,0.4509,Ben Griffin,Ben Griffin,True
Adam Scott,Harry Hall,Purple,Purple,Moderate,Open,0.5357999999999999,0.5794,0.5576,0.5832999999999999,0.47240000000000004,0.5278499999999999,0.5576,0.5278499999999999,Adam Scott,Adam Scott,True
Rickie Fowler,Shane Lowry,Yellow,Green,Moderate,Open,0.5408,0.5554,0.5481,0.4396,0.528,0.4838,0.5481,0.4838,Rickie Fowler,Push,
Aaron Rai,Keegan Bradley,Yellow,Yellow,Moderate,Open,0.5408,0.5554,0.5481,0.5408,0.5554,0.5481,0.5481,0.5481,TIE,Aaron Rai,
Jordan Spieth,J.J. Spaun,Purple,Purple,Moderate,Open,0.5357999999999999,0.5794,0.5576,0.5357999999999999,0.5794,0.5576,0.5576,0.5576,TIE,J.J. Spaun,
Sepp Straka,Chris Gotterup,Yellow,Yellow,Moderate,Open,0.5408,0.5554,0.5481,0.5408,0.5554,0.5481,0.5481,0.5481,TIE,Sepp Straka,
Nico Echavarria,Wyndham Clark,Green,Yellow,Moderate,Open,0.4396,0.528,0.4838,0.5,0.4382,0.46909999999999996,0.4838,0.46909999999999996,Nico Echavarria,Wyndham Clark,False
Nick Taylor,Max McGreevy,Yellow,Blue,Moderate,Open,0.5408,0.5357999999999999,0.5383,0.5129,0.3889,0.4509,0.5383,0.4509,Nick Taylor,Max McGreevy,False
Sahith Theegala,Justin Rose,Green,Yellow,Moderate,Open,0.4396,0.528,0.4838,0.5,0.4382,0.46909999999999996,0.4838,0.46909999999999996,Sahith Theegala,Sahith Theegala,True
Hideki Matsuyama,Min Woo Lee,Yellow,Yellow,Moderate,Open,0.5,0.5554,0.5277000000000001,0.5,0.4382,0.46909999999999996,0.5277000000000001,0.46909999999999996,Hideki Matsuyama,Hideki Matsuyama,True
Xander Schauffele,Cameron Young,Purple,Purple,Moderate,Open,0.5357999999999999,0.5794,0.5576,0.5357999999999999,0.5794,0.5576,0.5576,0.5576,TIE,Cameron Young,
Sam Burns,Jason Day,Green,Yellow,Moderate,Open,0.4396,0.528,0.4838,0.5,0.4382,0.46909999999999996,0.4838,0.46909999999999996,Sam Burns,Jason Day,False
Davis Thompson,Corey Conners,Yellow,Purple,Moderate,Open,0.5408,0.5357999999999999,0.5383,0.5832999999999999,0.47240000000000004,0.5278499999999999,0.5383,0.5278499999999999,Davis Thompson,Corey Conners,False
Darius van Driel,Freddy Schott,Yellow,Yellow,Calm,Open,0.6272,0.6172,0.6222,0.6061,0.6148,0.6104499999999999,0.6222,0.6104499999999999,Darius van Driel,Darius van Driel,True
Tobias Jonsson,Nathan Kimsey,Purple,Green,Calm,Open,0.6631,0.5864,0.62475,0.6429,0.594,0.6184499999999999,0.62475,0.6184499999999999,Tobias Jonsson,Tobias Jonsson,True
Zander Lombard,James Morrison,Green,Yellow,Calm,Open,0.6429,0.5884,0.61565,0.6272,0.6172,0.6222,0.6222,0.61565,James Morrison,Zander Lombard,False
Ashun Wu,Francesco Molinari,Green,Yellow,Calm,Open,0.6429,0.594,0.6184499999999999,0.6272,0.6148,0.621,0.621,0.6184499999999999,Francesco Molinari,Ashun Wu,False
Albin Bergstrom,Andreas Halvorsen,Yellow,Yellow,Calm,Open,0.6061,0.6172,0.61165,0.6061,0.6172,0.61165,0.61165,0.61165,TIE,Albin Bergstrom,
Pablo Larrazabal,Angel Ayora,Blue,Yellow,Calm,Open,0.5769,0.5646,0.57075,0.6272,0.6148,0.621,0.621,0.57075,Angel Ayora,Angel Ayora,True
Thriston Lawrence,Zhao Jin,Yellow,Blue,Calm,Open,0.6272,0.6148,0.621,0.5769,0.6295000000000001,0.6032,0.621,0.6032,Thriston Lawrence,Thriston Lawrence,True
Oliver Lindell,Jorge Campillo,Yellow,Yellow,Calm,Open,0.6061,0.6172,0.61165,0.6272,0.6172,0.6222,0.6222,0.61165,Jorge Campillo,Jorge Campillo,True
Eugenio Chacarra,Taichi Kho,Yellow,Green,Calm,Open,0.6061,0.6172,0.61165,0.5686,0.594,0.5812999999999999,0.61165,0.5812999999999999,Eugenio Chacarra,Eugenio Chacarra,True
Calum Hill,Brandon Robinson Thompson,Green,Green,Calm,Open,0.5686,0.5884,0.5785,0.5686,0.5884,0.5785,0.5785,0.5785,TIE,Calum Hill,
Frederic Lacroix,Martin Couvra,Blue,Yellow,Calm,Open,0.5769,0.6295000000000001,0.6032,0.6061,0.6148,0.6104499999999999,0.6104499999999999,0.6032,Martin Couvra,Martin Couvra,True
Wenyi Ding,Yanhan Zhou,Yellow,Blue,Calm,Open,0.6272,0.6172,0.6222,0.5769,0.6295000000000001,0.6032,0.6222,0.6032,Wenyi Ding,Wenyi Ding,True
Grant Forrest,Junghwan Lee,Purple,Purple,Calm,Open,0.6631,0.5864,0.62475,0.6631,0.6264,0.6447499999999999,0.6447499999999999,0.62475,Junghwan Lee,Junghwan Lee,True
Joost Luiten,Joel Girrbach,Green,Green,Calm,Open,0.6429,0.594,0.6184499999999999,0.6429,0.594,0.6184499999999999,0.6184499999999999,0.6184499999999999,TIE,Joost Luiten,
Dan Bradbury,Niklas Norgaard,Yellow,Yellow,Calm,Open,0.6061,0.6172,0.61165,0.6272,0.6172,0.6222,0.6222,0.61165,Niklas Norgaard,Dan Bradbury,False
Nacho Elvira,Sean Crocker,Yellow,Purple,Calm,Open,0.6272,0.6172,0.6222,0.6631,0.5864,0.62475,0.62475,0.6222,Sean Crocker,Nacho Elvira,False
Jeong Weon Ko,Taehoon Ok,Yellow,Green,Calm,Open,0.6272,0.6172,0.6222,0.6429,0.5884,0.61565,0.6222,0.61565,Jeong Weon Ko,Taehoon Ok,False
Ugo Coussaud,Sebastian Garcia Rodriguez,Purple,Yellow,Calm,Open,0.6631,0.6264,0.6447499999999999,0.6272,0.6172,0.6222,0.6447499999999999,0.6222,Ugo Coussaud,Sebastian Garcia Rodriguez,False
Cameron Adam,Matthew Baldwin,Purple,Green,Calm,Open,0.6631,0.5864,0.62475,0.6429,0.594,0.6184499999999999,0.62475,0.6184499999999999,Cameron Adam,Matthew Baldwin,False
Marcus Armitage,Jason Scrivener,Yellow,Yellow,Calm,Open,0.6272,0.6148,0.621,0.6061,0.6172,0.61165,0.621,0.61165,Marcus Armitage,Jason Scrivener,False
Niklas Lemke,Ivan Cantero Gutierrez,Yellow,Blue,Calm,Open,0.6272,0.6172,0.6222,0.5769,0.5646,0.57075,0.6222,0.57075,Niklas Lemke,Ivan Cantero Gutierrez,False
Kiradech Aphibarnrat,Shubhankar Sharma,Yellow,Green,Calm,Open,0.6272,0.6148,0.621,0.6429,0.5884,0.61565,0.621,0.61565,Kiradech Aphibarnrat,Shubhankar Sharma,False
Oihan Guillamoundeguy,Rocco Repetto Taylor,Yellow,Green,Calm,Open,0.6272,0.6172,0.6222,0.6429,0.5884,0.61565,0.6222,0.61565,Oihan Guillamoundeguy,Rocco Repetto Taylor,False
Andy Sullivan,Rafa Cabrera Bello,Yellow,Yellow,Calm,Open,0.6061,0.6172,0.61165,0.6061,0.6172,0.61165,0.61165,0.61165,TIE,Rafa Cabrera Bello,
Adrian Otaegui,Dylan Frittelli,Blue,Purple,Calm,Open,0.6272,0.6295000000000001,0.62835,0.6631,0.5864,0.62475,0.62835,0.62475,Adrian Otaegui,Push,
Jordan Gumberg,David Law,Blue,Blue,Calm,Open,0.5769,0.6295000000000001,0.6032,0.5769,0.6295000000000001,0.6032,0.6032,0.6032,TIE,Jordan Gumberg,
Tom Vaillant,Kazuma Kobori,Purple,Red,Calm,Open,0.6631,0.5864,0.62475,0.6667000000000001,0.5579999999999999,0.61235,0.62475,0.61235,Tom Vaillant,Push,
Aaron Cockerill,Stefano Mazzoli,Yellow,Purple,Calm,Open,0.6272,0.6172,0.6222,0.6631,0.6264,0.6447499999999999,0.6447499999999999,0.6222,Stefano Mazzoli,Aaron Cockerill,False
Matt Killeen,Adri Arnaus,Blue,Green,Calm,Open,0.5769,0.5646,0.57075,0.5686,0.5884,0.5785,0.5785,0.57075,Adri Arnaus,Adri Arnaus,True
Jack Senior,Felix Mory,Yellow,Green,Calm,Open,0.6272,0.6148,0.621,0.6429,0.594,0.6184499999999999,0.621,0.6184499999999999,Jack Senior,Jack Senior,True
Maximilian Steinlechner,Joshua Berry,Yellow,Yellow,Calm,Open,0.6061,0.6172,0.61165,0.6272,0.6172,0.6222,0.6222,0.61165,Joshua Berry,Maximilian Steinlechner,False
Nathan Kimsey,Niklas Norgaard,Green,Yellow,Calm,Open,0.6429,0.594,0.6184499999999999,0.6272,0.6172,0.6222,0.6222,0.6184499999999999,Niklas Norgaard,Nathan Kimsey,False
Angel Ayora,Oliver Lindell,Yellow,Yellow,Calm,Open,0.6272,0.6148,0.621,0.6061,0.6172,0.61165,0.621,0.61165,Angel Ayora,Oliver Lindell,False
Jorge Campillo,Adrian Otaegui,Yellow,Blue,Calm,Open,0.6272,0.6172,0.6222,0.6272,0.6295000000000001,0.62835,0.62835,0.6222,Adrian Otaegui,Jorge Campillo,False
Thriston Lawrence,Frederic Lacroix,Yellow,Blue,Calm,Open,0.6272,0.6148,0.621,0.5769,0.6295000000000001,0.6032,0.621,0.6032,Thriston Lawrence,Thriston Lawrence,True
Wenyi Ding,Eugenio Chacarra,Yellow,Yellow,Calm,Open,0.6272,0.6172,0.6222,0.6061,0.6172,0.61165,0.6222,0.61165,Wenyi Ding,Wenyi Ding,True
Mikael Lindberg,Martin Couvra,Yellow,Yellow,Calm,Open,0.6272,0.6172,0.6222,0.6061,0.6148,0.6104499999999999,0.6222,0.6104499999999999,Mikael Lindberg,Martin Couvra,False
Grant Forrest,Dan Bradbury,Purple,Yellow,Calm,Open,0.6631,0.5864,0.62475,0.6061,0.6172,0.61165,0.62475,0.61165,Grant Forrest,Dan Bradbury,False
Joost Luiten,Sean Crocker,Green,Purple,Calm,Open,0.6429,0.594,0.6184499999999999,0.6631,0.5864,0.62475,0.62475,0.6184499999999999,Sean Crocker,Joost Luiten,False
Jose Luis Ballester,Sergio Garcia,Blue,Blue,Calm,Open,0.6272,0.5366,0.5819,0.5769,0.5646,0.57075,0.5819,0.57075,Jose Luis Ballester,Sergio Garcia,False
Bryson DeChambeau,Joaquin Niemann,Orange,Yellow,Calm,Open,0.6770999999999999,0.6406000000000001,0.6588499999999999,0.6061,0.6148,0.6104499999999999,0.6588499999999999,0.6104499999999999,Bryson DeChambeau,Bryson DeChambeau,True
Talor Gooch,Dustin Johnson,Blue,Purple,Calm,Open,0.6272,0.6295000000000001,0.62835,0.6148,0.5864,0.6006,0.62835,0.6006,Talor Gooch,Talor Gooch,True
Tyrrell Hatton,Thomas Pieters,Yellow,Blue,Calm,Open,0.6222,0.6148,0.6185,0.6272,0.5366,0.5819,0.6185,0.5819,Tyrrell Hatton,Thomas Pieters,False
Marc Leishman,Louis Oosthuizen,Blue,Blue,Calm,Open,0.5769,0.6295000000000001,0.6032,0.5769,0.6295000000000001,0.6032,0.6032,0.6032,TIE,Louis Oosthuizen,
Sebastian Munoz,Thomas Detry,Blue,Yellow,Calm,Open,0.5769,0.6295000000000001,0.6032,0.6272,0.6148,0.621,0.621,0.6032,Thomas Detry,Thomas Detry,True
Carlos Ortiz,Tom McKibbin,Blue,Blue,Calm,Open,0.5769,0.6295000000000001,0.6032,0.5769,0.5646,0.57075,0.6032,0.57075,Carlos Ortiz,Carlos Ortiz,True
David Puig,Dean Burmester,Blue,Green,Calm,Open,0.5769,0.6295000000000001,0.6032,0.6429,0.7297,0.6863,0.6863,0.6032,Dean Burmester,David Puig,False
Cameron Smith,Lucas Herbert,Blue,Yellow,Calm,Open,0.5769,0.5646,0.57075,0.6061,0.6148,0.6104499999999999,0.6104499999999999,0.57075,Lucas Herbert,Cameron Smith,False
Elvis Smylie,Branden Grace,Yellow,Yellow,Calm,Open,0.6272,0.6172,0.6222,0.6272,0.6148,0.621,0.6222,0.621,Elvis Smylie,Branden Grace,False
Caleb Surratt,Richard T. Lee,Yellow,Blue,Calm,Open,0.6272,0.6148,0.621,0.6207,0.6295000000000001,0.6251,0.6251,0.621,Richard T. Lee,Push,
Ricky Castillo,Alex Smalley,Yellow,Blue,Calm,Open,0.6061,0.7067,0.6564,0.5769,0.5646,0.57075,0.6564,0.57075,Ricky Castillo,Push,
Austin Smotherman,Christiaan Bezuidenhout,Yellow,Yellow,Calm,Open,0.6272,0.6148,0.621,0.6272,0.6148,0.621,0.621,0.621,TIE,Christiann Bezuidenhout,
Matt Wallace,Matti Schmid,Purple,Yellow,Calm,Open,0.6148,0.5864,0.6006,0.6272,0.6148,0.621,0.621,0.6006,Matti Schmid,Push,
Keegan Bradley,Aaron Rai,Purple,Yellow,Calm,Open,0.6631,0.6,0.6315500000000001,0.6061,0.7067,0.6564,0.6564,0.6315500000000001,Aaron Rai,Aaron Rai,True
Patrick Cantlay,Corey Conners,Yellow,Blue,Calm,Open,0.6061,0.7067,0.6564,0.5769,0.5646,0.57075,0.6564,0.57075,Patrick Cantlay,Corey Conners,False
Brooks Koepka,J.J. Spaun,Yellow,Green,Calm,Open,0.6061,0.6148,0.6104499999999999,0.6429,0.594,0.6184499999999999,0.6184499999999999,0.6104499999999999,J.J. Spaun,Brooks Koepka,False
Xander Schauffele,Viktor Hovland,Blue,Yellow,Calm,Open,0.6272,0.6295000000000001,0.62835,0.6061,0.7067,0.6564,0.6564,0.62835,Viktor Hovland,Xander Schauffele,False
Davis Thompson,Matt McCarty,Yellow,Green,Calm,Open,0.6061,0.6148,0.6104499999999999,0.6286,0.594,0.6113,0.6113,0.6104499999999999,Matt McCarty,Davis Thompson,False
Eric Cole,Kevin Roy,Yellow,Yellow,Calm,Open,0.6061,0.6148,0.6104499999999999,0.6061,0.6148,0.6104499999999999,0.6104499999999999,0.6104499999999999,TIE,Push,
Doug Ghim,Austin Eckroat,Yellow,Blue,Calm,Open,0.6061,0.7067,0.6564,0.5769,0.6295000000000001,0.6032,0.6564,0.6032,Doug Ghim,Doug Ghim,True
Jordan Spieth,Rasmus Hojgaard,Yellow,Yellow,Calm,Open,0.6061,0.6148,0.6104499999999999,0.6272,0.6148,0.621,0.621,0.6104499999999999,Rasmus Hojgaard,Jordan Spieth,False
Bud Cauley,Michael Kim,Yellow,Yellow,Calm,Open,0.6272,0.6172,0.6222,0.6272,0.6148,0.621,0.6222,0.621,Bud Cauley,Bud Cauley,True
Nicolai Hojgaard,Sahith Theegala,Yellow,Yellow,Calm,Open,0.6272,0.6148,0.621,0.6272,0.6172,0.6222,0.6222,0.621,Sahith Theegala,Nicolai Hojgaard,False
Jacob Bridgeman,Justin Thomas,Blue,Yellow,Calm,Open,0.6272,0.5366,0.5819,0.6272,0.6172,0.6222,0.6222,0.5819,Justin Thomas,Jacob Bridgeman,False
Ben Griffin,Wyndham Clark,Yellow,Blue,Calm,Open,0.6061,0.7067,0.6564,0.5769,0.6295000000000001,0.6032,0.6564,0.6032,Ben Griffin,Push,
Tony Finau,Jordan Smith,Purple,Blue,Calm,Open,0.6148,0.5864,0.6006,0.6272,0.6295000000000001,0.62835,0.62835,0.6006,Jordan Smith,Push,
Kiradech Aphibarnrat,Oihan Guillamoundeguy,Blue,Yellow,Calm,Survival,0.5503,0.5558,0.55305,0.5632,0.5714,0.5673,0.5673,0.55305,Oihan Guillamoundeguy,Oihan Guillamoundeguy,True
Manuel Elvira,Ricardo Gouveia,Yellow,Green,Calm,Survival,0.5632,0.5714,0.5673,0.5581,0.5618,0.55995,0.5673,0.55995,Manuel Elvira,Ricardo Gouveia,False
Alex Fitzpatrick,Casey Jarvis,Blue,Yellow,Calm,Survival,0.5503,0.5558,0.55305,0.5632,0.5714,0.5673,0.5673,0.55305,Casey Jarvis,Casey Jarvis,True
Frederic Lacroix,Joakim Lagergren,Blue,Blue,Calm,Survival,0.5503,0.5558,0.55305,0.5503,0.5558,0.55305,0.55305,0.55305,TIE,Frederic Lacroix,
Niklas Norgaard,Daniel van Tonder,Yellow,Green,Calm,Survival,0.5632,0.5714,0.5673,0.5581,0.5618,0.55995,0.5673,0.55995,Niklas Norgaard,Daniel van Tonder,False
Jacques Kruyswijk,Jacob Olesen,Green,Yellow,Calm,Survival,0.5581,0.5618,0.55995,0.5632,0.5584,0.5608,0.5608,0.55995,Jacob Olesen,Jacob Olesen,True
Thriston Lawrence,Hennie du Plessis,Yellow,Green,Calm,Survival,0.5632,0.5584,0.5608,0.5581,0.5618,0.55995,0.5608,0.55995,Thriston Lawrence,Hennie du Plessis,False
Freddy Schott,Guido Migliozzi,Yellow,Blue,Calm,Survival,0.5632,0.5584,0.5608,0.5503,0.5498,0.5500499999999999,0.5608,0.5500499999999999,Freddy Schott,Guido Migliozzi,False
Mikael Lindberg,Sebastian Soderberg,Yellow,Yellow,Calm,Survival,0.5632,0.5714,0.5673,0.5632,0.5714,0.5673,0.5673,0.5673,TIE,Push,
Nathan Kimsey,Ben Schmidt,Yellow,Yellow,Calm,Survival,0.5632,0.5584,0.5608,0.5632,0.5584,0.5608,0.5608,0.5608,TIE,Nathan Kimsey,
Niklas Lemke,David Law,Blue,Orange,Calm,Survival,0.5503,0.5498,0.5500499999999999,0.5734,0.5631,0.56825,0.56825,0.5500499999999999,David Law,David Law,True
Dan Bradbury,Joost Luiten,Blue,Yellow,Calm,Survival,0.5503,0.5558,0.55305,0.5632,0.5584,0.5608,0.5608,0.55305,Joost Luiten,Dan Bradbury,False
Ryggs Johnston,Jason Scrivener,Blue,Yellow,Calm,Survival,0.5503,0.5558,0.55305,0.5632,0.5584,0.5608,0.5608,0.55305,Jason Scrivener,Ryggs Johnston,False
Jorge Campillo,Francesco Laporta,Blue,Blue,Calm,Survival,0.5503,0.5498,0.5500499999999999,0.5503,0.5558,0.55305,0.55305,0.5500499999999999,Francesco Laporta,Francesco Laporta,True
Angel Ayora,Calum Hill,Blue,Yellow,Calm,Survival,0.5503,0.5558,0.55305,0.5632,0.5714,0.5673,0.5673,0.55305,Calum Hill,Angel Ayora,False
Antoine Rozner,Wenyi Ding,Orange,Yellow,Calm,Survival,0.5734,0.5631,0.56825,0.5632,0.5714,0.5673,0.56825,0.5673,Antoine Rozner,Antoine Rozner,True
Angel Ayora,Antoine Rozner,Yellow,Yellow,Moderate,Survival,0.43329999999999996,0.521,0.47714999999999996,0.43329999999999996,0.521,0.47714999999999996,0.47714999999999996,0.47714999999999996,TIE,Antoine Rozner,
Jayden Schaper,Thriston Lawrence,Blue,Yellow,Moderate,Survival,0.5131,0.5384,0.5257499999999999,0.43329999999999996,0.521,0.47714999999999996,0.5257499999999999,0.47714999999999996,Jayden Schaper,Thriston Lawrence,False
Freddy Schott,Jason Scrivener,Yellow,Green,Moderate,Survival,0.5218,0.521,0.5214000000000001,0.5414,0.5540999999999999,0.54775,0.54775,0.5214000000000001,Jason Scrivener,Freddy Schott,False
Johannes Veerman,Dylan Frittelli,Blue,Yellow,Moderate,Survival,0.5881000000000001,0.5384,0.56325,0.5218,0.521,0.5214000000000001,0.56325,0.5214000000000001,Johannes Veerman,Johannes Veerman,True
Dan Bradbury,Casey Jarvis,Purple,Purple,Moderate,Survival,0.6063000000000001,0.5976,0.60195,0.6063000000000001,0.5754,0.5908500000000001,0.60195,0.5908500000000001,Dan Bradbury,Casey Jarvis,False
Eddie Pepperell,Adrian Otaegui,Yellow,Orange,Moderate,Survival,0.5204,0.5097,0.51505,0.4556,0.4808,0.4682,0.51505,0.4682,Eddie Pepperell,Eddie Pepperell,True
Kiradech Aphibarnrat,Michael Hollick,Purple,Green,Moderate,Survival,0.55,0.5976,0.5738000000000001,0.5909,0.5540999999999999,0.5725,0.5738000000000001,0.5725,Kiradech Aphibarnrat,Kiradech Aphibarnrat,True
Marcus Armitage,Alejandro Del Rey,Green,Green,Moderate,Survival,0.5909,0.5540999999999999,0.5725,0.5414,0.5462,0.5438000000000001,0.5725,0.5438000000000001,Marcus Armitage,Alejandro Del Rey,False
Alex Smalley,Eric Cole,Orange,Purple,Calm,Survival,0.5734,0.5988,0.5861000000000001,0.6093,0.542,0.57565,0.5861000000000001,0.57565,Alex Smalley,Push,
Gary Woodland,David Lipsky,Green,Purple,Calm,Survival,0.5253,0.6352,0.5802499999999999,0.5582,0.542,0.5501,0.5802499999999999,0.5501,Gary Woodland,Gary Woodland,True
Daniel Berger,Thorbjorn Olesen,Blue,Yellow,Calm,Survival,0.5468999999999999,0.5498,0.5483499999999999,0.5714,0.5714,0.5714,0.5714,0.5483499999999999,Thorbjorn Olesen,Thorbjorn Olesen,True
Rasmus Hojgaard,Michael Thorbjornsen,Green,Yellow,Calm,Survival,0.5253,0.6352,0.5802499999999999,0.5763,0.5584,0.56735,0.5802499999999999,0.56735,Rasmus Hojgaard,Michael Thorbjornsen,False
Christiaan Bezuidenhout,Seamus Power,Green,Yellow,Calm,Survival,0.5253,0.6352,0.5802499999999999,0.5763,0.5584,0.56735,0.5802499999999999,0.56735,Christiaan Bezuidenhout,Seamus Power,False
Jesper Svensson,Luke Clanton,Yellow,Yellow,Calm,Survival,0.5632,0.5714,0.5673,0.5763,0.5584,0.56735,0.56735,0.5673,Luke Clanton,Luke Clanton,True
Rasmus Neergaard-Petersen,David Ford,Blue,Orange,Calm,Survival,0.5503,0.5558,0.55305,0.4571,0.5988,0.52795,0.55305,0.52795,Rasmus Neergaard-Petersen,Push,
John Parry,Chan Kim,Green,Blue,Calm,Survival,0.5253,0.6352,0.5802499999999999,0.5503,0.5558,0.55305,0.5802499999999999,0.55305,John Parry,John Parry,True
Doug Ghim,Adam Hadwin,Green,Yellow,Calm,Survival,0.6481999999999999,0.5618,0.605,0.5714,0.5714,0.5714,0.605,0.5714,Doug Ghim,Doug Ghim,True
Aaron Rai,Shane Lowry,Purple,Purple,Calm,Survival,0.6093,0.5942000000000001,0.60175,0.5582,0.542,0.5501,0.60175,0.5501,Aaron Rai,Shane Lowry,False
Kevin Yu,Nico Echavarria,Purple,Blue,Calm,Survival,0.6093,0.542,0.57565,0.5503,0.5498,0.5500499999999999,0.57565,0.5500499999999999,Kevin Yu,Nico Echavarria,False
Nicolai Hojgaard,Keith Mitchell,Green,Yellow,Calm,Survival,0.5253,0.6352,0.5802499999999999,0.5763,0.5584,0.56735,0.5802499999999999,0.56735,Nicolai Hojgaard,Nicolai Hojgaard,True
Stephan Jaeger,Davis Thompson,Yellow,Green,Calm,Survival,0.5632,0.5714,0.5673,0.6481999999999999,0.6352,0.6416999999999999,0.6416999999999999,0.5673,Davis Thompson,Davis Thompson,True
Chad Ramey,Johnny Keefer,Yellow,Yellow,Calm,Survival,0.5632,0.5714,0.5673,0.5714,0.5714,0.5714,0.5714,0.5673,Johnny Keefer,Chad Ramey,False
Adrien Dumont De Chassart,Jordan Smith,Purple,Orange,Calm,Survival,0.6093,0.542,0.57565,0.5794,0.5988,0.5891,0.5891,0.57565,Jordan Smith,Push,
Alex Smalley,Michael Brennan,Orange,Yellow,Calm,Survival,0.5734,0.5988,0.5861000000000001,0.5763,0.5714,0.57385,0.5861000000000001,0.57385,Alex Smalley,Alex Smalley,True
Eric Cole,Gary Woodland,Purple,Green,Calm,Survival,0.6093,0.542,0.57565,0.5253,0.6352,0.5802499999999999,0.5802499999999999,0.57565,Gary Woodland,Eric Cole,False
Kevin Roy,Emiliano Grillo,Green,Blue,Calm,Survival,0.6481999999999999,0.6352,0.6416999999999999,0.5468999999999999,0.5558,0.55135,0.6416999999999999,0.55135,Kevin Roy,Emiliano Grillo,False
Dylan Wu,Matti Schmid,Red,Yellow,Calm,Survival,0.6383,0.6,0.61915,0.5714,0.5714,0.5714,0.61915,0.5714,Dylan Wu,Dylan Wu,True
Ryan Gerard,Rasmus Hojgaard,Red,Green,Calm,Survival,0.563,0.5920000000000001,0.5775,0.5253,0.6352,0.5802499999999999,0.5802499999999999,0.5775,Rasmus Hojgaard,Ryan Gerard,False
Max Homa,Sami Valimaki,Orange,Yellow,Calm,Survival,0.5794,0.5988,0.5891,0.5632,0.5714,0.5673,0.5891,0.5673,Max Homa,Max Homa,True
Daniel Berger,Michael Thorbjornsen,Blue,Yellow,Calm,Survival,0.5468999999999999,0.5498,0.5483499999999999,0.5763,0.5584,0.56735,0.56735,0.5483499999999999,Michael Thorbjornsen,Push,
Haotong Li,Thorbjorn Olesen,Green,Yellow,Calm,Survival,0.5253,0.6352,0.5802499999999999,0.5714,0.5714,0.5714,0.5802499999999999,0.5714,Haotong Li,Thorbjorn Olesen,False
Tom Kim,Mackenzie Hughes,Purple,Orange,Calm,Survival,0.6093,0.542,0.57565,0.5794,0.5631,0.57125,0.57565,0.57125,Tom Kim,Mackenzie Hughes,False
Christiaan Bezuidenhout,Kristoffer Reitan,Green,Green,Calm,Survival,0.5253,0.6352,0.5802499999999999,0.5253,0.6352,0.5802499999999999,0.5802499999999999,0.5802499999999999,TIE,Push,
Seamus Power,Kris Ventura,Yellow,Red,Calm,Survival,0.5763,0.5584,0.56735,0.563,0.5920000000000001,0.5775,0.5775,0.56735,Kris Ventura,Seamus Power,False
Daniel Brown,Jesper Svensson,Orange,Yellow,Calm,Survival,0.5734,0.5988,0.5861000000000001,0.5632,0.5714,0.5673,0.5861000000000001,0.5673,Daniel Brown,Daniel Brown,True
John Parry,David Ford,Green,Orange,Calm,Survival,0.5253,0.6352,0.5802499999999999,0.4571,0.5988,0.52795,0.5802499999999999,0.52795,John Parry,Push,
Austin Eckroat,Beau Hossler,Yellow,Red,Calm,Survival,0.5714,0.5714,0.5714,0.563,0.5920000000000001,0.5775,0.5775,0.5714,Beau Hossler,Austin Eckroat,False
Taylor Moore,Doug Ghim,Yellow,Green,Calm,Survival,0.5632,0.5714,0.5673,0.6481999999999999,0.5618,0.605,0.605,0.5673,Doug Ghim,Taylor Moore,False
