condition,round_type,tithi,zodiac,n,edge,roi,conf,mean_error
Moderate,Open,24.0,Ox,10,20.0,3.333333333333333,WEAK,-0.3334380157000001
Calm,Closing,18.0,Pig,10,20.0,3.333333333333333,WEAK,-1.5111571371
Tough,Positioning,4.0,Rabbit,10,20.0,3.333333333333333,WEAK,-1.2625212448999998
Calm,Open,12.0,Monkey,71,5.633802816901409,3.3057851239669427,HIGH,-0.43682717239436625
Calm,Survival,17.0,Goat,71,5.633802816901406,3.305785123966941,HIGH,0.5403319110112677
Calm,Positioning,30.0,Rooster,41,7.3170731707317085,3.2967032967032974,HIGH,0.09093929542682917
Calm,Positioning,26.0,Rat,102,4.901960784313728,3.2894736842105274,HIGH,-0.15657946756862756
Calm,Survival,5.0,Horse,72,5.555555555555558,3.2786885245901654,HIGH,-0.329919727888889
Moderate,Positioning,27.0,Pig,11,18.181818181818183,3.2786885245901645,WEAK,-0.9852627697545455
Calm,Positioning,18.0,Rooster,11,18.181818181818183,3.2786885245901645,WEAK,-1.0083634025454544
Moderate,Positioning,21.0,Ox,11,18.18181818181818,3.2786885245901636,WEAK,-0.9872034552636365
Calm,Closing,2.0,Rat,42,7.142857142857142,3.2608695652173907,HIGH,-0.36350379667142835
Moderate,Positioning,15.0,Tiger,42,7.14285714285714,3.26086956521739,HIGH,-0.14003008724761903
Moderate,Survival,19.0,Tiger,104,4.8076923076923075,3.2467532467532467,HIGH,0.33944180985576927
Calm,Survival,21.0,Horse,12,16.666666666666664,3.2258064516129026,WEAK,-1.1101745557000002
Moderate,Open,18.0,Snake,12,16.666666666666664,3.2258064516129026,WEAK,-0.2764232267000001
Calm,Open,3.0,Ox,137,4.37956204379562,3.2085561497326207,HIGH,0.1808234921956204
Calm,Positioning,18.0,Dog,44,6.818181818181815,3.1914893617021263,HIGH,-0.3827057677272727
Calm,Positioning,15.0,Rabbit,44,6.818181818181815,3.1914893617021263,HIGH,-0.07486931590909075
Calm,Survival,25.0,Monkey,44,6.818181818181815,3.1914893617021263,HIGH,-0.8813738423636366
Moderate,Closing,22.0,Dog,13,15.384615384615385,3.1746031746031744,WEAK,-0.722933809292308
Tough,Survival,8.0,Rat,13,15.384615384615385,3.1746031746031744,WEAK,-0.7473986886378461
Calm,Closing,8.0,Goat,13,15.384615384615385,3.1746031746031744,WEAK,-0.6485339358461536
Calm,Closing,25.0,Snake,76,5.263157894736842,3.174603174603174,HIGH,-0.06136853031578949
Moderate,Open,21.0,Dragon,45,6.666666666666665,3.1578947368421044,HIGH,-0.8807513035222221
Calm,Positioning,20.0,Rabbit,46,6.521739130434784,3.125000000000001,HIGH,-0.4894417053043478
Calm,Survival,20.0,Dog,78,5.1282051282051295,3.125000000000001,HIGH,-0.18737179646153843
Tough,Positioning,25.0,Rabbit,14,14.285714285714288,3.1250000000000004,WEAK,-0.9020294970885713
Calm,Closing,29.0,Goat,14,14.285714285714285,3.125,WEAK,-0.5338852256428572
Tough,Open,23.0,Monkey,14,14.285714285714285,3.125,WEAK,-0.29989862272857143
Moderate,Positioning,6.0,Snake,14,14.285714285714285,3.125,WEAK,0.11982171055714266
Moderate,Survival,1.0,Tiger,14,14.285714285714285,3.125,WEAK,-0.10235832067142869
Moderate,Positioning,12.0,Monkey,46,6.521739130434781,3.1249999999999996,HIGH,-0.5185378313586958
Calm,Positioning,1.0,Horse,15,13.333333333333334,3.076923076923077,EXPLORATORY,0.5053431193933335
Calm,Positioning,22.0,Snake,48,6.249999999999997,3.061224489795917,HIGH,0.055949577493750145
Calm,Survival,5.0,Dog,16,12.5,3.0303030303030303,EXPLORATORY,-0.25958153799999995
Calm,Open,5.0,Dog,16,12.5,3.0303030303030303,EXPLORATORY,1.2404184620000003
Moderate,Positioning,23.0,Monkey,83,4.819277108433734,3.0075187969924806,HIGH,-0.23252505925301212
Moderate,Survival,6.0,Rat,50,6.000000000000003,3.0000000000000013,HIGH,-0.14451520840000007
Moderate,Closing,23.0,Rat,50,6.0,3.0,HIGH,0.20125961896399985
Moderate,Positioning,19.0,Horse,17,11.76470588235294,2.9850746268656714,EXPLORATORY,-0.4733400893999999
Tough,Open,17.0,Dragon,17,11.76470588235294,2.9850746268656714,EXPLORATORY,-1.376577424272353
Moderate,Positioning,5.0,Ox,18,11.111111111111112,2.9411764705882355,EXPLORATORY,-0.3915186180666666
Moderate,Closing,6.0,Snake,18,11.11111111111111,2.941176470588235,EXPLORATORY,-0.4674798767444444
Calm,Closing,1.0,Horse,19,10.526315789473683,2.8985507246376807,EXPLORATORY,-0.05710899888947365
Calm,Survival,15.0,Horse,54,5.555555555555558,2.884615384615386,HIGH,-0.14931993146481495
Calm,Closing,2.0,Pig,20,10.000000000000004,2.857142857142858,EXPLORATORY,0.09180911145000006
Calm,Positioning,14.0,Goat,90,4.4444444444444455,2.857142857142858,HIGH,0.27681595395000025
Moderate,Open,26.0,Horse,20,10.0,2.8571428571428568,EXPLORATORY,-0.060811172300000035
Calm,Survival,1.0,Tiger,20,10.0,2.8571428571428568,EXPLORATORY,-0.34761665617999987
Moderate,Positioning,15.0,Rooster,21,9.523809523809524,2.816901408450704,EXPLORATORY,-0.3743701434857142
Moderate,Positioning,6.0,Dog,21,9.523809523809524,2.816901408450704,EXPLORATORY,0.03663745302380964
Moderate,Survival,6.0,Dog,57,5.263157894736842,2.8037383177570088,HIGH,-0.10820443087017526
Moderate,Positioning,15.0,Dragon,22,9.090909090909092,2.777777777777778,EXPLORATORY,0.16192797254545443
Calm,Open,23.0,Ox,59,5.084745762711865,2.7522935779816518,HIGH,0.45471513246101714
Calm,Survival,18.0,Rat,23,8.695652173913043,2.73972602739726,EXPLORATORY,-0.3700048174434782
Calm,Open,11.0,Rooster,60,5.000000000000002,2.727272727272728,HIGH,0.12181404077000003
Moderate,Open,10.0,Ox,60,4.999999999999999,2.7272727272727266,HIGH,0.22575253339999984
Calm,Open,10.0,Goat,60,4.999999999999999,2.7272727272727266,HIGH,0.3312249690343332
Calm,Closing,27.0,Snake,282,3.1914893617021267,2.710843373493975,HIGH,-0.09913222001843974
Moderate,Survival,6.0,Rooster,98,4.081632653061226,2.702702702702704,HIGH,0.1677163029836734
Moderate,Closing,17.0,Rabbit,24,8.333333333333334,2.702702702702703,EXPLORATORY,-0.45390040985833346
Moderate,Positioning,21.0,Rat,24,8.333333333333334,2.702702702702703,EXPLORATORY,-0.5274660227791668
Calm,Closing,21.0,Pig,62,4.838709677419356,2.6785714285714293,HIGH,0.42600098706451606
Moderate,Open,14.0,Dog,25,8.000000000000002,2.666666666666667,EXPLORATORY,-0.4430460091
Tough,Survival,27.0,Snake,25,8.000000000000002,2.666666666666667,EXPLORATORY,0.6120942369383999
Moderate,Closing,28.0,Monkey,63,4.761904761904762,2.654867256637168,HIGH,-0.10764206010317483
Calm,Closing,8.0,Snake,63,4.761904761904762,2.654867256637168,HIGH,0.25714148550793653
Calm,Open,27.0,Horse,101,3.9603960396039586,2.649006622516555,HIGH,0.35773704748118823
Moderate,Positioning,19.0,Tiger,26,7.6923076923076925,2.6315789473684212,EXPLORATORY,-0.029842356165384862
Calm,Closing,30.0,Pig,64,4.6875,2.631578947368421,HIGH,-0.34874040600000006
Calm,Positioning,23.0,Dog,64,4.6875,2.631578947368421,HIGH,0.3895967741093749
Calm,Survival,7.0,Horse,26,7.69230769230769,2.6315789473684204,EXPLORATORY,0.33085251584615405
Moderate,Open,13.0,Tiger,65,4.615384615384616,2.608695652173913,HIGH,0.3136786569000001
Calm,Open,13.0,Pig,142,3.5211267605633783,2.604166666666665,HIGH,0.04167480816408462
Moderate,Survival,16.0,Horse,66,4.545454545454547,2.586206896551725,HIGH,0.378958575040909
Moderate,Closing,23.0,Dog,28,7.142857142857142,2.564102564102564,EXPLORATORY,0.2971066246357144
Moderate,Survival,4.0,Goat,28,7.142857142857142,2.564102564102564,EXPLORATORY,-0.12828567513571423
Calm,Open,16.0,Monkey,107,3.738317757009346,2.547770700636943,HIGH,0.2821413094775703
Moderate,Survival,10.0,Monkey,68,4.411764705882354,2.542372881355933,HIGH,-0.4963123847294118
Calm,Positioning,10.0,Ox,68,4.411764705882354,2.542372881355933,HIGH,0.15555724774705879
Calm,Open,2.0,Dog,68,4.411764705882354,2.542372881355933,HIGH,-0.2822071545911765
Moderate,Closing,20.0,Tiger,29,6.896551724137931,2.531645569620253,EXPLORATORY,0.08118372421034492
Calm,Closing,11.0,Rat,70,4.285714285714287,2.5000000000000013,HIGH,-0.29608641303999994
Calm,Open,2.0,Pig,30,6.666666666666665,2.4999999999999996,HIGH,0.016989849566666788
Moderate,Open,28.0,Monkey,111,3.603603603603606,2.4844720496894426,HIGH,0.01374171930720699
Calm,Positioning,1.0,Snake,71,4.225352112676056,2.479338842975207,HIGH,-0.07736539173239446
Calm,Closing,22.0,Goat,72,4.166666666666669,2.4590163934426243,HIGH,-0.7627089217208334
Moderate,Survival,15.0,Pig,113,3.5398230088495577,2.4539877300613497,HIGH,0.22275376792831858
Moderate,Positioning,4.0,Rooster,32,6.25,2.4390243902439024,HIGH,-0.4614270779999998
Calm,Positioning,4.0,Monkey,32,6.25,2.4390243902439024,HIGH,-0.6113094717656251
Calm,Closing,12.0,Monkey,73,4.10958904109589,2.4390243902439024,HIGH,0.08952557191780816
Calm,Survival,8.0,Dragon,115,3.4782608695652195,2.424242424242426,HIGH,0.2087039195608696
Moderate,Positioning,20.0,Snake,33,6.0606060606060606,2.4096385542168677,HIGH,-0.4998634090939395
Moderate,Survival,18.0,Dragon,33,6.0606060606060606,2.4096385542168677,HIGH,0.09308988693030301
Calm,Positioning,13.0,Rat,34,5.882352941176472,2.3809523809523814,HIGH,-3.516926976117647
Calm,Closing,17.0,Goat,34,5.882352941176472,2.3809523809523814,HIGH,0.24515927437647078
Moderate,Survival,10.0,Dragon,34,5.882352941176472,2.3809523809523814,HIGH,-0.33472475286823533
Calm,Closing,8.0,Monkey,34,5.882352941176467,2.380952380952379,HIGH,0.4507783942235295
Calm,Survival,15.0,Pig,119,3.361344537815128,2.366863905325445,HIGH,0.12151289090756333
Calm,Survival,28.0,Rabbit,119,3.361344537815125,2.3668639053254434,HIGH,-0.01724167093109236
Moderate,Closing,29.0,Horse,35,5.714285714285716,2.3529411764705888,HIGH,-0.10182216614285718
Calm,Positioning,18.0,Goat,35,5.714285714285716,2.3529411764705888,HIGH,0.2864658874714285
Calm,Open,22.0,Ox,35,5.7142857142857135,2.352941176470588,HIGH,-0.6119621027142859
Moderate,Open,27.0,Dragon,78,3.8461538461538463,2.34375,HIGH,-0.08471642167897443
Moderate,Closing,6.0,Rat,37,5.405405405405405,2.2988505747126435,HIGH,0.41602533214054044
Calm,Positioning,20.0,Dragon,37,5.405405405405405,2.2988505747126435,HIGH,-0.013797236724324346
Moderate,Positioning,20.0,Rooster,38,5.263157894736842,2.2727272727272725,HIGH,0.18958319650000016
Moderate,Survival,20.0,Tiger,39,5.1282051282051295,2.2471910112359557,HIGH,-0.0001602192025640694
Moderate,Closing,28.0,Rabbit,40,4.999999999999999,2.222222222222222,HIGH,0.23693024117199996
Moderate,Closing,15.0,Monkey,41,4.878048780487804,2.1978021978021975,HIGH,-0.32904718543902445
Calm,Positioning,6.0,Rooster,133,3.007518796992481,2.1857923497267757,HIGH,-0.11738474702255632
Moderate,Survival,14.0,Dragon,42,4.7619047619047645,2.173913043478262,HIGH,0.04378477548571423
Calm,Open,25.0,Snake,91,3.2967032967032988,2.1276595744680864,HIGH,0.39162847480439555
Calm,Closing,12.0,Tiger,44,4.545454545454547,2.127659574468086,HIGH,-0.6155959289999999
Calm,Survival,26.0,Rat,91,3.296703296703296,2.127659574468085,HIGH,0.04369058975824162
Moderate,Open,25.0,Monkey,45,4.444444444444443,2.105263157894736,HIGH,0.18394135034444462
Moderate,Survival,13.0,Rabbit,93,3.225806451612903,2.0979020979020975,HIGH,-0.2177768544397849
Moderate,Survival,13.0,Rooster,47,4.255319148936171,2.061855670103093,HIGH,-0.2893466398361703
Calm,Positioning,23.0,Rat,102,2.941176470588236,1.9736842105263162,HIGH,-0.033317682458823474
Moderate,Survival,4.0,Monkey,52,3.8461538461538494,1.9607843137254917,HIGH,0.5268486381230771
Moderate,Open,17.0,Goat,52,3.8461538461538436,1.9607843137254888,HIGH,0.00124017836153825
Calm,Positioning,29.0,Rooster,53,3.7735849056603765,1.9417475728155336,HIGH,0.11917199626415098
Moderate,Positioning,19.0,Ox,2,50.0,1.9230769230769231,WEAK,-1.43234178349
Tough,Open,1.0,Pig,2,50.0,1.9230769230769231,WEAK,-4.2097255912
Calm,Closing,15.0,Snake,2,50.0,1.9230769230769231,WEAK,-2.3853375113
Tough,Positioning,18.0,Rat,2,50.0,1.9230769230769231,WEAK,-2.2419931181
Moderate,Positioning,16.0,Rooster,2,50.0,1.9230769230769231,WEAK,-2.5173821591000003
Tough,Open,25.0,Pig,2,50.0,1.9230769230769231,WEAK,-2.1758602435
Tough,Open,10.0,Goat,2,50.0,1.9230769230769231,WEAK,-0.5091935768479999
Calm,Closing,24.0,Snake,2,50.0,1.9230769230769231,WEAK,-1.68516378065
Tough,Open,15.0,Rat,2,50.0,1.9230769230769231,WEAK,-2.8113881002000003
Calm,Survival,29.0,Rooster,54,3.7037037037037033,1.923076923076923,HIGH,0.12825655251851867
Calm,Open,13.0,Goat,107,2.8037383177570097,1.910828025477707,HIGH,-0.05891402750467272
Moderate,Open,29.0,Dragon,55,3.6363636363636376,1.9047619047619055,HIGH,0.5518447335505456
Calm,Positioning,28.0,Horse,55,3.636363636363635,1.904761904761904,HIGH,-0.08955170727272733
Moderate,Survival,30.0,Snake,3,33.33333333333333,1.8867924528301885,WEAK,-0.09654440949999987
Tough,Closing,23.0,Monkey,3,33.33333333333333,1.8867924528301885,WEAK,-2.3111961180333336
Tough,Positioning,18.0,Dragon,3,33.33333333333333,1.8867924528301885,WEAK,-1.5657706409666667
Tough,Positioning,30.0,Rooster,3,33.33333333333333,1.8867924528301885,WEAK,-0.7106600220266666
Tough,Survival,4.0,Rooster,3,33.33333333333333,1.8867924528301885,WEAK,-1.8497965938666665
Tough,Closing,15.0,Ox,3,33.33333333333333,1.8867924528301885,WEAK,-0.5107206160666667
Calm,Positioning,11.0,Pig,3,33.33333333333333,1.8867924528301885,WEAK,-1.2342931819033331
Calm,Positioning,24.0,Horse,3,33.33333333333333,1.8867924528301885,WEAK,-2.1984928766666667
Calm,Open,24.0,Horse,3,33.33333333333333,1.8867924528301885,WEAK,-1.5318262100000002
Calm,Open,30.0,Snake,3,33.33333333333333,1.8867924528301885,WEAK,-0.7415336530000002
Tough,Positioning,20.0,Tiger,3,33.33333333333333,1.8867924528301885,WEAK,-1.1336189783
Tough,Survival,15.0,Rat,3,33.33333333333333,1.8867924528301885,WEAK,-1.144721433533333
Tough,Positioning,24.0,Tiger,3,33.33333333333333,1.8867924528301885,WEAK,-2.6746610813333334
Moderate,Survival,22.0,Dragon,3,33.33333333333333,1.8867924528301885,WEAK,-0.2560981885666666
Tough,Positioning,29.0,Goat,3,33.33333333333333,1.8867924528301885,WEAK,-2.5710809580866667
Tough,Open,18.0,Dog,3,33.33333333333333,1.8867924528301885,WEAK,-0.8059595697000002
Tough,Positioning,15.0,Rooster,3,33.33333333333333,1.8867924528301885,WEAK,-0.9373020838300001
Calm,Survival,20.0,Goat,3,33.33333333333333,1.8867924528301885,WEAK,-2.205589742666666
Tough,Positioning,21.0,Rabbit,3,33.33333333333333,1.8867924528301885,WEAK,-0.6416945047866666
Calm,Closing,2.0,Horse,3,33.33333333333333,1.8867924528301885,WEAK,0.027124596871333246
Tough,Open,20.0,Tiger,3,33.33333333333333,1.8867924528301885,WEAK,-1.4669523116333334
Tough,Open,27.0,Pig,3,33.33333333333333,1.8867924528301885,WEAK,-1.6072117461666666
Tough,Open,3.0,Pig,3,33.33333333333333,1.8867924528301885,WEAK,-1.7826217835333333
Tough,Open,9.0,Pig,3,33.33333333333333,1.8867924528301885,WEAK,-0.05728410663000005
Tough,Open,27.0,Dragon,3,33.33333333333333,1.8867924528301885,WEAK,0.6274110572666666
Moderate,Survival,29.0,Dog,3,33.33333333333333,1.8867924528301885,WEAK,0.3186604229333332
Calm,Open,28.0,Snake,3,33.33333333333333,1.8867924528301885,WEAK,0.028552707000000233
Tough,Open,11.0,Rabbit,3,33.33333333333333,1.8867924528301885,WEAK,-0.6206881948
Calm,Closing,3.0,Snake,3,33.33333333333333,1.8867924528301885,WEAK,-1.7121686902666668
Tough,Open,25.0,Dragon,3,33.33333333333333,1.8867924528301885,WEAK,-1.5469479170999998
Moderate,Positioning,25.0,Rooster,3,33.33333333333333,1.8867924528301885,WEAK,-1.6138494152999998
Moderate,Open,12.0,Ox,3,33.33333333333333,1.8867924528301885,WEAK,-1.1829273960666666
Tough,Open,6.0,Dog,3,33.33333333333333,1.8867924528301885,WEAK,-1.1529219509
Tough,Closing,19.0,Dog,3,33.33333333333333,1.8867924528301885,WEAK,-0.9459754468666667
Tough,Closing,26.0,Rat,3,33.33333333333333,1.8867924528301885,WEAK,-1.0116385310633336
Tough,Closing,3.0,Pig,3,33.33333333333333,1.8867924528301885,WEAK,-1.1159551168666668
Tough,Survival,24.0,Tiger,3,33.33333333333333,1.8867924528301885,WEAK,-2.007994414666667
Tough,Survival,24.0,Monkey,3,33.33333333333333,1.8867924528301885,WEAK,-1.0090428624740002
Tough,Survival,13.0,Rabbit,4,25.0,1.8518518518518516,WEAK,-1.55637483509
Tough,Open,8.0,Rabbit,4,25.0,1.8518518518518516,WEAK,-1.42460363747
Moderate,Survival,3.0,Goat,4,25.0,1.8518518518518516,WEAK,-0.1307188840000001
Tough,Positioning,9.0,Goat,4,25.0,1.8518518518518516,WEAK,-0.10433818289999999
Calm,Survival,7.0,Rat,4,25.0,1.8518518518518516,WEAK,-2.071967238
Calm,Survival,16.0,Rooster,4,25.0,1.8518518518518516,WEAK,-0.035050059999999994
Tough,Survival,25.0,Dragon,5,20.0,1.8181818181818183,WEAK,-1.39886061002
Tough,Open,8.0,Dog,5,20.0,1.8181818181818183,WEAK,-0.8817861106780001
Moderate,Open,19.0,Monkey,5,20.0,1.8181818181818183,WEAK,-0.84457675138
Tough,Open,13.0,Ox,5,20.0,1.8181818181818183,WEAK,-1.1990406826639997
Calm,Closing,20.0,Monkey,5,20.0,1.8181818181818183,WEAK,-0.4057269224000001
Tough,Survival,5.0,Horse,5,20.0,1.8181818181818183,WEAK,-1.28540945555
Tough,Positioning,1.0,Pig,5,20.0,1.8181818181818183,WEAK,0.09027440880000004
Tough,Positioning,27.0,Tiger,5,20.0,1.8181818181818183,WEAK,-0.7685509983160002
Calm,Survival,11.0,Pig,5,20.0,1.8181818181818183,WEAK,-0.7009598485699999
Moderate,Survival,26.0,Pig,5,20.0,1.8181818181818183,WEAK,-0.11346553223999986
Tough,Positioning,9.0,Tiger,5,20.0,1.8181818181818183,WEAK,-7.100726966399999
Moderate,Open,4.0,Tiger,5,20.0,1.8181818181818183,WEAK,-0.35251055914
Tough,Open,16.0,Horse,5,20.0,1.8181818181818183,WEAK,-1.2642205964
Tough,Closing,15.0,Pig,5,20.0,1.8181818181818183,WEAK,-0.1213934376200001
Tough,Survival,13.0,Ox,5,20.0,1.8181818181818183,WEAK,-1.43752374428
Moderate,Open,26.0,Pig,5,20.0,1.8181818181818183,WEAK,-6.4001296068
Tough,Survival,29.0,Dragon,5,20.0,1.8181818181818183,WEAK,-0.84627132536
Calm,Positioning,29.0,Rat,5,20.0,1.8181818181818183,WEAK,-0.9722777183400002
Calm,Open,20.0,Goat,5,19.999999999999996,1.818181818181818,WEAK,-0.33892307599999966
Calm,Closing,29.0,Pig,60,3.3333333333333326,1.8181818181818177,HIGH,0.013672676666666857
Moderate,Survival,4.0,Rooster,60,3.3333333333333326,1.8181818181818177,HIGH,-0.0010104113333331648
Moderate,Open,12.0,Pig,62,3.225806451612903,1.7857142857142858,HIGH,0.38192572617419346
Tough,Positioning,20.0,Dragon,6,16.666666666666668,1.7857142857142858,WEAK,0.4673720511499999
Calm,Open,17.0,Rooster,6,16.666666666666664,1.7857142857142854,WEAK,-1.1023289625166666
Tough,Positioning,24.0,Rabbit,6,16.666666666666664,1.7857142857142854,WEAK,0.4960487851900001
Tough,Positioning,6.0,Snake,6,16.666666666666664,1.7857142857142854,WEAK,-0.4780547668300001
Calm,Closing,25.0,Tiger,6,16.666666666666664,1.7857142857142854,WEAK,-0.024273801333333307
Tough,Open,19.0,Tiger,6,16.666666666666664,1.7857142857142854,WEAK,-0.19190229353166685
Tough,Positioning,15.0,Rat,6,16.666666666666664,1.7857142857142854,WEAK,-0.8113881002
Moderate,Closing,26.0,Pig,6,16.666666666666664,1.7857142857142854,WEAK,-0.18902281586666655
Tough,Survival,5.0,Ox,6,16.666666666666664,1.7857142857142854,WEAK,-0.09687833487999997
Calm,Open,7.0,Rabbit,118,2.5423728813559308,1.7857142857142845,HIGH,-0.02180464521694925
Tough,Positioning,11.0,Dragon,7,14.285714285714285,1.7543859649122804,WEAK,0.19409731184114273
Tough,Positioning,19.0,Horse,7,14.285714285714285,1.7543859649122804,WEAK,-1.0246288033142854
Calm,Open,24.0,Snake,7,14.285714285714285,1.7543859649122804,WEAK,1.2744015273571427
Tough,Survival,22.0,Snake,7,14.285714285714285,1.7543859649122804,WEAK,-1.7288727683000003
Tough,Positioning,23.0,Pig,7,14.285714285714285,1.7543859649122804,WEAK,0.6835650341017142
Moderate,Positioning,30.0,Tiger,7,14.285714285714285,1.7543859649122804,WEAK,-0.9349472847285714
Tough,Survival,26.0,Tiger,7,14.285714285714285,1.7543859649122804,WEAK,-0.8896936337285715
Tough,Positioning,17.0,Snake,7,14.285714285714285,1.7543859649122804,WEAK,-0.08540492138571423
Tough,Survival,21.0,Rooster,7,14.285714285714285,1.7543859649122804,WEAK,-0.06536930942857147
Moderate,Positioning,29.0,Goat,8,12.5,1.7241379310344827,WEAK,-0.4460011163999998
Tough,Positioning,27.0,Rat,8,12.5,1.7241379310344827,WEAK,-0.8409946473999996
Moderate,Survival,4.0,Tiger,8,12.5,1.7241379310344827,WEAK,-2.4403837136049997
Tough,Survival,15.0,Pig,8,12.5,1.7241379310344827,WEAK,-0.26925680120000006
Calm,Positioning,25.0,Tiger,8,12.5,1.7241379310344827,WEAK,-0.06594046799999997
Tough,Open,3.0,Ox,8,12.5,1.7241379310344827,WEAK,0.16258515648625002
Moderate,Closing,6.0,Dragon,8,12.5,1.7241379310344827,WEAK,-0.44176788479999995
Tough,Open,14.0,Goat,8,12.5,1.7241379310344827,WEAK,-0.3902099596599998
Calm,Closing,23.0,Dog,68,2.941176470588236,1.6949152542372885,HIGH,-0.03597603338088257
Calm,Closing,6.0,Goat,9,11.11111111111111,1.6949152542372883,WEAK,0.15265537282222208
Tough,Positioning,27.0,Dragon,9,11.11111111111111,1.6949152542372883,WEAK,-0.4628172129684444
Tough,Positioning,13.0,Goat,9,11.11111111111111,1.6949152542372883,WEAK,-0.19846597259111093
Tough,Survival,13.0,Horse,9,11.11111111111111,1.6949152542372883,WEAK,-0.061458085499999954
Tough,Survival,23.0,Tiger,9,11.11111111111111,1.6949152542372883,WEAK,-0.7349163952833332
Tough,Survival,11.0,Rat,9,11.11111111111111,1.6949152542372883,WEAK,-0.6847354996413332
Tough,Open,6.0,Rooster,9,11.11111111111111,1.6949152542372883,WEAK,-0.3151727604777777
Calm,Closing,10.0,Dragon,9,11.11111111111111,1.6949152542372883,WEAK,-0.30943416045555555
Calm,Survival,2.0,Tiger,9,11.11111111111111,1.6949152542372883,WEAK,-4.511975856888888
Tough,Positioning,29.0,Horse,9,11.11111111111111,1.6949152542372883,WEAK,-0.23402152816666671
Tough,Positioning,30.0,Pig,9,11.11111111111111,1.6949152542372883,WEAK,-0.9798835362666664
Tough,Positioning,5.0,Ox,9,11.11111111111111,1.6949152542372883,WEAK,0.022442937546666722
Calm,Survival,26.0,Tiger,69,2.898550724637677,1.6806722689075608,HIGH,-0.19860506449275367
Moderate,Closing,8.0,Ox,10,10.0,1.6666666666666665,WEAK,0.2107356530500002
Tough,Positioning,13.0,Horse,10,10.0,1.6666666666666665,WEAK,-0.44402684454
Moderate,Closing,21.0,Ox,10,10.0,1.6666666666666665,WEAK,-0.7131816822000001
Tough,Positioning,17.0,Rat,10,9.999999999999998,1.6666666666666663,WEAK,-0.49655020289999996
Moderate,Positioning,30.0,Rooster,10,9.999999999999998,1.6666666666666663,WEAK,-0.18305990340000017
Calm,Positioning,5.0,Goat,10,9.999999999999998,1.6666666666666663,WEAK,-0.23205543960000002
Calm,Survival,4.0,Rabbit,72,2.777777777777779,1.6393442622950827,HIGH,0.6485310294333336
Calm,Positioning,10.0,Rat,72,2.777777777777779,1.6393442622950827,HIGH,0.23892786740444436
Moderate,Closing,6.0,Horse,11,9.090909090909093,1.6393442622950825,WEAK,-0.7677465559545458
Moderate,Survival,25.0,Tiger,11,9.090909090909093,1.6393442622950825,WEAK,-2.7671475198454543
Moderate,Closing,15.0,Rooster,11,9.090909090909093,1.6393442622950825,WEAK,-0.7829318228909091
Tough,Survival,19.0,Tiger,11,9.090909090909092,1.6393442622950822,WEAK,-0.8544238977136364
Moderate,Open,30.0,Tiger,11,9.090909090909092,1.6393442622950822,WEAK,-0.8677317929727273
Moderate,Survival,18.0,Rat,11,9.090909090909088,1.6393442622950816,WEAK,-0.589511674209091
Moderate,Survival,10.0,Pig,11,9.090909090909088,1.6393442622950816,WEAK,-0.013214583827272768
Tough,Closing,27.0,Snake,11,9.090909090909088,1.6393442622950816,WEAK,-0.92955330562
Moderate,Positioning,18.0,Pig,11,9.090909090909088,1.6393442622950816,WEAK,-1.1072341254
Calm,Open,17.0,Goat,74,2.7027027027027026,1.6129032258064517,HIGH,0.38718333785945963
Calm,Closing,19.0,Tiger,74,2.7027027027027,1.61290322580645,HIGH,-0.025460455609999995
Moderate,Closing,4.0,Goat,13,7.6923076923076925,1.5873015873015872,WEAK,0.11101379191538453
Moderate,Positioning,16.0,Dog,13,7.6923076923076925,1.5873015873015872,WEAK,0.5491075830846156
Calm,Closing,17.0,Monkey,13,7.6923076923076925,1.5873015873015872,WEAK,-0.0548749186923076
Moderate,Positioning,17.0,Goat,14,7.142857142857145,1.5625000000000004,WEAK,0.8556357827571427
Moderate,Survival,15.0,Snake,14,7.142857142857142,1.5625,WEAK,0.1018344195857144
Moderate,Survival,14.0,Horse,79,2.531645569620253,1.5503875968992247,HIGH,-0.17084308600506332
Moderate,Positioning,13.0,Rooster,15,6.666666666666668,1.5384615384615388,EXPLORATORY,-0.1554998980333334
Moderate,Open,21.0,Horse,16,6.25,1.5151515151515151,EXPLORATORY,-0.45758165230000003
Moderate,Survival,4.0,Dragon,16,6.25,1.5151515151515151,EXPLORATORY,0.2952399426000001
Calm,Survival,6.0,Dog,84,2.380952380952381,1.492537313432836,HIGH,0.07825392719047637
Moderate,Open,11.0,Tiger,17,5.88235294117647,1.4925373134328357,EXPLORATORY,-0.12116197598235304
Calm,Open,4.0,Dragon,18,5.555555555555555,1.4705882352941175,EXPLORATORY,0.28596081472222223
Moderate,Positioning,16.0,Monkey,18,5.555555555555553,1.4705882352941169,EXPLORATORY,0.09091265944444465
Moderate,Survival,28.0,Rabbit,87,2.2988505747126435,1.4598540145985401,HIGH,0.22962872898551726
Moderate,Survival,22.0,Dog,19,5.263157894736842,1.4492753623188404,EXPLORATORY,-0.9946768411368424
Moderate,Positioning,2.0,Dog,20,5.000000000000002,1.428571428571429,EXPLORATORY,-0.4494611146699999
Moderate,Open,8.0,Ox,20,4.999999999999999,1.4285714285714282,EXPLORATORY,-0.36663532197499993
Calm,Positioning,15.0,Rooster,20,4.999999999999999,1.4285714285714282,EXPLORATORY,-0.9271329983000001
