condition,round_type,color,exec_bucket,upside_bucket,gap_bucket,n,good,bad,good_rate,bad_rate,edge,avg_off_par,consistency,confidence
Moderate,Open,Blue,50-75,50-75,10-20,30,6,13,20.0,43.333333333333336,-23.333333333333332,1.5,3.7760588832346316,HIGH
Moderate,Open,Red,25-50,50-75,-10-0,27,5,12,18.51851851851852,44.44444444444444,-25.925925925925924,1.2222222222222223,3.5877283720754103,EXPLORATORY
Moderate,Open,Green,25-50,50-75,-10-0,46,9,21,19.565217391304348,45.65217391304348,-26.086956521739125,1.4130434782608696,3.6792274971582573,HIGH
Moderate,Open,Purple,50-75,75-100,-10-0,37,9,19,24.324324324324326,51.35135135135135,-27.027027027027025,1.4324324324324325,3.34614654441444,HIGH
Moderate,Open,Green,25-50,25-50,-10-0,32,5,15,15.625,46.875,-31.25,1.09375,2.6440361985711993,HIGH
Moderate,Open,Yellow,25-50,25-50,-10-0,96,13,43,13.541666666666666,44.79166666666667,-31.25,1.40625,3.1105190800521414,HIGH
Moderate,Open,Green,75-100,50-75,10-20,35,7,18,20.0,51.42857142857142,-31.428571428571423,0.7714285714285715,3.565238332811412,HIGH
Moderate,Open,Orange,50-75,50-75,-10-0,142,24,71,16.901408450704224,50.0,-33.098591549295776,1.0,5.451267013891137,HIGH
Moderate,Open,Blue,50-75,50-75,<-20,18,4,10,22.22222222222222,55.55555555555556,-33.333333333333336,1.0,3.429971702850177,EXPLORATORY
Moderate,Open,Orange,75-100,50-75,10-20,58,12,32,20.689655172413794,55.172413793103445,-34.48275862068966,1.7586206896551724,3.614349301208086,HIGH
Moderate,Open,Green,25-50,50-75,-20--10,25,5,16,20.0,64.0,-44.0,1.76,3.1395328739585873,EXPLORATORY
Moderate,Open,Blue,25-50,25-50,-10-0,35,2,24,5.714285714285714,68.57142857142857,-62.857142857142854,2.0,2.4733877696033693,HIGH
Tough,Open,Yellow,25-50,50-75,<-20,35,22,2,62.857142857142854,5.714285714285714,57.14285714285714,-1.9428571428571428,2.448803515078779,HIGH
Tough,Open,Orange,25-50,75-100,<-20,26,12,2,46.15384615384615,7.6923076923076925,38.46153846153847,-1.3461538461538463,2.5130428996307677,EXPLORATORY
Tough,Open,Yellow,50-75,50-75,-10-0,39,17,7,43.58974358974359,17.94871794871795,25.64102564102564,-0.3333333333333333,2.485042976789582,HIGH
Tough,Open,Orange,25-50,25-50,-10-0,17,7,3,41.17647058823529,17.647058823529413,23.52941176470588,-1.0,3.142451272494134,EXPLORATORY
Tough,Open,Purple,50-75,75-100,-20--10,20,9,5,45.0,25.0,20.0,-0.5,3.63462877276201,EXPLORATORY
Tough,Open,Blue,50-75,50-75,-10-0,43,15,11,34.883720930232556,25.581395348837212,9.30232558139535,-0.6511627906976745,3.4495253015743415,HIGH
Tough,Open,Purple,50-75,50-75,-10-0,37,11,9,29.72972972972973,24.324324324324326,5.405405405405405,0.05405405405405406,2.7883283118698152,HIGH
Tough,Open,Blue,25-50,25-50,-10-0,19,7,6,36.84210526315789,31.57894736842105,5.263157894736842,-0.10526315789473684,2.9794618612185895,EXPLORATORY
Tough,Open,Yellow,25-50,25-50,-10-0,19,7,7,36.84210526315789,36.84210526315789,0.0,0.10526315789473684,2.1831357885722613,EXPLORATORY
Tough,Open,Yellow,50-75,75-100,-20--10,41,13,13,31.70731707317073,31.70731707317073,0.0,-0.0975609756097561,2.557390056764713,HIGH
Tough,Open,Blue,50-75,75-100,-20--10,23,10,10,43.47826086956522,43.47826086956522,0.0,-0.34782608695652173,2.9635466413829517,EXPLORATORY
Tough,Open,Orange,25-50,50-75,<-20,17,5,5,29.411764705882355,29.411764705882355,0.0,-0.4117647058823529,2.5994909003834716,EXPLORATORY
Tough,Open,Green,50-75,50-75,-10-0,33,8,9,24.242424242424242,27.27272727272727,-3.0303030303030276,-0.18181818181818182,2.171614397380228,HIGH
Tough,Open,Yellow,50-75,75-100,-10-0,19,6,7,31.57894736842105,36.84210526315789,-5.263157894736842,1.263157894736842,4.1612245161351495,EXPLORATORY
Tough,Open,Blue,25-50,50-75,<-20,31,8,10,25.806451612903224,32.25806451612903,-6.451612903225806,0.06451612903225806,2.8860062817091228,HIGH
Tough,Open,Yellow,50-75,75-100,<-20,66,16,23,24.242424242424242,34.84848484848485,-10.606060606060607,0.5757575757575758,3.3238559908664285,HIGH
Tough,Open,Blue,50-75,75-100,<-20,22,5,11,22.727272727272727,50.0,-27.27272727272727,1.1818181818181819,2.8724697128224435,EXPLORATORY
Tough,Open,Purple,50-75,75-100,<-20,15,4,9,26.666666666666668,60.0,-33.33333333333333,1.5333333333333334,3.0441200151548995,EXPLORATORY
