condition,round_type,moon,life_path,n,good,bad,edge,roi,conf
Tough,Closing,Krishna Bhadra,5.0,12,1,6,-41.66666666666667,-8.064516129032258,WEAK
Tough,Closing,Krishna Bhadra,3.0,24,3,16,-54.166666666666664,-17.56756756756757,EXPLORATORY
Tough,Survival,Krishna Rikta,7.0,29,7,8,-3.448275862068964,-1.265822784810126,EXPLORATORY
Tough,Survival,Krishna Rikta,2.0,24,5,7,-8.333333333333334,-2.702702702702703,EXPLORATORY
Tough,Survival,Krishna Rikta,4.0,27,9,8,3.7037037037037033,1.2987012987012985,EXPLORATORY
Tough,Survival,Krishna Rikta,1.0,30,3,12,-30.000000000000004,-11.250000000000002,HIGH
Tough,Survival,Krishna Rikta,6.0,26,10,5,19.230769230769234,6.578947368421054,EXPLORATORY
Tough,Survival,Krishna Rikta,9.0,29,11,7,13.79310344827586,5.063291139240506,EXPLORATORY
Tough,Survival,Krishna Rikta,8.0,21,5,5,0.0,0.0,EXPLORATORY
Tough,Survival,Krishna Rikta,5.0,20,7,2,24.999999999999996,7.1428571428571415,EXPLORATORY
Tough,Survival,Krishna Rikta,3.0,29,7,3,13.793103448275861,5.063291139240506,EXPLORATORY
Tough,Survival,Krishna Bhadra,7.0,26,2,4,-7.6923076923076925,-2.6315789473684212,EXPLORATORY
Tough,Survival,Krishna Bhadra,2.0,32,8,10,-6.25,-2.4390243902439024,HIGH
Tough,Survival,Krishna Bhadra,4.0,22,6,2,18.18181818181818,5.555555555555555,EXPLORATORY
Tough,Survival,Krishna Bhadra,1.0,26,6,2,15.384615384615385,5.2631578947368425,EXPLORATORY
Tough,Survival,Krishna Bhadra,6.0,28,8,8,0.0,0.0,EXPLORATORY
Tough,Survival,Krishna Bhadra,9.0,20,6,0,30.0,8.571428571428571,EXPLORATORY
Tough,Survival,Krishna Bhadra,8.0,18,6,6,0.0,0.0,EXPLORATORY
Tough,Survival,Krishna Bhadra,5.0,26,2,12,-38.46153846153847,-13.157894736842108,EXPLORATORY
Tough,Survival,Krishna Bhadra,3.0,30,4,10,-20.0,-7.5,HIGH
Tough,Survival,Shukla Jaya,7.0,17,4,4,0.0,0.0,EXPLORATORY
Tough,Survival,Shukla Jaya,2.0,25,3,9,-24.0,-8.0,EXPLORATORY
Tough,Survival,Shukla Jaya,4.0,16,4,4,0.0,0.0,EXPLORATORY
Tough,Survival,Shukla Jaya,1.0,24,4,4,0.0,0.0,EXPLORATORY
Tough,Survival,Shukla Jaya,6.0,18,0,10,-55.55555555555556,-14.705882352941178,EXPLORATORY
Tough,Survival,Shukla Jaya,9.0,22,2,8,-27.27272727272727,-8.333333333333334,EXPLORATORY
Tough,Survival,Shukla Jaya,8.0,17,4,3,5.882352941176469,1.4925373134328355,EXPLORATORY
Tough,Survival,Shukla Jaya,5.0,12,1,6,-41.66666666666667,-8.064516129032258,WEAK
Tough,Survival,Shukla Jaya,3.0,24,1,7,-25.0,-8.108108108108109,EXPLORATORY
Tough,Survival,Krishna Nanda,7.0,24,12,2,41.66666666666667,13.513513513513516,EXPLORATORY
Tough,Survival,Krishna Nanda,2.0,32,10,2,25.0,9.75609756097561,HIGH
Tough,Survival,Krishna Nanda,4.0,10,8,2,60.00000000000001,10.0,WEAK
Tough,Survival,Krishna Nanda,1.0,24,8,0,33.33333333333333,10.81081081081081,EXPLORATORY
Tough,Survival,Krishna Nanda,6.0,24,8,0,33.33333333333333,10.81081081081081,EXPLORATORY
Tough,Survival,Krishna Nanda,9.0,28,12,4,28.57142857142857,10.256410256410255,EXPLORATORY
Tough,Survival,Krishna Nanda,8.0,18,2,4,-11.11111111111111,-2.941176470588235,EXPLORATORY
Tough,Survival,Krishna Nanda,5.0,24,10,2,33.333333333333336,10.810810810810812,EXPLORATORY
Tough,Survival,Krishna Nanda,3.0,22,10,2,36.36363636363637,11.111111111111112,EXPLORATORY
Tough,Survival,Shukla Purna,7.0,7,1,5,-57.14285714285714,-7.0175438596491215,WEAK
Tough,Survival,Shukla Purna,2.0,10,0,5,-50.0,-8.333333333333332,WEAK
Tough,Survival,Shukla Purna,4.0,4,0,2,-50.0,-3.7037037037037033,WEAK
Tough,Survival,Shukla Purna,1.0,5,0,3,-60.0,-5.454545454545455,WEAK
Tough,Survival,Shukla Purna,6.0,5,0,3,-60.0,-5.454545454545455,WEAK
Tough,Survival,Shukla Purna,9.0,9,0,6,-66.66666666666666,-10.169491525423728,WEAK
Tough,Survival,Shukla Purna,8.0,11,1,4,-27.27272727272727,-4.918032786885245,WEAK
Tough,Survival,Shukla Purna,5.0,4,0,4,-100.0,-7.4074074074074066,WEAK
Tough,Survival,Shukla Purna,3.0,11,0,5,-45.45454545454545,-8.19672131147541,WEAK
