condition,round_type,color,exec_bucket,n,good,bad,good_rate,bad_rate,edge,roi,confidence,mean_error
Moderate,Survival,Blue,25-50,678,199,194,29.35103244837758,28.613569321533923,0.7374631268436573,0.6868131868131864,HIGH,-0.03307813215562775
Moderate,Survival,Green,25-50,291,85,83,29.20962199312715,28.52233676975945,0.6872852233677023,0.5865102639296228,HIGH,0.3338468276157045
Calm,Positioning,Green,75-100,138,30,29,21.73913043478261,21.014492753623188,0.7246376811594217,0.5319148936170224,HIGH,0.09625872426565225
Calm,Closing,Green,50-75,733,180,176,24.556616643929058,24.01091405184175,0.5457025920873093,0.5108556832694735,HIGH,0.02989235224682127
Moderate,Open,Orange,25-50,774,202,198,26.098191214470283,25.581395348837212,0.5167958656330711,0.48543689320387995,HIGH,0.07069789682099271
Moderate,Survival,Red,50-75,199,53,52,26.633165829145728,26.13065326633166,0.5025125628140685,0.40160642570280974,HIGH,-0.013752121488542646
Moderate,Survival,Yellow,50-75,2759,716,705,25.951431678144253,25.552736498731427,0.39869517941282595,0.3915984336062609,HIGH,0.019003460034284797
Calm,Positioning,Green,50-75,773,189,186,24.450194049159123,24.0620957309185,0.3880983182406226,0.3645200486026747,HIGH,0.12090304754777488
Calm,Survival,Red,50-75,267,72,71,26.96629213483146,26.591760299625467,0.37453183520599254,0.3154574132492114,HIGH,-0.38590277682771534
Calm,Closing,Purple,50-75,787,203,202,25.794155019059723,25.667090216010163,0.12706480304956003,0.11947431302270459,HIGH,-0.0035741792622617603
Tough,Closing,Green,25-50,10,3,3,30.0,30.0,0.0,0.0,WEAK,0.22105009232000006
Tough,Closing,Orange,25-50,12,4,4,33.33333333333333,33.33333333333333,0.0,0.0,WEAK,-0.4389953476331667
Calm,Survival,Brown,25-50,2,0,0,0.0,0.0,0.0,0.0,WEAK,-0.1033507010000001
Moderate,Closing,Blue,50-75,622,180,180,28.938906752411576,28.938906752411576,0.0,0.0,HIGH,0.17247697871929257
Moderate,Closing,Green,0-25,2,1,1,50.0,50.0,0.0,0.0,WEAK,0.09061099119999994
Moderate,Open,Brown,25-50,9,2,2,22.22222222222222,22.22222222222222,0.0,0.0,WEAK,-0.07815412664444442
Moderate,Positioning,Green,0-25,2,0,0,0.0,0.0,0.0,0.0,WEAK,0.4902699018
Moderate,Positioning,Pink,50-75,5,2,2,40.0,40.0,0.0,0.0,WEAK,0.8855229068599997
Calm,Survival,Yellow,0-25,4,1,1,25.0,25.0,0.0,0.0,WEAK,-0.06730615979999999
Moderate,Survival,Blue,0-25,6,0,0,0.0,0.0,0.0,0.0,WEAK,0.03696888849685004
Calm,Closing,Pink,75-100,2,1,1,50.0,50.0,0.0,0.0,WEAK,0.38473001625000003
