player_id,player_name,dimension_value,events,avg_score,win_rate,good_count,bad_count
1352,David Hearn,Earth,47,1.917,0.128,6.0,24.0
1543,David Law,Metal,12,0.313,0.167,2.0,4.0
1033,David Lipsky,Earth,360,0.145,0.247,89.0,86.0
1494,David Micheluzzi,Fire,16,1.049,0.125,2.0,8.0
1929,David Perkins,Earth,4,-0.602,0.25,1.0,1.0
1503,David Puig,Metal,16,0.192,0.313,5.0,5.0
1662,David Ravetto,Fire,8,-0.18,0.25,2.0,1.0
1138,David Skinns,Water,224,0.479,0.21,47.0,66.0
2123,Davis Bryant,Earth,2,2.53,0.0,0.0,1.0
1457,Davis Chatfield,Earth,20,0.526,0.15,3.0,5.0
1032,Davis Riley,Fire,362,0.34,0.268,97.0,104.0
1515,Davis Shore,Earth,14,-0.884,0.357,5.0,1.0
1072,Davis Thompson,Earth,309,-0.5,0.291,90.0,57.0
1301,Dean Burmester,Earth,67,-0.249,0.328,22.0,15.0
1015,Denny McCarthy,Water,379,-0.658,0.288,109.0,56.0
1883,Deon Germishuys,Earth,4,-0.423,0.25,1.0,1.0
1199,Doc Redman,Fire,160,-0.004,0.244,39.0,38.0
1025,Doug Ghim,Fire,367,-0.288,0.264,97.0,71.0
1695,Drew Nesbitt,Wood,8,0.808,0.375,3.0,3.0
1296,Dustin Johnson,Wood,70,-0.454,0.314,22.0,11.0
1181,Dylan Frittelli,Metal,180,0.871,0.2,36.0,56.0
1993,Dylan Naidoo,Earth,4,1.743,0.0,0.0,2.0
1069,Dylan Wu,Fire,314,-0.079,0.236,74.0,66.0
2426,Eddie Pepperell,Metal,2,1.225,0.0,0.0,1.0
1485,Edoardo Molinari,Metal,16,0.528,0.063,1.0,4.0
1556,Elvis Smylie,Water,12,0.578,0.333,4.0,2.0
1011,Emiliano Grillo,Water,382,-0.223,0.296,113.0,69.0
2395,Enrique Valverde,Earth,2,6.955,0.0,0.0,2.0
1024,Eric Cole,Earth,368,-0.523,0.293,108.0,66.0
2427,Eric Steger,Earth,2,3.905,0.0,0.0,2.0
1227,Erik Barnes,Fire,115,0.737,0.157,18.0,33.0
1443,Erik Compton,Earth,22,1.138,0.182,4.0,7.0
1089,Erik van Rooyen,Metal,290,0.297,0.262,76.0,90.0
1539,Eugenio Chacarra,Metal,12,0.547,0.167,2.0,3.0
2021,Evan Beck,Metal,4,2.728,0.0,0.0,3.0
1627,Evan Harmeling,Earth,10,0.356,0.2,2.0,3.0
1466,Ewen Ferguson,Fire,18,-0.016,0.278,5.0,4.0
1344,Fabián Gómez,Earth,51,0.777,0.157,8.0,17.0
1438,Fabrizio Zanotti,Water,22,-0.835,0.273,6.0,3.0
1730,Filippo Celli,Metal,6,-0.905,0.167,1.0,0.0
1487,Francesco Laporta,Metal,16,-0.076,0.313,5.0,3.0
1180,Francesco Molinari,Water,181,0.327,0.204,37.0,41.0
1246,Frankie Capan III,Earth,99,0.85,0.222,22.0,39.0
1362,Fred Biondi,Metal,42,-0.101,0.167,7.0,8.0
1982,Freddy Schott,Metal,4,2.483,0.25,1.0,2.0
1808,Frederic LaCroix,Wood,4,3.287,0.0,0.0,4.0
2176,Garrett Sapp,Fire,2,4.755,0.0,0.0,2.0
1080,Garrick Higgo,Earth,300,0.129,0.27,81.0,84.0
1065,Gary Woodland,Wood,319,-0.165,0.251,80.0,66.0
1580,Gavin Green,Water,11,0.853,0.273,3.0,4.0
2118,George Bloor,Wood,2,-0.285,0.0,0.0,0.0
2044,George Coetzee,Fire,3,4.51,0.0,0.0,2.0
1351,George McNeill,Wood,48,1.734,0.083,4.0,22.0
1415,Graeme McDowell,Earth,28,-0.207,0.357,10.0,6.0
1507,Grant Forrest,Water,16,-0.424,0.313,5.0,3.0
1046,Greyson Sigg,Wood,344,-0.218,0.25,86.0,72.0
1392,Guido Migliozzi,Fire,34,1.085,0.147,5.0,10.0
1508,Gunner Wiebe,Earth,15,1.698,0.133,2.0,7.0
1814,Hamish Brown,Earth,4,1.295,0.0,0.0,1.0
1203,Hank Lebioda,Water,156,0.431,0.16,25.0,35.0
1350,Haotong Li,Wood,48,-0.392,0.292,14.0,7.0
1317,Harold Varner III,Metal,62,-0.603,0.339,21.0,10.0
1054,Harris English,Earth,336,-0.452,0.265,89.0,64.0
1200,Harrison Endycott,Fire,160,0.44,0.206,33.0,45.0
1077,Harry Hall,Fire,304,-0.637,0.339,103.0,48.0
1110,Harry Higgs,Metal,266,0.681,0.226,60.0,89.0
1076,Hayden Buckley,Fire,304,0.552,0.201,61.0,89.0
1193,Hayden Springer,Fire,166,-0.294,0.289,48.0,36.0
2050,Haydn Porteous,Wood,3,1.743,0.333,1.0,1.0
1064,Henrik Norlander,Fire,320,0.156,0.231,74.0,79.0
1377,Henrik Stenson,Fire,36,-0.106,0.222,8.0,6.0
1052,Hideki Matsuyama,Water,337,-0.945,0.371,125.0,46.0
2343,Hongtaek Kim,Water,2,4.27,0.0,0.0,2.0
1664,Hunter Logan,Metal,8,2.106,0.0,0.0,5.0
1563,Ian Gilligan,Water,12,-0.316,0.333,4.0,2.0
1391,Ian Poulter,Wood,34,-0.003,0.176,6.0,7.0
1228,Isaiah Salinda,Fire,114,0.359,0.219,25.0,32.0
1574,Ivan Cantero,Wood,11,-0.124,0.182,2.0,3.0
1342,J.B. Holmes,Water,51,2.262,0.078,4.0,26.0
