condition,round_type,color,chinese_zodiac,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Calm,Closing,Purple,Goat,39,15.4,30.8,23.7,22.7,-8.3,8.1,0.48,0.7
Calm,Closing,Purple,Horse,48,25.0,16.7,23.7,22.7,1.3,-6.0,1.44,-0.1
Calm,Closing,Purple,Monkey,41,39.0,7.3,23.7,22.7,15.4,-15.4,5.11,-1.33
Calm,Closing,Purple,Ox,56,14.3,25.0,23.7,22.7,-9.4,2.3,0.55,0.4
Calm,Closing,Purple,Pig,60,18.3,23.3,23.7,22.7,-5.3,0.6,0.75,0.36
Calm,Closing,Purple,Rabbit,55,27.3,21.8,23.7,22.7,3.6,-0.9,1.2,0.12
Calm,Closing,Purple,Rat,60,40.0,16.7,23.7,22.7,16.3,-6.0,2.3,-0.97
Calm,Closing,Purple,Rooster,56,21.4,12.5,23.7,22.7,-2.2,-10.2,1.64,-0.47
Calm,Closing,Purple,Snake,86,29.1,15.1,23.7,22.7,5.4,-7.6,1.84,-0.58
Calm,Closing,Purple,Tiger,46,37.0,17.4,23.7,22.7,13.3,-5.3,2.04,-0.77
Calm,Closing,Yellow,Dog,139,24.5,23.7,23.7,22.7,0.8,1.1,0.99,0.04
Calm,Closing,Yellow,Dragon,99,20.2,22.2,23.7,22.7,-3.5,-0.5,0.87,0.18
Calm,Closing,Yellow,Goat,113,20.4,26.5,23.7,22.7,-3.3,3.9,0.73,0.41
Calm,Closing,Yellow,Horse,115,24.3,25.2,23.7,22.7,0.7,2.5,0.93,-0.03
Calm,Closing,Yellow,Monkey,96,25.0,19.8,23.7,22.7,1.3,-2.9,1.21,-0.21
Calm,Closing,Yellow,Ox,134,19.4,27.6,23.7,22.7,-4.3,4.9,0.67,0.41
Calm,Closing,Yellow,Pig,134,22.4,24.6,23.7,22.7,-1.3,1.9,0.87,0.19
Calm,Closing,Yellow,Rabbit,166,21.7,21.1,23.7,22.7,-2.0,-1.6,0.99,0.11
Calm,Closing,Yellow,Rat,156,26.9,16.7,23.7,22.7,3.3,-6.0,1.55,-0.35
Calm,Closing,Yellow,Rooster,156,23.7,21.2,23.7,22.7,0.0,-1.5,1.07,-0.21
Calm,Closing,Yellow,Snake,147,28.6,22.4,23.7,22.7,4.9,-0.2,1.22,-0.1
Calm,Closing,Yellow,Tiger,100,26.0,24.0,23.7,22.7,2.3,1.3,1.04,-0.19
Calm,Mixed,Yellow,Dog,30,36.7,30.0,33.1,22.2,3.6,7.8,0.82,0.41
Calm,Mixed,Yellow,Pig,30,46.7,16.7,33.1,22.2,13.6,-5.6,1.88,-0.92
Calm,Mixed,Yellow,Rabbit,42,33.3,21.4,33.1,22.2,0.3,-0.8,1.05,0.09
Calm,Mixed,Yellow,Rat,31,19.4,25.8,33.1,22.2,-13.7,3.6,0.5,0.26
Calm,Mixed,Yellow,Rooster,31,29.0,6.5,33.1,22.2,-4.1,-15.8,3.02,-0.57
Calm,Mixed,Yellow,Snake,35,34.3,17.1,33.1,22.2,1.2,-5.1,1.34,-0.42
Calm,Open,Blue,Dog,127,19.7,22.8,28.5,20.8,-8.8,2.0,0.63,0.24
Calm,Open,Blue,Dragon,107,16.8,24.3,28.5,20.8,-11.7,3.5,0.51,0.33
Calm,Open,Blue,Goat,130,31.5,21.5,28.5,20.8,3.0,0.7,1.07,-0.39
Calm,Open,Blue,Horse,148,27.7,20.3,28.5,20.8,-0.8,-0.5,1.0,-0.17
Calm,Open,Blue,Monkey,100,27.0,22.0,28.5,20.8,-1.5,1.2,0.9,-0.14
Calm,Open,Blue,Ox,121,33.1,23.1,28.5,20.8,4.6,2.3,1.04,-0.26
Calm,Open,Blue,Pig,132,29.5,17.4,28.5,20.8,1.0,-3.4,1.24,-0.42
Calm,Open,Blue,Rabbit,172,18.0,22.7,28.5,20.8,-10.5,1.9,0.58,0.25
Calm,Open,Blue,Rat,152,27.6,24.3,28.5,20.8,-0.9,3.5,0.83,-0.13
Calm,Open,Blue,Rooster,130,30.8,19.2,28.5,20.8,2.3,-1.6,1.17,-0.54
Calm,Open,Blue,Snake,153,27.5,20.3,28.5,20.8,-1.1,-0.5,0.99,-0.03
Calm,Open,Blue,Tiger,108,22.2,22.2,28.5,20.8,-6.3,1.4,0.73,0.13
Calm,Open,Green,Dog,74,20.3,21.6,28.5,20.8,-8.2,0.8,0.68,0.02
Calm,Open,Green,Dragon,84,22.6,15.5,28.5,20.8,-5.9,-5.3,1.07,-0.01
Calm,Open,Green,Goat,70,27.1,20.0,28.5,20.8,-1.4,-0.8,0.99,-0.2
Calm,Open,Green,Horse,95,34.7,16.8,28.5,20.8,6.2,-4.0,1.51,-0.72
Calm,Open,Green,Monkey,53,39.6,18.9,28.5,20.8,11.1,-1.9,1.53,-0.53
Calm,Open,Green,Ox,68,35.3,17.6,28.5,20.8,6.8,-3.2,1.46,-0.67
Calm,Open,Green,Pig,65,21.5,32.3,28.5,20.8,-7.0,11.5,0.49,0.36
Calm,Open,Green,Rabbit,102,24.5,18.6,28.5,20.8,-4.0,-2.2,0.96,-0.24
Calm,Open,Green,Rat,107,25.2,26.2,28.5,20.8,-3.3,5.4,0.7,0.1
Calm,Open,Green,Rooster,111,27.9,27.9,28.5,20.8,-0.6,7.1,0.73,0.04
Calm,Open,Green,Snake,90,24.4,25.6,28.5,20.8,-4.1,4.8,0.7,0.22
Calm,Open,Green,Tiger,57,26.3,26.3,28.5,20.8,-2.2,5.5,0.73,0.3
Calm,Open,Orange,Dog,80,27.5,20.0,28.5,20.8,-1.0,-0.8,1.0,-0.22
Calm,Open,Orange,Dragon,138,19.6,25.4,28.5,20.8,-8.9,4.6,0.56,0.19
Calm,Open,Orange,Goat,121,18.2,24.8,28.5,20.8,-10.3,4.0,0.54,0.06
Calm,Open,Orange,Horse,156,32.1,19.2,28.5,20.8,3.5,-1.6,1.22,-0.39
Calm,Open,Orange,Monkey,109,39.4,12.8,28.5,20.8,10.9,-8.0,2.24,-0.84
Calm,Open,Orange,Ox,65,30.8,16.9,28.5,20.8,2.3,-3.9,1.33,-0.48
Calm,Open,Orange,Pig,147,26.5,23.8,28.5,20.8,-2.0,3.0,0.81,0.17
Calm,Open,Orange,Rabbit,114,21.1,26.3,28.5,20.8,-7.4,5.5,0.58,0.29
Calm,Open,Orange,Rat,145,29.7,20.0,28.5,20.8,1.2,-0.8,1.08,-0.25
Calm,Open,Orange,Rooster,124,29.0,16.1,28.5,20.8,0.5,-4.7,1.31,-0.4
Calm,Open,Orange,Snake,91,33.0,13.2,28.5,20.8,4.5,-7.6,1.82,-0.59
Calm,Open,Orange,Tiger,90,30.0,15.6,28.5,20.8,1.5,-5.2,1.41,-0.75
Calm,Open,Purple,Dog,86,25.6,29.1,28.5,20.8,-2.9,8.3,0.64,0.18
Calm,Open,Purple,Dragon,86,29.1,25.6,28.5,20.8,0.6,4.8,0.83,-0.18
Calm,Open,Purple,Goat,98,32.7,18.4,28.5,20.8,4.2,-2.4,1.3,-0.47
Calm,Open,Purple,Horse,97,21.6,29.9,28.5,20.8,-6.9,9.1,0.53,0.49
Calm,Open,Purple,Monkey,88,36.4,19.3,28.5,20.8,7.9,-1.5,1.37,-0.32
Calm,Open,Purple,Ox,79,27.8,19.0,28.5,20.8,-0.7,-1.8,1.07,-0.31
Calm,Open,Purple,Pig,105,30.5,14.3,28.5,20.8,2.0,-6.5,1.56,-0.4
Calm,Open,Purple,Rabbit,109,33.0,22.9,28.5,20.8,4.5,2.1,1.05,-0.04
Calm,Open,Purple,Rat,107,32.7,22.4,28.5,20.8,4.2,1.6,1.06,-0.26
Calm,Open,Purple,Rooster,94,31.9,20.2,28.5,20.8,3.4,-0.6,1.15,-0.6
Calm,Open,Purple,Snake,113,23.9,23.0,28.5,20.8,-4.6,2.2,0.76,-0.1
Calm,Open,Purple,Tiger,78,26.9,21.8,28.5,20.8,-1.6,1.0,0.9,-0.12
Calm,Open,Red,Rabbit,32,18.8,25.0,28.5,20.8,-9.8,4.2,0.55,0.65
Calm,Open,Red,Rat,32,18.8,21.9,28.5,20.8,-9.8,1.1,0.63,0.16
Calm,Open,Yellow,Dog,249,26.9,19.3,28.5,20.8,-1.6,-1.5,1.02,-0.26
Calm,Open,Yellow,Dragon,216,30.1,22.2,28.5,20.8,1.6,1.4,0.99,-0.18
Calm,Open,Yellow,Goat,215,27.0,21.9,28.5,20.8,-1.5,1.1,0.9,-0.05
Calm,Open,Yellow,Horse,192,32.8,18.8,28.5,20.8,4.3,-2.1,1.28,-0.46
Calm,Open,Yellow,Monkey,141,32.6,22.0,28.5,20.8,4.1,1.2,1.08,-0.31
Calm,Open,Yellow,Ox,223,28.7,17.0,28.5,20.8,0.2,-3.8,1.23,-0.19
Calm,Open,Yellow,Pig,238,31.5,19.7,28.5,20.8,3.0,-1.1,1.16,-0.41
Calm,Open,Yellow,Rabbit,303,30.0,24.1,28.5,20.8,1.5,3.3,0.91,-0.0
Calm,Open,Yellow,Rat,325,28.3,18.2,28.5,20.8,-0.2,-2.7,1.14,-0.39
Calm,Open,Yellow,Rooster,257,31.5,20.2,28.5,20.8,3.0,-0.6,1.14,-0.33
Calm,Open,Yellow,Snake,232,33.6,15.9,28.5,20.8,5.1,-4.9,1.54,-0.65
Calm,Open,Yellow,Tiger,192,35.9,18.2,28.5,20.8,7.4,-2.6,1.44,-0.6
Calm,Positioning,Blue,Dog,83,20.5,21.7,24.9,21.6,-4.4,0.1,0.82,0.19
Calm,Positioning,Blue,Dragon,66,21.2,18.2,24.9,21.6,-3.7,-3.4,1.01,0.15
Calm,Positioning,Blue,Goat,81,13.6,28.4,24.9,21.6,-11.3,6.8,0.41,0.47
Calm,Positioning,Blue,Horse,85,29.4,15.3,24.9,21.6,4.5,-6.3,1.67,-0.57
Calm,Positioning,Blue,Monkey,67,25.4,25.4,24.9,21.6,0.5,3.8,0.87,0.25
Calm,Positioning,Blue,Ox,87,23.0,32.2,24.9,21.6,-1.9,10.6,0.62,0.36
Calm,Positioning,Blue,Pig,92,31.5,19.6,24.9,21.6,6.6,-2.0,1.4,-0.27
Calm,Positioning,Blue,Rabbit,94,26.6,21.3,24.9,21.6,1.7,-0.3,1.08,0.16
Calm,Positioning,Blue,Rat,85,28.2,10.6,24.9,21.6,3.3,-11.0,2.31,-0.64
Calm,Positioning,Blue,Rooster,77,23.4,22.1,24.9,21.6,-1.5,0.5,0.92,-0.11
Calm,Positioning,Blue,Snake,79,24.1,16.5,24.9,21.6,-0.9,-5.2,1.27,0.1
Calm,Positioning,Blue,Tiger,63,28.6,28.6,24.9,21.6,3.7,7.0,0.87,-0.27
Calm,Positioning,Green,Dog,32,15.6,18.8,24.9,21.6,-9.3,-2.9,0.72,-0.03
Calm,Positioning,Green,Dragon,41,14.6,24.4,24.9,21.6,-10.3,2.8,0.52,0.31
Calm,Positioning,Green,Goat,55,34.5,18.2,24.9,21.6,9.6,-3.4,1.65,-0.55
Calm,Positioning,Green,Horse,38,28.9,13.2,24.9,21.6,4.0,-8.5,1.91,-0.73
Calm,Positioning,Green,Monkey,38,26.3,23.7,24.9,21.6,1.4,2.1,0.96,-0.33
Calm,Positioning,Green,Ox,47,14.9,27.7,24.9,21.6,-10.0,6.1,0.47,0.67
Calm,Positioning,Green,Pig,43,11.6,20.9,24.9,21.6,-13.3,-0.7,0.48,0.33
Calm,Positioning,Green,Rabbit,53,24.5,24.5,24.9,21.6,-0.4,2.9,0.87,0.32
Calm,Positioning,Green,Rat,64,35.9,14.1,24.9,21.6,11.0,-7.5,2.22,-0.93
Calm,Positioning,Green,Rooster,53,24.5,13.2,24.9,21.6,-0.4,-8.4,1.61,-0.31
Calm,Positioning,Green,Snake,63,34.9,19.0,24.9,21.6,10.0,-2.6,1.59,-0.43
Calm,Positioning,Green,Tiger,31,16.1,16.1,24.9,21.6,-8.8,-5.5,0.87,-0.12
Calm,Positioning,Orange,Dog,51,27.5,39.2,24.9,21.6,2.5,17.6,0.61,0.58
Calm,Positioning,Orange,Dragon,75,20.0,28.0,24.9,21.6,-4.9,6.4,0.62,0.23
Calm,Positioning,Orange,Goat,81,25.9,22.2,24.9,21.6,1.0,0.6,1.01,-0.14
Calm,Positioning,Orange,Horse,96,25.0,25.0,24.9,21.6,0.1,3.4,0.87,0.03
Calm,Positioning,Orange,Monkey,74,31.1,23.0,24.9,21.6,6.2,1.4,1.17,-0.09
Calm,Positioning,Orange,Ox,38,36.8,18.4,24.9,21.6,11.9,-3.2,1.73,-0.48
Calm,Positioning,Orange,Pig,89,28.1,16.9,24.9,21.6,3.2,-4.8,1.45,-0.28
Calm,Positioning,Orange,Rabbit,70,20.0,32.9,24.9,21.6,-4.9,11.2,0.53,0.48
Calm,Positioning,Orange,Rat,94,28.7,23.4,24.9,21.6,3.8,1.8,1.06,-0.1
Calm,Positioning,Orange,Rooster,77,26.0,15.6,24.9,21.6,1.1,-6.0,1.45,-0.28
Calm,Positioning,Orange,Snake,73,24.7,17.8,24.9,21.6,-0.3,-3.8,1.2,-0.19
Calm,Positioning,Orange,Tiger,60,26.7,18.3,24.9,21.6,1.8,-3.3,1.26,-0.48
Calm,Positioning,Purple,Dog,50,28.0,18.0,24.9,21.6,3.1,-3.6,1.35,-0.04
Calm,Positioning,Purple,Dragon,48,25.0,12.5,24.9,21.6,0.1,-9.1,1.73,-0.6
Calm,Positioning,Purple,Goat,46,23.9,19.6,24.9,21.6,-1.0,-2.0,1.06,-0.06
Calm,Positioning,Purple,Horse,57,21.1,29.8,24.9,21.6,-3.9,8.2,0.61,0.27
Calm,Positioning,Purple,Monkey,47,19.1,27.7,24.9,21.6,-5.8,6.1,0.6,0.54
Calm,Positioning,Purple,Ox,58,27.6,19.0,24.9,21.6,2.7,-2.6,1.26,-0.16
Calm,Positioning,Purple,Pig,64,23.4,20.3,24.9,21.6,-1.5,-1.3,1.0,-0.11
Calm,Positioning,Purple,Rabbit,54,13.0,24.1,24.9,21.6,-12.0,2.5,0.47,0.29
Calm,Positioning,Purple,Rat,61,18.0,26.2,24.9,21.6,-6.9,4.6,0.6,0.03
Calm,Positioning,Purple,Rooster,61,34.4,19.7,24.9,21.6,9.5,-1.9,1.52,-0.75
Calm,Positioning,Purple,Snake,73,26.0,19.2,24.9,21.6,1.1,-2.4,1.18,-0.33
Calm,Positioning,Purple,Tiger,51,43.1,9.8,24.9,21.6,18.2,-11.8,3.82,-1.07
Calm,Positioning,Yellow,Dog,140,21.4,21.4,24.9,21.6,-3.5,-0.2,0.87,-0.13
Calm,Positioning,Yellow,Dragon,111,27.0,25.2,24.9,21.6,2.1,3.6,0.93,0.04
Calm,Positioning,Yellow,Goat,103,17.5,27.2,24.9,21.6,-7.4,5.6,0.56,0.25
Calm,Positioning,Yellow,Horse,150,24.0,18.0,24.9,21.6,-0.9,-3.6,1.16,-0.23
Calm,Positioning,Yellow,Monkey,98,30.6,22.4,24.9,21.6,5.7,0.8,1.18,-0.19
Calm,Positioning,Yellow,Ox,139,21.6,26.6,24.9,21.6,-3.3,5.0,0.7,0.23
Calm,Positioning,Yellow,Pig,140,22.1,19.3,24.9,21.6,-2.8,-2.3,1.0,-0.07
Calm,Positioning,Yellow,Rabbit,180,24.4,24.4,24.9,21.6,-0.5,2.8,0.87,0.09
Calm,Positioning,Yellow,Rat,187,21.9,17.1,24.9,21.6,-3.0,-4.5,1.11,-0.21
Calm,Positioning,Yellow,Rooster,181,30.4,14.4,24.9,21.6,5.5,-7.2,1.83,-0.69
Calm,Positioning,Yellow,Snake,153,17.6,30.1,24.9,21.6,-7.3,8.5,0.51,0.41
Calm,Positioning,Yellow,Tiger,123,34.1,22.0,24.9,21.6,9.2,0.3,1.35,-0.54
Calm,REMOVE,Blue,Dog,49,30.6,34.7,25.7,29.5,4.9,5.2,1.01,0.46
Calm,REMOVE,Blue,Dragon,34,26.5,32.4,25.7,29.5,0.7,2.8,0.94,-0.05
Calm,REMOVE,Blue,Goat,45,20.0,28.9,25.7,29.5,-5.7,-0.6,0.79,0.11
Calm,REMOVE,Blue,Horse,45,35.6,24.4,25.7,29.5,9.8,-5.1,1.67,0.18
Calm,REMOVE,Blue,Monkey,40,17.5,22.5,25.7,29.5,-8.2,-7.0,0.89,0.58
Calm,REMOVE,Blue,Ox,47,19.1,42.6,25.7,29.5,-6.6,13.0,0.52,1.04
Calm,REMOVE,Blue,Pig,43,32.6,30.2,25.7,29.5,6.8,0.7,1.24,-0.23
Calm,REMOVE,Blue,Rabbit,51,25.5,27.5,25.7,29.5,-0.2,-2.1,1.07,0.08
Calm,REMOVE,Blue,Rat,55,23.6,30.9,25.7,29.5,-2.1,1.4,0.88,0.49
Calm,REMOVE,Blue,Rooster,53,22.6,22.6,25.7,29.5,-3.1,-6.9,1.15,-0.23
Calm,REMOVE,Blue,Snake,54,22.2,24.1,25.7,29.5,-3.5,-5.4,1.06,-0.01
Calm,REMOVE,Blue,Tiger,43,18.6,34.9,25.7,29.5,-7.1,5.4,0.61,0.58
Calm,REMOVE,Green,Rat,32,28.1,34.4,25.7,29.5,2.4,4.9,0.94,0.05
Calm,REMOVE,Green,Snake,38,26.3,23.7,25.7,29.5,0.6,-5.8,1.27,0.03
Calm,REMOVE,Orange,Dragon,45,15.6,31.1,25.7,29.5,-10.2,1.6,0.57,0.76
Calm,REMOVE,Orange,Goat,56,26.8,21.4,25.7,29.5,1.0,-8.1,1.43,-0.36
Calm,REMOVE,Orange,Horse,57,17.5,50.9,25.7,29.5,-8.2,21.4,0.4,1.33
Calm,REMOVE,Orange,Monkey,56,16.1,26.8,25.7,29.5,-9.7,-2.7,0.69,0.18
Calm,REMOVE,Orange,Pig,47,29.8,29.8,25.7,29.5,4.1,0.3,1.15,0.56
Calm,REMOVE,Orange,Rabbit,35,31.4,31.4,25.7,29.5,5.7,1.9,1.15,0.04
Calm,REMOVE,Orange,Rat,51,39.2,31.4,25.7,29.5,13.5,1.9,1.43,-0.34
Calm,REMOVE,Orange,Rooster,62,24.2,27.4,25.7,29.5,-1.5,-2.1,1.01,0.08
Calm,REMOVE,Orange,Snake,41,26.8,19.5,25.7,29.5,1.1,-10.0,1.58,-0.75
Calm,REMOVE,Purple,Ox,31,25.8,32.3,25.7,29.5,0.1,2.7,0.92,0.29
Calm,REMOVE,Purple,Rooster,32,31.3,28.1,25.7,29.5,5.5,-1.4,1.27,0.18
Calm,REMOVE,Yellow,Dog,68,27.9,32.4,25.7,29.5,2.2,2.8,0.99,0.17
Calm,REMOVE,Yellow,Dragon,50,26.0,28.0,25.7,29.5,0.3,-1.5,1.07,0.43
Calm,REMOVE,Yellow,Goat,82,22.0,37.8,25.7,29.5,-3.8,8.3,0.67,1.34
Calm,REMOVE,Yellow,Horse,64,29.7,26.6,25.7,29.5,4.0,-3.0,1.28,0.43
Calm,REMOVE,Yellow,Monkey,60,16.7,26.7,25.7,29.5,-9.1,-2.9,0.72,0.44
Calm,REMOVE,Yellow,Ox,69,27.5,24.6,25.7,29.5,1.8,-4.9,1.28,-0.13
Calm,REMOVE,Yellow,Pig,79,22.8,32.9,25.7,29.5,-3.0,3.4,0.79,0.54
Calm,REMOVE,Yellow,Rabbit,88,34.1,26.1,25.7,29.5,8.4,-3.4,1.5,-0.12
Calm,REMOVE,Yellow,Rat,93,26.9,26.9,25.7,29.5,1.1,-2.6,1.15,-0.1
Calm,REMOVE,Yellow,Rooster,90,37.8,23.3,25.7,29.5,12.0,-6.2,1.86,-0.38
Calm,REMOVE,Yellow,Snake,75,28.0,38.7,25.7,29.5,2.3,9.1,0.83,0.68
Calm,REMOVE,Yellow,Tiger,70,27.1,30.0,25.7,29.5,1.4,0.5,1.04,0.5
Calm,Survival,Blue,Dog,79,15.2,24.1,26.6,22.5,-11.4,1.6,0.53,0.13
Calm,Survival,Blue,Dragon,92,21.7,26.1,26.6,22.5,-4.9,3.6,0.7,0.31
Calm,Survival,Blue,Goat,85,36.5,32.9,26.6,22.5,9.8,10.5,0.93,0.31
Calm,Survival,Blue,Horse,86,26.7,29.1,26.6,22.5,0.1,6.6,0.78,0.25
Calm,Survival,Blue,Monkey,71,29.6,21.1,26.6,22.5,3.0,-1.3,1.18,-0.24
Calm,Survival,Blue,Ox,84,27.4,22.6,26.6,22.5,0.8,0.2,1.02,-0.28
Calm,Survival,Blue,Pig,103,27.2,25.2,26.6,22.5,0.6,2.8,0.91,-0.07
Calm,Survival,Blue,Rabbit,112,20.5,25.9,26.6,22.5,-6.1,3.4,0.67,0.18
Calm,Survival,Blue,Rat,106,37.7,22.6,26.6,22.5,11.1,0.2,1.41,-0.4
Calm,Survival,Blue,Rooster,87,35.6,16.1,26.6,22.5,9.0,-6.4,1.87,-0.52
Calm,Survival,Blue,Snake,97,27.8,29.9,26.6,22.5,1.2,7.4,0.79,0.25
Calm,Survival,Blue,Tiger,88,25.0,17.0,26.6,22.5,-1.6,-5.4,1.24,-0.44
Calm,Survival,Green,Dog,52,30.8,23.1,26.6,22.5,4.1,0.6,1.12,-0.42
Calm,Survival,Green,Dragon,51,25.5,19.6,26.6,22.5,-1.1,-2.8,1.1,-0.59
Calm,Survival,Green,Goat,56,35.7,12.5,26.6,22.5,9.1,-10.0,2.41,-0.65
Calm,Survival,Green,Horse,60,25.0,20.0,26.6,22.5,-1.6,-2.5,1.05,0.12
Calm,Survival,Green,Monkey,40,32.5,15.0,26.6,22.5,5.9,-7.5,1.83,-0.72
Calm,Survival,Green,Ox,59,27.1,13.6,26.6,22.5,0.5,-8.9,1.69,-0.7
Calm,Survival,Green,Pig,49,30.6,12.2,26.6,22.5,4.0,-10.2,2.11,-0.77
Calm,Survival,Green,Rabbit,59,13.6,27.1,26.6,22.5,-13.1,4.7,0.42,0.11
Calm,Survival,Green,Rat,61,26.2,34.4,26.6,22.5,-0.4,12.0,0.64,0.19
Calm,Survival,Green,Rooster,68,19.1,26.5,26.6,22.5,-7.5,4.0,0.61,0.54
Calm,Survival,Green,Snake,69,23.2,20.3,26.6,22.5,-3.4,-2.2,0.96,-0.15
Calm,Survival,Green,Tiger,39,33.3,15.4,26.6,22.5,6.7,-7.1,1.83,-0.24
Calm,Survival,Orange,Dog,55,30.9,14.5,26.6,22.5,4.3,-7.9,1.79,-0.39
Calm,Survival,Orange,Dragon,100,23.0,26.0,26.6,22.5,-3.6,3.5,0.75,0.25
Calm,Survival,Orange,Goat,96,24.0,26.0,26.6,22.5,-2.7,3.6,0.78,0.27
Calm,Survival,Orange,Horse,121,26.4,22.3,26.6,22.5,-0.2,-0.1,1.0,-0.04
Calm,Survival,Orange,Monkey,71,22.5,19.7,26.6,22.5,-4.1,-2.7,0.96,-0.13
Calm,Survival,Orange,Ox,37,43.2,24.3,26.6,22.5,16.6,1.9,1.5,-0.72
Calm,Survival,Orange,Pig,100,24.0,23.0,26.6,22.5,-2.6,0.5,0.88,0.03
Calm,Survival,Orange,Rabbit,89,23.6,29.2,26.6,22.5,-3.0,6.8,0.68,0.25
Calm,Survival,Orange,Rat,104,23.1,22.1,26.6,22.5,-3.5,-0.3,0.88,-0.1
Calm,Survival,Orange,Rooster,88,34.1,26.1,26.6,22.5,7.5,3.7,1.1,-0.36
Calm,Survival,Orange,Snake,72,38.9,12.5,26.6,22.5,12.3,-10.0,2.62,-0.99
Calm,Survival,Orange,Tiger,53,26.4,26.4,26.6,22.5,-0.2,4.0,0.84,0.09
Calm,Survival,Purple,Dog,59,27.1,18.6,26.6,22.5,0.5,-3.8,1.23,-0.27
Calm,Survival,Purple,Dragon,48,18.8,22.9,26.6,22.5,-7.9,0.5,0.69,0.07
Calm,Survival,Purple,Goat,63,25.4,17.5,26.6,22.5,-1.2,-5.0,1.23,-0.17
