condition,round_type,exec_bucket,upside_bucket,life_path,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Calm,Open,25,75,2.0,139,33.1,19.4,28.3,20.9,4.7,-1.5,1.26,-0.47
Calm,Open,25,75,3.0,123,19.5,33.3,28.3,20.9,-8.8,12.4,0.43,0.64
Calm,Open,25,75,4.0,88,23.9,13.6,28.3,20.9,-4.5,-7.3,1.29,-0.29
Calm,Open,25,75,5.0,89,20.2,32.6,28.3,20.9,-8.1,11.7,0.46,0.55
Calm,Open,25,75,6.0,112,30.4,24.1,28.3,20.9,2.0,3.2,0.93,-0.26
Calm,Open,25,75,7.0,119,32.8,17.6,28.3,20.9,4.4,-3.3,1.37,-0.58
Calm,Open,25,75,8.0,120,30.8,20.0,28.3,20.9,2.5,-0.9,1.14,-0.34
Calm,Open,25,75,9.0,123,26.8,22.0,28.3,20.9,-1.5,1.0,0.9,0.1
Calm,Open,50,50,1.0,297,34.0,21.9,28.3,20.9,5.7,1.0,1.15,-0.52
Calm,Open,50,50,2.0,380,28.9,20.3,28.3,20.9,0.6,-0.7,1.05,-0.29
Calm,Open,50,50,3.0,382,28.5,19.4,28.3,20.9,0.2,-1.6,1.09,-0.32
Calm,Open,50,50,4.0,260,30.4,22.7,28.3,20.9,2.0,1.8,0.99,-0.29
Calm,Open,50,50,5.0,259,29.0,21.2,28.3,20.9,0.6,0.3,1.01,-0.08
Calm,Open,50,50,6.0,274,24.8,29.6,28.3,20.9,-3.5,8.6,0.62,0.16
Calm,Open,50,50,7.0,329,31.3,18.2,28.3,20.9,3.0,-2.7,1.27,-0.38
Calm,Open,50,50,8.0,334,29.6,17.7,28.3,20.9,1.3,-3.3,1.24,-0.45
Calm,Open,50,50,9.0,349,25.8,19.2,28.3,20.9,-2.6,-1.7,0.99,-0.07
Calm,Open,50,75,1.0,167,27.5,22.8,28.3,20.9,-0.8,1.8,0.89,-0.08
Calm,Open,50,75,2.0,238,29.4,24.4,28.3,20.9,1.1,3.4,0.89,-0.07
Calm,Open,50,75,3.0,205,27.3,21.5,28.3,20.9,-1.0,0.5,0.94,0.0
Calm,Open,50,75,4.0,137,21.9,22.6,28.3,20.9,-6.4,1.7,0.71,-0.11
Calm,Open,50,75,5.0,148,21.6,20.9,28.3,20.9,-6.7,0.0,0.76,0.02
Calm,Open,50,75,6.0,144,25.7,22.2,28.3,20.9,-2.7,1.3,0.85,0.04
Calm,Open,50,75,7.0,170,28.2,19.4,28.3,20.9,-0.1,-1.5,1.07,-0.35
Calm,Open,50,75,8.0,154,36.4,16.9,28.3,20.9,8.0,-4.1,1.59,-0.73
Calm,Open,50,75,9.0,174,24.7,27.6,28.3,20.9,-3.6,6.7,0.66,0.05
Calm,Open,75,50,1.0,97,30.9,24.7,28.3,20.9,2.6,3.8,0.92,0.11
Calm,Open,75,50,2.0,101,18.8,21.8,28.3,20.9,-9.5,0.8,0.64,0.27
Calm,Open,75,50,3.0,101,24.8,15.8,28.3,20.9,-3.6,-5.1,1.15,-0.19
Calm,Open,75,50,4.0,72,22.2,25.0,28.3,20.9,-6.1,4.1,0.66,0.3
Calm,Open,75,50,5.0,65,26.2,24.6,28.3,20.9,-2.2,3.7,0.78,-0.02
Calm,Open,75,50,6.0,83,31.3,31.3,28.3,20.9,3.0,10.4,0.74,0.41
Calm,Open,75,50,7.0,71,29.6,18.3,28.3,20.9,1.2,-2.6,1.19,-0.26
Calm,Open,75,50,8.0,79,25.3,17.7,28.3,20.9,-3.0,-3.2,1.05,-0.04
Calm,Open,75,50,9.0,86,19.8,18.6,28.3,20.9,-8.6,-2.3,0.78,0.01
Calm,Positioning,25,25,2.0,38,34.2,13.2,24.8,21.7,9.4,-8.6,2.27,-0.79
Calm,Positioning,25,25,7.0,46,28.3,15.2,24.8,21.7,3.4,-6.5,1.62,-0.46
Calm,Positioning,25,25,9.0,37,24.3,18.9,24.8,21.7,-0.5,-2.8,1.12,-0.1
Calm,Positioning,25,50,1.0,82,25.6,15.9,24.8,21.7,0.8,-5.9,1.41,-0.31
Calm,Positioning,25,50,2.0,115,26.1,25.2,24.8,21.7,1.3,3.5,0.9,0.11
Calm,Positioning,25,50,3.0,109,20.2,19.3,24.8,21.7,-4.7,-2.5,0.92,-0.12
Calm,Positioning,25,50,4.0,70,21.4,24.3,24.8,21.7,-3.4,2.6,0.77,0.09
Calm,Positioning,25,50,5.0,71,31.0,21.1,24.8,21.7,6.2,-0.6,1.28,-0.13
Calm,Positioning,25,50,6.0,72,30.6,22.2,24.8,21.7,5.7,0.5,1.2,-0.27
Calm,Positioning,25,50,7.0,106,31.1,23.6,24.8,21.7,6.3,1.9,1.15,-0.38
Calm,Positioning,25,50,8.0,105,24.8,22.9,24.8,21.7,-0.1,1.1,0.95,0.19
Calm,Positioning,25,50,9.0,97,23.7,21.6,24.8,21.7,-1.1,-0.1,0.96,-0.03
Calm,Positioning,25,75,1.0,74,25.7,21.6,24.8,21.7,0.8,-0.1,1.04,-0.04
Calm,Positioning,25,75,2.0,75,14.7,16.0,24.8,21.7,-10.2,-5.7,0.8,0.05
Calm,Positioning,25,75,3.0,79,17.7,29.1,24.8,21.7,-7.1,7.4,0.53,0.37
Calm,Positioning,25,75,4.0,46,21.7,23.9,24.8,21.7,-3.1,2.2,0.8,0.01
Calm,Positioning,25,75,5.0,55,27.3,27.3,24.8,21.7,2.4,5.5,0.87,-0.13
Calm,Positioning,25,75,6.0,51,27.5,17.6,24.8,21.7,2.6,-4.1,1.36,-0.26
Calm,Positioning,25,75,7.0,56,23.2,23.2,24.8,21.7,-1.6,1.5,0.87,0.07
Calm,Positioning,25,75,8.0,68,27.9,20.6,24.8,21.7,3.1,-1.1,1.19,0.03
Calm,Positioning,25,75,9.0,59,20.3,23.7,24.8,21.7,-4.5,2.0,0.75,0.03
Calm,Positioning,50,50,1.0,177,34.5,20.3,24.8,21.7,9.6,-1.4,1.48,-0.38
Calm,Positioning,50,50,2.0,250,19.2,23.2,24.8,21.7,-5.6,1.5,0.72,0.16
Calm,Positioning,50,50,3.0,230,25.7,17.8,24.8,21.7,0.8,-3.9,1.26,-0.45
Calm,Positioning,50,50,4.0,161,26.7,16.8,24.8,21.7,1.9,-5.0,1.39,-0.51
Calm,Positioning,50,50,5.0,125,21.6,24.0,24.8,21.7,-3.2,2.3,0.79,0.16
Calm,Positioning,50,50,6.0,154,29.9,18.8,24.8,21.7,5.0,-2.9,1.39,-0.53
Calm,Positioning,50,50,7.0,213,22.1,16.0,24.8,21.7,-2.8,-5.8,1.21,-0.38
Calm,Positioning,50,50,8.0,211,23.7,26.5,24.8,21.7,-1.1,4.8,0.78,0.21
Calm,Positioning,50,50,9.0,209,23.4,24.4,24.8,21.7,-1.4,2.7,0.84,0.2
Calm,Positioning,50,75,1.0,122,30.3,18.9,24.8,21.7,5.5,-2.9,1.41,-0.34
Calm,Positioning,50,75,2.0,142,21.1,15.5,24.8,21.7,-3.7,-6.2,1.19,-0.12
Calm,Positioning,50,75,3.0,151,24.5,25.8,24.8,21.7,-0.3,4.1,0.83,0.09
Calm,Positioning,50,75,4.0,108,25.9,17.6,24.8,21.7,1.1,-4.1,1.29,-0.27
Calm,Positioning,50,75,5.0,90,25.6,21.1,24.8,21.7,0.7,-0.6,1.06,-0.06
Calm,Positioning,50,75,6.0,106,22.6,27.4,24.8,21.7,-2.2,5.6,0.72,0.3
Calm,Positioning,50,75,7.0,106,25.5,17.0,24.8,21.7,0.6,-4.7,1.31,-0.41
Calm,Positioning,50,75,8.0,128,16.4,20.3,24.8,21.7,-8.4,-1.4,0.71,0.14
Calm,Positioning,50,75,9.0,123,28.5,24.4,24.8,21.7,3.6,2.7,1.02,-0.01
Calm,Positioning,75,50,1.0,50,20.0,26.0,24.8,21.7,-4.8,4.3,0.67,0.27
Calm,Positioning,75,50,2.0,61,21.3,26.2,24.8,21.7,-3.5,4.5,0.71,0.39
Calm,Positioning,75,50,3.0,60,28.3,13.3,24.8,21.7,3.5,-8.4,1.86,-0.39
Calm,Positioning,75,50,4.0,40,20.0,20.0,24.8,21.7,-4.8,-1.7,0.87,0.22
Calm,Positioning,75,50,5.0,36,19.4,33.3,24.8,21.7,-5.4,11.6,0.51,0.73
Calm,Positioning,75,50,6.0,36,33.3,13.9,24.8,21.7,8.5,-7.8,2.1,-0.8
Calm,Positioning,75,50,7.0,41,22.0,36.6,24.8,21.7,-2.9,14.9,0.52,0.46
Calm,Positioning,75,50,8.0,53,32.1,26.4,24.8,21.7,7.2,4.7,1.06,-0.04
Calm,Positioning,75,50,9.0,37,21.6,29.7,24.8,21.7,-3.2,8.0,0.64,0.45
Calm,REMOVE,25,50,1.0,53,32.1,30.2,26.0,29.4,6.0,0.8,1.2,0.41
Calm,REMOVE,25,50,2.0,66,19.7,37.9,26.0,29.4,-6.3,8.5,0.59,0.92
Calm,REMOVE,25,50,3.0,59,37.3,20.3,26.0,29.4,11.2,-9.1,2.07,-0.81
Calm,REMOVE,25,50,4.0,35,22.9,31.4,26.0,29.4,-3.2,2.0,0.82,0.33
Calm,REMOVE,25,50,5.0,54,20.4,16.7,26.0,29.4,-5.7,-12.7,1.38,-0.05
Calm,REMOVE,25,50,6.0,43,23.3,37.2,26.0,29.4,-2.8,7.8,0.71,0.61
Calm,REMOVE,25,50,7.0,60,23.3,30.0,26.0,29.4,-2.7,0.6,0.88,0.33
Calm,REMOVE,25,50,8.0,50,20.0,32.0,26.0,29.4,-6.0,2.6,0.71,0.3
Calm,REMOVE,25,50,9.0,51,19.6,27.5,26.0,29.4,-6.4,-2.0,0.81,0.14
Calm,REMOVE,25,75,1.0,30,16.7,33.3,26.0,29.4,-9.4,3.9,0.56,0.33
Calm,REMOVE,50,50,1.0,75,22.7,28.0,26.0,29.4,-3.4,-1.4,0.91,0.34
Calm,REMOVE,50,50,2.0,110,30.0,33.6,26.0,29.4,4.0,4.2,1.01,0.17
Calm,REMOVE,50,50,3.0,123,28.5,30.9,26.0,29.4,2.4,1.5,1.04,0.32
Calm,REMOVE,50,50,4.0,77,19.5,31.2,26.0,29.4,-6.6,1.8,0.71,1.0
Calm,REMOVE,50,50,5.0,75,22.7,32.0,26.0,29.4,-3.4,2.6,0.8,0.62
Calm,REMOVE,50,50,6.0,85,31.8,34.1,26.0,29.4,5.7,4.7,1.05,0.12
Calm,REMOVE,50,50,7.0,110,26.4,27.3,26.0,29.4,0.3,-2.1,1.09,0.02
Calm,REMOVE,50,50,8.0,88,22.7,36.4,26.0,29.4,-3.3,6.9,0.71,0.86
Calm,REMOVE,50,50,9.0,97,28.9,26.8,26.0,29.4,2.8,-2.6,1.22,0.06
Calm,REMOVE,50,75,1.0,93,20.4,24.7,26.0,29.4,-5.6,-4.7,0.93,0.4
Calm,REMOVE,50,75,2.0,102,29.4,35.3,26.0,29.4,3.4,5.9,0.94,0.41
Calm,REMOVE,50,75,3.0,91,20.9,33.0,26.0,29.4,-5.2,3.6,0.72,0.77
Calm,REMOVE,50,75,4.0,67,22.4,41.8,26.0,29.4,-3.7,12.4,0.61,0.95
Calm,REMOVE,50,75,5.0,76,22.4,36.8,26.0,29.4,-3.7,7.4,0.69,0.42
Calm,REMOVE,50,75,6.0,88,28.4,20.5,26.0,29.4,2.4,-9.0,1.57,-0.31
Calm,REMOVE,50,75,7.0,77,27.3,27.3,26.0,29.4,1.2,-2.1,1.13,0.07
Calm,REMOVE,50,75,8.0,56,25.0,25.0,26.0,29.4,-1.0,-4.4,1.13,-0.01
Calm,REMOVE,50,75,9.0,80,28.8,27.5,26.0,29.4,2.7,-1.9,1.18,-0.15
Calm,REMOVE,75,50,1.0,34,14.7,23.5,26.0,29.4,-11.3,-5.9,0.71,0.4
Calm,REMOVE,75,50,3.0,36,25.0,22.2,26.0,29.4,-1.0,-7.2,1.27,0.15
Calm,REMOVE,75,50,7.0,38,34.2,31.6,26.0,29.4,8.2,2.2,1.22,0.09
Calm,Survival,25,50,1.0,119,20.2,22.7,26.4,22.5,-6.2,0.2,0.76,0.11
Calm,Survival,25,50,2.0,140,29.3,17.1,26.4,22.5,2.9,-5.4,1.46,-0.42
Calm,Survival,25,50,3.0,137,24.8,20.4,26.4,22.5,-1.6,-2.1,1.04,-0.21
Calm,Survival,25,50,4.0,77,29.9,13.0,26.4,22.5,3.5,-9.5,1.96,-0.67
Calm,Survival,25,50,5.0,84,22.6,19.0,26.4,22.5,-3.8,-3.5,1.01,-0.33
Calm,Survival,25,50,6.0,106,21.7,20.8,26.4,22.5,-4.7,-1.8,0.89,0.18
Calm,Survival,25,50,7.0,136,36.0,14.7,26.4,22.5,9.6,-7.8,2.09,-0.82
Calm,Survival,25,50,8.0,128,21.1,25.0,26.4,22.5,-5.3,2.5,0.72,0.27
Calm,Survival,25,50,9.0,141,30.5,18.4,26.4,22.5,4.1,-4.1,1.41,-0.43
Calm,Survival,25,75,1.0,81,33.3,18.5,26.4,22.5,6.9,-4.0,1.54,-0.26
Calm,Survival,25,75,2.0,92,37.0,21.7,26.4,22.5,10.6,-0.8,1.45,-0.36
Calm,Survival,25,75,3.0,83,25.3,20.5,26.4,22.5,-1.1,-2.0,1.05,0.04
Calm,Survival,25,75,4.0,59,35.6,22.0,26.4,22.5,9.2,-0.5,1.38,-0.47
Calm,Survival,25,75,5.0,62,27.4,21.0,26.4,22.5,1.0,-1.6,1.12,0.14
Calm,Survival,25,75,6.0,60,21.7,21.7,26.4,22.5,-4.7,-0.9,0.85,-0.01
Calm,Survival,25,75,7.0,72,19.4,25.0,26.4,22.5,-7.0,2.5,0.66,0.18
Calm,Survival,25,75,8.0,92,20.7,26.1,26.4,22.5,-5.8,3.6,0.68,0.06
Calm,Survival,25,75,9.0,75,34.7,25.3,26.4,22.5,8.3,2.8,1.17,-0.11
Calm,Survival,50,50,1.0,172,23.3,22.7,26.4,22.5,-3.1,0.1,0.88,0.06
Calm,Survival,50,50,2.0,270,26.7,24.1,26.4,22.5,0.3,1.5,0.95,0.05
Calm,Survival,50,50,3.0,260,24.2,26.2,26.4,22.5,-2.2,3.6,0.79,0.29
Calm,Survival,50,50,4.0,178,24.7,19.7,26.4,22.5,-1.7,-2.9,1.07,-0.05
Calm,Survival,50,50,5.0,195,25.1,25.1,26.4,22.5,-1.3,2.6,0.85,0.1
Calm,Survival,50,50,6.0,169,22.5,23.7,26.4,22.5,-3.9,1.1,0.81,0.03
Calm,Survival,50,50,7.0,230,29.6,21.7,26.4,22.5,3.2,-0.8,1.16,-0.23
Calm,Survival,50,50,8.0,211,25.6,21.8,26.4,22.5,-0.8,-0.7,1.0,-0.05
Calm,Survival,50,50,9.0,257,28.8,21.4,26.4,22.5,2.4,-1.1,1.15,-0.25
Calm,Survival,50,75,1.0,109,28.4,21.1,26.4,22.5,2.0,-1.4,1.15,-0.26
Calm,Survival,50,75,2.0,165,23.0,26.1,26.4,22.5,-3.4,3.5,0.75,0.25
Calm,Survival,50,75,3.0,154,26.0,24.7,26.4,22.5,-0.4,2.1,0.9,0.06
Calm,Survival,50,75,4.0,110,25.5,21.8,26.4,22.5,-0.9,-0.7,1.0,0.01
Calm,Survival,50,75,5.0,102,23.5,22.5,26.4,22.5,-2.9,0.0,0.89,-0.05
Calm,Survival,50,75,6.0,110,27.3,30.0,26.4,22.5,0.9,7.5,0.78,0.12
Calm,Survival,50,75,7.0,128,28.1,22.7,26.4,22.5,1.7,0.1,1.06,-0.08
Calm,Survival,50,75,8.0,126,32.5,22.2,26.4,22.5,6.1,-0.3,1.25,-0.52
Calm,Survival,50,75,9.0,117,30.8,22.2,26.4,22.5,4.4,-0.3,1.18,-0.45
Calm,Survival,75,50,1.0,55,25.5,21.8,26.4,22.5,-0.9,-0.7,1.0,-0.31
Calm,Survival,75,50,2.0,77,27.3,22.1,26.4,22.5,0.9,-0.4,1.05,-0.15
Calm,Survival,75,50,3.0,57,15.8,26.3,26.4,22.5,-10.6,3.8,0.51,0.3
Calm,Survival,75,50,4.0,39,41.0,12.8,26.4,22.5,14.6,-9.7,2.73,-0.81
Calm,Survival,75,50,5.0,41,41.5,24.4,26.4,22.5,15.1,1.9,1.45,-0.59
Calm,Survival,75,50,6.0,51,17.6,21.6,26.4,22.5,-8.8,-1.0,0.7,0.23
Calm,Survival,75,50,7.0,54,20.4,25.9,26.4,22.5,-6.0,3.4,0.67,0.13
Calm,Survival,75,50,8.0,64,20.3,29.7,26.4,22.5,-6.1,7.2,0.58,0.23
Calm,Survival,75,50,9.0,56,23.2,33.9,26.4,22.5,-3.2,11.4,0.58,0.54
Moderate,Closing,25,50,1.0,57,24.6,17.5,26.5,20.8,-2.0,-3.3,1.1,-0.49
Moderate,Closing,25,50,2.0,51,19.6,21.6,26.5,20.8,-6.9,0.7,0.71,0.1
Moderate,Closing,25,50,3.0,55,21.8,23.6,26.5,20.8,-4.7,2.8,0.73,0.31
Moderate,Closing,25,50,4.0,45,35.6,20.0,26.5,20.8,9.0,-0.8,1.4,-0.27
Moderate,Closing,25,50,5.0,47,29.8,17.0,26.5,20.8,3.3,-3.8,1.37,-0.0
Moderate,Closing,25,50,6.0,46,23.9,19.6,26.5,20.8,-2.6,-1.3,0.96,-0.3
Moderate,Closing,25,50,7.0,57,42.1,17.5,26.5,20.8,15.6,-3.3,1.89,-0.81
Moderate,Closing,25,50,8.0,44,25.0,22.7,26.5,20.8,-1.5,1.9,0.86,0.05
Moderate,Closing,25,50,9.0,56,26.8,25.0,26.5,20.8,0.3,4.2,0.84,-0.13
Moderate,Closing,25,75,1.0,47,21.3,17.0,26.5,20.8,-5.3,-3.8,0.98,-0.03
Moderate,Closing,25,75,2.0,37,43.2,18.9,26.5,20.8,16.7,-1.9,1.8,-0.98
Moderate,Closing,25,75,3.0,38,23.7,21.1,26.5,20.8,-2.8,0.2,0.88,-0.13
Moderate,Closing,25,75,5.0,37,16.2,24.3,26.5,20.8,-10.3,3.5,0.52,0.17
Moderate,Closing,25,75,6.0,40,20.0,32.5,26.5,20.8,-6.5,11.7,0.48,0.55
Moderate,Closing,25,75,7.0,43,34.9,27.9,26.5,20.8,8.4,7.1,0.98,-0.03
Moderate,Closing,25,75,8.0,40,27.5,17.5,26.5,20.8,1.0,-3.3,1.23,-0.17
Moderate,Closing,25,75,9.0,38,34.2,7.9,26.5,20.8,7.7,-12.9,3.4,-1.04
Moderate,Closing,50,50,1.0,82,30.5,13.4,26.5,20.8,4.0,-7.4,1.79,-0.91
Moderate,Closing,50,50,2.0,108,25.0,19.4,26.5,20.8,-1.5,-1.4,1.01,-0.35
Moderate,Closing,50,50,3.0,118,31.4,22.0,26.5,20.8,4.8,1.2,1.12,-0.39
Moderate,Closing,50,50,4.0,104,20.2,18.3,26.5,20.8,-6.3,-2.6,0.87,-0.03
Moderate,Closing,50,50,5.0,79,30.4,25.3,26.5,20.8,3.9,4.5,0.94,0.04
Moderate,Closing,50,50,6.0,79,25.3,25.3,26.5,20.8,-1.2,4.5,0.79,0.05
Moderate,Closing,50,50,7.0,114,26.3,24.6,26.5,20.8,-0.2,3.7,0.84,-0.18
Moderate,Closing,50,50,8.0,106,30.2,16.0,26.5,20.8,3.7,-4.8,1.48,-0.36
Moderate,Closing,50,50,9.0,116,19.0,27.6,26.5,20.8,-7.6,6.7,0.54,0.31
Moderate,Closing,50,75,1.0,72,25.0,19.4,26.5,20.8,-1.5,-1.4,1.01,-0.33
Moderate,Closing,50,75,2.0,75,17.3,29.3,26.5,20.8,-9.2,8.5,0.46,0.6
Moderate,Closing,50,75,3.0,89,28.1,18.0,26.5,20.8,1.6,-2.9,1.23,-0.19
Moderate,Closing,50,75,4.0,53,28.3,22.6,26.5,20.8,1.8,1.8,0.98,-0.09
Moderate,Closing,50,75,5.0,60,28.3,25.0,26.5,20.8,1.8,4.2,0.89,0.24
Moderate,Closing,50,75,6.0,49,34.7,14.3,26.5,20.8,8.2,-6.6,1.91,-0.94
Moderate,Closing,50,75,7.0,70,32.9,17.1,26.5,20.8,6.3,-3.7,1.51,-0.81
Moderate,Closing,50,75,8.0,55,34.5,23.6,26.5,20.8,8.0,2.8,1.15,-0.49
