condition,round_type,exec_bucket,upside_bucket,moon,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Calm,Open,25,25,Krishna Nanda,32,31.3,28.1,27.6,23.8,3.7,4.3,0.96,-0.22
Calm,Open,25,25,Shukla Bhadra,62,30.6,22.6,27.6,23.8,3.1,-1.3,1.17,-0.01
Calm,Open,25,50,Krishna Jaya,60,48.3,6.7,27.6,23.8,20.8,-17.2,6.27,-1.48
Calm,Open,25,50,Krishna Nanda,126,34.1,14.3,27.6,23.8,6.6,-9.6,2.07,-0.77
Calm,Open,25,50,Krishna Rikta,70,42.9,28.6,27.6,23.8,15.3,4.7,1.3,-0.45
Calm,Open,25,50,Shukla Bhadra,86,20.9,23.3,27.6,23.8,-6.6,-0.6,0.78,-0.22
Calm,Open,25,50,Shukla Jaya,100,23.0,24.0,27.6,23.8,-4.6,0.2,0.83,-0.36
Calm,Open,25,50,Shukla Nanda,140,27.1,29.3,27.6,23.8,-0.4,5.4,0.8,0.44
Calm,Open,25,50,Shukla Purna,55,30.9,23.6,27.6,23.8,3.3,-0.2,1.13,-0.14
Calm,Open,25,50,Shukla Rikta,134,27.6,24.6,27.6,23.8,0.1,0.8,0.97,-0.12
Calm,Open,25,75,Krishna Jaya,46,23.9,28.3,27.6,23.8,-3.6,4.4,0.73,0.64
Calm,Open,25,75,Krishna Nanda,66,30.3,15.2,27.6,23.8,2.7,-8.7,1.73,-1.12
Calm,Open,25,75,Krishna Rikta,78,33.3,17.9,27.6,23.8,5.8,-5.9,1.61,-0.2
Calm,Open,25,75,Shukla Bhadra,30,30.0,40.0,27.6,23.8,2.4,16.2,0.65,0.14
Calm,Open,25,75,Shukla Rikta,86,31.4,18.6,27.6,23.8,3.8,-5.2,1.46,-0.26
Calm,Open,50,50,Krishna Jaya,136,30.1,19.9,27.6,23.8,2.6,-4.0,1.31,-0.24
Calm,Open,50,50,Krishna Nanda,231,26.0,21.6,27.6,23.8,-1.6,-2.2,1.04,-0.2
Calm,Open,50,50,Krishna Rikta,121,28.9,20.7,27.6,23.8,1.4,-3.2,1.21,-0.07
Calm,Open,50,50,Shukla Bhadra,226,31.4,28.3,27.6,23.8,3.9,4.5,0.96,-0.16
Calm,Open,50,50,Shukla Jaya,54,18.5,22.2,27.6,23.8,-9.0,-1.6,0.72,0.1
Calm,Open,50,50,Shukla Nanda,354,20.3,28.2,27.6,23.8,-7.2,4.4,0.62,0.48
Calm,Open,50,50,Shukla Purna,205,30.2,18.5,27.6,23.8,2.7,-5.3,1.41,-0.32
Calm,Open,50,50,Shukla Rikta,204,29.4,22.1,27.6,23.8,1.9,-1.8,1.15,-0.49
Calm,Open,50,75,Krishna Jaya,137,34.3,24.8,27.6,23.8,6.7,1.0,1.2,-0.07
Calm,Open,50,75,Krishna Nanda,126,34.9,22.2,27.6,23.8,7.4,-1.6,1.36,-0.21
Calm,Open,50,75,Shukla Bhadra,71,36.6,21.1,27.6,23.8,9.1,-2.7,1.5,-0.55
Calm,Open,50,75,Shukla Jaya,83,37.3,16.9,27.6,23.8,9.8,-7.0,1.92,-1.1
Calm,Open,50,75,Shukla Nanda,128,21.9,28.1,27.6,23.8,-5.7,4.3,0.67,0.42
Calm,Open,50,75,Shukla Purna,98,30.6,20.4,27.6,23.8,3.1,-3.4,1.3,-0.05
Calm,Open,50,75,Shukla Rikta,155,29.7,18.1,27.6,23.8,2.1,-5.8,1.42,-0.41
Calm,Open,75,50,Krishna Jaya,63,34.9,14.3,27.6,23.8,7.4,-9.6,2.11,-0.29
Calm,Open,75,50,Shukla Jaya,31,19.4,29.0,27.6,23.8,-8.2,5.2,0.58,-0.12
Calm,Open,75,50,Shukla Nanda,137,27.0,27.0,27.6,23.8,-0.6,3.2,0.86,0.31
Calm,Open,75,50,Shukla Rikta,92,19.6,15.2,27.6,23.8,-8.0,-8.6,1.11,-0.54
Calm,Positioning,25,25,Krishna Rikta,46,10.9,30.4,22.8,23.4,-12.0,7.1,0.37,0.62
Calm,Positioning,25,25,Shukla Bhadra,43,14.0,18.6,22.8,23.4,-8.9,-4.8,0.77,-0.17
Calm,Positioning,25,50,Krishna Bhadra,49,14.3,38.8,22.8,23.4,-8.5,15.4,0.38,0.61
Calm,Positioning,25,50,Krishna Purna,58,19.0,17.2,22.8,23.4,-3.9,-6.1,1.13,-0.13
Calm,Positioning,25,50,Shukla Bhadra,63,33.3,25.4,22.8,23.4,10.5,2.0,1.34,-0.2
Calm,Positioning,25,50,Shukla Jaya,56,14.3,25.0,22.8,23.4,-8.5,1.6,0.58,0.43
Calm,Positioning,25,50,Shukla Nanda,46,34.8,17.4,22.8,23.4,12.0,-6.0,2.05,-0.38
Calm,Positioning,25,50,Shukla Rikta,62,24.2,17.7,22.8,23.4,1.4,-5.6,1.39,-0.66
Calm,Positioning,25,75,Krishna Bhadra,38,21.1,15.8,22.8,23.4,-1.8,-7.6,1.36,-0.29
Calm,Positioning,25,75,Krishna Purna,97,19.6,24.7,22.8,23.4,-3.2,1.4,0.81,0.39
Calm,Positioning,50,50,Krishna Bhadra,50,22.0,22.0,22.8,23.4,-0.8,-1.4,1.02,-0.0
Calm,Positioning,50,50,Krishna Jaya,40,22.5,20.0,22.8,23.4,-0.3,-3.4,1.15,0.14
Calm,Positioning,50,50,Krishna Nanda,80,26.3,27.5,22.8,23.4,3.4,4.1,0.98,-0.1
Calm,Positioning,50,50,Krishna Purna,105,18.1,28.6,22.8,23.4,-4.7,5.2,0.65,0.33
Calm,Positioning,50,50,Krishna Rikta,63,19.0,20.6,22.8,23.4,-3.8,-2.7,0.94,0.24
Calm,Positioning,50,50,Shukla Bhadra,105,32.4,23.8,22.8,23.4,9.5,0.5,1.39,-0.3
Calm,Positioning,50,50,Shukla Jaya,63,25.4,20.6,22.8,23.4,2.6,-2.7,1.26,-0.1
Calm,Positioning,50,50,Shukla Nanda,87,29.9,29.9,22.8,23.4,7.1,6.5,1.02,0.09
Calm,Positioning,50,50,Shukla Purna,33,15.2,30.3,22.8,23.4,-7.7,6.9,0.51,0.32
Calm,Positioning,50,50,Shukla Rikta,41,43.9,7.3,22.8,23.4,21.1,-16.0,6.14,-1.2
Calm,Positioning,50,75,Krishna Bhadra,67,16.4,25.4,22.8,23.4,-6.4,2.0,0.66,-0.02
Calm,Positioning,50,75,Krishna Jaya,54,11.1,29.6,22.8,23.4,-11.7,6.3,0.38,0.69
Calm,Positioning,50,75,Krishna Purna,53,11.3,26.4,22.8,23.4,-11.5,3.1,0.44,0.93
Calm,Positioning,50,75,Krishna Rikta,80,13.8,23.8,22.8,23.4,-9.1,0.4,0.59,0.15
Calm,Positioning,50,75,Shukla Bhadra,104,26.9,22.1,22.8,23.4,4.1,-1.2,1.25,0.07
Calm,Positioning,50,75,Shukla Jaya,45,28.9,24.4,22.8,23.4,6.1,1.1,1.21,-0.18
Calm,Positioning,50,75,Shukla Nanda,39,25.6,30.8,22.8,23.4,2.8,7.4,0.85,0.41
Calm,Positioning,50,75,Shukla Rikta,64,25.0,10.9,22.8,23.4,2.2,-12.4,2.34,-0.18
Calm,Positioning,75,50,Krishna Bhadra,48,25.0,20.8,22.8,23.4,2.2,-2.5,1.23,0.07
Calm,Positioning,75,50,Krishna Purna,31,29.0,9.7,22.8,23.4,6.2,-13.7,3.07,-0.14
Calm,Positioning,75,50,Shukla Rikta,68,33.8,13.2,22.8,23.4,11.0,-10.1,2.61,-1.09
Calm,REMOVE,0,0,Krishna Bhadra,120,20.0,20.8,26.6,27.8,-6.6,-6.9,1.0,-0.18
Calm,REMOVE,0,0,Krishna Jaya,118,34.7,25.4,26.6,27.8,8.1,-2.3,1.42,-0.38
Calm,REMOVE,0,0,Krishna Nanda,112,25.9,23.2,26.6,27.8,-0.7,-4.5,1.16,0.02
Calm,REMOVE,25,50,Krishna Bhadra,53,22.6,39.6,26.6,27.8,-4.0,11.9,0.6,0.87
Calm,REMOVE,25,50,Krishna Jaya,34,41.2,23.5,26.6,27.8,14.5,-4.2,1.82,0.01
Calm,REMOVE,25,50,Krishna Nanda,73,35.6,27.4,26.6,27.8,9.0,-0.4,1.35,-0.32
Calm,REMOVE,25,50,Shukla Nanda,34,32.4,26.5,26.6,27.8,5.7,-1.3,1.27,-0.1
Calm,REMOVE,25,50,Shukla Purna,68,16.2,17.6,26.6,27.8,-10.5,-10.1,0.96,-0.02
Calm,REMOVE,25,75,Krishna Jaya,46,32.6,28.3,26.6,27.8,6.0,0.5,1.2,-0.34
Calm,REMOVE,50,50,Krishna Bhadra,134,28.4,41.8,26.6,27.8,1.7,14.0,0.71,0.86
Calm,REMOVE,50,50,Krishna Jaya,42,35.7,26.2,26.6,27.8,9.1,-1.6,1.42,-0.61
Calm,REMOVE,50,50,Krishna Nanda,100,22.0,31.0,26.6,27.8,-4.6,3.2,0.74,0.23
Calm,REMOVE,50,50,Krishna Purna,39,28.2,30.8,26.6,27.8,1.6,3.0,0.96,0.13
Calm,REMOVE,50,50,Krishna Rikta,36,27.8,25.0,26.6,27.8,1.1,-2.8,1.16,-0.13
Calm,REMOVE,50,50,Shukla Nanda,32,12.5,21.9,26.6,27.8,-14.1,-5.9,0.6,0.45
Calm,REMOVE,50,75,Krishna Jaya,88,37.5,30.7,26.6,27.8,10.9,2.9,1.27,-0.4
Calm,REMOVE,50,75,Krishna Nanda,72,25.0,29.2,26.6,27.8,-1.6,1.4,0.89,-0.44
Calm,REMOVE,75,50,Shukla Purna,54,16.7,33.3,26.6,27.8,-10.0,5.6,0.52,0.57
Calm,Survival,0,0,Krishna Bhadra,33,12.1,69.7,25.3,23.5,-13.1,46.2,0.16,3.61
Calm,Survival,0,0,Krishna Jaya,50,8.0,56.0,25.3,23.5,-17.3,32.5,0.13,3.04
Calm,Survival,0,0,Krishna Purna,50,14.0,38.0,25.3,23.5,-11.3,14.5,0.34,1.56
Calm,Survival,0,0,Shukla Jaya,53,20.8,37.7,25.3,23.5,-4.5,14.2,0.51,1.17
Calm,Survival,0,0,Shukla Purna,49,18.4,24.5,25.3,23.5,-6.9,1.0,0.7,0.59
Calm,Survival,0,0,Shukla Rikta,54,16.7,27.8,25.3,23.5,-8.6,4.3,0.56,1.16
Calm,Survival,25,25,Krishna Bhadra,32,21.9,34.4,25.3,23.5,-3.4,10.9,0.59,0.63
Calm,Survival,25,25,Krishna Purna,85,20.0,28.2,25.3,23.5,-5.3,4.7,0.66,0.51
Calm,Survival,25,50,Krishna Bhadra,61,37.7,18.0,25.3,23.5,12.4,-5.5,1.94,-0.74
Calm,Survival,25,50,Krishna Jaya,37,24.3,24.3,25.3,23.5,-0.9,0.8,0.93,0.47
Calm,Survival,25,50,Shukla Bhadra,43,20.9,14.0,25.3,23.5,-4.3,-9.5,1.4,-0.48
Calm,Survival,25,50,Shukla Jaya,98,23.5,22.4,25.3,23.5,-1.8,-1.0,0.97,0.14
Calm,Survival,25,50,Shukla Nanda,79,20.3,25.3,25.3,23.5,-5.0,1.8,0.74,0.47
Calm,Survival,25,50,Shukla Purna,109,31.2,20.2,25.3,23.5,5.9,-3.3,1.44,-0.2
Calm,Survival,25,50,Shukla Rikta,172,29.1,19.2,25.3,23.5,3.8,-4.3,1.41,-0.33
Calm,Survival,25,75,Krishna Bhadra,45,42.2,15.6,25.3,23.5,17.0,-7.9,2.52,-0.63
Calm,Survival,25,75,Krishna Purna,48,16.7,41.7,25.3,23.5,-8.6,18.2,0.37,1.12
Calm,Survival,25,75,Shukla Bhadra,71,21.1,18.3,25.3,23.5,-4.1,-5.2,1.07,-0.36
Calm,Survival,25,75,Shukla Jaya,89,31.5,22.5,25.3,23.5,6.2,-1.0,1.3,-0.19
Calm,Survival,25,75,Shukla Nanda,30,33.3,20.0,25.3,23.5,8.1,-3.5,1.55,-0.36
Calm,Survival,25,75,Shukla Purna,87,33.3,12.6,25.3,23.5,8.1,-10.8,2.45,-0.46
Calm,Survival,25,75,Shukla Rikta,82,18.3,24.4,25.3,23.5,-7.0,0.9,0.7,0.26
Calm,Survival,50,50,Krishna Bhadra,167,26.9,18.6,25.3,23.5,1.7,-4.9,1.35,-0.39
Calm,Survival,50,50,Krishna Jaya,139,26.6,19.4,25.3,23.5,1.4,-4.1,1.27,0.18
Calm,Survival,50,50,Krishna Nanda,69,11.6,31.9,25.3,23.5,-13.7,8.4,0.34,0.49
Calm,Survival,50,50,Krishna Purna,218,28.0,26.1,25.3,23.5,2.7,2.7,1.0,0.32
Calm,Survival,50,50,Shukla Bhadra,37,32.4,16.2,25.3,23.5,7.2,-7.3,1.86,-1.09
Calm,Survival,50,50,Shukla Jaya,74,23.0,23.0,25.3,23.5,-2.3,-0.5,0.93,0.03
Calm,Survival,50,50,Shukla Nanda,46,37.0,19.6,25.3,23.5,11.7,-3.9,1.76,-0.25
Calm,Survival,50,50,Shukla Purna,131,36.6,13.0,25.3,23.5,11.4,-10.5,2.63,-0.89
Calm,Survival,50,50,Shukla Rikta,146,28.8,19.9,25.3,23.5,3.5,-3.6,1.35,-0.2
Calm,Survival,50,75,Krishna Jaya,33,15.2,36.4,25.3,23.5,-10.1,12.9,0.39,1.01
Calm,Survival,50,75,Krishna Purna,136,25.0,27.9,25.3,23.5,-0.3,4.5,0.83,0.38
Calm,Survival,50,75,Shukla Jaya,44,20.5,27.3,25.3,23.5,-4.8,3.8,0.7,0.24
Calm,Survival,50,75,Shukla Nanda,63,20.6,17.5,25.3,23.5,-4.6,-6.0,1.1,0.07
Calm,Survival,50,75,Shukla Purna,116,33.6,17.2,25.3,23.5,8.4,-6.2,1.81,-0.2
Calm,Survival,50,75,Shukla Rikta,230,26.1,20.0,25.3,23.5,0.8,-3.5,1.21,-0.1
Calm,Survival,75,50,Krishna Jaya,47,27.7,14.9,25.3,23.5,2.4,-8.6,1.73,-0.25
Calm,Survival,75,50,Krishna Nanda,30,16.7,30.0,25.3,23.5,-8.6,6.5,0.52,0.37
Calm,Survival,75,50,Krishna Purna,62,17.7,35.5,25.3,23.5,-7.5,12.0,0.47,0.96
Calm,Survival,75,50,Shukla Bhadra,32,21.9,21.9,25.3,23.5,-3.4,-1.6,0.93,-0.15
Calm,Survival,75,50,Shukla Jaya,59,28.8,22.0,25.3,23.5,3.6,-1.5,1.22,-0.28
Calm,Survival,75,50,Shukla Nanda,52,30.8,17.3,25.3,23.5,5.5,-6.2,1.65,-0.69
Calm,Survival,75,50,Shukla Purna,61,21.3,21.3,25.3,23.5,-3.9,-2.2,0.93,0.39
Moderate,Closing,25,25,Krishna Nanda,32,21.9,9.4,21.4,24.5,0.4,-15.2,2.67,-0.49
Moderate,Closing,25,50,Krishna Bhadra,41,36.6,14.6,21.4,24.5,15.1,-9.9,2.86,-0.78
Moderate,Closing,25,50,Krishna Purna,30,23.3,26.7,21.4,24.5,1.9,2.1,1.0,-0.01
Moderate,Closing,25,50,Krishna Rikta,37,24.3,29.7,21.4,24.5,2.9,5.2,0.94,0.59
Moderate,Closing,25,50,Shukla Jaya,63,36.5,9.5,21.4,24.5,15.1,-15.0,4.39,-0.97
Moderate,Closing,50,50,Krishna Bhadra,31,25.8,22.6,21.4,24.5,4.4,-2.0,1.31,-0.35
Moderate,Closing,50,50,Krishna Nanda,54,22.2,20.4,21.4,24.5,0.8,-4.2,1.25,0.06
Moderate,Closing,50,50,Krishna Rikta,80,15.0,38.8,21.4,24.5,-6.4,14.2,0.44,1.38
Moderate,Closing,50,50,Shukla Bhadra,62,22.6,12.9,21.4,24.5,1.1,-11.6,2.0,0.06
Moderate,Closing,50,50,Shukla Jaya,85,27.1,12.9,21.4,24.5,5.6,-11.6,2.39,-0.66
Moderate,Closing,50,75,Krishna Nanda,52,19.2,17.3,21.4,24.5,-2.2,-7.2,1.27,-0.14
Moderate,Closing,50,75,Krishna Purna,59,28.8,16.9,21.4,24.5,7.4,-7.6,1.94,-0.13
Moderate,Closing,50,75,Shukla Bhadra,56,12.5,41.1,21.4,24.5,-8.9,16.5,0.35,1.53
Moderate,Closing,50,75,Shukla Jaya,46,19.6,23.9,21.4,24.5,-1.9,-0.6,0.94,-0.16
Moderate,Closing,50,75,Shukla Nanda,34,17.6,20.6,21.4,24.5,-3.8,-3.9,0.98,0.01
Moderate,Closing,75,50,Krishna Bhadra,40,10.0,32.5,21.4,24.5,-11.4,8.0,0.35,0.7
Moderate,Open,0,0,Krishna Bhadra,35,2.9,65.7,27.9,22.4,-25.0,43.3,0.04,4.02
Moderate,Open,25,25,Krishna Bhadra,33,12.1,45.5,27.9,22.4,-15.7,23.0,0.21,1.84
Moderate,Open,25,50,Krishna Bhadra,103,26.2,29.1,27.9,22.4,-1.6,6.7,0.72,0.49
Moderate,Open,25,50,Krishna Jaya,62,27.4,17.7,27.9,22.4,-0.4,-4.7,1.24,-0.28
Moderate,Open,25,50,Krishna Nanda,36,55.6,8.3,27.9,22.4,27.7,-14.1,5.37,-2.04
Moderate,Open,25,50,Krishna Purna,69,31.9,18.8,27.9,22.4,4.0,-3.6,1.36,-0.19
Moderate,Open,25,50,Krishna Rikta,43,20.9,23.3,27.9,22.4,-6.9,0.8,0.72,0.33
Moderate,Open,25,50,Shukla Jaya,40,25.0,15.0,27.9,22.4,-2.9,-7.4,1.34,-0.65
Moderate,Open,25,50,Shukla Nanda,32,25.0,15.6,27.9,22.4,-2.9,-6.8,1.29,-1.37
Moderate,Open,25,75,Krishna Bhadra,57,31.6,24.6,27.9,22.4,3.7,2.1,1.04,-0.16
Moderate,Open,25,75,Krishna Jaya,41,17.1,22.0,27.9,22.4,-10.8,-0.5,0.63,0.38
Moderate,Open,25,75,Krishna Nanda,30,50.0,13.3,27.9,22.4,22.1,-9.1,3.02,-1.74
Moderate,Open,25,75,Krishna Rikta,44,27.3,22.7,27.9,22.4,-0.6,0.3,0.97,-0.18
Moderate,Open,50,50,Krishna Bhadra,163,23.3,29.4,27.9,22.4,-4.5,7.0,0.64,0.59
Moderate,Open,50,50,Krishna Jaya,88,25.0,18.2,27.9,22.4,-2.9,-4.2,1.11,0.01
Moderate,Open,50,50,Krishna Nanda,48,52.1,4.2,27.9,22.4,24.2,-18.3,10.07,-2.07
Moderate,Open,50,50,Krishna Purna,151,33.1,17.2,27.9,22.4,5.3,-5.2,1.55,-0.14
Moderate,Open,50,50,Krishna Rikta,55,27.3,20.0,27.9,22.4,-0.6,-2.4,1.1,-0.31
Moderate,Open,50,50,Shukla Jaya,84,19.0,28.6,27.9,22.4,-8.8,6.1,0.54,-0.05
Moderate,Open,50,50,Shukla Nanda,48,29.2,8.3,27.9,22.4,1.3,-14.1,2.82,-1.49
Moderate,Open,50,50,Shukla Purna,33,27.3,18.2,27.9,22.4,-0.6,-4.2,1.21,-0.02
Moderate,Open,50,50,Shukla Rikta,66,42.4,25.8,27.9,22.4,14.6,3.3,1.33,-0.21
Moderate,Open,50,75,Krishna Bhadra,147,25.2,27.9,27.9,22.4,-2.7,5.5,0.73,0.57
Moderate,Open,50,75,Krishna Jaya,92,35.9,16.3,27.9,22.4,8.0,-6.1,1.77,-0.65
Moderate,Open,50,75,Krishna Purna,30,26.7,6.7,27.9,22.4,-1.2,-15.8,3.22,-0.51
Moderate,Open,50,75,Krishna Rikta,89,23.6,20.2,27.9,22.4,-4.3,-2.2,0.94,-0.08
Moderate,Open,50,75,Shukla Jaya,85,17.6,31.8,27.9,22.4,-10.2,9.3,0.45,0.42
Moderate,Open,50,75,Shukla Nanda,52,32.7,13.5,27.9,22.4,4.8,-9.0,1.96,-1.24
Moderate,Open,75,50,Krishna Bhadra,43,25.6,25.6,27.9,22.4,-2.3,3.2,0.81,0.15
Moderate,Open,75,50,Krishna Jaya,37,37.8,8.1,27.9,22.4,10.0,-14.3,3.76,-0.8
Moderate,Positioning,25,50,Krishna Jaya,40,35.0,17.5,22.4,22.9,12.6,-5.4,2.05,-0.25
Moderate,Positioning,25,50,Shukla Bhadra,52,17.3,25.0,22.4,22.9,-5.1,2.1,0.71,0.55
Moderate,Positioning,25,50,Shukla Purna,46,30.4,8.7,22.4,22.9,8.0,-14.3,3.58,-0.95
Moderate,Positioning,25,75,Krishna Jaya,32,21.9,15.6,22.4,22.9,-0.5,-7.3,1.43,-0.01
Moderate,Positioning,50,50,Krishna Nanda,33,27.3,18.2,22.4,22.9,4.9,-4.8,1.54,-0.46
Moderate,Positioning,50,50,Krishna Purna,49,4.1,30.6,22.4,22.9,-18.3,7.7,0.14,0.67
Moderate,Positioning,50,50,Krishna Rikta,87,33.3,27.6,22.4,22.9,10.9,4.6,1.24,-0.01
Moderate,Positioning,50,50,Shukla Bhadra,32,15.6,21.9,22.4,22.9,-6.8,-1.1,0.73,0.66
Moderate,Positioning,50,50,Shukla Jaya,56,26.8,16.1,22.4,22.9,4.4,-6.9,1.71,-0.08
Moderate,Positioning,50,50,Shukla Nanda,39,23.1,28.2,22.4,22.9,0.7,5.3,0.84,-0.27
Moderate,Positioning,50,50,Shukla Purna,45,22.2,13.3,22.4,22.9,-0.2,-9.6,1.71,-0.46
Moderate,Positioning,50,75,Krishna Rikta,43,34.9,16.3,22.4,22.9,12.5,-6.7,2.19,-0.56
Moderate,Positioning,75,50,Krishna Purna,33,18.2,27.3,22.4,22.9,-4.2,4.3,0.68,-0.08
Moderate,Positioning,75,50,Shukla Bhadra,41,17.1,34.1,22.4,22.9,-5.3,11.2,0.51,0.87
Moderate,REMOVE,0,0,Krishna Purna,97,14.4,37.1,25.5,25.5,-11.0,11.6,0.39,0.76
Moderate,REMOVE,50,75,Krishna Nanda,54,46.3,11.1,25.5,25.5,20.8,-14.4,4.17,-1.36
Moderate,REMOVE,75,50,Krishna Nanda,35,25.7,28.6,25.5,25.5,0.2,3.1,0.9,0.3
Moderate,Survival,25,50,Krishna Jaya,58,37.9,12.1,27.7,22.3,10.2,-10.2,2.53,-1.24
Moderate,Survival,25,50,Krishna Nanda,36,36.1,5.6,27.7,22.3,8.4,-16.8,5.23,-1.24
Moderate,Survival,25,75,Krishna Nanda,57,22.8,21.1,27.7,22.3,-4.9,-1.3,0.87,0.17
Moderate,Survival,50,50,Krishna Bhadra,55,41.8,7.3,27.7,22.3,14.1,-15.0,4.63,-1.46
Moderate,Survival,50,50,Krishna Jaya,147,37.4,12.9,27.7,22.3,9.7,-9.4,2.33,-1.03
Moderate,Survival,50,50,Krishna Nanda,36,33.3,8.3,27.7,22.3,5.6,-14.0,3.22,-0.94
