round_type,condition,color,gap_bucket,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Positioning,Calm,Yellow,0,266,20.3,25.2,23.1,22.9,-2.8,2.3,0.8,0.22
Positioning,Calm,Yellow,10,57,26.3,22.8,23.1,22.9,3.2,-0.1,1.14,-0.02
Positioning,Moderate,Blue,-10,41,29.3,17.1,22.8,22.3,6.5,-5.3,1.68,-0.34
Positioning,Moderate,Blue,0,74,24.3,24.3,22.8,22.3,1.5,2.0,0.98,-0.03
Positioning,Moderate,Green,-20,32,15.6,25.0,22.8,22.3,-7.2,2.7,0.61,0.57
Positioning,Moderate,Green,0,74,24.3,13.5,22.8,22.3,1.5,-8.8,1.76,-0.52
Positioning,Moderate,Orange,-30,38,28.9,21.1,22.8,22.3,6.1,-1.3,1.35,-0.93
Positioning,Moderate,Orange,0,30,26.7,13.3,22.8,22.3,3.9,-9.0,1.96,-0.34
Positioning,Moderate,Purple,-20,36,8.3,19.4,22.8,22.3,-14.5,-2.9,0.42,0.17
Positioning,Moderate,Purple,-10,39,30.8,23.1,22.8,22.3,8.0,0.7,1.31,-0.25
Positioning,Moderate,Purple,0,95,22.1,29.5,22.8,22.3,-0.7,7.1,0.73,0.27
Positioning,Moderate,Yellow,-20,81,22.2,24.7,22.8,22.3,-0.6,2.3,0.88,0.14
Positioning,Moderate,Yellow,-10,73,24.7,17.8,22.8,22.3,1.9,-4.5,1.36,0.02
Positioning,Moderate,Yellow,0,159,22.6,23.3,22.8,22.3,-0.2,0.9,0.95,0.12
Positioning,Tough,Yellow,-10,33,15.2,12.1,15.9,21.7,-0.7,-9.6,1.71,0.0
REMOVE,Calm,Blue,-30,31,22.6,32.3,26.6,29.1,-4.0,3.2,0.77,0.32
REMOVE,Calm,Blue,-10,67,17.9,37.3,26.6,29.1,-8.7,8.3,0.53,1.25
REMOVE,Calm,Blue,0,83,26.5,32.5,26.6,29.1,-0.1,3.5,0.89,0.31
REMOVE,Calm,Green,0,84,21.4,26.2,26.6,29.1,-5.1,-2.9,0.89,0.25
REMOVE,Calm,Orange,0,34,14.7,38.2,26.6,29.1,-11.9,9.2,0.42,1.39
REMOVE,Calm,Purple,0,101,22.8,31.7,26.6,29.1,-3.8,2.6,0.79,0.18
REMOVE,Calm,Yellow,-20,81,29.6,27.2,26.6,29.1,3.1,-1.9,1.19,-0.38
REMOVE,Calm,Yellow,-10,117,29.9,29.1,26.6,29.1,3.3,-0.0,1.13,-0.53
REMOVE,Calm,Yellow,0,190,30.0,27.4,26.6,29.1,3.4,-1.7,1.2,-0.12
REMOVE,Moderate,Blue,0,42,35.7,16.7,28.3,22.5,7.4,-5.8,1.7,-0.35
REMOVE,Moderate,Yellow,0,46,28.3,15.2,28.3,22.5,-0.1,-7.2,1.47,-0.48
Survival,Calm,Blue,-40,37,24.3,21.6,26.2,21.8,-1.9,-0.2,0.93,-0.13
Survival,Calm,Blue,-30,111,24.3,21.6,26.2,21.8,-1.9,-0.2,0.93,0.01
Survival,Calm,Blue,-20,102,24.5,16.7,26.2,21.8,-1.7,-5.1,1.22,-0.05
Survival,Calm,Blue,-10,147,16.3,25.9,26.2,21.8,-9.9,4.1,0.52,0.57
Survival,Calm,Blue,0,174,27.0,17.8,26.2,21.8,0.8,-4.0,1.26,-0.24
Survival,Calm,Blue,10,30,23.3,20.0,26.2,21.8,-2.9,-1.8,0.97,-0.04
Survival,Calm,Green,-30,42,19.0,19.0,26.2,21.8,-7.2,-2.7,0.83,0.29
Survival,Calm,Green,-20,59,23.7,22.0,26.2,21.8,-2.5,0.3,0.89,0.28
Survival,Calm,Green,-10,129,20.2,27.9,26.2,21.8,-6.1,6.1,0.6,0.44
Survival,Calm,Green,0,221,26.7,20.4,26.2,21.8,0.5,-1.4,1.09,-0.11
Survival,Calm,Green,10,32,21.9,28.1,26.2,21.8,-4.4,6.3,0.65,0.7
Survival,Calm,Orange,-40,32,31.3,21.9,26.2,21.8,5.0,0.1,1.19,0.02
Survival,Calm,Orange,-30,75,29.3,25.3,26.2,21.8,3.1,3.6,0.96,-0.25
Survival,Calm,Orange,-20,60,28.3,15.0,26.2,21.8,2.1,-6.8,1.57,-0.66
Survival,Calm,Orange,-10,65,24.6,15.4,26.2,21.8,-1.6,-6.4,1.33,-0.28
Survival,Calm,Orange,0,49,36.7,12.2,26.2,21.8,10.5,-9.5,2.49,-0.99
Survival,Calm,Purple,-30,44,50.0,18.2,26.2,21.8,23.8,-3.6,2.28,-1.18
Survival,Calm,Purple,-20,75,33.3,25.3,26.2,21.8,7.1,3.6,1.09,-0.44
Survival,Calm,Purple,-10,109,27.5,23.9,26.2,21.8,1.3,2.1,0.96,0.15
Survival,Calm,Purple,0,252,25.8,23.8,26.2,21.8,-0.4,2.0,0.9,0.14
Survival,Calm,Red,0,52,40.4,15.4,26.2,21.8,14.1,-6.4,2.18,-0.69
Survival,Calm,Yellow,-40,76,26.3,15.8,26.2,21.8,0.1,-6.0,1.38,-0.47
Survival,Calm,Yellow,-30,138,26.1,25.4,26.2,21.8,-0.1,3.6,0.85,0.16
Survival,Calm,Yellow,-20,159,23.3,22.6,26.2,21.8,-3.0,0.9,0.85,-0.12
Survival,Calm,Yellow,-10,398,25.6,21.6,26.2,21.8,-0.6,-0.2,0.98,0.14
Survival,Calm,Yellow,0,401,26.4,24.4,26.2,21.8,0.2,2.7,0.9,0.05
Survival,Calm,Yellow,10,65,32.3,12.3,26.2,21.8,6.1,-9.5,2.18,-0.75
Survival,Moderate,Blue,-20,57,26.3,28.1,28.6,20.7,-2.3,7.4,0.68,-0.11
Survival,Moderate,Blue,-10,78,42.3,10.3,28.6,20.7,13.7,-10.4,2.98,-1.11
Survival,Moderate,Blue,0,157,30.6,22.9,28.6,20.7,2.0,2.3,0.96,-0.39
Survival,Moderate,Green,-10,40,20.0,27.5,28.6,20.7,-8.6,6.8,0.53,0.22
Survival,Moderate,Green,0,65,27.7,21.5,28.6,20.7,-0.9,0.9,0.93,-0.27
Survival,Moderate,Orange,-40,42,26.2,23.8,28.6,20.7,-2.4,3.1,0.8,0.22
Survival,Moderate,Orange,-20,38,34.2,13.2,28.6,20.7,5.6,-7.5,1.88,-1.04
Survival,Moderate,Orange,0,35,28.6,22.9,28.6,20.7,-0.0,2.2,0.9,-0.17
Survival,Moderate,Purple,-10,52,40.4,9.6,28.6,20.7,11.8,-11.0,3.04,-1.17
Survival,Moderate,Purple,0,55,32.7,20.0,28.6,20.7,4.1,-0.7,1.18,-0.51
Survival,Moderate,Yellow,-20,48,27.1,12.5,28.6,20.7,-1.5,-8.2,1.57,-0.7
Survival,Moderate,Yellow,-10,185,26.5,22.2,28.6,20.7,-2.1,1.5,0.86,-0.18
Survival,Moderate,Yellow,0,329,24.9,24.3,28.6,20.7,-3.7,3.7,0.74,-0.13
Survival,Moderate,Yellow,10,38,13.2,18.4,28.6,20.7,-15.4,-2.2,0.52,0.73
Survival,Tough,Purple,0,48,18.8,25.0,17.3,25.1,1.4,-0.1,1.09,-0.2
Survival,Tough,Yellow,-10,46,21.7,13.0,17.3,25.1,4.4,-12.0,2.41,-0.77
Survival,Tough,Yellow,0,38,21.1,28.9,17.3,25.1,3.7,3.9,1.05,-0.25
