round_type,condition,color,exec_bucket,upside_bucket,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Survival,Moderate,Green,25,75,61,32.8,19.7,25.4,24.5,7.4,-4.8,1.6,-0.68
Survival,Moderate,Green,50,50,305,28.5,26.9,25.4,24.5,3.1,2.4,1.02,-0.02
Survival,Moderate,Green,50,75,142,22.5,24.6,25.4,24.5,-2.9,0.2,0.88,0.01
Survival,Moderate,Green,75,50,76,25.0,19.7,25.4,24.5,-0.4,-4.7,1.22,-0.28
Survival,Moderate,Orange,25,25,45,20.0,26.7,25.4,24.5,-5.4,2.2,0.72,0.64
Survival,Moderate,Orange,25,50,263,25.1,25.5,25.4,24.5,-0.3,1.0,0.95,0.01
Survival,Moderate,Orange,25,75,162,26.5,20.4,25.4,24.5,1.1,-4.1,1.25,-0.27
Survival,Moderate,Orange,50,50,315,25.4,21.9,25.4,24.5,-0.0,-2.6,1.12,-0.07
Survival,Moderate,Orange,50,75,227,19.8,28.6,25.4,24.5,-5.6,4.2,0.67,0.42
Survival,Moderate,Orange,75,50,84,23.8,32.1,25.4,24.5,-1.6,7.7,0.71,0.44
Survival,Moderate,Purple,25,50,136,25.7,21.3,25.4,24.5,0.3,-3.2,1.16,-0.16
Survival,Moderate,Purple,25,75,58,36.2,25.9,25.4,24.5,10.8,1.4,1.35,-0.44
Survival,Moderate,Purple,50,50,344,23.0,24.4,25.4,24.5,-2.5,-0.1,0.91,0.02
Survival,Moderate,Purple,50,75,122,21.3,27.0,25.4,24.5,-4.1,2.6,0.76,0.53
Survival,Moderate,Purple,75,50,94,27.7,30.9,25.4,24.5,2.2,6.4,0.86,-0.03
Survival,Moderate,Red,50,50,73,23.3,26.0,25.4,24.5,-2.1,1.5,0.86,0.17
Survival,Moderate,Yellow,25,25,91,26.4,29.7,25.4,24.5,0.9,5.2,0.86,0.22
Survival,Moderate,Yellow,25,50,353,26.1,25.5,25.4,24.5,0.6,1.0,0.98,-0.02
Survival,Moderate,Yellow,25,75,146,26.7,28.1,25.4,24.5,1.3,3.6,0.92,-0.04
Survival,Moderate,Yellow,50,25,65,29.2,24.6,25.4,24.5,3.8,0.1,1.14,0.13
Survival,Moderate,Yellow,50,50,938,25.7,22.8,25.4,24.5,0.3,-1.7,1.08,0.06
Survival,Moderate,Yellow,50,75,461,24.3,26.2,25.4,24.5,-1.1,1.8,0.89,0.3
Survival,Moderate,Yellow,75,50,209,26.3,20.6,25.4,24.5,0.9,-3.9,1.23,-0.26
