condition,round_type,color,element,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Calm,Positioning,Blue,Earth,109,28.4,15.6,24.1,21.9,4.3,-6.3,1.66,-0.53
Calm,Positioning,Blue,Fire,97,28.9,18.6,24.1,21.9,4.8,-3.4,1.41,-0.25
Calm,Positioning,Blue,Metal,99,17.2,25.3,24.1,21.9,-6.9,3.3,0.62,0.44
Calm,Positioning,Blue,Wood,61,24.6,21.3,24.1,21.9,0.5,-0.6,1.05,-0.11
Calm,Positioning,Green,Earth,55,16.4,23.6,24.1,21.9,-7.7,1.7,0.63,0.41
Calm,Positioning,Green,Fire,52,28.8,17.3,24.1,21.9,4.7,-4.6,1.52,-0.4
Calm,Positioning,Green,Metal,58,34.5,17.2,24.1,21.9,10.4,-4.7,1.82,-0.2
Calm,Positioning,Green,Wood,44,29.5,25.0,24.1,21.9,5.4,3.1,1.07,-0.14
Calm,Positioning,Orange,Earth,48,16.7,29.2,24.1,21.9,-7.4,7.2,0.52,0.28
Calm,Positioning,Orange,Fire,60,13.3,28.3,24.1,21.9,-10.8,6.4,0.43,0.44
Calm,Positioning,Orange,Metal,45,26.7,24.4,24.1,21.9,2.6,2.5,0.99,0.13
Calm,Positioning,Orange,Wood,48,20.8,14.6,24.1,21.9,-3.3,-7.3,1.3,-0.21
Calm,Positioning,Purple,Earth,68,23.5,23.5,24.1,21.9,-0.6,1.6,0.91,0.2
Calm,Positioning,Purple,Fire,84,22.6,27.4,24.1,21.9,-1.5,5.5,0.75,0.31
Calm,Positioning,Purple,Metal,62,17.7,21.0,24.1,21.9,-6.4,-1.0,0.77,-0.21
Calm,Positioning,Purple,Wood,48,29.2,18.8,24.1,21.9,5.1,-3.2,1.41,-0.27
Calm,Positioning,Yellow,Earth,167,22.8,22.8,24.1,21.9,-1.4,0.8,0.91,0.03
Calm,Positioning,Yellow,Fire,195,25.6,22.1,24.1,21.9,1.5,0.1,1.06,-0.02
Calm,Positioning,Yellow,Metal,134,25.4,21.6,24.1,21.9,1.3,-0.3,1.07,-0.16
Calm,Positioning,Yellow,Wood,142,25.4,19.0,24.1,21.9,1.2,-2.9,1.21,-0.24
Calm,Survival,Blue,Earth,127,28.3,17.3,26.1,22.6,2.3,-5.2,1.42,-0.31
Calm,Survival,Blue,Fire,159,23.9,24.5,26.1,22.6,-2.2,2.0,0.84,0.14
Calm,Survival,Blue,Metal,102,17.6,25.5,26.1,22.6,-8.4,2.9,0.6,0.51
Calm,Survival,Blue,Wood,114,24.6,17.5,26.1,22.6,-1.5,-5.0,1.21,-0.05
Calm,Survival,Green,Earth,111,28.8,23.4,26.1,22.6,2.7,0.9,1.06,0.03
Calm,Survival,Green,Fire,99,27.3,22.2,26.1,22.6,1.2,-0.3,1.06,0.01
Calm,Survival,Green,Metal,110,20.0,18.2,26.1,22.6,-6.1,-4.4,0.95,0.12
Calm,Survival,Green,Wood,76,18.4,34.2,26.1,22.6,-7.7,11.6,0.47,0.62
Calm,Survival,Orange,Earth,48,31.3,18.8,26.1,22.6,5.2,-3.8,1.44,-0.52
Calm,Survival,Orange,Fire,79,30.4,19.0,26.1,22.6,4.3,-3.6,1.38,-0.29
Calm,Survival,Orange,Metal,48,31.3,22.9,26.1,22.6,5.2,0.3,1.18,-0.31
Calm,Survival,Orange,Wood,69,24.6,18.8,26.1,22.6,-1.4,-3.7,1.13,-0.34
Calm,Survival,Purple,Earth,91,20.9,27.5,26.1,22.6,-5.2,4.9,0.66,0.25
Calm,Survival,Purple,Fire,132,32.6,20.5,26.1,22.6,6.5,-2.1,1.38,-0.21
Calm,Survival,Purple,Metal,101,23.8,24.8,26.1,22.6,-2.3,2.2,0.83,0.13
Calm,Survival,Purple,Wood,97,26.8,28.9,26.1,22.6,0.7,6.3,0.8,0.19
Calm,Survival,Yellow,Earth,288,24.0,21.9,26.1,22.6,-2.1,-0.7,0.95,0.01
Calm,Survival,Yellow,Fire,294,28.6,20.4,26.1,22.6,2.5,-2.2,1.21,-0.21
Calm,Survival,Yellow,Metal,239,24.3,24.7,26.1,22.6,-1.8,2.1,0.85,0.13
Calm,Survival,Yellow,Wood,170,27.1,24.1,26.1,22.6,1.0,1.5,0.97,0.3
