condition,round_type,exec_bucket,upside_bucket,horoscope,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Calm,Closing,25,75,SCORPIO,46,17.4,32.6,23.6,22.7,-6.2,9.9,0.51,0.38
Calm,Closing,25,75,TAURUS,31,29.0,16.1,23.6,22.7,5.4,-6.6,1.73,-0.71
Calm,Closing,50,50,AQUARIUS,89,19.1,19.1,23.6,22.7,-4.5,-3.6,0.96,0.06
Calm,Closing,50,50,ARIES,121,16.5,26.4,23.6,22.7,-7.1,3.7,0.6,0.44
Calm,Closing,50,50,CANCER,184,28.8,19.6,23.6,22.7,5.2,-3.2,1.42,-0.45
Calm,Closing,50,50,CAPRICORN,140,25.0,27.9,23.6,22.7,1.4,5.1,0.86,0.22
Calm,Closing,50,50,GEMINI,169,17.8,27.2,23.6,22.7,-5.8,4.5,0.63,0.47
Calm,Closing,50,50,LEO,149,28.2,18.1,23.6,22.7,4.6,-4.6,1.5,-0.55
Calm,Closing,50,50,LIBRA,44,9.1,22.7,23.6,22.7,-14.5,-0.0,0.39,0.33
Calm,Closing,50,50,PISCES,136,24.3,27.2,23.6,22.7,0.7,4.5,0.86,0.42
Calm,Closing,50,50,SAGITTARIUS,118,22.9,22.0,23.6,22.7,-0.7,-0.7,1.0,0.21
Calm,Closing,50,50,SCORPIO,181,30.4,17.7,23.6,22.7,6.8,-5.1,1.66,-0.46
Calm,Closing,50,50,TAURUS,115,25.2,24.3,23.6,22.7,1.6,1.6,1.0,0.04
Calm,Closing,50,50,VIRGO,107,29.9,18.7,23.6,22.7,6.3,-4.0,1.54,-0.26
Calm,Closing,50,75,AQUARIUS,70,21.4,25.7,23.6,22.7,-2.2,3.0,0.8,0.24
Calm,Closing,50,75,ARIES,70,21.4,21.4,23.6,22.7,-2.2,-1.3,0.96,-0.17
Calm,Closing,50,75,CANCER,95,21.1,26.3,23.6,22.7,-2.5,3.6,0.77,0.33
Calm,Closing,50,75,CAPRICORN,75,25.3,24.0,23.6,22.7,1.7,1.3,1.02,-0.27
Calm,Closing,50,75,GEMINI,113,18.6,20.4,23.6,22.7,-5.0,-2.4,0.88,0.05
Calm,Closing,50,75,LEO,103,22.3,19.4,23.6,22.7,-1.3,-3.3,1.11,-0.27
Calm,Closing,50,75,LIBRA,38,36.8,18.4,23.6,22.7,13.2,-4.3,1.93,-0.99
Calm,Closing,50,75,PISCES,103,23.3,22.3,23.6,22.7,-0.3,-0.4,1.01,0.04
Calm,Closing,50,75,SAGITTARIUS,77,11.7,24.7,23.6,22.7,-11.9,1.9,0.46,0.27
Calm,Closing,50,75,SCORPIO,108,25.9,23.1,23.6,22.7,2.3,0.4,1.08,-0.21
Calm,Closing,50,75,TAURUS,70,18.6,20.0,23.6,22.7,-5.0,-2.7,0.89,-0.12
Calm,Closing,50,75,VIRGO,63,27.0,30.2,23.6,22.7,3.4,7.4,0.86,0.5
Calm,Closing,75,50,ARIES,44,15.9,31.8,23.6,22.7,-7.7,9.1,0.48,0.44
Calm,Closing,75,50,CANCER,31,22.6,19.4,23.6,22.7,-1.0,-3.4,1.12,0.35
Calm,Closing,75,50,CAPRICORN,38,39.5,23.7,23.6,22.7,15.9,0.9,1.61,-0.78
Calm,Closing,75,50,GEMINI,53,24.5,26.4,23.6,22.7,0.9,3.7,0.89,0.2
Calm,Closing,75,50,LEO,33,21.2,24.2,23.6,22.7,-2.4,1.5,0.84,0.11
Calm,Closing,75,50,PISCES,42,35.7,28.6,23.6,22.7,12.1,5.8,1.2,-0.44
Calm,Closing,75,50,SAGITTARIUS,38,26.3,21.1,23.6,22.7,2.7,-1.7,1.2,0.1
Calm,Closing,75,50,SCORPIO,46,17.4,21.7,23.6,22.7,-6.2,-1.0,0.77,0.01
Calm,Closing,75,50,TAURUS,31,22.6,12.9,23.6,22.7,-1.0,-9.8,1.69,-0.31
Calm,Closing,75,50,VIRGO,30,36.7,23.3,23.6,22.7,13.1,0.6,1.51,-0.29
Calm,Mixed,50,50,CANCER,34,26.5,29.4,33.1,22.6,-6.6,6.8,0.62,0.62
Calm,Mixed,50,50,GEMINI,42,23.8,21.4,33.1,22.6,-9.2,-1.2,0.76,0.17
Calm,Mixed,50,50,LEO,31,38.7,25.8,33.1,22.6,5.7,3.2,1.03,-0.48
Calm,Mixed,50,50,PISCES,31,32.3,25.8,33.1,22.6,-0.8,3.2,0.85,0.19
Calm,Mixed,50,50,SCORPIO,39,43.6,23.1,33.1,22.6,10.5,0.5,1.29,-0.64
Calm,Mixed,50,75,GEMINI,32,28.1,28.1,33.1,22.6,-4.9,5.5,0.68,0.18
Calm,Mixed,50,75,SCORPIO,31,19.4,25.8,33.1,22.6,-13.7,3.2,0.51,1.03
Calm,Open,0,0,CAPRICORN,32,15.6,40.6,28.3,20.9,-12.7,19.7,0.28,1.04
Calm,Open,0,0,VIRGO,41,26.8,29.3,28.3,20.9,-1.5,8.3,0.68,0.59
Calm,Open,25,25,PISCES,30,33.3,3.3,28.3,20.9,5.0,-17.6,7.38,-0.99
Calm,Open,25,25,SCORPIO,30,36.7,13.3,28.3,20.9,8.3,-7.6,2.03,-0.92
Calm,Open,25,50,AQUARIUS,114,23.7,20.2,28.3,20.9,-4.7,-0.8,0.87,-0.1
Calm,Open,25,50,ARIES,150,28.7,16.0,28.3,20.9,0.3,-4.9,1.32,-0.25
Calm,Open,25,50,CANCER,173,30.6,15.0,28.3,20.9,2.3,-5.9,1.51,-0.66
Calm,Open,25,50,CAPRICORN,135,25.9,20.7,28.3,20.9,-2.4,-0.2,0.92,-0.07
Calm,Open,25,50,GEMINI,174,32.8,20.1,28.3,20.9,4.4,-0.8,1.2,-0.46
Calm,Open,25,50,LEO,146,31.5,15.1,28.3,20.9,3.2,-5.9,1.54,-0.7
Calm,Open,25,50,LIBRA,63,17.5,39.7,28.3,20.9,-10.9,18.7,0.32,1.17
Calm,Open,25,50,PISCES,127,33.9,17.3,28.3,20.9,5.5,-3.6,1.44,-0.45
Calm,Open,25,50,SAGITTARIUS,133,22.6,19.5,28.3,20.9,-5.8,-1.4,0.85,-0.14
Calm,Open,25,50,SCORPIO,177,27.1,18.6,28.3,20.9,-1.2,-2.3,1.07,-0.11
Calm,Open,25,50,TAURUS,103,35.9,20.4,28.3,20.9,7.6,-0.5,1.3,-0.46
Calm,Open,25,50,VIRGO,109,29.4,20.2,28.3,20.9,1.0,-0.8,1.07,-0.2
Calm,Open,25,75,AQUARIUS,71,28.2,23.9,28.3,20.9,-0.2,3.0,0.87,0.02
Calm,Open,25,75,ARIES,101,32.7,22.8,28.3,20.9,4.3,1.8,1.06,-0.23
Calm,Open,25,75,CANCER,102,21.6,15.7,28.3,20.9,-6.8,-5.2,1.02,-0.33
Calm,Open,25,75,CAPRICORN,93,28.0,20.4,28.3,20.9,-0.4,-0.5,1.01,-0.05
Calm,Open,25,75,GEMINI,111,27.0,26.1,28.3,20.9,-1.3,5.2,0.76,0.06
Calm,Open,25,75,LEO,93,26.9,23.7,28.3,20.9,-1.5,2.7,0.84,-0.12
Calm,Open,25,75,LIBRA,44,18.2,27.3,28.3,20.9,-10.2,6.3,0.49,0.72
Calm,Open,25,75,PISCES,80,30.0,17.5,28.3,20.9,1.7,-3.4,1.27,-0.47
Calm,Open,25,75,SAGITTARIUS,77,37.7,20.8,28.3,20.9,9.3,-0.2,1.34,-0.38
Calm,Open,25,75,SCORPIO,125,24.8,25.6,28.3,20.9,-3.5,4.7,0.72,0.16
Calm,Open,25,75,TAURUS,70,32.9,25.7,28.3,20.9,4.5,4.8,0.94,0.12
Calm,Open,25,75,VIRGO,68,25.0,17.6,28.3,20.9,-3.3,-3.3,1.05,-0.52
Calm,Open,50,50,AQUARIUS,180,30.0,23.9,28.3,20.9,1.7,3.0,0.93,-0.13
Calm,Open,50,50,ARIES,248,25.8,21.4,28.3,20.9,-2.5,0.4,0.89,-0.11
Calm,Open,50,50,CANCER,305,29.2,20.0,28.3,20.9,0.8,-0.9,1.08,-0.28
Calm,Open,50,50,CAPRICORN,226,28.3,19.0,28.3,20.9,-0.0,-1.9,1.1,-0.33
Calm,Open,50,50,GEMINI,331,29.0,19.9,28.3,20.9,0.7,-1.0,1.07,-0.29
Calm,Open,50,50,LEO,262,26.7,20.2,28.3,20.9,-1.6,-0.7,0.98,-0.1
Calm,Open,50,50,LIBRA,110,30.0,22.7,28.3,20.9,1.7,1.8,0.97,-0.11
Calm,Open,50,50,PISCES,262,26.0,24.0,28.3,20.9,-2.4,3.1,0.8,-0.03
Calm,Open,50,50,SAGITTARIUS,239,29.3,19.7,28.3,20.9,0.9,-1.3,1.1,-0.24
Calm,Open,50,50,SCORPIO,312,29.2,23.4,28.3,20.9,0.8,2.5,0.92,-0.41
Calm,Open,50,50,TAURUS,188,34.6,18.1,28.3,20.9,6.2,-2.8,1.41,-0.52
Calm,Open,50,50,VIRGO,201,34.8,17.9,28.3,20.9,6.5,-3.0,1.44,-0.51
Calm,Open,50,75,AQUARIUS,101,21.8,22.8,28.3,20.9,-6.6,1.8,0.71,0.19
Calm,Open,50,75,ARIES,139,23.0,23.0,28.3,20.9,-5.3,2.1,0.74,0.09
Calm,Open,50,75,CANCER,162,29.0,23.5,28.3,20.9,0.7,2.5,0.91,-0.21
Calm,Open,50,75,CAPRICORN,134,37.3,17.2,28.3,20.9,9.0,-3.8,1.61,-0.59
Calm,Open,50,75,GEMINI,182,28.0,23.1,28.3,20.9,-0.3,2.1,0.9,-0.2
Calm,Open,50,75,LEO,136,30.9,16.9,28.3,20.9,2.5,-4.0,1.35,-0.47
Calm,Open,50,75,LIBRA,68,16.2,22.1,28.3,20.9,-12.2,1.1,0.54,0.2
Calm,Open,50,75,PISCES,141,26.2,25.5,28.3,20.9,-2.1,4.6,0.76,0.0
Calm,Open,50,75,SAGITTARIUS,87,23.0,26.4,28.3,20.9,-5.4,5.5,0.64,0.11
Calm,Open,50,75,SCORPIO,172,27.3,21.5,28.3,20.9,-1.0,0.6,0.94,-0.05
Calm,Open,50,75,TAURUS,108,26.9,26.9,28.3,20.9,-1.5,5.9,0.74,0.12
Calm,Open,50,75,VIRGO,107,28.0,18.7,28.3,20.9,-0.3,-2.2,1.11,-0.41
Calm,Open,75,50,AQUARIUS,55,20.0,23.6,28.3,20.9,-8.3,2.7,0.62,0.43
Calm,Open,75,50,ARIES,81,22.2,25.9,28.3,20.9,-6.1,5.0,0.63,0.44
Calm,Open,75,50,CANCER,74,24.3,23.0,28.3,20.9,-4.0,2.0,0.78,0.33
Calm,Open,75,50,CAPRICORN,61,19.7,13.1,28.3,20.9,-8.7,-7.8,1.11,-0.41
Calm,Open,75,50,GEMINI,90,32.2,20.0,28.3,20.9,3.9,-0.9,1.19,-0.13
Calm,Open,75,50,LEO,83,24.1,18.1,28.3,20.9,-4.3,-2.9,0.98,-0.28
Calm,Open,75,50,LIBRA,34,23.5,20.6,28.3,20.9,-4.8,-0.3,0.84,0.29
Calm,Open,75,50,PISCES,58,24.1,22.4,28.3,20.9,-4.2,1.5,0.8,0.09
Calm,Open,75,50,SAGITTARIUS,59,27.1,18.6,28.3,20.9,-1.2,-2.3,1.07,-0.12
Calm,Open,75,50,SCORPIO,80,26.3,25.0,28.3,20.9,-2.1,4.1,0.78,0.07
Calm,Open,75,50,TAURUS,39,23.1,35.9,28.3,20.9,-5.3,15.0,0.47,0.97
Calm,Open,75,50,VIRGO,41,36.6,19.5,28.3,20.9,8.2,-1.4,1.38,-0.56
Calm,Positioning,25,25,CANCER,30,26.7,10.0,24.8,21.7,1.8,-11.7,2.33,-0.46
Calm,Positioning,25,25,SCORPIO,31,32.3,25.8,24.8,21.7,7.4,4.1,1.09,-0.38
Calm,Positioning,25,50,AQUARIUS,55,20.0,21.8,24.8,21.7,-4.8,0.1,0.8,-0.0
Calm,Positioning,25,50,ARIES,53,30.2,15.1,24.8,21.7,5.4,-6.6,1.75,-0.37
Calm,Positioning,25,50,CANCER,101,30.7,16.8,24.8,21.7,5.9,-4.9,1.6,-0.39
Calm,Positioning,25,50,CAPRICORN,70,22.9,22.9,24.8,21.7,-2.0,1.1,0.87,-0.36
Calm,Positioning,25,50,GEMINI,90,26.7,22.2,24.8,21.7,1.8,0.5,1.05,-0.09
Calm,Positioning,25,50,LEO,77,29.9,19.5,24.8,21.7,5.0,-2.2,1.34,-0.29
Calm,Positioning,25,50,LIBRA,33,18.2,24.2,24.8,21.7,-6.7,2.5,0.66,0.41
Calm,Positioning,25,50,PISCES,64,21.9,21.9,24.8,21.7,-3.0,0.2,0.87,-0.12
Calm,Positioning,25,50,SAGITTARIUS,76,21.1,27.6,24.8,21.7,-3.8,5.9,0.67,0.59
Calm,Positioning,25,50,SCORPIO,84,28.6,27.4,24.8,21.7,3.7,5.7,0.91,0.19
Calm,Positioning,25,50,TAURUS,52,25.0,26.9,24.8,21.7,0.2,5.2,0.81,0.01
Calm,Positioning,25,50,VIRGO,72,27.8,18.1,24.8,21.7,2.9,-3.7,1.35,-0.36
Calm,Positioning,25,75,AQUARIUS,32,25.0,18.8,24.8,21.7,0.2,-3.0,1.17,0.14
Calm,Positioning,25,75,ARIES,53,30.2,20.8,24.8,21.7,5.4,-1.0,1.27,-0.47
Calm,Positioning,25,75,CANCER,48,22.9,29.2,24.8,21.7,-1.9,7.4,0.69,0.13
Calm,Positioning,25,75,CAPRICORN,51,23.5,21.6,24.8,21.7,-1.3,-0.2,0.95,0.04
Calm,Positioning,25,75,GEMINI,66,15.2,18.2,24.8,21.7,-9.7,-3.5,0.73,-0.03
Calm,Positioning,25,75,LEO,53,17.0,30.2,24.8,21.7,-7.9,8.5,0.49,0.15
Calm,Positioning,25,75,PISCES,45,17.8,15.6,24.8,21.7,-7.1,-6.2,1.0,0.01
Calm,Positioning,25,75,SAGITTARIUS,49,22.4,22.4,24.8,21.7,-2.4,0.7,0.87,0.25
Calm,Positioning,25,75,SCORPIO,65,18.5,23.1,24.8,21.7,-6.4,1.4,0.7,0.39
Calm,Positioning,25,75,TAURUS,44,31.8,22.7,24.8,21.7,7.0,1.0,1.22,-0.58
Calm,Positioning,25,75,VIRGO,38,23.7,21.1,24.8,21.7,-1.2,-0.7,0.98,0.27
Calm,Positioning,50,50,AQUARIUS,104,23.1,16.3,24.8,21.7,-1.8,-5.4,1.23,-0.27
Calm,Positioning,50,50,ARIES,143,23.8,28.0,24.8,21.7,-1.1,6.2,0.74,0.18
Calm,Positioning,50,50,CANCER,181,22.7,16.6,24.8,21.7,-2.2,-5.1,1.2,-0.29
Calm,Positioning,50,50,CAPRICORN,142,18.3,17.6,24.8,21.7,-6.5,-4.1,0.91,-0.14
Calm,Positioning,50,50,GEMINI,192,26.6,17.7,24.8,21.7,1.7,-4.0,1.31,-0.23
Calm,Positioning,50,50,LEO,169,29.6,16.0,24.8,21.7,4.8,-5.7,1.62,-0.61
Calm,Positioning,50,50,LIBRA,63,27.0,19.0,24.8,21.7,2.1,-2.7,1.24,-0.13
Calm,Positioning,50,50,PISCES,150,23.3,18.0,24.8,21.7,-1.5,-3.7,1.13,-0.25
Calm,Positioning,50,50,SAGITTARIUS,159,25.2,25.2,24.8,21.7,0.3,3.4,0.87,-0.03
Calm,Positioning,50,50,SCORPIO,197,27.4,23.9,24.8,21.7,2.6,2.1,1.0,-0.18
Calm,Positioning,50,50,TAURUS,111,25.2,30.6,24.8,21.7,0.4,8.9,0.72,0.25
Calm,Positioning,50,50,VIRGO,119,25.2,24.4,24.8,21.7,0.4,2.6,0.9,0.09
Calm,Positioning,50,75,AQUARIUS,78,24.4,21.8,24.8,21.7,-0.5,0.1,0.98,-0.11
Calm,Positioning,50,75,ARIES,104,30.8,18.3,24.8,21.7,5.9,-3.5,1.47,-0.43
Calm,Positioning,50,75,CANCER,111,20.7,18.9,24.8,21.7,-4.1,-2.8,0.96,-0.18
Calm,Positioning,50,75,CAPRICORN,92,23.9,19.6,24.8,21.7,-0.9,-2.2,1.07,0.27
Calm,Positioning,50,75,GEMINI,133,19.5,25.6,24.8,21.7,-5.3,3.8,0.67,0.06
Calm,Positioning,50,75,LEO,93,25.8,18.3,24.8,21.7,1.0,-3.4,1.23,-0.31
Calm,Positioning,50,75,LIBRA,45,15.6,33.3,24.8,21.7,-9.3,11.6,0.41,0.78
Calm,Positioning,50,75,PISCES,106,27.4,31.1,24.8,21.7,2.5,9.4,0.77,0.22
Calm,Positioning,50,75,SAGITTARIUS,59,22.0,16.9,24.8,21.7,-2.8,-4.8,1.14,0.06
Calm,Positioning,50,75,SCORPIO,117,24.8,19.7,24.8,21.7,-0.0,-2.1,1.1,-0.01
Calm,Positioning,50,75,TAURUS,60,30.0,16.7,24.8,21.7,5.2,-5.1,1.57,-0.59
Calm,Positioning,50,75,VIRGO,78,25.6,10.3,24.8,21.7,0.8,-11.5,2.19,-0.37
Calm,Positioning,75,50,ARIES,40,30.0,25.0,24.8,21.7,5.2,3.3,1.05,-0.2
Calm,Positioning,75,50,CANCER,40,25.0,25.0,24.8,21.7,0.2,3.3,0.87,0.22
Calm,Positioning,75,50,CAPRICORN,37,18.9,27.0,24.8,21.7,-5.9,5.3,0.61,0.46
Calm,Positioning,75,50,GEMINI,47,19.1,27.7,24.8,21.7,-5.7,5.9,0.61,0.6
Calm,Positioning,75,50,LEO,41,17.1,26.8,24.8,21.7,-7.8,5.1,0.56,0.33
Calm,Positioning,75,50,PISCES,31,29.0,22.6,24.8,21.7,4.2,0.9,1.12,0.3
Calm,Positioning,75,50,SAGITTARIUS,35,17.1,20.0,24.8,21.7,-7.7,-1.7,0.75,-0.07
Calm,Positioning,75,50,SCORPIO,44,38.6,20.5,24.8,21.7,13.8,-1.3,1.65,-0.72
Calm,REMOVE,25,50,ARIES,38,23.7,23.7,26.0,29.4,-2.4,-5.7,1.13,-0.27
Calm,REMOVE,25,50,CANCER,52,21.2,32.7,26.0,29.4,-4.9,3.3,0.73,0.91
Calm,REMOVE,25,50,CAPRICORN,34,20.6,29.4,26.0,29.4,-5.5,-0.0,0.79,0.67
Calm,REMOVE,25,50,GEMINI,52,25.0,34.6,26.0,29.4,-1.0,5.2,0.82,0.54
Calm,REMOVE,25,50,LEO,44,27.3,38.6,26.0,29.4,1.2,9.2,0.8,0.16
Calm,REMOVE,25,50,PISCES,43,30.2,20.9,26.0,29.4,4.2,-8.5,1.63,0.01
Calm,REMOVE,25,50,SAGITTARIUS,31,22.6,45.2,26.0,29.4,-3.5,15.7,0.56,1.23
Calm,REMOVE,25,50,SCORPIO,55,21.8,34.5,26.0,29.4,-4.2,5.1,0.71,0.26
Calm,REMOVE,25,50,TAURUS,38,21.1,21.1,26.0,29.4,-5.0,-8.4,1.13,-0.05
Calm,REMOVE,25,50,VIRGO,39,20.5,28.2,26.0,29.4,-5.5,-1.2,0.82,0.24
Calm,REMOVE,50,50,AQUARIUS,62,32.3,27.4,26.0,29.4,6.2,-2.0,1.33,-0.15
Calm,REMOVE,50,50,ARIES,75,25.3,40.0,26.0,29.4,-0.7,10.6,0.72,0.76
Calm,REMOVE,50,50,CANCER,98,23.5,26.5,26.0,29.4,-2.6,-2.9,1.0,0.49
Calm,REMOVE,50,50,CAPRICORN,53,20.8,35.8,26.0,29.4,-5.3,6.4,0.65,0.86
Calm,REMOVE,50,50,GEMINI,92,28.3,26.1,26.0,29.4,2.2,-3.3,1.22,-0.01
Calm,REMOVE,50,50,LEO,82,30.5,31.7,26.0,29.4,4.4,2.3,1.09,0.42
Calm,REMOVE,50,50,PISCES,60,30.0,28.3,26.0,29.4,4.0,-1.1,1.2,-0.15
Calm,REMOVE,50,50,SAGITTARIUS,54,25.9,31.5,26.0,29.4,-0.1,2.1,0.93,0.24
Calm,REMOVE,50,50,SCORPIO,104,20.2,36.5,26.0,29.4,-5.8,7.1,0.62,0.87
Calm,REMOVE,50,50,TAURUS,65,26.2,32.3,26.0,29.4,0.1,2.9,0.91,0.09
Calm,REMOVE,50,50,VIRGO,70,31.4,25.7,26.0,29.4,5.4,-3.7,1.38,0.1
Calm,REMOVE,50,75,AQUARIUS,46,23.9,32.6,26.0,29.4,-2.1,3.2,0.83,0.37
Calm,REMOVE,50,75,ARIES,71,16.9,26.8,26.0,29.4,-9.1,-2.7,0.71,0.7
Calm,REMOVE,50,75,CANCER,74,29.7,33.8,26.0,29.4,3.7,4.4,0.99,0.82
Calm,REMOVE,50,75,CAPRICORN,68,23.5,30.9,26.0,29.4,-2.5,1.5,0.86,0.38
Calm,REMOVE,50,75,GEMINI,83,27.7,28.9,26.0,29.4,1.7,-0.5,1.08,0.47
Calm,REMOVE,50,75,LEO,70,22.9,27.1,26.0,29.4,-3.2,-2.3,0.95,0.16
Calm,REMOVE,50,75,LIBRA,35,22.9,31.4,26.0,29.4,-3.2,2.0,0.82,0.46
Calm,REMOVE,50,75,PISCES,64,25.0,34.4,26.0,29.4,-1.0,5.0,0.82,0.29
Calm,REMOVE,50,75,SAGITTARIUS,46,26.1,26.1,26.0,29.4,0.0,-3.3,1.13,-0.47
Calm,REMOVE,50,75,SCORPIO,61,27.9,27.9,26.0,29.4,1.8,-1.5,1.13,-0.18
Calm,REMOVE,50,75,TAURUS,53,34.0,20.8,26.0,29.4,7.9,-8.7,1.85,-1.17
Calm,REMOVE,50,75,VIRGO,59,20.3,40.7,26.0,29.4,-5.7,11.3,0.56,1.13
Calm,REMOVE,75,50,SCORPIO,37,45.9,18.9,26.0,29.4,19.9,-10.5,2.74,-0.77
Calm,Survival,25,50,AQUARIUS,68,25.0,11.8,26.4,22.5,-1.4,-10.8,1.81,-0.09
Calm,Survival,25,50,ARIES,109,26.6,23.9,26.4,22.5,0.2,1.3,0.95,-0.15
Calm,Survival,25,50,CANCER,106,28.3,16.0,26.4,22.5,1.9,-6.5,1.51,-0.46
Calm,Survival,25,50,CAPRICORN,92,29.3,16.3,26.4,22.5,2.9,-6.2,1.54,-0.55
Calm,Survival,25,50,GEMINI,110,25.5,23.6,26.4,22.5,-0.9,1.1,0.92,0.05
Calm,Survival,25,50,LEO,84,27.4,13.1,26.4,22.5,1.0,-9.4,1.78,-0.74
Calm,Survival,25,50,LIBRA,33,15.2,21.2,26.4,22.5,-11.3,-1.3,0.61,0.25
Calm,Survival,25,50,PISCES,94,26.6,22.3,26.4,22.5,0.2,-0.2,1.02,-0.2
Calm,Survival,25,50,SAGITTARIUS,91,20.9,12.1,26.4,22.5,-5.5,-10.4,1.47,-0.42
Calm,Survival,25,50,SCORPIO,141,25.5,24.1,26.4,22.5,-0.9,1.6,0.9,0.07
Calm,Survival,25,50,TAURUS,74,33.8,24.3,26.4,22.5,7.4,1.8,1.18,-0.23
Calm,Survival,25,50,VIRGO,66,28.8,16.7,26.4,22.5,2.4,-5.9,1.47,-0.54
Calm,Survival,25,75,AQUARIUS,47,31.9,21.3,26.4,22.5,5.5,-1.3,1.28,-0.53
Calm,Survival,25,75,ARIES,63,27.0,27.0,26.4,22.5,0.6,4.5,0.85,-0.12
Calm,Survival,25,75,CANCER,73,20.5,21.9,26.4,22.5,-5.9,-0.6,0.8,0.32
Calm,Survival,25,75,CAPRICORN,55,29.1,18.2,26.4,22.5,2.7,-4.3,1.37,0.1
Calm,Survival,25,75,GEMINI,71,22.5,26.8,26.4,22.5,-3.9,4.2,0.72,0.52
Calm,Survival,25,75,LEO,71,26.8,21.1,26.4,22.5,0.4,-1.4,1.08,0.21
Calm,Survival,25,75,PISCES,58,27.6,10.3,26.4,22.5,1.2,-12.2,2.28,-0.74
Calm,Survival,25,75,SAGITTARIUS,62,35.5,22.6,26.4,22.5,9.1,0.1,1.34,-0.53
Calm,Survival,25,75,SCORPIO,66,37.9,19.7,26.4,22.5,11.5,-2.8,1.64,-0.42
Calm,Survival,25,75,TAURUS,42,26.2,33.3,26.4,22.5,-0.2,10.8,0.67,0.25
Calm,Survival,25,75,VIRGO,40,30.0,30.0,26.4,22.5,3.6,7.5,0.85,-0.0
Calm,Survival,50,50,AQUARIUS,138,19.6,27.5,26.4,22.5,-6.8,5.0,0.61,0.27
Calm,Survival,50,50,ARIES,175,22.3,29.7,26.4,22.5,-4.1,7.2,0.64,0.39
Calm,Survival,50,50,CANCER,205,26.3,20.5,26.4,22.5,-0.1,-2.0,1.1,-0.05
Calm,Survival,50,50,CAPRICORN,156,26.9,17.9,26.4,22.5,0.5,-4.6,1.28,-0.14
Calm,Survival,50,50,GEMINI,211,26.1,23.7,26.4,22.5,-0.3,1.2,0.94,0.03
Calm,Survival,50,50,LEO,192,29.2,25.5,26.4,22.5,2.8,3.0,0.98,-0.0
Calm,Survival,50,50,LIBRA,80,32.5,26.3,26.4,22.5,6.1,3.7,1.06,-0.13
Calm,Survival,50,50,PISCES,175,28.6,18.3,26.4,22.5,2.2,-4.2,1.33,-0.27
Calm,Survival,50,50,SAGITTARIUS,163,24.5,23.9,26.4,22.5,-1.9,1.4,0.88,-0.01
Calm,Survival,50,50,SCORPIO,192,22.9,22.4,26.4,22.5,-3.5,-0.1,0.87,0.19
Calm,Survival,50,50,TAURUS,131,26.7,24.4,26.4,22.5,0.3,1.9,0.93,-0.15
Calm,Survival,50,50,VIRGO,124,27.4,16.9,26.4,22.5,1.0,-5.6,1.38,-0.4
Calm,Survival,50,75,AQUARIUS,71,26.8,26.8,26.4,22.5,0.4,4.2,0.85,0.2
Calm,Survival,50,75,ARIES,98,25.5,25.5,26.4,22.5,-0.9,3.0,0.85,0.05
Calm,Survival,50,75,CANCER,129,24.8,24.0,26.4,22.5,-1.6,1.5,0.88,0.09
Calm,Survival,50,75,CAPRICORN,91,41.8,22.0,26.4,22.5,15.4,-0.5,1.62,-0.63
