condition,round_type,exec_bucket,upside_bucket,chinese_zodiac,n,good_pct,bad_pct,pop_good_pct,pop_bad_pct,good_edge,bad_edge,ratio,avg_diff
Calm,Survival,50,50,Rabbit,91,29.7,24.2,25.8,22.1,3.9,2.0,1.05,0.03
Calm,Survival,50,50,Rat,115,30.4,20.0,25.8,22.1,4.6,-2.1,1.3,-0.32
Calm,Survival,50,50,Rooster,84,28.6,25.0,25.8,22.1,2.8,2.9,0.98,0.38
Calm,Survival,50,50,Snake,103,27.2,26.2,25.8,22.1,1.4,4.1,0.89,0.08
Calm,Survival,50,50,Tiger,97,22.7,19.6,25.8,22.1,-3.1,-2.5,0.99,0.08
Calm,Survival,50,75,Dog,42,21.4,11.9,25.8,22.1,-4.4,-10.2,1.54,-0.2
Calm,Survival,50,75,Dragon,59,20.3,32.2,25.8,22.1,-5.5,10.1,0.54,0.78
Calm,Survival,50,75,Goat,45,13.3,22.2,25.8,22.1,-12.5,0.1,0.51,0.41
Calm,Survival,50,75,Horse,63,31.7,28.6,25.8,22.1,5.9,6.4,0.95,-0.01
Calm,Survival,50,75,Monkey,63,22.2,9.5,25.8,22.1,-3.6,-12.6,2.0,-0.32
Calm,Survival,50,75,Ox,47,27.7,12.8,25.8,22.1,1.8,-9.4,1.86,-0.25
Calm,Survival,50,75,Pig,69,26.1,27.5,25.8,22.1,0.3,5.4,0.81,0.22
Calm,Survival,50,75,Rabbit,52,26.9,21.2,25.8,22.1,1.1,-1.0,1.09,0.09
Calm,Survival,50,75,Rat,72,31.9,25.0,25.8,22.1,6.1,2.9,1.1,-0.3
Calm,Survival,50,75,Rooster,54,25.9,31.5,25.8,22.1,0.1,9.3,0.71,0.43
Calm,Survival,50,75,Snake,42,16.7,28.6,25.8,22.1,-9.2,6.4,0.5,0.7
Calm,Survival,50,75,Tiger,42,31.0,16.7,25.8,22.1,5.1,-5.5,1.59,-0.08
Calm,Survival,75,50,Monkey,32,12.5,31.3,25.8,22.1,-13.3,9.1,0.34,0.75
Calm,Survival,75,50,Pig,32,21.9,31.3,25.8,22.1,-3.9,9.1,0.6,0.76
Calm,Survival,75,50,Rabbit,30,30.0,26.7,25.8,22.1,4.2,4.5,0.96,-0.25
Calm,Survival,75,50,Rat,38,34.2,15.8,25.8,22.1,8.4,-6.3,1.86,-0.44
Calm,Survival,75,50,Snake,33,18.2,12.1,25.8,22.1,-7.6,-10.0,1.29,-0.08
Calm,Survival,75,50,Tiger,34,32.4,17.6,25.8,22.1,6.5,-4.5,1.57,-0.52
Moderate,Closing,50,50,Horse,40,32.5,12.5,21.9,23.8,10.6,-11.3,2.83,-0.49
Moderate,Closing,50,50,Monkey,30,26.7,16.7,21.9,23.8,4.8,-7.1,1.74,-0.38
Moderate,Closing,50,50,Pig,34,20.6,20.6,21.9,23.8,-1.3,-3.2,1.09,-0.01
Moderate,Closing,50,50,Rabbit,34,20.6,26.5,21.9,23.8,-1.3,2.7,0.85,0.57
Moderate,Closing,50,50,Rat,35,31.4,17.1,21.9,23.8,9.6,-6.7,1.99,-0.47
Moderate,Closing,50,50,Rooster,32,12.5,25.0,21.9,23.8,-9.4,1.2,0.54,0.65
Moderate,Closing,50,50,Snake,34,23.5,20.6,21.9,23.8,1.7,-3.2,1.24,0.3
Moderate,Closing,50,50,Tiger,34,23.5,26.5,21.9,23.8,1.7,2.7,0.97,0.39
Moderate,Closing,50,75,Horse,41,24.4,17.1,21.9,23.8,2.5,-6.7,1.55,0.11
Moderate,Open,25,50,Dragon,30,33.3,23.3,28.7,21.5,4.6,1.8,1.07,-0.56
Moderate,Open,25,50,Monkey,40,32.5,20.0,28.7,21.5,3.8,-1.5,1.22,-0.36
Moderate,Open,25,50,Pig,34,20.6,26.5,28.7,21.5,-8.1,5.0,0.58,0.5
Moderate,Open,25,50,Rabbit,41,22.0,14.6,28.7,21.5,-6.8,-6.9,1.12,-0.4
Moderate,Open,25,50,Rat,40,25.0,22.5,28.7,21.5,-3.7,1.0,0.83,0.25
Moderate,Open,25,50,Rooster,41,41.5,12.2,28.7,21.5,12.7,-9.3,2.54,-1.36
Moderate,Open,25,50,Snake,42,33.3,19.0,28.7,21.5,4.6,-2.4,1.31,-0.82
Moderate,Open,25,50,Tiger,38,31.6,15.8,28.7,21.5,2.9,-5.7,1.5,-0.49
Moderate,Open,50,50,Dog,43,23.3,18.6,28.7,21.5,-5.5,-2.9,0.94,-0.3
Moderate,Open,50,50,Dragon,52,32.7,25.0,28.7,21.5,4.0,3.5,0.98,0.07
Moderate,Open,50,50,Goat,56,26.8,19.6,28.7,21.5,-1.9,-1.8,1.02,-0.15
Moderate,Open,50,50,Horse,52,26.9,23.1,28.7,21.5,-1.8,1.6,0.87,-0.16
Moderate,Open,50,50,Monkey,62,29.0,16.1,28.7,21.5,0.3,-5.4,1.35,-0.4
Moderate,Open,50,50,Ox,56,30.4,25.0,28.7,21.5,1.6,3.5,0.91,0.09
Moderate,Open,50,50,Pig,60,31.7,18.3,28.7,21.5,3.0,-3.2,1.29,-0.2
Moderate,Open,50,50,Rabbit,69,29.0,21.7,28.7,21.5,0.3,0.2,1.0,-0.37
Moderate,Open,50,50,Rat,85,22.4,22.4,28.7,21.5,-6.4,0.9,0.75,0.07
Moderate,Open,50,50,Rooster,61,31.1,23.0,28.7,21.5,2.4,1.5,1.02,0.04
Moderate,Open,50,50,Snake,67,32.8,17.9,28.7,21.5,4.1,-3.6,1.37,-0.51
Moderate,Open,50,50,Tiger,73,37.0,20.5,28.7,21.5,8.3,-0.9,1.35,-0.27
Moderate,Open,50,75,Dragon,50,12.0,24.0,28.7,21.5,-16.7,2.5,0.37,0.46
Moderate,Open,50,75,Horse,57,26.3,19.3,28.7,21.5,-2.4,-2.2,1.02,-0.17
Moderate,Open,50,75,Monkey,51,33.3,15.7,28.7,21.5,4.6,-5.8,1.59,-0.43
Moderate,Open,50,75,Ox,41,31.7,24.4,28.7,21.5,3.0,2.9,0.97,0.09
Moderate,Open,50,75,Pig,71,32.4,14.1,28.7,21.5,3.7,-7.4,1.72,-0.64
Moderate,Open,50,75,Rabbit,48,27.1,27.1,28.7,21.5,-1.6,5.6,0.75,-0.02
Moderate,Open,50,75,Rat,68,35.3,19.1,28.7,21.5,6.6,-2.4,1.38,-0.44
Moderate,Open,50,75,Rooster,44,15.9,36.4,28.7,21.5,-12.8,14.9,0.33,0.6
Moderate,Open,50,75,Snake,44,29.5,22.7,28.7,21.5,0.8,1.2,0.97,-0.09
Moderate,Open,50,75,Tiger,44,34.1,27.3,28.7,21.5,5.4,5.8,0.94,-0.31
Moderate,Positioning,50,50,Dragon,31,16.1,22.6,22.7,22.6,-6.5,-0.0,0.71,0.33
Moderate,Positioning,50,50,Horse,42,21.4,26.2,22.7,22.6,-1.2,3.6,0.81,0.07
Moderate,Positioning,50,50,Monkey,32,15.6,28.1,22.7,22.6,-7.1,5.5,0.55,0.68
Moderate,Positioning,50,50,Pig,54,24.1,25.9,22.7,22.6,1.4,3.3,0.92,0.02
Moderate,Positioning,50,50,Rabbit,41,22.0,19.5,22.7,22.6,-0.7,-3.1,1.12,-0.13
Moderate,Positioning,50,50,Rat,47,36.2,25.5,22.7,22.6,13.5,2.9,1.41,-0.52
Moderate,Positioning,50,50,Rooster,32,25.0,25.0,22.7,22.6,2.3,2.4,1.0,0.05
Moderate,Positioning,50,50,Snake,42,21.4,9.5,22.7,22.6,-1.2,-13.1,2.24,-0.4
Moderate,Positioning,50,50,Tiger,43,20.9,30.2,22.7,22.6,-1.7,7.6,0.69,0.41
Moderate,Survival,50,50,Dog,37,24.3,16.2,28.5,20.7,-4.1,-4.5,1.09,-0.43
Moderate,Survival,50,50,Dragon,40,17.5,22.5,28.5,20.7,-11.0,1.8,0.57,0.31
Moderate,Survival,50,50,Goat,31,32.3,19.4,28.5,20.7,3.8,-1.4,1.21,-0.34
Moderate,Survival,50,50,Horse,53,30.2,35.8,28.5,20.7,1.7,15.1,0.61,0.76
Moderate,Survival,50,50,Monkey,54,35.2,14.8,28.5,20.7,6.7,-5.9,1.73,-1.08
Moderate,Survival,50,50,Ox,44,29.5,13.6,28.5,20.7,1.1,-7.1,1.58,-0.75
Moderate,Survival,50,50,Pig,55,25.5,20.0,28.5,20.7,-3.0,-0.7,0.93,-0.26
Moderate,Survival,50,50,Rabbit,47,21.3,21.3,28.5,20.7,-7.2,0.6,0.73,-0.16
Moderate,Survival,50,50,Rat,68,27.9,27.9,28.5,20.7,-0.5,7.2,0.73,-0.06
Moderate,Survival,50,50,Rooster,55,18.2,27.3,28.5,20.7,-10.3,6.6,0.49,-0.09
Moderate,Survival,50,50,Snake,59,35.6,20.3,28.5,20.7,7.1,-0.4,1.27,-0.7
Moderate,Survival,50,50,Tiger,53,18.9,18.9,28.5,20.7,-9.6,-1.8,0.73,-0.06
Moderate,Survival,50,75,Horse,32,25.0,18.8,28.5,20.7,-3.5,-2.0,0.97,-0.23
Moderate,Survival,50,75,Pig,34,35.3,14.7,28.5,20.7,6.8,-6.0,1.75,-0.53
Moderate,Survival,50,75,Rabbit,41,26.8,19.5,28.5,20.7,-1.6,-1.2,1.0,-0.34
Moderate,Survival,50,75,Rat,40,25.0,22.5,28.5,20.7,-3.5,1.8,0.81,-0.63
Moderate,Survival,50,75,Rooster,35,31.4,22.9,28.5,20.7,3.0,2.1,1.0,-0.36
Moderate,Survival,50,75,Snake,33,42.4,18.2,28.5,20.7,14.0,-2.5,1.7,-1.13
Moderate,Survival,50,75,Tiger,32,43.8,15.6,28.5,20.7,15.3,-5.1,2.04,-1.59
